sample_idx,gain,re,im
0,0.000000000000,-2.500000000000,0.000000000000
0,0.000000000000,-1.000000000000,0.000000000000
1,0.094043887147,-2.321533851488,0.000000000000
1,0.094043887147,-1.178466148512,0.000000000000
2,0.188087774295,-2.051333514220,0.000000000000
2,0.188087774295,-1.448666485780,0.000000000000
3,0.282131661442,-1.750000000000,-0.000000019800
3,0.282131661442,-1.750000000000,0.000000019800
4,0.376175548589,-1.750000000000,-0.380850587253
4,0.376175548589,-1.750000000000,0.380850587253
5,0.470219435737,-1.750000000000,-0.617167907797
5,0.470219435737,-1.750000000000,0.617167907797
6,0.564263322884,-1.750000000000,-0.785331320539
6,0.564263322884,-1.750000000000,0.785331320539
7,0.658307210031,-1.750000000000,-0.923360351988
7,0.658307210031,-1.750000000000,0.923360351988
8,0.752351097179,-1.750000000000,-1.043284906546
8,0.752351097179,-1.750000000000,1.043284906546
9,0.846394984326,-1.750000000000,-1.150779063431
9,0.846394984326,-1.750000000000,1.150779063431
10,0.940438871473,-1.750000000000,-1.249056247506
10,0.940438871473,-1.750000000000,1.249056247506
11,1.034482758621,-1.750000000000,-1.340145725672
11,1.034482758621,-1.750000000000,1.340145725672
12,1.128526645768,-1.750000000000,-1.425426119671
12,1.128526645768,-1.750000000000,1.425426119671
13,1.222570532915,-1.750000000000,-1.505884683249
13,1.222570532915,-1.750000000000,1.505884683249
14,1.316614420063,-1.750000000000,-1.582257164891
14,1.316614420063,-1.750000000000,1.582257164891
15,1.410658307210,-1.750000000000,-1.655109299247
15,1.410658307210,-1.750000000000,1.655109299247
16,1.504702194357,-1.750000000000,-1.724887198937
16,1.504702194357,-1.750000000000,1.724887198937
17,1.598746081505,-1.750000000000,-1.791950028784
17,1.598746081505,-1.750000000000,1.791950028784
18,1.692789968652,-1.750000000000,-1.856592029032
18,1.692789968652,-1.750000000000,1.856592029032
19,1.786833855799,-1.750000000000,-1.919057846671
19,1.786833855799,-1.750000000000,1.919057846671
20,1.880877742947,-1.750000000000,-1.979553504069
20,1.880877742947,-1.750000000000,1.979553504069
21,1.974921630094,-1.750000000000,-2.038254432615
21,1.974921630094,-1.750000000000,2.038254432615
22,2.068965517241,-1.750000000000,-2.095311477723
22,2.068965517241,-1.750000000000,2.095311477723
23,2.163009404389,-1.750000000000,-2.150855468246
23,2.163009404389,-1.750000000000,2.150855468246
24,2.257053291536,-1.750000000000,-2.205000748727
24,2.257053291536,-1.750000000000,2.205000748727
25,2.351097178683,-1.750000000000,-2.257847948488
25,2.351097178683,-1.750000000000,2.257847948488
26,2.445141065831,-1.750000000000,-2.309486179888
26,2.445141065831,-1.750000000000,2.309486179888
27,2.539184952978,-1.750000000000,-2.359994803320
27,2.539184952978,-1.750000000000,2.359994803320
28,2.633228840125,-1.750000000000,-2.409444858946
28,2.633228840125,-1.750000000000,2.409444858946
29,2.727272727273,-1.750000000000,-2.457900239006
29,2.727272727273,-1.750000000000,2.457900239006
30,2.821316614420,-1.750000000000,-2.505418655935
30,2.821316614420,-1.750000000000,2.505418655935
31,2.915360501567,-1.750000000000,-2.552052448151
31,2.915360501567,-1.750000000000,2.552052448151
32,3.009404388715,-1.750000000000,-2.597849255580
32,3.009404388715,-1.750000000000,2.597849255580
33,3.103448275862,-1.750000000000,-2.642852589783
33,3.103448275862,-1.750000000000,2.642852589783
34,3.197492163009,-1.750000000000,-2.687102318097
34,3.197492163009,-1.750000000000,2.687102318097
35,3.291536050157,-1.750000000000,-2.730635077144
35,3.291536050157,-1.750000000000,2.730635077144
36,3.385579937304,-1.750000000000,-2.773484627888
36,3.385579937304,-1.750000000000,2.773484627888
37,3.479623824451,-1.750000000000,-2.815682162059
37,3.479623824451,-1.750000000000,2.815682162059
38,3.573667711599,-1.750000000000,-2.857256567818
38,3.573667711599,-1.750000000000,2.857256567818
39,3.667711598746,-1.750000000000,-2.898234661124
39,3.667711598746,-1.750000000000,2.898234661124
40,3.761755485893,-1.750000000000,-2.938641388048
40,3.761755485893,-1.750000000000,2.938641388048
41,3.855799373041,-1.750000000000,-2.978500002376
41,3.855799373041,-1.750000000000,2.978500002376
42,3.949843260188,-1.750000000000,-3.017832222102
42,3.949843260188,-1.750000000000,3.017832222102
43,4.043887147335,-1.750000000000,-3.056658367786
43,4.043887147335,-1.750000000000,3.056658367786
44,4.137931034483,-1.750000000000,-3.094997485292
44,4.137931034483,-1.750000000000,3.094997485292
45,4.231974921630,-1.750000000000,-3.132867454995
45,4.231974921630,-1.750000000000,3.132867454995
46,4.326018808777,-1.750000000000,-3.170285089258
46,4.326018808777,-1.750000000000,3.170285089258
47,4.420062695925,-1.750000000000,-3.207266219660
47,4.420062695925,-1.750000000000,3.207266219660
48,4.514106583072,-1.750000000000,-3.243825775281
48,4.514106583072,-1.750000000000,3.243825775281
49,4.608150470219,-1.750000000000,-3.279977853124
49,4.608150470219,-1.750000000000,3.279977853124
50,4.702194357367,-1.750000000000,-3.315735781631
50,4.702194357367,-1.750000000000,3.315735781631
51,4.796238244514,-1.750000000000,-3.351112178097
51,4.796238244514,-1.750000000000,3.351112178097
52,4.890282131661,-1.750000000000,-3.386119000684
52,4.890282131661,-1.750000000000,3.386119000684
53,4.984326018809,-1.750000000000,-3.420767595642
53,4.984326018809,-1.750000000000,3.420767595642
54,5.078369905956,-1.750000000000,-3.455068740271
54,5.078369905956,-1.750000000000,3.455068740271
55,5.172413793103,-1.750000000000,-3.489032682077
55,5.172413793103,-1.750000000000,3.489032682077
56,5.266457680251,-1.750000000000,-3.522669174533
56,5.266457680251,-1.750000000000,3.522669174533
57,5.360501567398,-1.750000000000,-3.555987509794
57,5.360501567398,-1.750000000000,3.555987509794
58,5.454545454545,-1.750000000000,-3.588996548677
58,5.454545454545,-1.750000000000,3.588996548677
59,5.548589341693,-1.750000000000,-3.621704748184
59,5.548589341693,-1.750000000000,3.621704748184
60,5.642633228840,-1.750000000000,-3.654120186806
60,5.642633228840,-1.750000000000,3.654120186806
61,5.736677115987,-1.750000000000,-3.686250587823
61,5.736677115987,-1.750000000000,3.686250587823
62,5.830721003135,-1.750000000000,-3.718103340795
62,5.830721003135,-1.750000000000,3.718103340795
63,5.924764890282,-1.750000000000,-3.749685521405
63,5.924764890282,-1.750000000000,3.749685521405
64,6.018808777429,-1.750000000000,-3.781003909815
64,6.018808777429,-1.750000000000,3.781003909815
65,6.112852664577,-1.750000000000,-3.812065007662
65,6.112852664577,-1.750000000000,3.812065007662
66,6.206896551724,-1.750000000000,-3.842875053817
