t,before,after
10.5433526,1.008168531,1.000000941
10.58959538,1.007973102,1.000000898
10.63583815,1.007767513,1.000000858
10.68208092,1.007552668,1.000000819
10.7283237,1.007329454,1.000000782
10.77456647,1.007098739,1.000000747
10.82080925,1.006861372,1.000000713
10.86705202,1.006618183,1.000000681
10.9132948,1.006369978,1.00000065
10.95953757,1.006117543,1.000000621
11.00578035,1.005861639,1.000000593
11.05202312,1.005603002,1.000000566
11.0982659,1.005342347,1.00000054
11.14450867,1.005080359,1.000000516
11.19075145,1.004817699,1.000000493
11.23699422,1.004555003,1.00000047
11.28323699,1.004292879,1.000000449
11.32947977,1.004031907,1.000000429
11.37572254,1.003772642,1.00000041
11.42196532,1.00351561,1.000000391
11.46820809,1.003261311,1.000000373
11.51445087,1.003010215,1.000000357
11.56069364,1.002762768,1.000000341
11.60693642,1.002519387,1.000000325
11.65317919,1.002280462,1.00000031
11.69942197,1.002046357,1.000000296
11.74566474,1.001817409,1.000000283
11.79190751,1.001593928,1.00000027
11.83815029,1.001376201,1.000000258
11.88439306,1.001164486,1.000000247
11.93063584,1.00095902,1.000000235
11.97687861,1.000760011,1.000000225
12.02312139,1.000567649,1.000000215
12.06936416,1.000382095,1.000000205
12.11560694,1.000203491,1.000000196
12.16184971,1.000031956,1.000000187
12.20809249,0.999867588,1.000000178
12.25433526,0.9997104636,1.00000017
12.30057803,0.9995606399,1.000000163
12.34682081,0.9994181547,1.000000155
12.39306358,0.9992830272,1.000000148
12.43930636,0.9991552588,1.000000142
12.48554913,0.9990348339,1.000000135
12.53179191,0.9989217205,1.000000129
12.57803468,0.9988158713,1.000000123
12.62427746,0.9987172239,1.000000118
12.67052023,0.9986257021,1.000000113
12.71676301,0.9985412166,1.000000107
12.76300578,0.9984636652,1.000000103
12.80924855,0.9983929345,1.000000098
12.85549133,0.9983288998,1.000000094
12.9017341,0.9982714263,1.000000089
12.94797688,0.9982203698,1.000000085
12.99421965,0.9981755773,1.000000081
13.04046243,0.9981368878,1.000000078
13.0867052,0.998104133,1.000000074
13.13294798,0.998077138,1.000000071
13.17919075,0.9980557221,1.000000068
13.22543353,0.9980396993,1.000000065
13.2716763,0.9980288788,1.000000062
13.31791908,0.998023066,1.000000059
13.36416185,0.998022063,1.000000056
13.41040462,0.9980256692,1.000000054
13.4566474,0.9980336815,1.000000051
13.50289017,0.9980458956,1.000000049
13.54913295,0.9980621058,1.000000047
13.59537572,0.9980821062,1.000000045
13.6416185,0.9981056904,1.000000043
13.68786127,0.9981326528,1.000000041
13.73410405,0.9981627886,1.000000039
13.78034682,0.9981958941,1.000000037
13.8265896,0.9982317677,1.000000035
13.87283237,0.9982702097,1.000000034
13.91907514,0.9983110228,1.000000032
13.96531792,0.9983540128,1.000000031
14.01156069,0.9983989886,1.00000003
14.05780347,0.9984457624,1.000000028
14.10404624,0.9984941504,1.000000027
14.15028902,0.9985439727,1.000000026
14.19653179,0.9985950537,1.000000025
14.24277457,0.9986472225,1.000000023
14.28901734,0.9987003125,1.000000022
14.33526012,0.9987541624,1.000000021
14.38150289,0.9988086158,1.00000002
14.42774566,0.9988635213,1.000000019
14.47398844,0.9989187333,1.000000019
14.52023121,0.9989741113,1.000000018
14.56647399,0.9990295204,1.000000017
14.61271676,0.9990848314,1.000000016
14.65895954,0.9991399206,1.000000015
14.70520231,0.9991946704,1.000000015
14.75144509,0.9992489685,1.000000014
14.79768786,0.9993027088,1.000000013
14.84393064,0.9993557906,1.000000013
14.89017341,0.9994081192,1.000000012
14.93641618,0.9994596056,1.000000012
14.98265896,0.9995101664,1.000000011
15.02890173,0.999559724,1.000000011
15.07514451,0.9996082063,1.00000001
15.12138728,0.9996555468,1.00000001
15.16763006,0.9997016843,1.000000009
15.21387283,0.9997465631,1.000000009
15.26011561,0.9997901328,1.000000008
15.30635838,0.9998323479,1.000000008
15.35260116,0.9998731682,1.000000008
15.39884393,0.9999125583,1.000000007
15.44508671,0.9999504876,1.000000007
15.49132948,0.9999869303,1.000000007
15.53757225,1.000021865,1.000000006
15.58381503,1.000055274,1.000000006
15.6300578,1.000087146,1.000000006
15.67630058,1.000117471,1.000000006
15.72254335,1.000146245,1.000000005
15.76878613,1.000173467,1.000000005
15.8150289,1.000199139,1.000000005
15.86127168,1.000223268,1.000000005
15.90751445,1.000245863,1.000000004
15.95375723,1.000266936,1.000000004
16,1.000286504,1.000000004
16.04624277,1.000304584,1.000000004
16.09248555,1.000321198,1.000000004
16.13872832,1.000336369,1.000000004
16.1849711,1.000350122,1.000000003
16.23121387,1.000362487,1.000000003
16.27745665,1.000373494,1.000000003
16.32369942,1.000383173,1.000000003
16.3699422,1.000391559,1.000000003
16.41618497,1.000398687,1.000000003
16.46242775,1.000404593,1.000000003
16.50867052,1.000409316,1.000000002
16.55491329,1.000412895,1.000000002
16.60115607,1.000415369,1.000000002
16.64739884,1.00041678,1.000000002
16.69364162,1.000417169,1.000000002
16.73988439,1.000416579,1.000000002
16.78612717,1.000415051,1.000000002
16.83236994,1.00041263,1.000000002
16.87861272,1.000409358,1.000000002
16.92485549,1.000405279,1.000000002
16.97109827,1.000400437,1.000000002
17.01734104,1.000394874,1.000000001
17.06358382,1.000388635,1.000000001
17.10982659,1.000381762,1.000000001
17.15606936,1.000374297,1.000000001
17.20231214,1.000366283,1.000000001
17.24855491,1.000357762,1.000000001
17.29479769,1.000348774,1.000000001
17.34104046,1.000339361,1.000000001
17.38728324,1.000329561,1.000000001
17.43352601,1.000319414,1.000000001
17.47976879,1.000308958,1.000000001
17.52601156,1.00029823,1.000000001
17.57225434,1.000287266,1.000000001
17.61849711,1.000276102,1.000000001
17.66473988,1.000264771,1.000000001
17.71098266,1.000253308,1.000000001
17.75722543,1.000241743,1.000000001
17.80346821,1.000230109,1.000000001
17.84971098,1.000218434,1.000000001
17.89595376,1.000206748,1.000000001
17.94219653,1.000195077,1.000000001
17.98843931,1.000183449,1.000000001
18.03468208,1.000171888,1.000000001
18.08092486,1.000160419,1.000000001
18.12716763,1.000149063,1
18.1734104,1.000137842,1
18.21965318,1.000126776,1
18.26589595,1.000115885,1
18.31213873,1.000105186,1
18.3583815,1.000094696,1
18.40462428,1.00008443,1
18.45086705,1.000074402,1
18.49710983,1.000064626,1
18.5433526,1.000055113,1
18.58959538,1.000045875,1
18.63583815,1.00003692,1
18.68208092,1.000028259,1
18.7283237,1.000019897,1
18.77456647,1.000011843,1
18.82080925,1.000004101,1
18.86705202,0.999996677,1
18.9132948,0.9999895737,1
18.95953757,0.9999827943,1
19.00578035,0.9999763407,1
19.05202312,0.9999702142,1
19.0982659,0.999964415,1
19.14450867,0.9999589428,1
19.19075145,0.9999537964,1
19.23699422,0.9999489739,1
19.28323699,0.9999444727,1
19.32947977,0.9999402898,1
19.37572254,0.9999364212,1
19.42196532,0.9999328628,1
19.46820809,0.9999296096,1
19.51445087,0.9999266562,1
19.56069364,0.9999239968,1
19.60693642,0.9999216251,1
19.65317919,0.9999195345,1
19.69942197,0.999917718,1
19.74566474,0.999916168,1
19.79190751,0.9999148771,1
19.83815029,0.9999138372,1
19.88439306,0.9999130401,1
19.93063584,0.9999124775,1
19.97687861,0.9999121406,1
20.02312139,0.9999120209,1
20.06936416,0.9999121093,1
20.11560694,0.9999123969,1
20.16184971,0.9999128746,1
20.20809249,0.9999135334,1
20.25433526,0.9999143639,1
20.30057803,0.9999153572,1
20.34682081,0.9999165039,1
20.39306358,0.999917795,1
20.43930636,0.9999192214,1
20.48554913,0.9999207741,1
20.53179191,0.9999224442,1
20.57803468,0.9999242229,1
20.62427746,0.9999261014,1
20.67052023,0.9999280713,1
20.71676301,0.9999301241,1
20.76300578,0.9999322516,1
20.80924855,0.9999344457,1
20.85549133,0.9999366985,1
20.9017341,0.9999390024,1
20.94797688,0.9999413499,1
20.99421965,0.9999437337,1
21.04046243,0.9999461468,1
21.0867052,0.9999485824,1
21.13294798,0.9999510339,1
21.17919075,0.999953495,1
21.22543353,0.9999559595,1
21.2716763,0.9999584217,1
21.31791908,0.999960876,1
21.36416185,0.999963317,1
21.41040462,0.9999657397,1
21.4566474,0.9999681392,1
21.50289017,0.999970511,1
21.54913295,0.9999728508,1
21.59537572,0.9999751545,1
21.6416185,0.9999774183,1
21.68786127,0.9999796387,1
21.73410405,0.9999818124,1
21.78034682,0.9999839363,1
21.8265896,0.9999860077,1
21.87283237,0.9999880239,1
21.91907514,0.9999899827,1
21.96531792,0.999991882,1
22.01156069,0.9999937198,1
22.05780347,0.9999954945,1
22.10404624,0.9999972047,1
22.15028902,0.9999988492,1
22.19653179,1.000000427,1
22.24277457,1.000001937,1
22.28901734,1.000003379,1
22.33526012,1.000004752,1
22.38150289,1.000006057,1
22.42774566,1.000007292,1
22.47398844,1.000008458,1
22.52023121,1.000009556,1
22.56647399,1.000010585,1
22.61271676,1.000011546,1
22.65895954,1.00001244,1
22.70520231,1.000013268,1
22.75144509,1.00001403,1
22.79768786,1.000014727,1
22.84393064,1.000015361,1
22.89017341,1.000015933,1
22.93641618,1.000016444,1
22.98265896,1.000016895,1
23.02890173,1.000017289,1
23.07514451,1.000017625,1
23.12138728,1.000017907,1
23.16763006,1.000018136,1
23.21387283,1.000018313,1
23.26011561,1.00001844,1
23.30635838,1.00001852,1
23.35260116,1.000018553,1
23.39884393,1.000018542,1
23.44508671,1.000018489,1
23.49132948,1.000018395,1
23.53757225,1.000018263,1
23.58381503,1.000018094,1
23.6300578,1.00001789,1
23.67630058,1.000017654,1
23.72254335,1.000017387,1
23.76878613,1.000017091,1
23.8150289,1.000016768,1
23.86127168,1.00001642,1
23.90751445,1.000016049,1
23.95375723,1.000015657,1
24,1.000015245,1
