w,mag_before,phase_before,mag_after,phase_after
0.001,-13.97940117,-0.02864788737,-27.95880126,-0.02864788737
0.001027858127,-13.97940123,-0.02944596373,-27.95880132,-0.02944596373
0.00105649233,-13.9794013,-0.03026627298,-27.95880139,-0.03026627298
0.001085924228,-13.97940137,-0.03110943451,-27.95880145,-0.03110943451
0.001116176043,-13.97940144,-0.03197608492,-27.95880153,-0.03197608492
0.001147270618,-13.97940152,-0.03286687857,-27.9588016,-0.03286687857
0.001179231428,-13.9794016,-0.03378248804,-27.95880168,-0.03378248804
0.001212082608,-13.97940168,-0.03472360468,-27.95880177,-0.03472360468
0.001245848959,-13.97940177,-0.03569093903,-27.95880186,-0.03569093903
0.001280555978,-13.97940187,-0.03668522148,-27.95880195,-0.03668522148
0.00131622987,-13.97940197,-0.03770720277,-27.95880205,-0.03770720277
0.001352897569,-13.97940207,-0.0387576545,-27.95880216,-0.0387576545
0.001390586762,-13.97940219,-0.03983736983,-27.95880227,-0.03983736983
0.001429325905,-13.9794023,-0.04094716398,-27.95880239,-0.04094716398
0.001469144248,-13.97940243,-0.04208787489,-27.95880252,-0.04208787489
0.001510071856,-13.97940256,-0.04326036383,-27.95880265,-0.04326036383
0.00155213963,-13.9794027,-0.04446551608,-27.95880279,-0.04446551608
0.001595379333,-13.97940285,-0.04570424157,-27.95880294,-0.04570424157
0.001639823614,-13.97940301,-0.04697747559,-27.95880309,-0.04697747559
0.001685506029,-13.97940317,-0.04828617947,-27.95880326,-0.04828617947
0.00173246107,-13.97940335,-0.04963134134,-27.95880343,-0.04963134134
0.001780724191,-13.97940353,-0.05101397684,-27.95880362,-0.05101397684
0.001830331833,-13.97940372,-0.05243512993,-27.95880381,-0.05243512993
0.00188132145,-13.97940393,-0.0538958736,-27.95880402,-0.0538958736
0.001933731543,-13.97940415,-0.05539731079,-27.95880423,-0.05539731079
0.001987601682,-13.97940438,-0.05694057513,-27.95880446,-0.05694057513
0.002042972543,-13.97940462,-0.05852683183,-27.9588047,-0.05852683183
0.002099885932,-13.97940487,-0.06015727858,-27.95880496,-0.06015727858
0.002158384822,-13.97940514,-0.06183314643,-27.95880523,-0.06183314643
0.002218513381,-13.97940543,-0.0635557007,-27.95880552,-0.0635557007
0.002280317009,-13.97940573,-0.06532624198,-27.95880582,-0.06532624198
0.002343842371,-13.97940605,-0.06714610711,-27.95880614,-0.06714610711
0.00240913743,-13.97940639,-0.06901667013,-27.95880647,-0.06901667013
0.002476251487,-13.97940674,-0.07093934338,-27.95880683,-0.07093934338
0.002545235217,-13.97940712,-0.07291557853,-27.95880721,-0.07291557853
0.002616140703,-13.97940752,-0.07494686771,-27.9588076,-0.07494686771
0.002689021484,-13.97940794,-0.07703474462,-27.95880802,-0.07703474462
0.002763932587,-13.97940838,-0.07918078565,-27.95880847,-0.07918078565
0.002840930573,-13.97940885,-0.08138661113,-27.95880894,-0.08138661113
0.002920073579,-13.97940934,-0.08365388653,-27.95880943,-0.08365388653
0.00300142136,-13.97940987,-0.0859843237,-27.95880995,-0.0859843237
0.003085035339,-13.97941042,-0.08837968219,-27.95881051,-0.08837968219
0.003170978646,-13.979411,-0.09084177056,-27.95881109,-0.09084177056
0.003259316173,-13.97941162,-0.09337244775,-27.95881171,-0.09337244775
0.003350114618,-13.97941227,-0.09597362449,-27.95881236,-0.09597362449
0.003443442538,-13.97941296,-0.09864726473,-27.95881305,-0.09864726473
0.003539370398,-13.97941369,-0.1013953871,-27.95881377,-0.1013953871
0.00363797063,-13.97941446,-0.1042200666,-27.95881454,-0.1042200666
0.003739317679,-13.97941527,-0.1071234358,-27.95881535,-0.1071234358
0.003843488067,-13.97941613,-0.1101076869,-27.95881621,-0.1101076869
0.003950560447,-13.97941703,-0.113175073,-27.95881712,-0.113175073
0.004060615663,-13.97941799,-0.11632791,-27.95881808,-0.11632791
0.004173736811,-13.979419,-0.1195685785,-27.95881909,-0.1195685785
0.004290009302,-13.97942007,-0.1228995251,-27.95882016,-0.1228995251
0.004409520928,-13.9794212,-0.1263232647,-27.95882128,-0.1263232647
0.004532361923,-13.97942239,-0.1298423824,-27.95882248,-0.1298423824
0.004658625039,-13.97942365,-0.1334595352,-27.95882374,-0.1334595352
0.004788405608,-13.97942498,-0.1371774539,-27.95882507,-0.1371774539
0.004921801621,-13.97942639,-0.1409989456,-27.95882647,-0.1409989456
0.005058913798,-13.97942787,-0.1449268957,-27.95882796,-0.1449268957
0.005199845663,-13.97942944,-0.1489642697,-27.95882953,-0.1489642697
0.005344703625,-13.9794311,-0.1531141158,-27.95883119,-0.1531141158
0.005493597059,-13.97943285,-0.1573795671,-27.95883294,-0.1573795671
0.005646638386,-13.9794347,-0.1617638442,-27.95883479,-0.1617638442
0.005803943157,-13.97943666,-0.166270257,-27.95883675,-0.166270257
0.005965630144,-13.97943873,-0.1709022079,-27.95883881,-0.1709022079
0.006131821429,-13.97944091,-0.1756631939,-27.958841,-0.1756631939
0.006302642491,-13.97944322,-0.1805568096,-27.9588433,-0.1805568096
0.006478222308,-13.97944565,-0.1855867495,-27.95884574,-0.1855867495
0.00665869345,-13.97944823,-0.1907568111,-27.95884831,-0.1907568111
0.00684419218,-13.97945095,-0.1960708977,-27.95885103,-0.1960708977
0.007034858557,-13.97945382,-0.2015330213,-27.95885391,-0.2015330213
0.007230836543,-13.97945685,-0.2071473056,-27.95885694,-0.2071473056
0.007432274108,-13.97946006,-0.2129179892,-27.95886015,-0.2129179892
0.007639323346,-13.97946345,-0.2188494287,-27.95886354,-0.2188494287
0.007852140589,-13.97946703,-0.2249461022,-27.95886712,-0.2249461022
0.008070886521,-13.97947081,-0.2312126122,-27.9588709,-0.2312126122
0.008295726306,-13.97947481,-0.2376536897,-27.95887489,-0.2376536897
0.008526829705,-13.97947903,-0.2442741974,-27.95887911,-0.2442741974
0.008764371213,-13.97948349,-0.2510791331,-27.95888357,-0.2510791331
0.009008530182,-13.9794882,-0.2580736342,-27.95888828,-0.2580736342
0.009259490963,-13.97949317,-0.2652629811,-27.95889326,-0.2652629811
0.009517443041,-13.97949843,-0.2726526009,-27.95889852,-0.2726526009
0.009782581182,-13.97950399,-0.2802480723,-27.95890408,-0.2802480723
0.01005510557,-13.97950986,-0.288055129,-27.95890995,-0.288055129
0.01033522199,-13.97951606,-0.2960796645,-27.95891615,-0.2960796645
0.01062314192,-13.97952261,-0.3043277365,-27.9589227,-0.3043277365
0.01091908276,-13.97952953,-0.3128055712,-27.95892962,-0.3128055712
0.01122326795,-13.97953685,-0.3215195682,-27.95893693,-0.3215195682
0.01153592718,-13.97954457,-0.3304763053,-27.95894466,-0.3304763053
0.01185729651,-13.97955273,-0.3396825434,-27.95895282,-0.3396825434
0.01218761859,-13.97956136,-0.3491452319,-27.95896144,-0.3491452319
0.01252714282,-13.97957047,-0.3588715133,-27.95897055,-0.3588715133
0.01287612556,-13.97958009,-0.3688687291,-27.95898018,-0.3688687291
