t,k2,k5,k8,pid
14.4867872,0.9990245305,0.8925189334,1.856084859,1.005874043
14.5201669,0.9987645951,0.8891928293,1.840363391,1.005515447
14.55354659,0.9985113324,0.8861023586,1.822332136,1.005156337
14.58692629,0.998264814,0.8832512045,1.802040652,1.004797289
14.62030598,0.9980251041,0.8806425719,1.779544714,1.004438867
14.65368567,0.9977922595,0.8782791858,1.754906151,1.004081618
14.68706537,0.9975663302,0.8761632905,1.728192684,1.003726077
14.72044506,0.9973473591,0.8742966496,1.699477737,1.003372763
14.75382476,0.9971353824,0.8726805472,1.668840236,1.00302218
14.78720445,0.9969304293,0.871315789,1.636364387,1.002674818
14.82058414,0.9967325226,0.8702027059,1.602139454,1.002331148
14.85396384,0.9965416784,0.869341157,1.566259506,1.001991626
14.88734353,0.9963579068,0.8687305342,1.52882316,1.00165669
14.92072323,0.9961812112,0.8683697674,1.489933313,1.001326763
14.95410292,0.9960115891,0.8682573305,1.449696856,1.001002249
14.98748261,0.9958490323,0.8683912485,1.40822438,1.000683535
15.02086231,0.9956935262,0.8687691047,1.365629876,1.000370988
15.054242,0.9955450511,0.8693880495,1.322030418,1.00006496
15.0876217,0.9954035812,0.8702448094,1.277545839,0.9997657838
15.12100139,0.9952690857,0.8713356966,1.23229841,0.9994737725
15.15438108,0.9951415284,0.8726566198,1.186412495,0.9991892221
15.18776078,0.9950208677,0.8742030952,1.140014215,0.9989124101
15.22114047,0.9949070575,0.8759702584,1.093231097,0.9986435951
15.25452017,0.9948000466,0.8779528768,1.046191728,0.9983830177
15.28789986,0.994699779,0.8801453625,0.9990253983,0.9981308998
15.32127955,0.9946061944,0.8825417859,0.9518617475,0.9978874452
15.35465925,0.9945192281,0.8851358897,0.9048304075,0.9976528392
15.38803894,0.9944388109,0.8879211036,0.8580606466,0.9974272492
15.42141864,0.9943648699,0.890890559,0.8116810144,0.9972108246
15.45479833,0.9942973278,0.8940371046,0.7658189878,0.997003697
15.48817803,0.994236104,0.8973533224,0.7206006215,0.9968059804
15.52155772,0.9941811139,0.9008315433,0.6761502006,0.9966177714
15.55493741,0.9941322697,0.9044638643,0.6325898998,0.9964391495
15.58831711,0.99408948,0.9082421646,0.5900394471,0.9962701774
15.6216968,0.9940526503,0.9121581231,0.5486157948,0.9961109012
15.6550765,0.9940216833,0.9162032356,0.5084327984,0.9959613507
15.68845619,0.9939964784,0.9203688321,0.4696009031,0.9958215397
15.72183588,0.9939769326,0.9246460943,0.4322268407,0.9956914664
15.75521558,0.9939629401,0.9290260738,0.3964133359,0.995571114
15.78859527,0.9939543928,0.9334997094,0.3622588243,0.9954604504
15.82197497,0.9939511803,0.9380578453,0.3298571815,0.9953594293
15.85535466,0.9939531899,0.9426912487,0.2992974653,0.9952679903
15.88873435,0.993960307,0.947390628,0.2706636709,0.9951860592
15.92211405,0.9939724152,0.9521466504,0.2440345,0.9951135487
15.95549374,0.993989396,0.9569499597,0.2194831443,0.9950503586
15.98887344,0.9940111299,0.9617911939,0.1970770847,0.9949963763
16.02225313,0.9940374954,0.9666610028,0.1768779056,0.9949514774
16.05563282,0.9940683699,0.9715500653,0.1589411256,0.994915526
16.08901252,0.9941036297,0.9764491062,0.143316045,0.9948883752
16.12239221,0.9941431499,0.9813489135,0.1300456102,0.9948698679
16.15577191,0.9941868048,0.9862403547,0.1191662957,0.9948598365
16.1891516,0.9942344676,0.9911143933,0.1107080041,0.9948581043
16.22253129,0.9942860112,0.9959621047,0.1046939834,0.9948644855
16.25591099,0.9943413078,1.000774692,0.1011407635,0.9948787857
16.28929068,0.9944002291,1.0055435,0.1000581107,0.9949008025
16.32267038,0.9944626465,1.010260034,0.1014490006,0.9949303259
16.35605007,0.9945284312,1.014915967,0.1053096104,0.9949671392
16.38942976,0.9945974545,1.019503163,0.1116293289,0.9950110189
16.42280946,0.9946695875,1.024013682,0.120390786,0.9950617354
16.45618915,0.9947447015,1.028439797,0.1315699003,0.9951190539
16.48956885,0.994822668,1.032774009,0.1451359454,0.9951827343
16.52294854,0.9949033591,1.037009052,0.1610516342,0.9952525321
16.55632823,0.9949866469,1.041137913,0.1792732216,0.9953281987
16.58970793,0.9950724045,1.045153835,0.1997506244,0.995409482
16.62308762,0.9951605054,1.049050331,0.2224275592,0.9954961266
16.65646732,0.9952508238,1.052821197,0.2472416973,0.9955878747
16.68984701,0.9953432349,1.056460513,0.2741248355,0.9956844664
16.7232267,0.9954376147,1.059962659,0.3030030839,0.9957856398
16.7566064,0.9955338402,1.063322318,0.333797069,0.9958911321
16.78998609,0.9956317896,1.066534488,0.3664221517,0.9960006794
16.82336579,0.9957313422,1.069594483,0.40078866,0.9961140175
16.85674548,0.9958323784,1.072497942,0.4368021357,0.9962308825
16.89012517,0.9959347802,1.075240836,0.4743635936,0.9963510106
16.92350487,0.9960384308,1.077819467,0.5133697938,0.9964741392
16.95688456,0.9961432148,1.080230478,0.5537135255,0.9966000065
16.99026426,0.9962490185,1.082470854,0.5952839016,0.9967283529
17.02364395,0.9963557298,1.084537923,0.6379666635,0.9968589205
17.05702364,0.9964632381,1.086429359,0.6816444952,0.9969914537
17.09040334,0.9965714346,1.088143185,0.7261973455,0.9971256997
17.12378303,0.9966802122,1.089677771,0.7715027584,0.997261409
17.15716273,0.9967894658,1.091031837,0.8174362093,0.9973983351
17.19054242,0.9968990919,1.092204447,0.8638714474,0.9975362353
17.22392211,0.9970089892,1.093195015,0.9106808428,0.9976748711
17.25730181,0.9971190581,1.094003297,0.9577357371,0.9978140079
17.2906815,0.9972292012,1.094629391,1.004906797,0.997953416
17.3240612,0.997339323,1.095073733,1.052064371,0.9980928703
17.35744089,0.9974493302,1.095337096,1.099078842,0.9982321507
17.39082058,0.9975591316,1.09542058,1.14582099,0.9983710425
17.42420028,0.997668638,1.095325612,1.19216234,0.9985093365
17.45757997,0.9977777627,1.09505394,1.23797552,0.998646829
17.49095967,0.9978864208,1.094607623,1.283134612,0.9987833224
17.52433936,0.9979945299,1.093989029,1.327515491,0.998918625
17.55771905,0.9981020098,1.093200825,1.370996174,0.9990525515
17.59109875,0.9982087826,1.092245973,1.413457153,0.9991849228
17.62447844,0.9983147725,1.091127715,1.454781721,0.9993155664
17.65785814,0.9984199062,1.089849573,1.494856295,0.9994443164
17.69123783,0.9985241126,1.088415333,1.533570727,0.9995710137
17.72461752,0.9986273232,1.08682904,1.570818609,0.999695506
17.75799722,0.9987294713,1.085094985,1.606497563,0.9998176478
17.79137691,0.9988304931,1.083217698,1.640509523,0.9999373008
17.82475661,0.9989303268,1.081201936,1.672761005,1.000054334
17.8581363,0.999028913,1.079052671,1.703163365,1.000168622
17.89151599,0.9991261949,1.07677508,1.731633039,1.000280049
17.92489569,0.9992221175,1.074374534,1.758091776,1.000388505
17.95827538,0.9993166288,1.071856585,1.782466855,1.000493886
17.99165508,0.9994096786,1.069226956,1.804691277,1.000596097
18.02503477,0.9995012194,1.066491528,1.824703959,1.000695051
18.05841446,0.9995912057,1.063656324,1.842449893,1.000790664
18.09179416,0.9996795945,1.060727504,1.857880305,1.000882864
18.12517385,0.9997663451,1.057711346,1.870952783,1.000971582
18.15855355,0.9998514189,1.054614236,1.881631396,1.001056759
18.19193324,0.9999347799,1.051442653,1.889886794,1.001138341
18.22531293,1.000016394,1.04820316,1.895696287,1.001216283
18.25869263,1.000096229,1.044902389,1.899043905,1.001290543
18.29207232,1.000174256,1.041547024,1.89992045,1.00136109
18.32545202,1.000250448,1.038143797,1.89832351,1.001427897
18.35883171,1.000324779,1.034699466,1.894257476,1.001490944
18.3922114,1.000397226,1.031220808,1.887733523,1.001550217
18.4255911,1.000467768,1.027714604,1.878769582,1.001605709
18.45897079,1.000536386,1.024187626,1.867390292,1.001657419
18.49235049,1.000603064,1.020646626,1.85362693,1.001705352
18.52573018,1.000667786,1.017098322,1.837517323,1.001749517
18.55910987,1.00073054,1.013549387,1.819105752,1.001789932
18.59248957,1.000791315,1.010006437,1.798442821,1.001826619
18.62586926,1.000850102,1.006476016,1.775585323,1.001859603
18.65924896,1.000906893,1.002964591,1.750596083,1.001888918
18.69262865,1.000961684,0.9994785345,1.723543787,1.001914601
18.72600834,1.001014471,0.9960241154,1.694502788,1.001936694
18.75938804,1.001065253,0.9926074892,1.663552908,1.001955244
18.79276773,1.001114029,0.989234687,1.630779214,1.001970302
18.82614743,1.001160801,0.9859116049,1.596271786,1.001981925
18.85952712,1.001205573,0.9826439946,1.560125471,1.001990171
18.89290682,1.00124835,0.979437454,1.522439618,1.001995105
18.92628651,1.001289139,0.976297418,1.483317809,1.001996793
18.9596662,1.001327948,0.9732291496,1.442867573,1.001995309
18.9930459,1.001364786,0.970237732,1.40120009,1.001990724
19.02642559,1.001399665,0.9673280608,1.358429885,1.001983118
19.05980529,1.001432598,0.9645048357,1.314674514,1.001972571
19.09318498,1.001463598,0.9617725547,1.270054242,1.001959166
19.12656467,1.001492682,0.9591355063,1.224691711,1.001942989
19.15994437,1.001519865,0.9565977644,1.178711601,1.001924129
19.19332406,1.001545165,0.9541631816,1.132240292,1.001902676
19.22670376,1.001568602,0.9518353849,1.085405512,1.001878723
19.26008345,1.001590196,0.9496177704,1.038335991,1.001852364
19.29346314,1.001609969,0.9475134989,0.9911611009,1.001823695
19.32684284,1.001627943,0.9455254925,0.9440105051,1.001792814
19.36022253,1.001644141,0.9436564312,0.8970137997,1.00175982
19.39360223,1.001658588,0.9419087494,0.8503001578,1.001724811
19.42698192,1.001671311,0.9402846346,0.8039979747,1.00168789
19.46036161,1.001682334,0.9387860245,0.7582345146,1.001649157
19.49374131,1.001691686,0.9374146063,0.713135561,1.001608715
19.527121,1.001699395,0.9361718151,0.6688250711,1.001566666
19.5605007,1.001705489,0.9350588342,0.6254248348,1.001523112
19.59388039,1.001709999,0.9340765946,0.5830541402,1.001478156
19.62726008,1.001712955,0.9332257754,0.5418294455,1.0014319
19.66063978,1.001714387,0.9325068052,0.5018640594,1.001384447
19.69401947,1.001714329,0.9319198633,0.463267829,1.001335898
19.72739917,1.001712811,0.9314648813,0.4261468382,1.001286354
19.76077886,1.001709867,0.9311415457,0.3906031164,1.001235917
19.79415855,1.00170553,0.9309493008,0.3567343574,1.001184684
19.82753825,1.001699834,0.9308873514,0.3246336516,1.001132755
19.86091794,1.001692813,0.9309546666,0.2943892295,1.001080228
19.89429764,1.001684502,0.9311499839,0.2660842199,1.001027198
19.92767733,1.001674935,0.9314718136,0.2397964205,1.000973759
19.96105702,1.001664149,0.9319184434,0.2155980851,1.000920006
19.99443672,1.001652178,0.9324879436,0.193555724,1.00086603
20.02781641,1.001639059,0.9331781726,0.1737299221,1.00081192
20.06119611,1.001624827,0.9339867828,0.1561751717,1.000757764
20.0945758,1.001609519,0.9349112269,0.140939723,1.000703649
20.12795549,1.001593171,0.9359487642,0.1280654517,1.000649659
20.16133519,1.001575819,0.9370964674,0.1175877433,1.000595875
20.19471488,1.0015575,0.9383512298,0.1095353964,1.000542378
20.22809458,1.00153825,0.9397097727,0.1039305435,1.000489244
20.26147427,1.001518107,0.941168653,0.1007885897,1.00043655
20.29485396,1.001497105,0.9427242708,0.100118171,1.000384367
20.32823366,1.001475283,0.944372878,0.1019211299,1.000332766
20.36161335,1.001452675,0.9461105859,0.106192511,1.000281816
20.39499305,1.001429319,0.9479333744,0.1129205741,1.00023158
20.42837274,1.00140525,0.9498371002,0.1220868268,1.000182122
20.46175243,1.001380505,0.9518175057,0.133666075,1.000133502
20.49513213,1.001355119,0.9538702278,0.1476264926,1.000085777
20.52851182,1.001329127,0.9559908074,0.1639297084,1.000039001
20.56189152,1.001302565,0.9581746979,0.1825309122,0.9999932272
20.59527121,1.001275468,0.9604172751,0.2033789775,0.9999485039
20.6286509,1.00124787,0.9627138459,0.2264166022,0.9999048776
20.6620306,1.001219806,0.9650596581,0.2515804659,0.9998623919
20.69541029,1.00119131,0.9674499095,0.2788014044,0.9998210876
20.72878999,1.001162415,0.9698797575,0.3080045993,0.9997810027
20.76216968,1.001133154,0.9723443282,0.3391097839,0.9997421724
20.79554937,1.001103561,0.9748387261,0.3720314638,0.9997046292
20.82892907,1.001073668,0.9773580429,0.4066791519,0.9996684028
20.86230876,1.001043507,0.9798973675,0.4429576169,0.9996335202
20.89568846,1.001013109,0.9824517943,0.4807671454,0.9996000056
20.92906815,1.000982505,0.9850164329,0.5200038157,0.9995678806
20.96244784,1.000951726,0.9875864171,0.5605597835,0.999537164
20.99582754,1.000920801,0.9901569133,0.6023235784,0.9995078721
21.02920723,1.000889761,0.9927231295,0.6451804101,0.9994800184
21.06258693,1.000858634,0.9952803239,0.6890124842,0.9994536141
21.09596662,1.000827449,0.9978238132,0.7336993255,0.9994286677
21.12934631,1.000796233,1.000348981,0.7791181099,0.9994051852
21.16272601,1.000765014,1.002851285,0.8251440009,0.9993831703
21.1961057,1.000733819,1.005326266,0.8716504939,0.9993626241
21.2294854,1.000702672,1.007769555,0.918509763,0.9993435456
21.26286509,1.000671601,1.01017688,0.9655930128,0.9993259313
21.29624478,1.000640629,1.012544075,1.012770832,0.9993097757
21.32962448,1.000609781,1.014867082,1.05991355,0.999295071
21.36300417,1.000579081,1.017141965,1.106891592,0.9992818073
21.39638387,1.000548552,1.01936491,1.153575837,0.9992699726
21.42976356,1.000518215,1.021532233,1.199837969,0.9992595532
21.46314325,1.000488093,1.023640388,1.245550835,0.9992505332
21.49652295,1.000458206,1.025685968,1.29058879,0.999242895
21.52990264,1.000428575,1.027665715,1.334828045,0.9992366192
21.56328234,1.00039922,1.029576519,1.378147005,0.9992316846
21.59666203,1.000370159,1.031415429,1.420426606,0.9992280686
21.63004172,1.000341412,1.033179653,1.461550641,0.9992257469
21.66342142,1.000312995,1.034866561,1.501406076,0.9992246936
21.69680111,1.000284926,1.036473692,1.539883368,0.9992248818
21.73018081,1.000257221,1.037998754,1.576876758,0.9992262827
21.7635605,1.000229896,1.039439629,1.61228457,0.9992288668
21.79694019,1.000202966,1.040794374,1.646009481,0.999232603
21.83031989,1.000176446,1.042061224,1.677958798,0.9992374593
21.86369958,1.000150348,1.043238592,1.708044705,0.9992434026
21.89707928,1.000124687,1.044325072,1.73618451,0.999250399
21.93045897,1.000099475,1.045319441,1.762300869,0.9992584134
21.96383866,1.000074723,1.046220657,1.786322,0.9992674102
21.99721836,1.000050442,1.047027861,1.808181879,0.999277353
22.03059805,1.000026644,1.047740376,1.827820422,0.9992882045
22.06397775,1.000003337,1.048357709,1.845183654,0.9992999272
22.09735744,0.9999805317,1.048879547,1.860223848,0.9993124828
22.13073713,0.9999582358,1.049305758,1.872899667,0.9993258327
22.16411683,0.9999364577,1.04963639,1.88317627,0.9993399379
22.19749652,0.9999152046,1.049871667,1.891025412,0.9993547591
22.23087622,0.9998944832,1.05001199,1.896425519,0.9993702567
22.26425591,0.9998742998,1.050057933,1.899361748,0.999386391
22.29763561,0.9998546598,1.050010242,1.899826028,0.9994031223
22.3310153,0.9998355684,1.049869827,1.897817085,0.9994204107
22.36439499,0.9998170298,1.049637768,1.893340438,0.9994382163
22.39777469,0.9997990479,1.049315301,1.886408393,0.9994564995
22.43115438,0.999781626,1.048903823,1.877040004,0.9994752208
22.46453408,0.9997647668,1.048404883,1.865261018,0.9994943407
22.49791377,0.9997484726,1.04782018,1.851103812,0.9995138202
22.53129346,0.9997327449,1.047151557,1.834607298,0.9995336205
22.56467316,0.9997175849,1.046400998,1.815816817,0.9995537033
22.59805285,0.9997029934,1.045570622,1.794784015,0.9995740306
22.63143255,0.9996889703,1.044662677,1.771566704,0.9995945649
22.66481224,0.9996755154,1.043679536,1.746228696,0.9996152692
22.69819193,0.9996626278,1.042623692,1.718839636,0.9996361073
22.73157163,0.9996503063,1.041497752,1.689474802,0.9996570433
22.76495132,0.9996385491,1.040304428,1.658214907,0.9996780422
22.79833102,0.999627354,1.039046537,1.62514587,0.9996990695
22.83171071,0.9996167184,1.037726988,1.590358583,0.9997200916
22.8650904,0.9996066393,1.036348782,1.553948661,0.9997410755
22.8984701,0.9995971132,1.034915001,1.516016179,0.9997619893
22.93184979,0.9995881362,1.033428806,1.476665396,0.9997828016
22.96522949,0.9995797042,1.031893424,1.43600447,0.9998034821
22.99860918,0.9995718126,1.030312149,1.394145161,0.9998240013
23.03198887,0.9995644563,1.028688329,1.351202521,0.9998443307
23.06536857,0.9995576301,1.027025363,1.30729458,0.9998644426
23.09874826,0.9995513284,1.025326691,1.262542022,0.9998843104
23.13212796,0.9995455451,1.023595793,1.217067853,0.9999039085
23.16550765,0.999540274,1.021836175,1.170997059,0.9999232121
23.19888734,0.9995355084,1.020051367,1.12445627,0.9999421978
23.23226704,0.9995312416,1.018244915,1.077573406,0.9999608428
23.26564673,0.9995274664,1.016420373,1.030477327,0.9999791257
23.29902643,0.9995241753,1.0145813,0.9832974786,0.999997026
23.33240612,0.9995213607,1.012731247,0.9361635384,1.000014524
23.36578581,0.9995190147,1.010873758,0.8892050565,1.000031602
23.39916551,0.9995171291,1.009012357,0.842551101,1.000048242
23.4325452,0.9995156957,1.007150545,0.7963299029,1.000064429
23.4659249,0.9995147057,1.005291794,0.750668504,1.000080146
23.49930459,0.9995141506,1.003439538,0.7056924072,1.000095381
23.53268428,0.9995140214,1.00159717,0.6615252321,1.000110119
23.56606398,0.9995143089,0.9997680344,0.6182883745,1.00012435
23.59944367,0.999515004,0.9979554217,0.5761006737,1.000138062
23.63282337,0.9995160971,0.9961625623,0.5350780848,1.000151246
23.66620306,0.9995175789,0.9943926216,0.495333361,1.000163893
23.69958275,0.9995194395,0.9926486943,0.4569757429,1.000175995
23.73296245,0.9995216693,0.9909337996,0.4201106586,1.000187546
23.76634214,0.9995242583,0.9892508762,0.384839434,1.00019854
23.79972184,0.9995271967,0.987602777,0.351259014,1.000208972
23.83310153,0.9995304742,0.9859922654,0.3194616966,1.000218839
23.86648122,0.9995340808,0.98442201,0.2895348783,1.000228139
23.89986092,0.9995380064,0.9828945815,0.2615608149,1.000236868
23.93324061,0.9995422406,0.9814124477,0.2356163946,1.000245028
23.96662031,0.9995467732,0.9799779707,0.2117729273,1.000252617
24,0.9995515938,0.9785934029,0.1900959481,1.000259638
