branch,sample_idx,gain,re,im
1,1,0.000000000000,-1.000000000000,0.000000000000
1,2,1.000000000000,-1.008620689660,0.000000000000
1,3,2.000000000000,-1.017241379310,0.000000000000
1,4,3.000000000000,-1.025862068970,0.000000000000
1,5,4.000000000000,-1.034482758620,0.000000000000
1,6,5.000000000000,-1.043103448280,0.000000000000
1,7,6.000000000000,-1.051724137930,0.000000000000
1,8,7.000000000000,-1.060344827590,0.000000000000
1,9,8.000000000000,-1.068965517240,0.000000000000
1,10,9.000000000000,-1.077586206900,0.000000000000
1,11,10.000000000000,-1.086206896550,0.000000000000
1,12,11.000000000000,-1.094827586210,0.000000000000
1,13,12.000000000000,-1.103448275860,0.000000000000
1,14,13.000000000000,-1.112068965520,0.000000000000
1,15,14.000000000000,-1.120689655170,0.000000000000
1,16,15.000000000000,-1.129310344830,0.000000000000
1,17,16.000000000000,-1.137931034480,0.000000000000
1,18,17.000000000000,-1.146551724140,0.000000000000
1,19,18.000000000000,-1.155172413790,0.000000000000
1,20,19.000000000000,-1.163793103450,0.000000000000
1,21,20.000000000000,-1.172413793100,0.000000000000
1,22,21.000000000000,-1.181034482760,0.000000000000
1,23,22.000000000000,-1.189655172410,0.000000000000
1,24,23.000000000000,-1.198275862070,0.000000000000
1,25,24.000000000000,-1.206896551720,0.000000000000
1,26,25.000000000000,-1.215517241380,0.000000000000
1,27,26.000000000000,-1.224137931030,0.000000000000
1,28,27.000000000000,-1.232758620690,0.000000000000
1,29,28.000000000000,-1.241379310340,0.000000000000
1,30,29.000000000000,-1.250000000000,0.000000000000
1,31,30.000000000000,-1.258620689660,0.000000000000
1,32,31.000000000000,-1.267241379310,0.000000000000
1,33,32.000000000000,-1.275862068970,0.000000000000
1,34,33.000000000000,-1.284482758620,0.000000000000
1,35,34.000000000000,-1.293103448280,0.000000000000
1,36,35.000000000000,-1.301724137930,0.000000000000
1,37,36.000000000000,-1.310344827590,0.000000000000
1,38,37.000000000000,-1.318965517240,0.000000000000
1,39,38.000000000000,-1.327586206900,0.000000000000
1,40,39.000000000000,-1.336206896550,0.000000000000
1,41,40.000000000000,-1.344827586210,0.000000000000
1,42,41.000000000000,-1.353448275860,0.000000000000
1,43,42.000000000000,-1.362068965520,0.000000000000
1,44,43.000000000000,-1.370689655170,0.000000000000
1,45,44.000000000000,-1.379310344830,0.000000000000
1,46,45.000000000000,-1.387931034480,0.000000000000
1,47,46.000000000000,-1.396551724140,0.000000000000
1,48,47.000000000000,-1.405172413790,0.000000000000
1,49,48.000000000000,-1.413793103450,0.000000000000
1,50,49.000000000000,-1.422413793100,0.000000000000
1,51,50.000000000000,-1.431034482760,0.000000000000
1,52,51.000000000000,-1.439655172410,0.000000000000
1,53,52.000000000000,-1.448275862070,0.000000000000
1,54,53.000000000000,-1.456896551720,0.000000000000
1,55,54.000000000000,-1.465517241380,0.000000000000
1,56,55.000000000000,-1.474137931030,0.000000000000
1,57,56.000000000000,-1.482758620690,0.000000000000
1,58,57.000000000000,-1.491379310340,0.000000000000
1,59,58.000000000000,-1.500000000000,0.000000000000
1,60,59.000000000000,-1.508620689660,0.000000000000
1,61,60.000000000000,-1.517241379310,0.000000000000
1,62,61.000000000000,-1.525862068970,0.000000000000
1,63,62.000000000000,-1.534482758620,0.000000000000
1,64,63.000000000000,-1.543103448280,0.000000000000
1,65,64.000000000000,-1.551724137930,0.000000000000
1,66,65.000000000000,-1.560344827590,0.000000000000
1,67,66.000000000000,-1.568965517240,0.000000000000
1,68,67.000000000000,-1.577586206900,0.000000000000
1,69,68.000000000000,-1.586206896550,0.000000000000
1,70,69.000000000000,-1.594827586210,0.000000000000
1,71,70.000000000000,-1.603448275860,0.000000000000
1,72,71.000000000000,-1.612068965520,0.000000000000
1,73,72.000000000000,-1.620689655170,0.000000000000
1,74,73.000000000000,-1.629310344830,0.000000000000
1,75,74.000000000000,-1.637931034480,0.000000000000
1,76,75.000000000000,-1.646551724140,0.000000000000
1,77,76.000000000000,-1.655172413790,0.000000000000
1,78,77.000000000000,-1.663793103450,0.000000000000
1,79,78.000000000000,-1.672413793100,0.000000000000
1,80,79.000000000000,-1.681034482760,0.000000000000
1,81,80.000000000000,-1.689655172410,0.000000000000
1,82,81.000000000000,-1.698275862070,0.000000000000
1,83,82.000000000000,-1.706896551720,0.000000000000
1,84,83.000000000000,-1.715517241380,0.000000000000
1,85,84.000000000000,-1.724137931030,0.000000000000
1,86,85.000000000000,-1.732758620690,0.000000000000
1,87,86.000000000000,-1.741379310340,0.000000000000
1,88,87.000000000000,-1.750000000000,0.000000000000
1,89,88.000000000000,-1.758620689660,0.000000000000
1,90,89.000000000000,-1.767241379310,0.000000000000
1,91,90.000000000000,-1.775862068970,0.000000000000
1,92,91.000000000000,-1.784482758620,0.000000000000
1,93,92.000000000000,-1.793103448280,0.000000000000
1,94,93.000000000000,-1.801724137930,0.000000000000
1,95,94.000000000000,-1.810344827590,0.000000000000
1,96,95.000000000000,-1.818965517240,0.000000000000
1,97,96.000000000000,-1.827586206900,0.000000000000
1,98,97.000000000000,-1.836206896550,0.000000000000
1,99,98.000000000000,-1.844827586210,0.000000000000
1,100,99.000000000000,-1.853448275860,0.000000000000
1,101,100.000000000000,-1.862068965520,0.000000000000
1,102,101.000000000000,-1.870689655170,0.000000000000
1,103,102.000000000000,-1.879310344830,0.000000000000
1,104,103.000000000000,-1.887931034480,0.000000000000
1,105,104.000000000000,-1.896551724140,0.000000000000
1,106,105.000000000000,-1.905172413790,0.000000000000
1,107,106.000000000000,-1.913793103450,0.000000000000
1,108,107.000000000000,-1.922413793100,0.000000000000
1,109,108.000000000000,-1.931034482760,0.000000000000
1,110,109.000000000000,-1.939655172410,0.000000000000
1,111,110.000000000000,-1.948275862070,0.000000000000
1,112,111.000000000000,-1.956896551720,0.000000000000
1,113,112.000000000000,-1.965517241380,0.000000000000
1,114,113.000000000000,-1.974137931030,0.000000000000
1,115,114.000000000000,-1.982758620690,0.000000000000
1,116,115.000000000000,-1.991379310340,0.000000000000
1,117,116.000000000000,-2.000000000000,0.000000000000
