t,psi_ref,psi,psi_meas,x,y,cmd,delta
14.9,0.4894121,0.13081731,0.054065361,47.679987,0.021931507,0.73265046,0.42236209
14.95,0.49714216,0.13287719,0.054941158,47.839986,0.02230257,0.74427444,0.4290686
15,0.5049917,0.13496927,0.055830189,47.999986,0.022679475,0.75607796,0.43588129
15.05,0.51296247,0.13709406,0.056732665,48.159985,0.023062314,0.76806357,0.44280175
15.1,0.52105625,0.13925209,0.057648796,48.319985,0.023451178,0.78023386,0.44983159
15.15,0.52927487,0.1414439,0.058578801,48.479984,0.023846164,0.79259143,0.45697242
15.2,0.53762015,0.14367003,0.059522898,48.639984,0.024247366,0.80513895,0.46422589
15.25,0.54609395,0.14593101,0.060481312,48.799983,0.024654882,0.8178791,0.47159366
15.3,0.55469816,0.14822741,0.061454269,48.959983,0.02506881,0.83081458,0.47907743
15.35,0.56343468,0.15055981,0.062442002,49.119982,0.025489252,0.84394815,0.48667891
15.4,0.57230544,0.15292876,0.063444744,49.279982,0.025916309,0.85728257,0.49439982
15.45,0.58131239,0.15533485,0.064462736,49.439981,0.026350085,0.87082067,0.50224192
15.5,0.59045753,0.15777869,0.065496219,49.599981,0.026790686,0.88456528,0.51020699
15.55,0.59974285,0.16026086,0.066545441,49.75998,0.027238218,0.89851928,0.51829683
15.6,0.60917039,0.16278198,0.067610653,49.919979,0.027692791,0.91268557,0.52651326
15.65,0.61874221,0.16534268,0.06869211,50.079979,0.028154514,0.92706711,0.53485813
15.7,0.62846038,0.16794357,0.069790071,50.239978,0.0286235,0.94166685,0.54333331
15.75,0.63832703,0.17058531,0.0709048,50.399977,0.029099863,0.95648782,0.5519407
15.8,0.64834428,0.17326855,0.072036565,50.559976,0.02958372,0.97153304,0.56068221
15.85,0.6585143,0.17599393,0.073185638,50.719976,0.030075187,0.9868056,0.56955978
15.9,0.66883928,0.17876214,0.074352296,50.879975,0.030574384,1.0023086,0.57857538
15.95,0.67932143,0.18157385,0.075536821,51.039974,0.031081433,1.0180452,0.587731
16,0.68996301,0.18442975,0.076739499,51.199973,0.031596457,1.0340186,0.59702866
16.05,0.70076627,0.18733055,0.07796062,51.359972,0.032119582,1.0502319,0.60647039
16.1,0.71173353,0.19027695,0.079200481,51.519972,0.032650934,1.0666885,0.61605827
16.15,0.7228671,0.19326968,0.08045938,51.679971,0.033190644,1.0833915,0.62579438
16.2,0.73416934,0.19630948,0.081737624,51.83997,0.033738842,1.1003444,0.63568084
16.25,0.74564264,0.19939709,0.083035523,51.999969,0.034295663,1.1175504,0.64571978
16.3,0.7572894,0.20253326,0.084353392,52.159968,0.034861241,1.135013,0.65591339
16.35,0.76911207,0.20571876,0.085691552,52.319967,0.035435715,1.1527355,0.66626385
16.4,0.7811131,0.20895438,0.087050328,52.479966,0.036019225,1.1707214,0.67677339
16.45,0.793295,0.2122409,0.088430051,52.639965,0.036611912,1.1889742,0.68744424
16.5,0.80566029,0.21557912,0.089831057,52.799963,0.037213921,1.2074974,0.69827868
16.55,0.81821153,0.21896987,0.091253689,52.959962,0.037825399,1.2262946,0.70927901
16.6,0.83095129,0.22241396,0.092698293,53.119961,0.038446494,1.2453693,0.72044756
16.65,0.8438822,0.22591225,0.094165223,53.27996,0.039077358,1.2647252,0.73178668
16.7,0.85700689,0.22946557,0.095654836,53.439959,0.039718145,1.2843659,0.74329874
16.75,0.87032803,0.2330748,0.097167498,53.599957,0.040369011,1.3042951,0.75498617
16.8,0.88384832,0.23674082,0.098703579,53.759956,0.041030114,1.3245165,0.76685138
16.85,0.8975705,0.24046451,0.10026346,53.919954,0.041701616,1.3450339,0.77889685
16.9,0.91149732,0.24424678,0.10184751,54.079953,0.04238368,1.3658511,0.79112507
16.95,0.92563157,0.24808855,0.10345613,54.239951,0.043076471,1.3869719,0.80353854
17,0.93997607,0.25199074,0.10508971,54.39995,0.04378016,1.4084,0.81613982
17.05,0.95453368,0.25595432,0.10674865,54.559948,0.044494917,1.4301396,0.82893148
17.1,0.96930726,0.25998022,0.10843336,54.719947,0.045220916,1.4521943,0.84191613
17.15,0.98429974,0.26406943,0.11014425,54.879945,0.045958334,1.4745682,0.85509638
17.2,0.99951404,0.26822294,0.11188174,55.039943,0.046707351,1.4972653,0.8684749
17.25,1.0149531,0.27244174,0.11364627,55.199941,0.047468149,1.5202896,0.88205437
17.3,1.03062,0.27672686,0.11543826,55.35994,0.048240914,1.5436451,0.89583751
17.35,1.0465177,0.28107932,0.11725816,55.519938,0.049025832,1.5673359,0.90982706
17.4,1.0626493,0.28550017,0.11910641,55.679936,0.049823096,1.591366,0.92402579
17.45,1.0790179,0.28999047,0.12098346,55.839934,0.050632898,1.6157397,0.9384365
17.5,1.0956266,0.29455131,0.12288979,55.999931,0.051455437,1.6404611,0.95306201
17.55,1.1124785,0.29918377,0.12482586,56.159929,0.052290912,1.6655343,0.96790518
17.6,1.1295768,0.30388897,0.12679214,56.319927,0.053139526,1.6909636,0.9829689
17.65,1.1469247,0.30866802,0.12878913,56.479925,0.054001486,1.7167533,0.99825607
17.7,1.1645256,0.31352207,0.13081731,56.639922,0.054877,1.7429075,1.0137696
17.75,1.1823825,0.31845228,0.13287719,56.79992,0.055766282,1.7694306,1.0295126
17.8,1.2004988,0.32345983,0.13496927,56.959917,0.056669548,1.7963269,1.0454879
17.85,1.218878,0.32854589,0.13709406,57.119915,0.057587016,1.8236007,1.0616986
17.9,1.2375232,0.33371169,0.13925209,57.279912,0.058518909,1.8512565,1.0781477
17.95,1.2564379,0.33895844,0.1414439,57.439909,0.059465454,1.8792986,1.0948383
18,1.2756255,0.34428739,0.14367003,57.599906,0.06042688,1.9077313,1.1117736
18.05,1.2950894,0.3496998,0.14593101,57.759903,0.06140342,1.9365592,1.1289566
18.1,1.3148331,0.35519695,0.14822741,57.9199,0.062395311,1.9657867,1.1463906
18.15,1.3348602,0.36078013,0.15055981,58.079897,0.063402792,1.9954183,1.1640787
18.2,1.355174,0.36645066,0.15292876,58.239894,0.064426109,2.0254583,1.1820241
18.25,1.3757782,0.37220988,0.15533485,58.39989,0.065465507,2.0559115,1.2002301
18.3,1.3966764,0.37805913,0.15777869,58.559887,0.06652124,2.0867821,1.2186999
18.35,1.4178721,0.38399978,0.16026086,58.719883,0.067593562,2.1180749,1.2374369
18.4,1.439369,0.39003323,0.16278198,58.87988,0.068682732,2.1497943,1.2564443
18.45,1.4611708,0.39616089,0.16534268,59.039876,0.069789013,2.181945,1.2757256
18.5,1.483281,0.40238418,0.16794357,59.199872,0.070912672,2.2145313,1.295284
18.55,1.5057035,0.40870455,0.17058531,59.359868,0.072053981,2.247558,1.3151231
18.6,1.5284419,0.41512348,0.17326855,59.519864,0.073213214,2.2810296,1.3352461
18.65,1.5515,0.42164245,0.17599393,59.679859,0.074390651,2.3149508,1.3556567
18.7,1.5748816,0.42826296,0.17876214,59.839855,0.075586576,2.349326,1.3763581
18.75,1.5985905,0.43498656,0.18157385,59.99985,0.076801276,2.3841599,1.397354
18.8,1.6226305,0.44181479,0.18442975,60.159845,0.078035043,2.419457,1.4186478
18.85,1.6470054,0.44874923,0.18733055,60.31984,0.079288175,2.4552221,1.4402431
18.9,1.6717191,0.45579146,0.19027695,60.479835,0.080560971,2.4914596,1.4621434
18.95,1.6967755,0.46294311,0.19326968,60.63983,0.081853738,2.5281742,1.4843524
19,1.7221784,0.47020581,0.19630948,60.799825,0.083166786,2.5653704,1.5068736
19.05,1.7479319,0.47758122,0.19939709,60.959819,0.084500429,2.6030528,1.5297107
19.1,1.7740399,0.48507102,0.20253326,61.119814,0.085854986,2.6412259,1.5528672
19.15,1.8005062,0.49267692,0.20571876,61.279808,0.087230783,2.6798944,1.576347
19.2,1.827335,0.50040064,0.20895438,61.439802,0.088628147,2.7190627,1.6001535
19.25,1.85453,0.50824393,0.2122409,61.599795,0.090047413,2.7587353,1.6242907
19.3,1.8820955,0.51620856,0.21557912,61.759789,0.09148892,2.7989168,1.648762
19.35,1.9100354,0.52429634,0.21896987,61.919782,0.092953011,2.8396116,1.6735714
19.4,1.9383537,0.53250908,0.22241396,62.079775,0.094440036,2.8808241,1.6987225
19.45,1.9670544,0.54084862,0.22591225,62.239768,0.095950348,2.9225589,1.7242191
19.5,1.9961417,0.54931683,0.22946557,62.399761,0.097484306,2.9648202,1.750065
19.55,2.0256195,0.55791561,0.2330748,62.559753,0.099042276,3.0076124,1.7762639
19.6,2.055492,0.56664687,0.23674082,62.719745,0.10062463,3.0509398,1.8028196
19.65,2.0857632,0.57551255,0.24046451,62.879737,0.10223173,3.0948068,1.829736
19.7,2.1164372,0.58451462,0.24424678,63.039729,0.10386398,3.1392175,1.8570169
19.75,2.1475181,0.59365508,0.24808855,63.19972,0.10552175,3.1841762,1.884666
19.8,2.17901,0.60293592,0.25199074,63.359711,0.10720543,3.2296869,1.9126873
19.85,2.210917,0.61235921,0.25595432,63.519702,0.10891543,3.2757538,1.9410845
19.9,2.2432431,0.62192701,0.25998022,63.679693,0.11065214,3.322381,1.9698615
19.95,2.2759926,0.63164141,0.26406943,63.839683,0.11241598,3.3695724,1.9990222
20,2.3091694,0.64150453,0.26822294,63.999673,0.11420736,3.4173319,2.0285703
20.05,2.3427776,0.65151852,0.27244174,64.159663,0.11602671,3.4656634,2.0585097
20.1,2.3768214,0.66168556,0.27672686,64.319652,0.11787444,3.5145706,2.0888443
20.15,2.4113048,0.67200784,0.28107932,64.479641,0.119751,3.5640574,2.1195779
20.2,2.446232,0.6824876,0.28550017,64.63963,0.12165682,3.6141273,2.1507144
20.25,2.4816069,0.69312708,0.28999047,64.799618,0.12359234,3.6647838,2.1822575
20.3,2.5174335,0.70392858,0.29455131,64.959606,0.12555803,3.7160305,2.2142111
20.35,2.5537161,0.71489439,0.29918377,65.119593,0.12755434,3.7678707,2.246579
20.4,2.5904585,0.72602687,0.30388897,65.279581,0.12958174,3.8203078,2.279365
20.45,2.6276647,0.73732838,0.30866802,65.439567,0.13164069,3.8733449,2.3125729
20.5,2.6653389,0.7488013,0.31352207,65.599554,0.13373168,3.9269851,2.3462065
20.55,2.7034848,0.76044807,0.31845228,65.75954,0.13585519,3.9812314,2.3802695
20.6,2.7421065,0.77227114,0.32345983,65.919525,0.13801171,4.0360867,2.4147657
20.65,2.7812079,0.78427298,0.32854589,66.07951,0.14020175,4.0915538,2.4496988
20.7,2.8207929,0.79645611,0.33371169,66.239495,0.1424258,4.1476353,2.4850725
20.75,2.8608654,0.80882306,0.33895844,66.399479,0.14468439,4.2043337,2.5208904
20.8,2.9014291,0.82137641,0.34428739,66.559462,0.14697802,4.2616514,2.5571563
20.85,2.9424879,0.83411875,0.3496998,66.719445,0.14930724,4.3195906,2.5938737
20.9,2.9840456,0.84705271,0.35519695,66.879428,0.15167257,4.3781536,2.6310462
20.95,3.0261059,0.86018094,0.36078013,67.03941,0.15407456,4.4373422,2.6686773
21,3.0686724,0.87350614,0.36645066,67.199391,0.15651375,4.4971583,2.7067707
21.05,3.1117489,0.88703101,0.37220988,67.359372,0.15899071,4.5576036,2.7453297
21.1,3.1553389,0.90075831,0.37805913,67.519352,0.161506,4.6186795,2.7843578
21.15,3.1994459,0.91469082,0.38399978,67.679332,0.16406019,4.6803875,2.8238584
21.2,3.2440736,0.92883134,0.39003323,67.839311,0.16665386,4.7427286,2.8638349
21.25,3.2892254,0.94318271,0.39616089,67.999289,0.16928761,4.805704,2.9042905
21.3,3.3349046,0.95774779,0.40238418,68.159267,0.17196202,4.8693143,2.9452285
21.35,3.3811146,0.9725295,0.40870455,68.319244,0.1746777,4.9335602,2.9866521
21.4,3.4278587,0.98753076,0.41512348,68.47922,0.17743527,4.9984423,3.0285644
21.45,3.4751401,1.0027545,0.42164245,68.639195,0.18023535,5.0639606,3.0709685
21.5,3.522962,1.0182038,0.42826296,68.79917,0.18307856,5.1301152,3.1138674
21.55,3.5713275,1.0338816,0.43498656,68.959144,0.18596555,5.196906,3.157264
21.6,3.6202395,1.049791,0.44181479,69.119117,0.18889695,5.2643325,3.2011613
21.65,3.6697012,1.065935,0.44874923,69.27909,0.19187343,5.3323942,3.2455619
21.7,3.7197152,1.0823169,0.45579146,69.439061,0.19489565,5.40109,3.2904688
21.75,3.7702845,1.0989397,0.46294311,69.599032,0.19796428,5.4704191,3.3358844
21.8,3.8214117,1.1158065,0.47020581,69.759001,0.20108,5.54038,3.3818114
21.85,3.8730995,1.1329208,0.47758122,69.91897,0.20424351,5.6109712,3.4282522
21.9,3.9253505,1.1502855,0.48507102,70.078938,0.2074555,5.6821908,3.4752093
21.95,3.978167,1.1679042,0.49267692,70.238905,0.21071668,5.7540367,3.5226849
22,4.0315514,1.1857799,0.50040064,70.39887,0.21402776,5.8265065,3.5706811
22.05,4.085506,1.2039162,0.50824393,70.558835,0.21738948,5.8995977,3.6192002
22.1,4.140033,1.2223163,0.51620856,70.718799,0.22080257,5.9733073,3.6682441
22.15,4.1951345,1.2409836,0.52429634,70.878761,0.22426778,6.0476321,3.7178147
22.2,4.2508123,1.2599216,0.53250908,71.038722,0.22778586,6.1225685,3.7679137
22.25,4.3070684,1.2791338,0.54084862,71.198682,0.23135758,6.1981129,3.8185429
22.3,4.3639045,1.2986235,0.54931683,71.358641,0.23498371,6.2742611,3.8697037
22.35,4.4213222,1.3183945,0.55791561,71.518599,0.23866504,6.3510086,3.9213975
22.4,4.4793231,1.3384501,0.56664687,71.678555,0.24240236,6.4283508,3.9736257
22.45,4.5379084,1.358794,0.57551255,71.83851,0.24619647,6.5062826,4.0263894
22.5,4.5970796,1.3794298,0.58451462,71.998464,0.25004819,6.5847986,4.0796896
22.55,4.6568377,1.4003611,0.59365508,72.158416,0.25395835,6.663893,4.1335272
22.6,4.7171837,1.4215916,0.60293592,72.318367,0.25792778,6.7435599,4.1879029
22.65,4.7781186,1.4431251,0.61235921,72.478316,0.26195732,6.8237927,4.2428172
22.7,4.8396431,1.4649652,0.62192701,72.638264,0.26604782,6.9045847,4.2982707
22.75,4.9017577,1.4871157,0.63164141,72.79821,0.27020017,6.9859287,4.3542636
22.8,4.964463,1.5095804,0.64150453,72.958155,0.27441522,7.0678173,4.410796
22.85,5.0277592,1.5323631,0.65151852,73.118097,0.27869388,7.1502426,4.4678678
22.9,5.0916467,1.5554677,0.66168556,73.278038,0.28303703,7.2331962,4.5254788
22.95,5.1561253,1.578898,0.67200784,73.437978,0.28744559,7.3166696,4.5836286
23,5.2211949,1.6026579,0.6824876,73.597915,0.29192047,7.4006537,4.6423166
23.05,5.2868554,1.6267514,0.69312708,73.757851,0.29646261,7.4851391,4.7015421
23.1,5.3531061,1.6511825,0.70392858,73.917784,0.30107294,7.5701159,4.761304
23.15,5.4199467,1.675955,0.71489439,74.077716,0.30575242,7.6555738,4.8216013
23.2,5.4873762,1.7010731,0.72602687,74.237645,0.31050202,7.7415023,4.8824326
23.25,5.5553938,1.7265408,0.73732838,74.397572,0.3153227,7.8278902,4.9437963
23.3,5.6239983,1.7523621,0.7488013,74.557498,0.32021545,7.9147261,5.0056907
23.35,5.6931886,1.7785411,0.76044807,74.717421,0.32518128,8.0019979,5.0681137
23.4,5.7629631,1.8050819,0.77227114,74.877341,0.33022118,8.0896934,5.1310633
23.45,5.8333203,1.8319887,0.78427298,75.037259,0.33533619,8.1777998,5.194537
23.5,5.9042584,1.8592656,0.79645611,75.197175,0.34052733,8.2663038,5.2585321
23.55,5.9757753,1.8869169,0.80882306,75.357088,0.34579564,8.3551917,5.3230459
23.6,6.047869,1.9149466,0.82137641,75.516999,0.35114219,8.4444494,5.3880751
23.65,6.1205371,1.9433591,0.83411875,75.676907,0.35656803,8.5340624,5.4536165
23.7,6.1937771,1.9721586,0.84705271,75.836812,0.36207425,8.6240155,5.5196665
23.75,6.2675863,2.0013493,0.86018094,75.996715,0.36766193,8.7142933,5.5862212
23.8,6.3419617,2.0309356,0.87350614,76.156614,0.37333219,8.8048799,5.6532766
23.85,6.4169004,2.0609218,0.88703101,76.316511,0.37908612,8.8957588,5.7208283
23.9,6.492399,2.0913121,0.90075831,76.476404,0.38492487,8.9869131,5.7888718
23.95,6.568454,2.122111,0.91469082,76.636294,0.39084957,9.0783255,5.857402
24,6.6450618,2.1533228,0.92883134,76.796181,0.39686137,9.1699782,5.926414
24.05,6.7222186,2.1849519,0.94318271,76.956065,0.40296142,9.2618528,5.9959023
24.1,6.7999202,2.2170026,0.95774779,77.115945,0.40915092,9.3539307,6.0658613
24.15,6.8781624,2.2494794,0.9725295,77.275822,0.41543104,9.4461925,6.1362848
24.2,6.9569407,2.2823867,0.98753076,77.435695,0.42180298,9.5386186,6.2071668
24.25,7.0362505,2.315729,1.0027545,77.595564,0.42826795,9.6311888,6.2785006
24.3,7.1160869,2.3495106,1.0182038,77.75543,0.43482718,9.7238824,6.3502794
24.35,7.1964449,2.3837361,1.0338816,77.915291,0.44148191,9.8166783,6.422496
24.4,7.2773193,2.4184099,1.049791,78.075149,0.44823338,9.9095549,6.4951431
24.45,7.3587044,2.4535365,1.065935,78.235002,0.45508285,10.00249,6.5682128
24.5,7.4405948,2.4891204,1.0823169,78.394851,0.4620316,10.095461,6.6416971
24.55,7.5229845,2.525166,1.0989397,78.554696,0.46908091,10.188446,6.7155877
24.6,7.6058674,2.5616779,1.1158065,78.714536,0.47623208,10.28142,6.7898759
24.65,7.6892374,2.5986606,1.1329208,78.874371,0.48348643,10.374359,6.8645526
24.7,7.7730879,2.6361186,1.1502855,79.034202,0.49084526,10.46724,6.9396086
24.75,7.8574123,2.6740564,1.1679042,79.194028,0.49830992,10.560037,7.0150342
24.8,7.9422037,2.7124785,1.1857799,79.353849,0.50588176,10.652725,7.0908194
24.85,8.0274552,2.7513894,1.2039162,79.513664,0.51356214,10.745278,7.166954
24.9,8.1131593,2.7907937,1.2223163,79.673474,0.52135243,10.837671,7.2434273
24.95,8.1993088,2.8306958,1.2409836,79.833279,0.529254,10.929876,7.3202283
25,8.2858959,2.8711003,1.2599216,79.993078,0.53726827,11.021866,7.3973457
25.05,8.3729128,2.9120116,1.2791338,80.152872,0.54539664,11.113614,7.474768
25.1,8.4603516,2.9534342,1.2986235,80.312659,0.55364054,11.205092,7.5524831
25.15,8.548204,2.9953727,1.3183945,80.472441,0.56200138,11.296272,7.6304787
25.2,8.6364617,3.0378315,1.3384501,80.632216,0.57048064,11.387124,7.7087421
25.25,8.725116,3.0808151,1.358794,80.791985,0.57907975,11.47762,7.7872604
25.3,8.8141583,3.124328,1.3794298,80.951747,0.5878002,11.56773,7.8660202
25.35,8.9035796,3.1683745,1.4003611,81.111502,0.59664346,11.657424,7.9450078
25.4,8.9933709,3.2129591,1.4215916,81.271251,0.60561103,11.746672,8.0242092
25.45,9.0835228,3.2580862,1.4431251,81.430992,0.61470442,11.835443,8.1036099
25.5,9.1740259,3.3037603,1.4649652,81.590726,0.62392515,11.923707,8.1831952
25.55,9.2648707,3.3499856,1.4871157,81.750453,0.63327474,12.01143,8.2629501
25.6,9.3560473,3.3967666,1.5095804,81.910172,0.64275475,12.098583,8.3428591
25.65,9.447546,3.4441076,1.5323631,82.069883,0.65236672,12.185133,8.4229065
25.7,9.5393565,3.4920128,1.5554677,82.229586,0.66211223,12.271047,8.5030761
25.75,9.6314688,3.5404866,1.578898,82.38928,0.67199284,12.356293,8.5833514
25.8,9.7238723,3.5895332,1.6026579,82.548966,0.68201015,12.440837,8.6637157
25.85,9.8165568,3.6391568,1.6267514,82.708644,0.69216576,12.524648,8.7441518
25.9,9.9095114,3.6893617,1.6511825,82.868312,0.70246129,12.60769,8.8246422
25.95,10.002725,3.7401519,1.675955,83.027971,0.71289834,12.68993,8.905169
26,10.096188,3.7915316,1.7010731,83.187621,0.72347857,12.771335,8.9857141
26.05,10.189888,3.8435049,1.7265408,83.347261,0.73420361,12.851869,9.066259
26.1,10.283815,3.8960759,1.7523621,83.506892,0.74507513,12.9315,9.1467849
26.15,10.377956,3.9492484,1.7785411,83.666512,0.75609478,13.01019,9.2272725
26.2,10.472302,4.0030266,1.8050819,83.826121,0.76726425,13.087907,9.3077024
26.25,10.56684,4.0574143,1.8319887,83.98572,0.77858522,13.164615,9.3880547
26.3,10.661558,4.1124155,1.8592656,84.145308,0.79005939,13.240278,9.4683094
26.35,10.756446,4.1680338,1.8869169,84.304885,0.80168847,13.314862,9.5484459
26.4,10.851492,4.2242731,1.9149466,84.46445,0.81347418,13.38833,9.6284435
26.45,10.946682,4.2811371,1.9433591,84.624004,0.82541825,13.460648,9.7082811
26.5,11.042007,4.3386296,1.9721586,84.783546,0.83752242,13.53178,9.7879373
26.55,11.137454,4.396754,2.0013493,84.943075,0.84978842,13.601689,9.8673905
26.6,11.23301,4.455514,2.0309356,85.102591,0.86221803,13.670341,9.9466186
26.65,11.328664,4.514913,2.0609218,85.262095,0.874813,13.737699,10.025599
26.7,11.424404,4.5749545,2.0913121,85.421585,0.88757511,13.803727,10.10431
26.75,11.520217,4.6356418,2.122111,85.581061,0.90050615,13.86839,10.182729
26.8,11.616091,4.6969782,2.1533228,85.740524,0.9136079,13.931652,10.260831
26.85,11.712015,4.7589671,2.1849519,85.899973,0.92688217,13.993477,10.338595
26.9,11.807975,4.8216114,2.2170026,86.059406,0.94033076,14.053829,10.415996
26.95,11.90396,4.8849144,2.2494794,86.218825,0.95395549,14.112673,10.49301
27,11.999958,4.948879,2.2823867,86.378229,0.96775819,14.169972,10.569613
27.05,12.095955,5.0135082,2.315729,86.537617,0.98174069,14.225691,10.645781
27.1,12.19194,5.0788047,2.3495106,86.696988,0.99590482,14.279796,10.72149
27.15,12.2879,5.1447715,2.3837361,86.856344,1.0102524,14.33225,10.796714
27.2,12.383823,5.2114111,2.4184099,87.015682,1.0247854,14.383019,10.871429
27.25,12.479698,5.2787262,2.4535365,87.175004,1.0395055,14.432068,10.945609
27.3,12.575511,5.3467193,2.4891204,87.334308,1.0544147,14.479361,11.019229
27.35,12.67125,5.4153928,2.525166,87.493594,1.0695148,14.524865,11.092263
27.4,12.766904,5.4847491,2.5616779,87.652861,1.0848078,14.568545,11.164685
27.45,12.86246,5.5547903,2.5986606,87.81211,1.1002954,14.610367,11.23647
27.5,12.957907,5.6255187,2.6361186,87.971339,1.1159796,14.650297,11.307592
27.55,13.053231,5.6969362,2.6740564,88.130549,1.1318622,14.688303,11.378023
27.6,13.148422,5.7690448,2.7124785,88.289738,1.1479452,14.72435,11.447738
27.65,13.243467,5.8418464,2.7513894,88.448907,1.1642305,14.758406,11.516711
27.7,13.338354,5.9153426,2.7907937,88.608056,1.1807199,14.790439,11.584913
27.75,13.433072,5.9895351,2.8306958,88.767182,1.1974154,14.820416,11.65232
27.8,13.52761,6.0644254,2.8711003,88.926287,1.2143189,14.848306,11.718903
27.85,13.621955,6.1400148,2.9120116,89.085369,1.2314322,14.874077,11.784635
27.9,13.716096,6.2163048,2.9534342,89.244428,1.2487574,14.897698,11.849491
27.95,13.810022,6.2932964,2.9953727,89.403464,1.2662963,14.91914,11.913442
28,13.903722,6.3709908,3.0378315,89.562476,1.2840508,14.938371,11.976461
28.05,13.997184,6.4493887,3.0808151,89.721463,1.3020229,14.955363,12.038522
28.1,14.090397,6.5284911,3.124328,89.880426,1.3202144,14.970086,12.099596
28.15,14.183351,6.6082986,3.1683745,90.039363,1.3386274,14.982512,12.159657
28.2,14.276035,6.6888118,3.2129591,90.198274,1.3572637,14.992613,12.218677
28.25,14.368438,6.770031,3.2580862,90.357158,1.3761252,15.000361,12.276628
28.3,14.46055,6.8519567,3.3037603,90.516015,1.3952139,15.00573,12.333485
28.35,14.552359,6.9345889,3.3499856,90.674845,1.4145317,15.008693,12.389218
28.4,14.643857,7.0179277,3.3967666,90.833646,1.4340805,15.009224,12.443802
28.45,14.735033,7.101973,3.4441076,90.992418,1.4538622,15.007298,12.497208
28.5,14.825877,7.1867245,3.4920128,91.151161,1.4738787,15.002892,12.54941
28.55,14.916379,7.2721818,3.5404866,91.309874,1.494132,14.99598,12.60038
28.6,15.00653,7.3583445,3.5895332,91.468557,1.5146239,14.986539,12.650091
28.65,15.096321,7.4452117,3.6391568,91.627208,1.5353564,14.974548,12.698518
28.7,15.185741,7.5327828,3.6893617,91.785827,1.5563314,14.959984,12.745631
28.75,15.274783,7.6210567,3.7401519,91.944414,1.5775507,14.942825,12.791406
28.8,15.363436,7.7100323,3.7915316,92.102967,1.5990162,14.923052,12.835816
28.85,15.451693,7.7997083,3.8435049,92.261487,1.6207299,14.900645,12.878833
28.9,15.539544,7.8900834,3.8960759,92.419972,1.6426936,14.875585,12.920432
28.95,15.626982,7.9811559,3.9492484,92.578423,1.6649092,14.847853,12.960587
29,15.713997,8.0729241,4.0030266,92.736837,1.6873785,14.817432,12.999271
29.05,15.800583,8.1653861,4.0574143,92.895215,1.7101035,14.784305,13.036459
29.1,15.886732,8.2585398,4.1124155,93.053556,1.7330859,14.748456,13.072126
29.15,15.972435,8.3523831,4.1680338,93.211859,1.7563276,14.70987,13.106245
29.2,16.057685,8.4469135,4.2242731,93.370123,1.7798305,14.668532,13.138793
29.25,16.142475,8.5421286,4.2811371,93.528348,1.8035964,14.62443,13.169744
29.3,16.226798,8.6380255,4.3386296,93.686533,1.827627,14.577549,13.199073
29.35,16.310647,8.7346014,4.396754,93.844678,1.8519243,14.527879,13.226756
29.4,16.394016,8.8318534,4.455514,94.002781,1.8764899,14.475408,13.25277
29.45,16.476897,8.9297781,4.514913,94.160841,1.9013257,14.420127,13.27709
29.5,16.559286,9.0283722,4.5749545,94.318859,1.9264335,14.362024,13.299693
29.55,16.641174,9.1276321,4.6356418,94.476833,1.951815,14.301093,13.320555
29.6,16.722558,9.2275542,4.6969782,94.634762,1.9774719,14.237325,13.339655
29.65,16.803431,9.3281344,4.7589671,94.792647,2.003406,14.170714,13.356968
29.7,16.883787,9.4293688,4.8216114,94.950485,2.0296191,14.101254,13.372474
29.75,16.963622,9.531253,4.8849144,95.108276,2.0561128,14.028939,13.386151
29.8,17.04293,9.6337827,4.948879,95.26602,2.0828888,13.953766,13.397976
29.85,17.121707,9.7369532,5.0135082,95.423715,2.1099488,13.875732,13.407929
29.9,17.199947,9.8407597,5.0788047,95.581361,2.1372945,13.794833,13.41599
29.95,17.277647,9.9451974,5.1447715,95.738956,2.1649275,13.71107,13.422137
30,17.354802,10.050261,5.2114111,95.896501,2.1928494,13.624441,13.426352
30.05,17.431408,10.155945,5.2787262,96.053994,2.2210619,13.534946,13.428614
30.1,17.507461,10.262244,5.3467193,96.211435,2.2495665,13.442588,13.428905
30.15,17.582957,10.369153,5.4153928,96.368822,2.2783648,13.347368,13.427207
30.2,17.657894,10.476665,5.4847491,96.526154,2.3074584,13.24929,13.4235
30.25,17.732268,10.584775,5.5547903,96.683432,2.3368488,13.148357,13.417768
30.3,17.806075,10.693476,5.6255187,96.840653,2.3665376,13.044575,13.409993
30.35,17.879312,10.802762,5.6969362,96.997818,2.3965262,12.93795,13.400159
30.4,17.951978,10.912626,5.7690448,97.154924,2.4268161,12.828489,13.388249
30.45,18.02407,11.023061,5.8418464,97.311972,2.4574087,12.716199,13.374248
30.5,18.095584,11.134061,5.9153426,97.468961,2.4883056,12.60109,13.358141
30.55,18.16652,11.245619,5.9895351,97.625889,2.519508,12.483171,13.339912
30.6,18.236875,11.357726,6.0644254,97.782756,2.5510175,12.362452,13.319548
30.65,18.306647,11.470376,6.1400148,97.93956,2.5828353,12.238946,13.297036
30.7,18.375835,11.58356,6.2163048,98.096301,2.6149628,12.112665,13.272361
30.75,18.444437,11.697271,6.2932964,98.252979,2.6474013,11.983621,13.245513
30.8,18.512452,11.811501,6.3709908,98.409591,2.6801521,11.851831,13.216478
30.85,18.579879,11.926242,6.4493887,98.566137,2.7132165,11.717308,13.185245
