t,x,y,psi_ref,u,delta
14.64,65.88,0,0,0,0
14.72,66.24,0,0,0,0
14.8,66.6,0,0,0,0
14.88,66.96,0,0,0,0
14.96,67.32,0,0,0,0
15.04,67.68,0,0,0,0
15.12,68.04,0,0,0,0
15.2,68.4,0,0,0,0
15.28,68.76,0,0,0,0
15.36,69.12,0,0,0,0
15.44,69.48,0,0,0,0
15.52,69.84,0,0,0,0
15.6,70.2,0,0,0,0
15.68,70.56,0,0,0,0
15.76,70.92,0,0,0,0
15.84,71.28,0,0,0,0
15.92,71.64,0,0,0,0
16,72,0,0,0,0
16.08,72.36,0,0,0,0
16.16,72.72,0,0,0,0
16.24,73.08,0,0,0,0
16.32,73.44,0,0,0,0
16.4,73.8,0,0,0,0
16.48,74.16,0,0,0,0
16.56,74.52,0,0,0,0
16.64,74.88,0,0,0,0
16.72,75.24,0,0,0,0
16.8,75.6,0,0,0,0
16.88,75.96,0,0,0,0
16.96,76.32,0,0,0,0
17.04,76.68,0,0,0,0
17.12,77.04,0,0,0,0
17.2,77.4,0,0,0,0
17.28,77.76,0,0,0,0
17.36,78.12,0,0,0,0
17.44,78.48,0,0,0,0
17.52,78.84,0,0,0,0
17.6,79.2,0,0,0,0
17.68,79.56,0,0,0,0
17.76,79.92,0,0,0,0
17.84,80.28,0,0,0,0
17.92,80.64,0,0,0,0
18,81,0,15.524111,148.64336,3.36
18.08,81.36,0.2,29.054604,210.17932,6.72
18.16,81.72,0.4,29.054604,150.78235,10.08
18.24,82.08,0.6,29.054604,150.48075,13.44
18.32,82.44,0.8,29.054604,150.07863,16.8
18.4,82.8,1,29.054604,149.57597,20.16
18.48,83.16,1.2,29.054604,148.97279,23.52
18.56,83.52,1.4,29.054604,148.26907,26.88
18.64,83.88,1.6,29.054604,147.46482,30
18.72,84.24,1.8,29.054604,146.60767,30
18.8,84.6,2,29.054604,145.75053,30
18.88,84.96,2.2,29.054604,144.89338,30
18.96,85.32,2.4,29.054604,144.03624,30
19.04,85.68,2.6,29.054604,143.17909,30
19.12,86.04,2.8,29.054604,142.32195,30
19.2,86.4,3,29.054604,141.4648,30
19.28,86.76,3.2,29.054604,140.60766,30
19.36,87.12,3.4,29.054604,139.75051,30
19.44,87.48,3.6,29.054604,138.89337,30
19.52,87.84,3.8,29.054604,138.03622,30
19.6,88.2,4,29.054604,137.17908,30
19.68,88.56,4.2,29.054604,136.32193,30
19.76,88.92,4.4,29.054604,135.46479,30
19.84,89.28,4.6,29.054604,134.60765,30
19.92,89.64,4.8,29.054604,133.7505,30
20,90,5,29.054604,132.89336,30
20.08,90.36,5.2,29.054604,132.03621,30
20.16,90.72,5.4,29.054604,131.17907,30
20.24,91.08,5.6,29.054604,130.32192,30
20.32,91.44,5.8,29.054604,129.46478,30
20.4,91.8,6,29.054604,128.60763,30
20.48,92.16,6.2,29.054604,127.75049,30
20.56,92.52,6.4,29.054604,126.89334,30
20.64,92.88,6.6,29.054604,126.0362,30
20.72,93.24,6.8,29.054604,125.17905,30
20.8,93.6,7,29.054604,124.32191,30
20.88,93.96,7.2,29.054604,123.46476,30
20.96,94.32,7.4,29.054604,122.60762,30
21.04,94.68,7.6,29.054604,121.75047,30
21.12,95.04,7.8,29.054604,120.89333,30
21.2,95.4,8,29.054604,120.03618,30
21.28,95.76,8.2,29.054604,119.17904,30
21.36,96.12,8.4,29.054604,118.32189,30
21.44,96.48,8.6,29.054604,117.46475,30
21.52,96.84,8.8,29.054604,116.6076,30
21.6,97.2,9,29.054604,115.75046,30
21.68,97.56,9.2,29.054604,114.89331,30
21.76,97.92,9.4,29.054604,114.03617,30
21.84,98.28,9.6,29.054604,113.17902,30
21.92,98.64,9.8,29.054604,112.32188,30
22,99,10,29.054604,111.46473,30
22.08,99.36,10.2,29.054604,110.60759,30
22.16,99.72,10.4,29.054604,109.75044,30
22.24,100.08,10.6,29.054604,108.8933,30
22.32,100.44,10.8,29.054604,108.03615,30
22.4,100.8,11,29.054604,107.17901,30
22.48,101.16,11.2,29.054604,106.32186,30
22.56,101.52,11.4,29.054604,105.46472,30
22.64,101.88,11.6,29.054604,104.60758,30
22.72,102.24,11.8,29.054604,103.75043,30
22.8,102.6,12,29.054604,102.89329,30
22.88,102.96,12.2,29.054604,102.03614,30
22.96,103.32,12.4,29.054604,101.179,30
23.04,103.68,12.6,29.054604,100.32185,30
23.12,104.04,12.8,29.054604,99.464706,30
23.2,104.4,13,29.054604,98.607561,30
23.28,104.76,13.2,29.054604,97.750416,30
23.36,105.12,13.4,29.054604,96.893271,30
23.44,105.48,13.6,29.054604,96.036126,30
23.52,105.84,13.8,29.054604,95.178982,30
23.6,106.2,14,29.054604,94.321837,30
23.68,106.56,14.2,29.054604,93.464692,30
23.76,106.92,14.4,29.054604,92.607547,30
23.84,107.28,14.6,29.054604,91.750402,30
23.92,107.64,14.8,29.054604,90.893257,30
24,108,15,29.054604,90.036112,30
24.08,108.36,15.2,29.054604,89.178968,30
24.16,108.72,15.4,29.054604,88.321823,30
24.24,109.08,15.6,29.054604,87.464678,30
24.32,109.44,15.8,29.054604,86.607533,30
24.4,109.8,16,29.054604,85.750388,30
24.48,110.16,16.2,29.054604,84.893243,30
24.56,110.52,16.4,29.054604,84.036098,30
24.64,110.88,16.6,29.054604,83.178954,30
24.72,111.24,16.8,29.054604,82.321809,30
24.8,111.6,17,29.054604,81.464664,30
24.88,111.96,17.2,29.054604,80.607519,30
24.96,112.32,17.4,29.054604,79.750374,30
25.04,112.68,17.6,29.054604,78.893229,30
25.12,113.04,17.8,29.054604,78.036084,30
25.2,113.4,18,29.054604,77.178939,30
25.28,113.76,18.2,29.054604,76.321795,30
25.36,114.12,18.4,29.054604,75.46465,30
25.44,114.48,18.6,29.054604,74.607505,30
25.52,114.84,18.8,29.054604,73.75036,30
25.6,115.2,19,29.054604,72.893215,30
25.68,115.56,19.2,29.054604,72.03607,30
25.76,115.92,19.4,29.054604,71.178925,30
25.84,116.28,19.6,29.054604,70.321781,30
25.92,116.64,19.8,29.054604,69.464636,30
26,117,20,29.054604,68.607491,30
26.08,117.36,20.2,29.054604,67.750346,30
26.16,117.72,20.4,29.054604,66.893201,30
26.24,118.08,20.6,29.054604,66.036056,30
26.32,118.44,20.8,29.054604,65.178911,30
26.4,118.8,21,29.054604,64.321767,30
26.48,119.16,21.2,29.054604,63.464622,30
26.56,119.52,21.4,29.054604,62.607477,30
26.64,119.88,21.6,29.054604,61.750332,30
26.72,120.24,21.8,29.054604,60.893187,30
26.8,120.6,22,29.054604,60.036042,30
26.88,120.96,22.2,29.054604,59.178897,30
26.96,121.32,22.4,29.054604,58.321753,30
27.04,121.68,22.6,29.054604,57.464608,30
27.12,122.04,22.8,29.054604,56.607463,30
27.2,122.4,23,29.054604,55.750318,30
27.28,122.76,23.2,29.054604,54.893173,30
27.36,123.12,23.4,29.054604,54.036028,30
27.44,123.48,23.6,29.054604,53.178883,30
27.52,123.84,23.8,29.054604,52.321738,30
27.6,124.2,24,29.054604,51.464594,30
27.68,124.56,24.2,29.054604,50.607449,30
27.76,124.92,24.4,29.054604,49.750304,30
27.84,125.28,24.6,29.054604,48.893159,30
27.92,125.64,24.8,29.054604,48.036014,30
28,126,25,29.054604,47.178869,30
28.08,126.36,25.2,29.054604,46.321724,30
28.16,126.72,25.4,29.054604,45.46458,30
28.24,127.08,25.6,29.054604,44.607435,30
28.32,127.44,25.8,29.054604,43.75029,30
28.4,127.8,26,29.054604,42.893145,30
28.48,128.16,26.2,29.054604,42.036,30
28.56,128.52,26.4,29.054604,41.178855,30
28.64,128.88,26.6,29.054604,40.32171,30
28.72,129.24,26.8,29.054604,39.464566,30
28.8,129.6,27,29.054604,38.607421,30
28.88,129.96,27.2,29.054604,37.750276,30
28.96,130.32,27.4,29.054604,36.893131,30
29.04,130.68,27.6,29.054604,36.035986,30
29.12,131.04,27.8,29.054604,35.178841,30
29.2,131.4,28,29.054604,34.321696,30
29.28,131.76,28.2,29.054604,33.464552,30
29.36,132.12,28.4,29.054604,32.607407,30
29.44,132.48,28.6,29.054604,31.750262,30
29.52,132.84,28.8,29.054604,30.893117,30
29.6,133.2,29,29.054604,30.035972,30
29.68,133.56,29.2,29.054604,29.178827,29.178827
29.76,133.92,29.4,29.054604,28.321682,28.321682
29.84,134.28,29.6,29.054604,27.474298,27.474298
29.92,134.64,29.8,29.054604,26.652267,26.652267
30,135,30,15.524111,-103.69964,23.292267
30.08,135.36,30,0,-193.844,19.932267
30.16,135.72,30,0,-126.52239,16.572267
30.24,136.08,30,0,-127.01823,13.212267
30.32,136.44,30,0,-127.41354,9.8522666
30.4,136.8,30,0,-127.70832,6.4922666
30.48,137.16,30,0,-127.90257,3.1322666
30.56,137.52,30,0,-127.99629,-0.22773336
30.64,137.88,30,0,-127.98947,-3.5877334
30.72,138.24,30,0,-127.88213,-6.9477334
30.8,138.6,30,0,-127.67425,-10.307733
30.88,138.96,30,0,-127.36585,-13.667733
30.96,139.32,30,0,-126.95691,-17.027733
31.04,139.68,30,0,-126.44744,-20.387733
31.12,140.04,30,0,-125.83744,-23.747733
31.2,140.4,30,0,-125.1269,-27.107733
31.28,140.76,30,0,-124.31584,-30
31.36,141.12,30,0,-123.4587,-30
31.44,141.48,30,0,-122.60155,-30
31.52,141.84,30,0,-121.74441,-30
31.6,142.2,30,0,-120.88726,-30
31.68,142.56,30,0,-120.03012,-30
31.76,142.92,30,0,-119.17297,-30
31.84,143.28,30,0,-118.31583,-30
31.92,143.64,30,0,-117.45868,-30
32,144,30,0,-116.60154,-30
32.08,144.36,30,0,-115.74439,-30
32.16,144.72,30,0,-114.88725,-30
32.24,145.08,30,0,-114.0301,-30
32.32,145.44,30,0,-113.17296,-30
32.4,145.8,30,0,-112.31581,-30
32.48,146.16,30,0,-111.45867,-30
32.56,146.52,30,0,-110.60152,-30
32.64,146.88,30,0,-109.74438,-30
32.72,147.24,30,0,-108.88723,-30
32.8,147.6,30,0,-108.03009,-30
32.88,147.96,30,0,-107.17294,-30
32.96,148.32,30,0,-106.3158,-30
33.04,148.68,30,0,-105.45865,-30
33.12,149.04,30,0,-104.60151,-30
33.2,149.4,30,0,-103.74436,-30
33.28,149.76,30,0,-102.88722,-30
33.36,150.12,30,0,-102.03007,-30
33.44,150.48,30,0,-101.17293,-30
33.52,150.84,30,0,-100.31578,-30
33.6,151.2,30,0,-99.458639,-30
33.68,151.56,30,0,-98.601495,-30
33.76,151.92,30,0,-97.74435,-30
33.84,152.28,30,0,-96.887205,-30
33.92,152.64,30,0,-96.03006,-30
34,153,30,0,-95.172915,-30
34.08,153.36,30,0,-94.31577,-30
34.16,153.72,30,0,-93.458625,-30
34.24,154.08,30,0,-92.601481,-30
34.32,154.44,30,0,-91.744336,-30
34.4,154.8,30,0,-90.887191,-30
34.48,155.16,30,0,-90.030046,-30
34.56,155.52,30,0,-89.172901,-30
34.64,155.88,30,0,-88.315756,-30
34.72,156.24,30,0,-87.458611,-30
34.8,156.6,30,0,-86.601466,-30
34.88,156.96,30,0,-85.744322,-30
34.96,157.32,30,0,-84.887177,-30
35.04,157.68,30,0,-84.030032,-30
35.12,158.04,30,0,-83.172887,-30
35.2,158.4,30,0,-82.315742,-30
35.28,158.76,30,0,-81.458597,-30
35.36,159.12,30,0,-80.601452,-30
35.44,159.48,30,0,-79.744308,-30
35.52,159.84,30,0,-78.887163,-30
35.6,160.2,30,0,-78.030018,-30
35.68,160.56,30,0,-77.172873,-30
35.76,160.92,30,0,-76.315728,-30
35.84,161.28,30,0,-75.458583,-30
35.92,161.64,30,0,-74.601438,-30
36,162,30,0,-73.744294,-30
36.08,162.36,30,0,-72.887149,-30
36.16,162.72,30,0,-72.030004,-30
36.24,163.08,30,0,-71.172859,-30
36.32,163.44,30,0,-70.315714,-30
36.4,163.8,30,0,-69.458569,-30
36.48,164.16,30,0,-68.601424,-30
36.56,164.52,30,0,-67.74428,-30
36.64,164.88,30,0,-66.887135,-30
36.72,165.24,30,0,-66.02999,-30
36.8,165.6,30,0,-65.172845,-30
36.88,165.96,30,0,-64.3157,-30
36.96,166.32,30,0,-63.458555,-30
37.04,166.68,30,0,-62.60141,-30
37.12,167.04,30,0,-61.744265,-30
37.2,167.4,30,0,-60.887121,-30
37.28,167.76,30,0,-60.029976,-30
37.36,168.12,30,0,-59.172831,-30
37.44,168.48,30,0,-58.315686,-30
37.52,168.84,30,0,-57.458541,-30
37.6,169.2,30,0,-56.601396,-30
37.68,169.56,30,0,-55.744251,-30
37.76,169.92,30,0,-54.887107,-30
37.84,170.28,30,0,-54.029962,-30
37.92,170.64,30,0,-53.172817,-30
38,171,30,0,-52.315672,-30
38.08,171.36,30,0,-51.458527,-30
38.16,171.72,30,0,-50.601382,-30
38.24,172.08,30,0,-49.744237,-30
38.32,172.44,30,0,-48.887093,-30
38.4,172.8,30,0,-48.029948,-30
38.48,173.16,30,0,-47.172803,-30
38.56,173.52,30,0,-46.315658,-30
38.64,173.88,30,0,-45.458513,-30
38.72,174.24,30,0,-44.601368,-30
38.8,174.6,30,0,-43.744223,-30
38.88,174.96,30,0,-42.887079,-30
38.96,175.32,30,0,-42.029934,-30
39.04,175.68,30,0,-41.172789,-30
39.12,176.04,30,0,-40.315644,-30
39.2,176.4,30,0,-39.458499,-30
39.28,176.76,30,0,-38.601354,-30
39.36,177.12,30,0,-37.744209,-30
39.44,177.48,30,0,-36.887065,-30
39.52,177.84,30,0,-36.02992,-30
39.6,178.2,30,0,-35.172775,-30
39.68,178.56,30,0,-34.31563,-30
39.76,178.92,30,0,-33.458485,-30
39.84,179.28,30,0,-32.60134,-30
39.92,179.64,30,0,-31.744195,-30
40,180,30,0,-30.88705,-30
40.08,180.36,30,0,-30.029906,-30
40.16,180.72,30,0,-29.172761,-29.172761
40.24,181.08,30,0,-28.315616,-28.315616
40.32,181.44,30,0,-27.468413,-27.468413
40.4,181.8,30,0,-26.646558,-26.646558
40.48,182.16,30,0,-25.849293,-25.849293
40.56,182.52,30,0,-25.075882,-25.075882
40.64,182.88,30,0,-24.325612,-24.325612
40.72,183.24,30,0,-23.597789,-23.597789
40.8,183.6,30,0,-22.891743,-22.891743
40.88,183.96,30,0,-22.206822,-22.206822
40.96,184.32,30,0,-21.542394,-21.542394
41.04,184.68,30,0,-20.897846,-20.897846
41.12,185.04,30,0,-20.272582,-20.272582
41.2,185.4,30,0,-19.666027,-19.666027
41.28,185.76,30,0,-19.077619,-19.077619
41.36,186.12,30,0,-18.506817,-18.506817
41.44,186.48,30,0,-17.953093,-17.953093
41.52,186.84,30,0,-17.415936,-17.415936
41.6,187.2,30,0,-16.894851,-16.894851
41.68,187.56,30,0,-16.389357,-16.389357
41.76,187.92,30,0,-15.898988,-15.898988
41.84,188.28,30,0,-15.42329,-15.42329
41.92,188.64,30,0,-14.961825,-14.961825
42,189,30,0,-14.514168,-14.514168
42.08,189.36,30,0,-14.079904,-14.079904
42.16,189.72,30,0,-13.658633,-13.658633
42.24,190.08,30,0,-13.249967,-13.249967
42.32,190.44,30,0,-12.853528,-12.853528
42.4,190.8,30,0,-12.46895,-12.46895
42.48,191.16,30,0,-12.095879,-12.095879
42.56,191.52,30,0,-11.73397,-11.73397
42.64,191.88,30,0,-11.38289,-11.38289
42.72,192.24,30,0,-11.042314,-11.042314
42.8,192.6,30,0,-10.711928,-10.711928
42.88,192.96,30,0,-10.391427,-10.391427
42.96,193.32,30,0,-10.080516,-10.080516
43.04,193.68,30,0,-9.7789065,-9.7789065
43.12,194.04,30,0,-9.4863216,-9.4863216
43.2,194.4,30,0,-9.2024909,-9.2024909
43.28,194.76,30,0,-8.9271523,-8.9271523
43.36,195.12,30,0,-8.6600519,-8.6600519
43.44,195.48,30,0,-8.4009432,-8.4009432
43.52,195.84,30,0,-8.149587,-8.149587
43.6,196.2,30,0,-7.9057513,-7.9057513
43.68,196.56,30,0,-7.6692112,-7.6692112
