t,r,y,ym,yf,feedback,e,u,delta
5.52,0.72,0.59515114,0.59278307,0.49646224,0.49646224,0.22353776,0.48060618,0.61019772
5.54,0.72,0.59520179,0.61699868,0.50084538,0.50084538,0.21915462,0.47118243,0.5990765
5.56,0.72,0.59510254,0.71434603,0.50860904,0.50860904,0.21139096,0.45449056,0.58750962
5.58,0.72,0.59486287,0.56300325,0.51058701,0.51058701,0.20941299,0.45023792,0.57652789
5.6,0.72,0.59448948,0.59046222,0.51349157,0.51349157,0.20650843,0.44399313,0.56592511
5.62,0.72,0.59398415,0.64844095,0.51839882,0.51839882,0.20160118,0.43344254,0.5553265
5.64,0.72,0.59335861,0.52972647,0.51881073,0.51881073,0.20118927,0.43255692,0.54550493
5.66,0.72,0.59262095,0.56349395,0.52043558,0.52043558,0.19956442,0.42906351,0.53618962
5.68,0.72,0.59176865,0.68856197,0.52654926,0.52654926,0.19345074,0.41591908,0.52656798
5.7,0.72,0.59081059,0.55804441,0.52769454,0.52769454,0.19230546,0.41345673,0.51751908
5.72,0.72,0.58975757,0.52646636,0.52764988,0.52764988,0.19235012,0.41355276,0.50920177
5.74,0.72,0.58861014,0.64252488,0.53182715,0.53182715,0.18817285,0.40457162,0.50083136
5.76,0.72,0.58737503,0.57035252,0.53322808,0.53322808,0.18677192,0.40155964,0.49288962
5.78,0.72,0.58605455,0.62049799,0.53640153,0.53640153,0.18359847,0.39473672,0.48503739
5.8,0.72,0.58466012,0.50869591,0.53539405,0.53539405,0.18460595,0.39690279,0.47798662
5.82,0.72,0.58319049,0.65309377,0.53967404,0.53967404,0.18032596,0.38770081,0.47076376
5.84,0.72,0.58165435,0.53635748,0.53955344,0.53955344,0.18044656,0.38796011,0.46413947
5.86,0.72,0.58005759,0.56183968,0.54036385,0.54036385,0.17963615,0.38621773,0.45790573
5.88,0.72,0.57839825,0.65422221,0.54450415,0.54450415,0.17549585,0.37731608,0.45145855
5.9,0.72,0.57667797,0.61652739,0.54712318,0.54712318,0.17287682,0.37168517,0.44507668
5.92,0.72,0.57490353,0.55461704,0.54739568,0.54739568,0.17260432,0.37109928,0.43915849
5.94,0.72,0.57307409,0.64194858,0.55083397,0.55083397,0.16916603,0.36370697,0.43312237
5.96,0.72,0.57119093,0.62126677,0.55339516,0.55339516,0.16660484,0.3582004,0.42712861
5.98,0.72,0.56925882,0.57930636,0.55433739,0.55433739,0.16566261,0.35617462,0.42145229
6,0.72,0.56729604,0.40830661,0.54902718,0.54902718,0.17097282,0.36759157,0.41714343
6.02,0.72,0.5653133,0.47627701,0.54638172,0.54638172,0.17361828,0.37327931,0.4136343
6.04,0.72,0.56330701,0.63921188,0.54975736,0.54975736,0.17024264,0.36602168,0.40982529
6.06,0.72,0.56128282,0.53197563,0.54911075,0.54911075,0.17088925,0.36741189,0.40643222
6.08,0.72,0.55924463,0.54711969,0.54903835,0.54903835,0.17096165,0.36756755,0.40332305
6.1,0.72,0.55720425,0.44467759,0.54524341,0.54524341,0.17475659,0.37572666,0.40111534
6.12,0.72,0.5551569,0.63305822,0.54843668,0.54843668,0.17156332,0.36886114,0.398535
6.14,0.72,0.5531059,0.54158515,0.54818753,0.54818753,0.17181247,0.36939681,0.39620395
6.16,0.72,0.55105678,0.50977717,0.54679079,0.54679079,0.17320921,0.3723998,0.39429961
6.18,0.72,0.54900746,0.59695688,0.54861501,0.54861501,0.17138499,0.36847772,0.39223386
6.2,0.72,0.54695587,0.60040957,0.55049845,0.55049845,0.16950155,0.36442833,0.39000942
6.22,0.72,0.54490283,0.56928247,0.55118151,0.55118151,0.16881849,0.36295976,0.38784545
6.24,0.72,0.54285004,0.55802622,0.5514304,0.5514304,0.1685696,0.36242463,0.38581178
6.26,0.72,0.54080142,0.52890448,0.55061128,0.55061128,0.16938872,0.36418575,0.3840817
6.28,0.72,0.53876301,0.49711753,0.54866605,0.54866605,0.17133395,0.36836799,0.3828246
6.3,0.72,0.53673991,0.49997116,0.54689533,0.54689533,0.17310467,0.37217504,0.38197264
6.32,0.72,0.53473371,0.53553577,0.54648225,0.54648225,0.17351775,0.37306315,0.38125988
6.34,0.72,0.532747,0.52098735,0.54555517,0.54555517,0.17444483,0.37505639,0.3807636
6.36,0.72,0.53079132,0.40577739,0.54047234,0.54047234,0.17952766,0.38598447,0.38118127
6.38,0.72,0.5288752,0.42425393,0.53624622,0.53624622,0.18375378,0.39507064,0.38229242
6.4,0.72,0.526996,0.54866644,0.53669786,0.53669786,0.18330214,0.3940996,0.38323699
6.42,0.72,0.5251488,0.57957964,0.5382572,0.5382572,0.1817428,0.39074703,0.3838378
6.44,0.72,0.52333066,0.56173421,0.53911091,0.53911091,0.18088909,0.38891155,0.3842437
6.46,0.72,0.52154663,0.46701356,0.53648919,0.53648919,0.18351081,0.39454825,0.38506806
6.48,0.72,0.51978779,0.63087381,0.53992135,0.53992135,0.18007865,0.38716909,0.38523614
6.5,0.72,0.5180551,0.52177162,0.53926136,0.53926136,0.18073864,0.38858807,0.3855043
6.52,0.72,0.51634724,0.54797596,0.53957826,0.53957826,0.18042174,0.38790675,0.38569649
6.54,0.72,0.51466033,0.58144196,0.54110057,0.54110057,0.17889943,0.38463377,0.38561147
6.56,0.72,0.51300114,0.45473214,0.5379599,0.5379599,0.1820401,0.39138621,0.38607345
6.58,0.72,0.51137262,0.49127021,0.5362621,0.5362621,0.1837379,0.39503649,0.3867905
6.6,0.72,0.5097743,0.52788889,0.53595762,0.53595762,0.18404238,0.39569112,0.38750255
6.62,0.72,0.50819862,0.61558051,0.53885299,0.53885299,0.18114701,0.38946606,0.38765963
6.64,0.72,0.50664378,0.55575732,0.5394677,0.5394677,0.1805323,0.38814445,0.38769841
6.66,0.72,0.50511465,0.47524983,0.5371325,0.5371325,0.1828675,0.39316512,0.38813575
6.68,0.72,0.50360894,0.55559384,0.53780382,0.53780382,0.18219618,0.39172178,0.38842263
6.7,0.72,0.50213065,0.48112776,0.53574288,0.53574288,0.18425712,0.39615282,0.38904105
6.72,0.72,0.50068505,0.45784269,0.53291014,0.53291014,0.18708986,0.40224319,0.39009722
6.74,0.72,0.49928056,0.41013231,0.52844549,0.52844549,0.19155451,0.41184219,0.39183682
6.76,0.72,0.49791726,0.49849736,0.52735647,0.52735647,0.19264353,0.41418359,0.39362456
6.78,0.72,0.49659315,0.52260567,0.52718371,0.52718371,0.19281629,0.41455501,0.39529899
6.8,0.72,0.49531797,0.37895397,0.52179354,0.52179354,0.19820646,0.42614389,0.39776659
6.82,0.72,0.4940884,0.52348354,0.521855,0.521855,0.198145,0.42601176,0.4000262
6.84,0.72,0.49290352,0.49701771,0.52095182,0.52095182,0.19904818,0.42795358,0.40226039
6.86,0.72,0.49175591,0.57724674,0.52299891,0.52299891,0.19700109,0.42355234,0.40396375
6.88,0.72,0.49064333,0.52299105,0.52299862,0.52299862,0.19700138,0.42355296,0.40553088
6.9,0.72,0.48956497,0.50739575,0.52243125,0.52243125,0.19756875,0.42477282,0.40707024
6.92,0.72,0.48851771,0.53579303,0.52291713,0.52291713,0.19708287,0.42372817,0.40840287
6.94,0.72,0.48749865,0.53711965,0.52343359,0.52343359,0.19656641,0.42261779,0.40954007
6.96,0.72,0.48651564,0.40683641,0.51919369,0.51919369,0.20080631,0.43173357,0.41131555
6.98,0.72,0.48557539,0.4077597,0.51514154,0.51514154,0.20485846,0.44044568,0.41364596
7,0.72,0.48468352,0.40863581,0.51126861,0.51126861,0.20873139,0.44877249,0.41645608
7.02,0.72,0.48384005,0.46767212,0.50968328,0.50968328,0.21031672,0.45218095,0.41931407
7.04,0.72,0.48304435,0.47294283,0.50834726,0.50834726,0.21165274,0.45505338,0.42217321
7.06,0.72,0.48229778,0.44730531,0.50612756,0.50612756,0.21387244,0.45982575,0.42518542
7.08,0.72,0.48160384,0.41643163,0.50286589,0.50286589,0.21713411,0.46683834,0.42851765
7.1,0.72,0.48096159,0.46357554,0.50143715,0.50143715,0.21856285,0.46991013,0.43182905
7.12,0.72,0.4803754,0.39644685,0.49761932,0.49761932,0.22238068,0.47811847,0.4355322
7.14,0.72,0.47984286,0.47129083,0.49666192,0.49666192,0.22333808,0.48017688,0.43910378
7.16,0.72,0.47936973,0.37106972,0.49209493,0.49209493,0.22790507,0.4899959,0.44317515
7.18,0.72,0.47895193,0.48102799,0.4916925,0.4916925,0.2283075,0.49086114,0.44699003
7.2,0.72,0.47858374,0.50488262,0.49217214,0.49217214,0.22782786,0.48982991,0.45041722
7.22,0.72,0.47826733,0.41361234,0.48931542,0.48931542,0.23068458,0.49597185,0.45406159
7.24,0.72,0.47800738,0.37619719,0.48520203,0.48520203,0.23479797,0.50481564,0.45812191
7.26,0.72,0.47780284,0.43753331,0.48346862,0.48346862,0.23653138,0.50854247,0.46215556
7.28,0.72,0.47765579,0.3972381,0.48033296,0.48033296,0.23966704,0.51528413,0.46640584
7.3,0.72,0.477564,0.44419626,0.4790189,0.4790189,0.2409811,0.51810936,0.47054212
7.32,0.72,0.47751756,0.54015339,0.48124197,0.48124197,0.23875803,0.51332976,0.47396513
7.34,0.72,0.47750894,0.52362189,0.48278306,0.48278306,0.23721694,0.51001642,0.47684924
7.36,0.72,0.47753724,0.45089684,0.48162356,0.48162356,0.23837644,0.51250934,0.47970205
7.38,0.72,0.47759674,0.51010622,0.4826593,0.4826593,0.2373407,0.51028251,0.48214848
7.4,0.72,0.47768379,0.49155445,0.48298276,0.48298276,0.23701724,0.50958707,0.48434357
7.42,0.72,0.47779914,0.44131248,0.48146747,0.48146747,0.23853253,0.51284493,0.48662368
7.44,0.72,0.47794303,0.44484408,0.48013571,0.48013571,0.23986429,0.51570822,0.48895044
7.46,0.72,0.47811518,0.44921705,0.4790114,0.4790114,0.2409886,0.51812549,0.49128445
7.48,0.72,0.47831178,0.49184953,0.47947824,0.47947824,0.24052176,0.51712178,0.49335143
7.5,0.72,0.4785293,0.49281182,0.4799631,0.4799631,0.2400369,0.51607934,0.49516967
7.52,0.72,0.47875914,0.55991344,0.48287038,0.48287038,0.23712962,0.50982868,0.49634239
7.54,0.72,0.47900343,0.43966825,0.4812994,0.4812994,0.2387006,0.5132063,0.4976915
7.56,0.72,0.47925502,0.55026525,0.48380725,0.48380725,0.23619275,0.50781442,0.49850133
7.58,0.72,0.47951588,0.44772548,0.48249518,0.48249518,0.23750482,0.51063536,0.49947206
7.6,0.72,0.4797892,0.42932873,0.48056186,0.48056186,0.23943814,0.51479201,0.50069765
7.62,0.72,0.48006302,0.61086551,0.48530017,0.48530017,0.23469983,0.50460463,0.50101021
7.64,0.72,0.48033413,0.52097194,0.48659733,0.48659733,0.23340267,0.50181575,0.50107465
7.66,0.72,0.48060271,0.48424698,0.48651186,0.48651186,0.23348814,0.5019995,0.50114864
7.68,0.72,0.48086504,0.53185658,0.48816076,0.48816076,0.23183924,0.49845437,0.5009331
7.7,0.72,0.48111908,0.51716628,0.4892155,0.4892155,0.2307845,0.49618667,0.50055339
7.72,0.72,0.48136822,0.45345037,0.48791495,0.48791495,0.23208505,0.49898285,0.50042774
7.74,0.72,0.48160967,0.52500167,0.48926356,0.48926356,0.23073644,0.49608334,0.50008019
7.76,0.72,0.48184049,0.53115132,0.49078675,0.49078675,0.22921325,0.49280848,0.49949845
7.78,0.72,0.48205955,0.51406134,0.4916331,0.4916331,0.2283669,0.49098883,0.49881768
7.8,0.72,0.48226176,0.5652242,0.49430914,0.49430914,0.22569086,0.48523535,0.4977311
7.82,0.72,0.48244994,0.4761224,0.49364781,0.49364781,0.22635219,0.48665722,0.49684519
7.84,0.72,0.48262179,0.53552963,0.49517078,0.49517078,0.22482922,0.48338282,0.4957682
7.86,0.72,0.48278251,0.44707894,0.49342199,0.49342199,0.22657801,0.48714273,0.49507816
7.88,0.72,0.48293557,0.4613223,0.49225472,0.49225472,0.22774528,0.48965234,0.49464409
7.9,0.72,0.48308789,0.41296175,0.48937134,0.48937134,0.23062866,0.49585161,0.4947407
7.92,0.72,0.48324041,0.47675828,0.48891269,0.48891269,0.23108731,0.49683772,0.49490846
7.94,0.72,0.48338773,0.55368059,0.49126788,0.49126788,0.22873212,0.49177405,0.49465771
7.96,0.72,0.48353608,0.41806225,0.48860586,0.48860586,0.23139414,0.4974974,0.49488488
7.98,0.72,0.48368939,0.43685507,0.48672401,0.48672401,0.23327599,0.50154337,0.49541756
8,0.72,0.48384157,0.55464483,0.48919386,0.48919386,0.23080614,0.4962332,0.49548281
8.02,0.72,0.48399201,0.4959105,0.4894381,0.4894381,0.2305619,0.49570808,0.49550083
8.04,0.72,0.48413914,0.50905066,0.49015129,0.49015129,0.22984871,0.49417473,0.49539474
8.06,0.72,0.48428965,0.4091443,0.48720558,0.48720558,0.23279442,0.50050801,0.49580381
8.08,0.72,0.48444327,0.48485417,0.48712007,0.48712007,0.23287993,0.50069184,0.49619485
8.1,0.72,0.48460088,0.47053216,0.48651688,0.48651688,0.23348312,0.50198872,0.49665836
8.12,0.72,0.48476428,0.45781216,0.48547307,0.48547307,0.23452693,0.5042329,0.49726432
8.14,0.72,0.48493349,0.47645095,0.48514499,0.48514499,0.23485501,0.50493827,0.49787824
8.16,0.72,0.48510357,0.53769225,0.4870558,0.4870558,0.2329442,0.50083003,0.49811438
8.18,0.72,0.48527859,0.43333797,0.48510242,0.48510242,0.23489758,0.50502979,0.49866761
8.2,0.72,0.48545374,0.53682285,0.48698317,0.48698317,0.23301683,0.50098619,0.4988531
8.22,0.72,0.48562536,0.53014106,0.48855255,0.48855255,0.23144745,0.49761203,0.49875381
8.24,0.72,0.48578601,0.58237655,0.49196433,0.49196433,0.22803567,0.4902767,0.49807564
8.26,0.72,0.48593194,0.54883093,0.4940322,0.4940322,0.2259678,0.48583076,0.49709605
8.28,0.72,0.48606935,0.43232842,0.49178843,0.49178843,0.22821157,0.49065488,0.49658076
8.3,0.72,0.48621027,0.35044264,0.48664858,0.48664858,0.23335142,0.50170555,0.49699074
8.32,0.72,0.48636066,0.4071253,0.48375683,0.48375683,0.23624317,0.50792282,0.49786531
8.34,0.72,0.48652627,0.39973033,0.48070132,0.48070132,0.23929868,0.51449217,0.49919546
8.36,0.72,0.4867039,0.50087359,0.48143486,0.48143486,0.23856514,0.51291506,0.50029303
8.38,0.72,0.4868874,0.54180064,0.48362997,0.48362997,0.23637003,0.50819555,0.50092523
8.4,0.72,0.48707396,0.50943683,0.48456841,0.48456841,0.23543159,0.50617793,0.50134544
8.42,0.72,0.48725456,0.59033885,0.4884146,0.4884146,0.2315854,0.4979086,0.5010705
8.44,0.72,0.48742323,0.56686405,0.49126731,0.49126731,0.22873269,0.49177528,0.50032688
8.46,0.72,0.48757738,0.53500635,0.49285782,0.49285782,0.22714218,0.48835569,0.49936918
8.48,0.72,0.48771333,0.55263844,0.49503166,0.49503166,0.22496834,0.48368193,0.4981142
8.5,0.72,0.48782913,0.53853204,0.49661349,0.49661349,0.22338651,0.48028099,0.49668755
8.52,0.72,0.48792844,0.47250627,0.49573687,0.49573687,0.22426313,0.48216574,0.4955258
8.54,0.72,0.48800999,0.52904965,0.49694824,0.49694824,0.22305176,0.47956128,0.49424864
8.56,0.72,0.4880797,0.44284685,0.49498092,0.49498092,0.22501908,0.48379103,0.49341203
8.58,0.72,0.48814677,0.39341085,0.49128746,0.49128746,0.22871254,0.49173196,0.49327763
8.6,0.72,0.48820428,0.5792736,0.49448696,0.49448696,0.22551304,0.48485304,0.49260366
8.62,0.72,0.48825421,0.47994849,0.49395828,0.49395828,0.22604172,0.48598969,0.49207454
8.64,0.72,0.48830163,0.43944464,0.49197597,0.49197597,0.22802403,0.49025166,0.49192871
8.66,0.72,0.48834205,0.54951079,0.49406815,0.49406815,0.22593185,0.48575349,0.49143469
8.68,0.72,0.48837777,0.47327107,0.49331189,0.49331189,0.22668811,0.48737944,0.49111027
8.7,0.72,0.48840357,0.56277533,0.49583783,0.49583783,0.22416217,0.48194866,0.49037734
8.72,0.72,0.48841865,0.51678225,0.49659945,0.49659945,0.22340055,0.48031119,0.48957205
8.74,0.72,0.48842736,0.45465615,0.49507424,0.49507424,0.22492576,0.48359039,0.48909352
8.76,0.72,0.48843208,0.47271571,0.4942612,0.4942612,0.2257388,0.48533842,0.48879311
8.78,0.72,0.48843947,0.41619135,0.4914223,0.4914223,0.2285777,0.49144207,0.48900503
8.8,0.72,0.48846568,0.28824982,0.48403421,0.48403421,0.23596579,0.50732646,0.49047074
8.82,0.72,0.48851377,0.42434028,0.48186352,0.48186352,0.23813648,0.51199344,0.49219256
8.84,0.72,0.48857928,0.51163366,0.48294607,0.48294607,0.23705393,0.50966595,0.49359043
8.86,0.72,0.48865466,0.55564675,0.48558973,0.48558973,0.23441027,0.50398208,0.49442176
8.88,0.72,0.48874242,0.442498,0.48402276,0.48402276,0.23597724,0.50735107,0.49545611
8.9,0.72,0.48884501,0.43844583,0.48236541,0.48236541,0.23763459,0.51091436,0.49669277
8.92,0.72,0.4889615,0.47556991,0.4821183,0.4821183,0.2378817,0.51144564,0.497873
8.94,0.72,0.48909,0.48824547,0.48234111,0.48234111,0.23765889,0.51096661,0.49892049
8.96,0.72,0.48922936,0.48137466,0.48230597,0.48230597,0.23769403,0.51104217,0.49989022
8.98,0.72,0.48938129,0.44692765,0.48101948,0.48101948,0.23898052,0.51380811,0.50100365
9,0.72,0.48953879,0.55136301,0.48357743,0.48357743,0.23642257,0.50830853,0.50158804
9.02,0.72,0.4897072,0.40924519,0.48087444,0.48087444,0.23912556,0.51411996,0.5025906
9.04,0.72,0.48988558,0.47795682,0.48076834,0.48076834,0.23923166,0.51434806,0.50353119
9.06,0.72,0.49007458,0.45887721,0.4799723,0.4799723,0.2400277,0.51605955,0.50453346
9.08,0.72,0.4902734,0.47561537,0.47981387,0.47981387,0.24018613,0.51640018,0.5054828
9.1,0.72,0.4904738,0.5679442,0.48301861,0.48301861,0.23698139,0.50950999,0.50580497
9.12,0.72,0.49066358,0.63005993,0.48836556,0.48836556,0.23163444,0.49801404,0.5051817
9.14,0.72,0.4908366,0.57408614,0.49148268,0.49148268,0.22851732,0.49131225,0.50407214
9.16,0.72,0.49099023,0.54082367,0.49327689,0.49327689,0.22672311,0.48745468,0.50274275
9.18,0.72,0.49112735,0.47770971,0.49271082,0.49271082,0.22728918,0.48867175,0.50161707
9.2,0.72,0.49125054,0.47773113,0.4921661,0.4921661,0.2278339,0.48984289,0.50067513
9.22,0.72,0.49135961,0.50905485,0.49278024,0.49278024,0.22721976,0.48852249,0.49970292
9.24,0.72,0.49146705,0.35244884,0.48767728,0.48767728,0.23232272,0.49949386,0.4996862
9.26,0.72,0.49157209,0.4977638,0.48804406,0.48804406,0.23195594,0.49870527,0.49960772
9.28,0.72,0.49168246,0.3936743,0.48461243,0.48461243,0.23538757,0.50608327,0.50012577
9.3,0.72,0.49180221,0.42688861,0.48251338,0.48251338,0.23748662,0.51059623,0.5009634
9.32,0.72,0.49192591,0.53765701,0.48451861,0.48451861,0.23548139,0.506285,0.50138913
9.34,0.72,0.49205337,0.48087947,0.48438627,0.48438627,0.23561373,0.50656951,0.50180356
9.36,0.72,0.49218046,0.52938333,0.48602253,0.48602253,0.23397747,0.50305156,0.5019034
9.38,0.72,0.4923066,0.49228017,0.48625008,0.48625008,0.23374992,0.50256233,0.50195612
9.4,0.72,0.49242172,0.61036848,0.49076348,0.49076348,0.22923652,0.49285853,0.50122831
9.42,0.72,0.4925336,0.40548926,0.4876626,0.4876626,0.2323374,0.49952542,0.50109208
9.44,0.72,0.49264412,0.46651443,0.48689357,0.48689357,0.23310643,0.50117882,0.50109902
9.46,0.72,0.49274618,0.57504745,0.49009917,0.49009917,0.22990083,0.49428679,0.50055404
9.48,0.72,0.49284349,0.45255758,0.48873402,0.48873402,0.23126598,0.49722186,0.50028746
9.5,0.72,0.49293171,0.54656335,0.4908369,0.4908369,0.2291631,0.49270066,0.49968052
9.52,0.72,0.49301513,0.44684947,0.48923736,0.48923736,0.23076264,0.49613968,0.49939725
9.54,0.72,0.49310217,0.3895493,0.48561234,0.48561234,0.23438766,0.50393347,0.49976015
9.56,0.72,0.49319462,0.45794258,0.48460617,0.48460617,0.23539383,0.50609674,0.50026708
9.58,0.72,0.49328588,0.55911056,0.48731542,0.48731542,0.23268458,0.50027185,0.50026746
9.6,0.72,0.49337733,0.47039819,0.48670025,0.48670025,0.23329975,0.50159447,0.50037362
9.62,0.72,0.49347362,0.42787108,0.484561,0.484561,0.235439,0.50619384,0.50083924
9.64,0.72,0.49358133,0.39597479,0.48133969,0.48133969,0.23866031,0.51311968,0.50182167
9.66,0.72,0.49369629,0.51889442,0.48270531,0.48270531,0.23729469,0.51018358,0.50249063
9.68,0.72,0.49381178,0.55615858,0.48537634,0.48537634,0.23462366,0.50444087,0.50264664
9.7,0.72,0.49392973,0.45940131,0.48443179,0.48443179,0.23556821,0.50647164,0.50295264
9.72,0.72,0.49405551,0.41346736,0.48185127,0.48185127,0.23814873,0.51201977,0.50367801
9.74,0.72,0.49420154,0.31755634,0.47587691,0.47587691,0.24412309,0.52486465,0.50537295
9.76,0.72,0.49436137,0.53090772,0.47787803,0.47787803,0.24212197,0.52056224,0.50658809
9.78,0.72,0.49453503,0.45963848,0.47721477,0.47721477,0.24278523,0.52198824,0.5078201
9.8,0.72,0.49472376,0.44396179,0.47600557,0.47600557,0.24399443,0.52458802,0.50916153
9.82,0.72,0.49492828,0.44744687,0.47496707,0.47496707,0.24503293,0.52682079,0.51057427
9.84,0.72,0.49513779,0.58827118,0.47908722,0.47908722,0.24091278,0.51796247,0.51116533
9.86,0.72,0.49534445,0.56786587,0.48231554,0.48231554,0.23768446,0.51102159,0.51115383
9.88,0.72,0.4955435,0.5418399,0.48448006,0.48448006,0.23551994,0.50636787,0.51077095
9.9,0.72,0.49573829,0.44916882,0.48319602,0.48319602,0.23680398,0.50912857,0.51063956
9.92,0.72,0.49592802,0.49546455,0.48364214,0.48364214,0.23635786,0.50816939,0.51044195
9.94,0.72,0.49611655,0.43894991,0.48201697,0.48201697,0.23798303,0.51166351,0.51053967
9.96,0.72,0.4963043,0.47602196,0.48179897,0.48179897,0.23820103,0.51213221,0.51066708
9.98,0.72,0.49649956,0.37746925,0.47800516,0.47800516,0.24199484,0.5202889,0.51143682
10,0.72,0.49670411,0.44486363,0.47680002,0.47680002,0.24319998,0.52287996,0.51235227
10.02,0.72,0.49692413,0.38709614,0.47353806,0.47353806,0.24646194,0.52989318,0.51375555
10.04,0.72,0.49714666,0.61370105,0.47863489,0.47863489,0.24136511,0.51893498,0.5141699
10.06,0.72,0.49736659,0.53610787,0.48072482,0.48072482,0.23927518,0.51444164,0.51419164
10.08,0.72,0.49758665,0.44719818,0.47950567,0.47950567,0.24049433,0.51706281,0.51442133
10.1,0.72,0.49780196,0.53699925,0.48159635,0.48159635,0.23840365,0.51256786,0.51427306
10.12,0.72,0.49801715,0.42688577,0.47960687,0.47960687,0.24039313,0.51684523,0.51447883
10.14,0.72,0.49823138,0.48730376,0.47988676,0.47988676,0.24011324,0.51624347,0.51462
10.16,0.72,0.49844702,0.44892203,0.47876077,0.47876077,0.24123923,0.51866435,0.51494355
10.18,0.72,0.49866297,0.48797824,0.47909595,0.47909595,0.24090405,0.51794371,0.51518356
10.2,0.72,0.49887932,0.47499369,0.47894677,0.47894677,0.24105323,0.51826443,0.51543003
10.22,0.72,0.49910217,0.40009809,0.47607955,0.47607955,0.24392045,0.52442897,0.51614995
10.24,0.72,0.49932648,0.52821684,0.47797545,0.47797545,0.24202455,0.52035278,0.51648617
10.26,0.72,0.49954883,0.51577985,0.47935016,0.47935016,0.24064984,0.51739716,0.51655905
10.28,0.72,0.4997722,0.44203462,0.47799323,0.47799323,0.24200677,0.52031456,0.51685949
10.3,0.72,0.50000657,0.35003414,0.47334017,0.47334017,0.24665983,0.53031863,0.51793622
10.32,0.72,0.50025315,0.44297111,0.47223584,0.47223584,0.24776416,0.53269294,0.51911676
10.34,0.72,0.50051186,0.45620955,0.47165307,0.47165307,0.24834693,0.53394591,0.52030309
10.36,0.72,0.50077192,0.58808258,0.47588687,0.47588687,0.24411313,0.52484323,0.5206663
10.38,0.72,0.50102996,0.51279306,0.47722891,0.47722891,0.24277109,0.52195784,0.52076963
10.4,0.72,0.50129631,0.34814204,0.47253484,0.47253484,0.24746516,0.53205009,0.52167206
10.42,0.72,0.50156849,0.49036177,0.47318309,0.47318309,0.24681691,0.53065635,0.52239081
10.44,0.72,0.50184601,0.46933977,0.47304334,0.47304334,0.24695666,0.53095682,0.52307609
10.46,0.72,0.5021313,0.43311324,0.47159133,0.47159133,0.24840867,0.53407863,0.52395629
10.48,0.72,0.50241955,0.51891052,0.47331203,0.47331203,0.24668797,0.53037913,0.52447012
10.5,0.72,0.502715,0.41347962,0.47113631,0.47113631,0.24886369,0.53505694,0.52531706
10.52,0.72,0.50301701,0.46717277,0.47099218,0.47099218,0.24900782,0.53536682,0.52612104
10.54,0.72,0.50332693,0.44305283,0.4699762,0.4699762,0.2500238,0.53755116,0.52703545
10.56,0.72,0.5036396,0.52076754,0.47182316,0.47182316,0.24817684,0.53358021,0.52755903
10.58,0.72,0.50395114,0.51288277,0.47331624,0.47331624,0.24668376,0.53037009,0.52778392
10.6,0.72,0.50426066,0.48162778,0.47361847,0.47361847,0.24638153,0.52972028,0.52793883
10.62,0.72,0.50456388,0.52490394,0.4754834,0.4754834,0.2445166,0.52571069,0.52776058
10.64,0.72,0.50486214,0.46237843,0.47500686,0.47500686,0.24499314,0.52673526,0.52767855
10.66,0.72,0.50515341,0.50176154,0.47597975,0.47597975,0.24402025,0.52464353,0.52743575
10.68,0.72,0.50543443,0.5207714,0.47760854,0.47760854,0.24239146,0.52114164,0.52693222
10.7,0.72,0.5057039,0.50164077,0.47848244,0.47848244,0.24151756,0.51926275,0.52631866
10.72,0.72,0.50596306,0.47301105,0.47828348,0.47828348,0.24171652,0.51969052,0.52578841
10.74,0.72,0.5062054,0.56719865,0.48151676,0.48151676,0.23848324,0.51273897,0.52474446
10.76,0.72,0.50642972,0.51247878,0.48264265,0.48264265,0.23735735,0.5103183,0.52359036
10.78,0.72,0.50662557,0.62973965,0.48799163,0.48799163,0.23200837,0.49881799,0.52160857
10.8,0.72,0.50679468,0.49664638,0.48830635,0.48830635,0.23169365,0.49814135,0.5197312
10.82,0.72,0.50694406,0.42947826,0.48616715,0.48616715,0.23383285,0.50274063,0.51837195
10.84,0.72,0.50707709,0.46503356,0.48539865,0.48539865,0.23460135,0.50439289,0.51725363
10.86,0.72,0.50719889,0.43877463,0.48370323,0.48370323,0.23629677,0.50803805,0.51651638
10.88,0.72,0.50730859,0.50569144,0.48450281,0.48450281,0.23549719,0.50631897,0.51570059
10.9,0.72,0.50741234,0.42063886,0.48218048,0.48218048,0.23781952,0.51131197,0.5153495
10.92,0.72,0.50750284,0.57822451,0.48567299,0.48567299,0.23432701,0.50380307,0.51442578
10.94,0.72,0.50758372,0.4544243,0.48453667,0.48453667,0.23546333,0.50624615,0.51377141
10.96,0.72,0.50765224,0.52853667,0.48613667,0.48613667,0.23386333,0.50280615,0.51289419
10.98,0.72,0.50770997,0.4798789,0.48590912,0.48590912,0.23409088,0.50329539,0.51212629
11,0.72,0.50775522,0.51843803,0.48709199,0.48709199,0.23290801,0.50075223,0.51121636
11.02,0.72,0.50779738,0.38423358,0.48335168,0.48335168,0.23664832,0.50879388,0.51102256
11.04,0.72,0.50783254,0.53480916,0.48522286,0.48522286,0.23477714,0.50477084,0.51052243
11.06,0.72,0.50786285,0.46618367,0.48453053,0.48453053,0.23546947,0.50625936,0.51018138
11.08,0.72,0.50788482,0.53276048,0.48628435,0.48628435,0.23371565,0.50248866,0.50956596
11.1,0.72,0.50789466,0.54258316,0.48833157,0.48833157,0.23166843,0.49808711,0.50864766
