t,u_raw,u_sat,u_rate,ref,psi,x,y
67.72,41.911957,16,16,72,58.491625,81.989374,160.41492
67.76,41.969209,16,16,72,58.472448,82.052123,160.51721
67.8,42.021711,16,16,72,58.454806,82.114904,160.61947
67.84,42.069489,16,16,72,58.438692,82.177713,160.72172
67.88,42.112569,16,16,72,58.424097,82.240548,160.82396
67.92,42.150974,16,16,72,58.411014,82.303407,160.92618
67.96,42.18473,16,16,72,58.399434,82.366286,161.02838
68,42.213862,16,16,72,58.38935,82.429183,161.13058
68.04,42.238394,16,16,72,58.380753,82.492096,161.23276
68.08,42.258352,16,16,72,58.373636,82.555021,161.33494
68.12,42.273759,16,16,72,58.36799,82.617957,161.43711
68.16,42.284639,16,16,72,58.363807,82.6809,161.53928
68.2,42.291018,16,16,72,58.361081,82.743847,161.64145
68.24,42.292918,16,16,72,58.359803,82.806797,161.74361
68.28,42.290364,16,16,72,58.359965,82.869747,161.84577
68.32,42.283379,16,16,72,58.36156,82.932694,161.94794
68.36,42.271987,16,16,72,58.36458,82.995635,162.05011
68.4,42.256212,16,16,72,58.369017,83.058569,162.15228
68.44,42.236077,16,16,72,58.374865,83.121492,162.25446
68.48,42.211606,16,16,72,58.382115,83.184402,162.35665
68.52,42.18282,16,16,72,58.390759,83.247297,162.45884
68.56,42.149744,16,16,72,58.400792,83.310174,162.56105
68.6,42.1124,16,16,72,58.412204,83.373031,162.66327
68.64,42.070812,16,16,72,58.424989,83.435864,162.76551
68.68,42.025,16,16,72,58.43914,83.498673,162.86776
68.72,41.974989,16,16,72,58.454648,83.561454,162.97002
68.76,41.920801,16,16,72,58.471508,83.624204,163.07231
68.8,41.862457,16,16,72,58.489711,83.686922,163.17462
68.84,41.799981,16,16,72,58.509251,83.749606,163.27694
68.88,41.733393,16,16,72,58.53012,83.812252,163.37929
68.92,41.662717,16,16,72,58.552311,83.874858,163.48167
68.96,41.587973,16,16,72,58.575818,83.937423,163.58407
69,41.509184,16,16,72,58.600633,83.999943,163.68649
69.04,41.42637,16,16,72,58.626749,84.062416,163.78895
69.08,41.339555,16,16,72,58.65416,84.12484,163.89143
69.12,41.248758,16,16,72,58.682858,84.187213,163.99395
69.16,41.154001,16,16,72,58.712836,84.249533,164.0965
69.2,41.055305,16,16,72,58.744088,84.311796,164.19908
69.24,40.952692,16,16,72,58.776607,84.374001,164.3017
69.28,40.846182,16,16,72,58.810386,84.436146,164.40435
69.32,40.735795,16,16,72,58.845419,84.498228,164.50705
69.36,40.621554,16,16,72,58.881699,84.560244,164.60978
69.4,40.503477,16,16,72,58.919218,84.622194,164.71255
69.44,40.381586,16,16,72,58.957971,84.684074,164.81537
69.48,40.255901,16,16,72,58.997951,84.745882,164.91823
69.52,40.126442,16,16,72,59.039151,84.807616,165.02113
69.56,39.993229,16,16,72,59.081566,84.869274,165.12408
69.6,39.856283,16,16,72,59.125187,84.930854,165.22707
69.64,39.715622,16,16,72,59.17001,84.992353,165.33011
69.68,39.571268,16,16,72,59.216027,85.05377,165.43321
69.72,39.42324,16,16,72,59.263232,85.115101,165.53635
69.76,39.271557,16,16,72,59.311619,85.176345,165.63954
69.8,39.116238,16,16,72,59.361182,85.2375,165.74279
69.84,38.957304,16,16,72,59.411914,85.298564,165.84609
69.88,38.794774,16,16,72,59.463809,85.359533,165.94945
69.92,38.628666,16,16,72,59.51686,85.420408,166.05286
69.96,38.459,16,16,72,59.571063,85.481184,166.15633
70,38.285794,16,16,72,59.62641,85.54186,166.25986
70.04,38.109068,16,16,72,59.682895,85.602435,166.36345
70.08,37.928841,16,16,72,59.740513,85.662905,166.4671
70.12,37.745131,16,16,72,59.799257,85.723268,166.57082
70.16,37.557956,16,16,72,59.859121,85.783524,166.67459
70.2,37.367335,16,16,72,59.9201,85.843669,166.77843
70.24,37.173287,16,16,72,59.982187,85.903701,166.88233
70.28,36.975829,16,16,72,60.045376,85.963619,166.98631
70.32,36.774981,16,16,72,60.109662,86.023419,167.09034
70.36,36.57076,16,16,72,60.175039,86.083102,167.19445
70.4,36.363183,16,16,72,60.241501,86.142663,167.29862
70.44,36.15227,16,16,72,60.309042,86.202102,167.40287
70.48,35.938037,16,16,72,60.377656,86.261415,167.50719
70.52,35.720502,16,16,72,60.447338,86.320602,167.61157
70.56,35.499684,16,16,72,60.518082,86.37966,167.71603
70.6,35.275599,16,16,72,60.589882,86.438587,167.82057
70.64,35.048265,16,16,72,60.662733,86.497381,167.92518
70.68,34.8177,16,16,72,60.736629,86.55604,168.02987
70.72,34.58392,16,16,72,60.811564,86.614562,168.13463
70.76,34.346942,16,16,72,60.887533,86.672945,168.23947
70.8,34.106785,16,16,72,60.964531,86.731187,168.34439
70.84,33.863464,16,16,72,61.042552,86.789286,168.44938
70.88,33.616996,16,16,72,61.12159,86.847241,168.55446
70.92,33.367399,16,16,72,61.20164,86.905048,168.65962
70.96,33.114689,16,16,72,61.282697,86.962707,168.76486
71,32.858883,16,16,72,61.364755,87.020214,168.87018
71.04,32.599996,16,16,72,61.44781,87.07757,168.97559
71.08,32.338047,16,16,72,61.531854,87.13477,169.08108
71.12,32.07305,16,16,72,61.616885,87.191814,169.18665
71.16,31.805022,16,16,72,61.702895,87.248699,169.29231
71.2,31.53398,16,16,72,61.78988,87.305424,169.39806
71.24,31.259939,16,16,72,61.877835,87.361986,169.50389
71.28,30.982915,16,16,72,61.966754,87.418384,169.60981
71.32,30.702925,16,16,72,62.056633,87.474616,169.71582
71.36,30.419984,16,16,72,62.147466,87.53068,169.82192
71.4,30.134107,16,16,72,62.239248,87.586573,169.92811
71.44,29.845312,16,16,72,62.331974,87.642295,170.03439
71.48,29.553612,16,16,72,62.425639,87.697843,170.14076
71.52,29.259024,16,16,72,62.520239,87.753215,170.24722
71.56,28.961563,16,16,72,62.615767,87.80841,170.35377
71.6,28.661244,16,16,72,62.71222,87.863425,170.46042
71.64,28.358083,16,16,72,62.809591,87.918259,170.56716
71.68,28.052094,16,16,72,62.907877,87.97291,170.67399
71.72,27.743293,16,16,72,63.007073,88.027375,170.78092
71.76,27.431695,16,16,72,63.107173,88.081654,170.88794
71.8,27.117315,16,16,72,63.208172,88.135744,170.99506
71.84,26.800167,16,16,72,63.310067,88.189644,171.10227
71.88,26.480266,16,16,72,63.412852,88.243351,171.20958
71.92,26.157628,16,16,72,63.516522,88.296863,171.31699
71.96,25.832266,16,16,72,63.621073,88.35018,171.42449
72,25.504195,16,16,72,63.7265,88.403299,171.5321
72.04,25.17343,16,16,72,63.832798,88.456218,171.6398
72.08,24.839984,16,16,72,63.939963,88.508936,171.7476
72.12,24.503873,16,16,72,64.04799,88.56145,171.8555
72.16,24.16511,16,16,72,64.156874,88.613759,171.9635
72.2,23.82371,16,16,72,64.266611,88.665861,172.0716
72.24,23.479687,16,16,72,64.377197,88.717754,172.1798
72.28,23.133054,16,16,72,64.488627,88.769437,172.2881
72.32,22.783825,16,16,72,64.600895,88.820908,172.3965
72.36,22.432015,16,16,72,64.713999,88.872164,172.505
72.4,22.077638,16,16,72,64.827933,88.923205,172.6136
72.44,21.720706,16,16,72,64.942693,88.974027,172.72231
72.48,21.361233,16,16,72,65.058274,89.024631,172.83112
72.52,20.999234,16,16,72,65.174673,89.075013,172.94003
72.56,20.634721,16,16,72,65.291884,89.125173,173.04904
72.6,20.267708,16,16,72,65.409904,89.175108,173.15816
72.64,19.898208,16,16,72,65.528728,89.224816,173.26738
72.68,19.526235,16,16,72,65.648352,89.274296,173.3767
72.72,19.151801,16,16,72,65.768771,89.323547,173.48613
72.76,18.774921,16,16,72,65.889982,89.372566,173.59566
72.8,18.395606,16,16,72,66.01198,89.421351,173.7053
72.84,18.01387,16,16,72,66.134761,89.469902,173.81504
72.88,17.629725,16,16,72,66.258321,89.518215,173.92488
72.92,17.243186,16,16,72,66.382655,89.56629,174.03483
72.96,16.854263,16,16,72,66.50776,89.614125,174.14489
73,16.462971,16,16,72,66.633632,89.661719,174.25504
73.04,16.069322,16,16,72,66.760265,89.709068,174.36531
73.08,15.673328,15.673328,15.8,72,66.887639,89.756172,174.47568
73.12,15.275137,15.275137,15.6,72,67.015731,89.80303,174.58615
73.16,14.874819,14.874819,15.4,72,67.14452,89.849639,174.69673
73.2,14.472438,14.472438,15.2,72,67.273984,89.895998,174.80741
73.24,14.068062,14.068062,15,72,67.404101,89.942105,174.9182
73.28,13.661757,13.661757,14.8,72,67.534851,89.98796,175.02909
73.32,13.253588,13.253588,14.6,72,67.666212,90.03356,175.14009
73.36,12.843622,12.843622,14.4,72,67.798162,90.078904,175.25119
73.4,12.431924,12.431924,14.2,72,67.93068,90.123992,175.3624
73.44,12.018557,12.018557,14,72,68.063747,90.168821,175.47371
73.48,11.603587,11.603587,13.8,72,68.19734,90.21339,175.58513
73.52,11.187078,11.187078,13.6,72,68.331439,90.257698,175.69665
73.56,10.769093,10.769093,13.4,72,68.466023,90.301745,175.80827
73.6,10.349697,10.349697,13.2,72,68.601073,90.345528,175.92
73.64,9.9289508,9.9289508,13,72,68.736567,90.389047,176.03183
73.68,9.5069187,9.5069187,12.8,72,68.872485,90.4323,176.14377
73.72,9.0836628,9.0836628,12.6,72,69.008808,90.475287,176.2558
73.76,8.6592451,8.6592451,12.4,72,69.145514,90.518007,176.36794
73.8,8.2337274,8.2337274,12.2,72,69.282585,90.560458,176.48018
73.84,7.8071711,7.8071711,12,72,69.419999,90.602639,176.59252
73.88,7.3796373,7.3796373,11.8,72,69.557738,90.644551,176.70497
73.92,6.9511867,6.9511867,11.6,72,69.695782,90.686192,176.81751
73.96,6.5218798,6.5218798,11.4,72,69.834111,90.72756,176.93015
74,6.0917767,6.0917767,11.2,72,69.972705,90.768656,177.0429
74.04,5.6609373,5.6609373,11,72,70.111546,90.809479,177.15574
74.08,5.2294209,5.2294209,10.8,72,70.250615,90.850028,177.26868
74.12,4.7972868,4.7972868,10.6,72,70.389891,90.890302,177.38172
74.16,4.3645938,4.3645938,10.4,72,70.529357,90.930301,177.49486
74.2,3.9314004,3.9314004,10.2,72,70.668992,90.970024,177.60809
74.24,3.4977649,3.4977649,10,72,70.808779,91.009471,177.72143
74.28,3.0637451,3.0637451,9.8,72,70.948698,91.04864,177.83485
74.32,2.6293987,2.6293987,9.6,72,71.088731,91.087533,177.94837
74.36,2.194783,2.194783,9.4,72,71.22886,91.126148,178.06199
74.4,1.7599549,1.7599549,9.2,72,71.369066,91.164484,178.1757
74.44,1.3249711,1.3249711,9,72,71.50933,91.202542,178.28951
74.48,0.88988808,0.88988808,8.8,72,71.649635,91.240321,178.40341
74.52,0.45476182,0.45476182,8.6,72,71.789962,91.277821,178.5174
74.56,0.019648141,0.019648141,8.4,72,71.930293,91.315042,178.63148
74.6,-0.41539748,-0.41539748,8.2,72,72.07061,91.351984,178.74565
74.64,-0.85031984,-0.85031984,8,72,72.210896,91.388645,178.85991
74.68,-1.2850641,-1.2850641,7.8,72,72.351133,91.425027,178.97427
74.72,-1.7195755,-1.7195755,7.6,72,72.491302,91.461129,179.08871
74.76,-2.1537999,-2.1537999,7.4,72,72.631387,91.496952,179.20323
74.8,-2.5876833,-2.5876833,7.2,72,72.77137,91.532494,179.31785
74.84,-3.0211718,-3.0211718,7,72,72.911234,91.567756,179.43255
74.88,-3.4542121,-3.4542121,6.8,72,73.050961,91.602739,179.54734
74.92,-3.8867509,-3.8867509,6.6,72,73.190534,91.637441,179.66221
74.96,-4.3187354,-4.3187354,6.4,72,73.329936,91.671865,179.77717
75,-4.7501131,-4.7501131,6.2,72,73.469151,91.706008,179.89221
75.04,-5.1808315,-5.1808315,6,72,73.60816,91.739873,180.00733
75.08,-5.6108387,-5.6108387,5.8,72,73.746948,91.773459,180.12254
75.12,-6.0400829,-6.0400829,5.6,72,73.885497,91.806766,180.23782
75.16,-6.4685126,-6.4685126,5.4,72,74.023791,91.839794,180.35319
75.2,-6.8960766,-6.8960766,5.2,72,74.161814,91.872545,180.46863
75.24,-7.322724,-7.322724,5,72,74.299548,91.905018,180.58415
75.28,-7.7484041,-7.7484041,4.8,72,74.436978,91.937213,180.69975
75.32,-8.1730665,-8.1730665,4.6,72,74.574087,91.969133,180.81543
75.36,-8.5966611,-8.5966611,4.4,72,74.710859,92.000775,180.93118
75.4,-9.019138,-9.019138,4.2,72,74.847278,92.032142,181.04701
75.44,-9.4404477,-9.4404477,4,72,74.983328,92.063234,181.16291
75.48,-9.8605408,-9.8605408,3.8,72,75.118993,92.094052,181.27889
75.52,-10.279368,-10.279368,3.6,72,75.254256,92.124596,181.39494
75.56,-10.696881,-10.696881,3.4,72,75.389103,92.154866,181.51106
75.6,-11.113031,-11.113031,3.2,72,75.523518,92.184864,181.62725
75.64,-11.52777,-11.52777,3,72,75.657484,92.21459,181.74351
75.68,-11.941049,-11.941049,2.8,72,75.790987,92.244045,181.85983
75.72,-12.352822,-12.352822,2.6,72,75.924011,92.27323,181.97623
75.76,-12.763039,-12.763039,2.4,72,76.05654,92.302146,182.0927
75.8,-13.171655,-13.171655,2.2,72,76.188559,92.330793,182.20923
75.84,-13.578622,-13.578622,2,72,76.320054,92.359173,182.32582
75.88,-13.983894,-13.983894,1.8,72,76.451009,92.387286,182.44248
75.92,-14.387423,-14.387423,1.6,72,76.581408,92.415134,182.55921
75.96,-14.789164,-14.789164,1.4,72,76.711238,92.442717,182.67599
76,-15.189071,-15.189071,1.2,72,76.840483,92.470037,182.79284
76.04,-15.587097,-15.587097,1,72,76.969128,92.497094,182.90975
76.08,-15.983198,-15.983198,0.8,72,77.097158,92.523889,183.02672
76.12,-16.377328,-16,0.6,72,77.22456,92.550425,183.14375
76.16,-16.769441,-16,0.4,72,77.351317,92.576702,183.26084
76.2,-17.159494,-16,0.2,72,77.477417,92.602721,183.37798
76.24,-17.547442,-16,-1.6449431e-14,72,77.602844,92.628483,183.49519
76.28,-17.93324,-16,-0.2,72,77.727585,92.65399,183.61244
76.32,-18.316844,-16,-0.4,72,77.851624,92.679244,183.72976
76.36,-18.69821,-16,-0.6,72,77.974948,92.704244,183.84712
76.4,-19.077295,-16,-0.8,72,78.097542,92.728994,183.96454
76.44,-19.454056,-16,-1,72,78.219393,92.753494,184.08202
76.48,-19.828449,-16,-1.2,72,78.340487,92.777745,184.19954
76.52,-20.200431,-16,-1.4,72,78.460809,92.80175,184.31711
76.56,-20.569959,-16,-1.6,72,78.580347,92.825509,184.43474
76.6,-20.936992,-16,-1.8,72,78.699085,92.849024,184.55241
76.64,-21.301487,-16,-2,72,78.817011,92.872297,184.67013
76.68,-21.663401,-16,-2.2,72,78.934111,92.89533,184.7879
76.72,-22.022694,-16,-2.4,72,79.050371,92.918124,184.90572
76.76,-22.379323,-16,-2.6,72,79.165779,92.94068,185.02358
76.8,-22.733247,-16,-2.8,72,79.28032,92.963,185.14148
76.84,-23.084426,-16,-3,72,79.393981,92.985087,185.25943
76.88,-23.432817,-16,-3.2,72,79.506749,93.006941,185.37743
76.92,-23.778381,-16,-3.4,72,79.618612,93.028565,185.49546
76.96,-24.121077,-16,-3.6,72,79.729555,93.04996,185.61354
77,-24.460864,-16,-3.8,72,79.839566,93.071129,185.73166
77.04,-24.797704,-16,-4,72,79.948632,93.092073,185.84982
77.08,-25.131555,-16,-4.2,72,80.05674,93.112793,185.96801
77.12,-25.462378,-16,-4.4,72,80.163877,93.133293,186.08625
77.16,-25.790134,-16,-4.6,72,80.27003,93.153574,186.20452
77.2,-26.114784,-16,-4.8,72,80.375187,93.173637,186.32283
77.24,-26.436288,-16,-5,72,80.479336,93.193486,186.44118
77.28,-26.754609,-16,-5.2,72,80.582463,93.213121,186.55956
77.32,-27.069706,-16,-5.4,72,80.684556,93.232545,186.67798
77.36,-27.381543,-16,-5.6,72,80.785603,93.251761,186.79643
77.4,-27.69008,-16,-5.8,72,80.885591,93.27077,186.91492
77.44,-27.99528,-16,-6,72,80.984509,93.289574,187.03344
77.48,-28.297105,-16,-6.2,72,81.082343,93.308176,187.15199
77.52,-28.595518,-16,-6.4,72,81.179082,93.326577,187.27057
77.56,-28.890481,-16,-6.6,72,81.274714,93.344781,187.38918
77.6,-29.181957,-16,-6.8,72,81.369227,93.362789,187.50782
77.64,-29.469909,-16,-7,72,81.462608,93.380603,187.62649
77.68,-29.7543,-16,-7.2,72,81.554846,93.398227,187.74519
77.72,-30.035094,-16,-7.4,72,81.645929,93.415662,187.86391
77.76,-30.312254,-16,-7.6,72,81.735845,93.43291,187.98267
77.8,-30.585745,-16,-7.8,72,81.824583,93.449975,188.10145
77.84,-30.855529,-16,-8,72,81.912131,93.466858,188.22026
77.88,-31.121573,-16,-8.2,72,81.998478,93.483562,188.33909
77.92,-31.383839,-16,-8.4,72,82.083611,93.500089,188.45794
77.96,-31.642292,-16,-8.6,72,82.167519,93.516442,188.57682
78,-31.896898,-16,-8.8,72,82.250192,93.532624,188.69573
78.04,-32.14762,-16,-9,72,82.331617,93.548637,188.81465
78.08,-32.394425,-16,-9.2,72,82.411783,93.564483,188.9336
78.12,-32.637278,-16,-9.4,72,82.49068,93.580165,189.05257
78.16,-32.876144,-16,-9.6,72,82.568296,93.595687,189.17157
78.2,-33.110989,-16,-9.8,72,82.64462,93.61105,189.29058
78.24,-33.341779,-16,-10,72,82.719641,93.626256,189.40961
78.28,-33.568479,-16,-10.2,72,82.793347,93.64131,189.52866
78.32,-33.791057,-16,-10.4,72,82.865729,93.656214,189.64773
78.36,-34.009479,-16,-10.6,72,82.936775,93.670969,189.76682
78.4,-34.22371,-16,-10.8,72,83.006475,93.68558,189.88593
78.44,-34.433719,-16,-11,72,83.074817,93.700049,190.00506
78.48,-34.639471,-16,-11.2,72,83.141791,93.714379,190.1242
78.52,-34.840935,-16,-11.4,72,83.207386,93.728572,190.24335
78.56,-35.038076,-16,-11.6,72,83.271592,93.742631,190.36253
78.6,-35.230864,-16,-11.8,72,83.334399,93.75656,190.48172
78.64,-35.419266,-16,-12,72,83.395795,93.770361,190.60092
78.68,-35.603249,-16,-12.2,72,83.455771,93.784038,190.72014
78.72,-35.782781,-16,-12.4,72,83.514316,93.797592,190.83937
78.76,-35.957831,-16,-12.6,72,83.57142,93.811028,190.95862
78.8,-36.128367,-16,-12.8,72,83.627072,93.824348,191.07787
78.84,-36.294358,-16,-13,72,83.681262,93.837555,191.19715
78.88,-36.455771,-16,-13.2,72,83.733981,93.850653,191.31643
78.92,-36.612577,-16,-13.4,72,83.785218,93.863643,191.43572
78.96,-36.764744,-16,-13.6,72,83.834964,93.87653,191.55503
79,-36.912241,-16,-13.8,72,83.883207,93.889317,191.67435
79.04,-37.055037,-16,-14,72,83.929939,93.902006,191.79367
79.08,-37.193103,-16,-14.2,72,83.975149,93.914602,191.91301
79.12,-37.326408,-16,-14.4,72,84.018828,93.927106,192.03236
79.16,-37.454921,-16,-14.6,72,84.060966,93.939522,192.15171
79.2,-37.578613,-16,-14.8,72,84.101553,93.951854,192.27108
79.24,-37.697454,-16,-15,72,84.140579,93.964105,192.39045
79.28,-37.811414,-16,-15.2,72,84.178035,93.976277,192.50983
79.32,-37.920464,-16,-15.4,72,84.213912,93.988375,192.62922
79.36,-38.024573,-16,-15.6,72,84.2482,94.000401,192.74862
79.4,-38.123714,-16,-15.8,72,84.280889,94.012359,192.86802
79.44,-38.217857,-16,-16,72,84.31197,94.024253,192.98743
79.48,-38.306973,-16,-16,72,84.341452,94.036085,193.10684
79.52,-38.39117,-16,-16,72,84.369343,94.047859,193.22626
79.56,-38.470473,-16,-16,72,84.395652,94.059578,193.34569
79.6,-38.544909,-16,-16,72,84.420386,94.071245,193.46512
79.64,-38.614504,-16,-16,72,84.443556,94.082864,193.58456
79.68,-38.679284,-16,-16,72,84.465168,94.094438,193.704
79.72,-38.739274,-16,-16,72,84.485231,94.105971,193.82344
79.76,-38.7945,-16,-16,72,84.503753,94.117464,193.94289
79.8,-38.844987,-16,-16,72,84.520744,94.128923,194.06234
79.84,-38.890761,-16,-16,72,84.53621,94.140349,194.1818
79.88,-38.931846,-16,-16,72,84.550159,94.151746,194.30126
79.92,-38.968269,-16,-16,72,84.562601,94.163117,194.42072
79.96,-39.000053,-16,-16,72,84.573543,94.174465,194.54018
80,-39.027223,-16,-16,72,84.582993,94.185793,194.65964
