t,delta,psi,x,y,R,delta_needed
2.28,3.9811899,0.50278934,9.1199236,0.029337702,35,44.169685
2.34,4.1698321,0.53227552,9.3599132,0.03156726,35,44.169685
2.4,4.3664416,0.56315727,9.5999016,0.03392617,35,44.169685
2.46,4.5712619,0.59549364,9.8398887,0.036420523,35,44.169685
2.52,4.7845349,0.62934555,10.079874,0.039056667,35,44.169685
2.58,5.0065003,0.66477577,10.319858,0.04184121,35,44.169685
2.64,5.2373938,0.70184893,10.55984,0.044781035,35,44.169685
2.7,5.4774464,0.74063148,10.79982,0.047883298,35,44.169685
2.76,5.7268833,0.7811917,11.039798,0.051155445,35,44.169685
2.82,5.9859219,0.82359967,11.279773,0.054605212,35,44.169685
2.88,6.254771,0.86792722,11.519745,0.058240638,35,44.169685
2.94,6.5336289,0.91424791,11.759715,0.062070069,35,44.169685
3,6.822682,0.96263695,11.999681,0.066102163,35,44.169685
3.06,7.1221032,1.0131712,12.239643,0.070345903,35,44.169685
3.12,7.4320498,1.0659289,12.479602,0.074810598,35,44.169685
3.18,7.7526623,1.12099,12.719556,0.079505891,35,44.169685
3.24,8.0840623,1.1784357,12.959505,0.084441763,35,44.169685
3.3,8.4263507,1.2383484,13.199449,0.089628541,35,44.169685
3.36,8.7796059,1.3008117,13.439387,0.0950769,35,44.169685
3.42,9.1438819,1.3659104,13.679319,0.10079787,35,44.169685
3.48,9.5192067,1.43373,13.919244,0.10680284,35,44.169685
3.54,9.9055804,1.5043568,14.159161,0.11310355,35,44.169685
3.6,10.302974,1.5778778,14.39907,0.11971211,35,44.169685
3.66,10.711326,1.6543805,14.63897,0.126641,35,44.169685
3.72,11.130543,1.7339525,14.87886,0.13390306,35,44.169685
3.78,11.560499,1.8166818,15.11874,0.14151148,35,44.169685
3.84,12.00103,1.9026559,15.358607,0.14947984,35,44.169685
3.9,12.451939,1.9919624,15.598462,0.15782207,35,44.169685
3.96,12.912988,2.0846882,15.838303,0.16655247,35,44.169685
4.02,13.383905,2.1809196,16.07813,0.17568568,35,44.169685
4.08,13.864378,2.2807417,16.317939,0.1852367,35,44.169685
4.14,14.354057,2.3842389,16.557732,0.1952209,35,44.169685
4.2,14.852556,2.4914937,16.797505,0.20565395,35,44.169685
4.26,15.359448,2.6025874,17.037257,0.2165519,35,44.169685
4.32,15.874272,2.717599,17.276987,0.22793108,35,44.169685
4.38,16.396532,2.8366058,17.516693,0.23980818,35,44.169685
4.44,16.925695,2.9596825,17.756373,0.25220015,35,44.169685
4.5,17.4612,3.0869011,17.996025,0.26512428,35,44.169685
4.56,18,3.2183119,18.235646,0.27859802,35,44.169685
4.62,18,3.3497227,18.475236,0.29262132,35,44.169685
4.68,18,3.4811335,18.714794,0.30719409,35,44.169685
4.74,18,3.6125443,18.954317,0.32231625,35,44.169685
4.8,18,3.743955,19.193804,0.33798774,35,44.169685
4.86,18,3.8753658,19.433256,0.35420846,35,44.169685
4.92,18,4.0067766,19.672669,0.37097833,35,44.169685
4.98,18,4.1381874,19.912043,0.38829726,35,44.169685
5.04,18,4.2695982,20.151377,0.40616516,35,44.169685
5.1,18,4.4010089,20.39067,0.42458194,35,44.169685
5.16,18,4.5324197,20.629919,0.4435475,35,44.169685
5.22,18,4.6638305,20.869124,0.46306174,35,44.169685
5.28,18,4.7952413,21.108284,0.48312456,35,44.169685
5.34,18,4.9266521,21.347398,0.50373586,35,44.169685
5.4,18,5.0580628,21.586463,0.52489551,35,44.169685
5.46,18,5.1894736,21.825479,0.54660342,35,44.169685
5.52,18,5.3208844,22.064445,0.56885946,35,44.169685
5.58,18,5.4522952,22.303359,0.59166353,35,44.169685
5.64,18,5.583706,22.542221,0.6150155,35,44.169685
5.7,18,5.7151168,22.781028,0.63891525,35,44.169685
5.76,18,5.8465275,23.019779,0.66336265,35,44.169685
5.82,18,5.9779383,23.258474,0.68835757,35,44.169685
5.88,18,6.1093491,23.497111,0.71389989,35,44.169685
5.94,18,6.2407599,23.735689,0.73998946,35,44.169685
6,18,6.3721707,23.974206,0.76662616,35,44.169685
6.06,18,6.5035814,24.212662,0.79380983,35,44.169685
6.12,18,6.6349922,24.451054,0.82154035,35,44.169685
6.18,18,6.766403,24.689383,0.84981755,35,44.169685
6.24,18,6.8978138,24.927645,0.8786413,35,44.169685
6.3,18,7.0292246,25.165842,0.90801145,35,44.169685
6.36,18,7.1606353,25.40397,0.93792783,35,44.169685
6.42,18,7.2920461,25.642029,0.96839028,35,44.169685
6.48,18,7.4234569,25.880017,0.99939866,35,44.169685
6.54,18,7.5548677,26.117934,1.0309528,35,44.169685
6.6,18,7.6862785,26.355777,1.0630525,35,44.169685
6.66,18,7.8176892,26.593547,1.0956977,35,44.169685
6.72,18,7.9491,26.831241,1.1288881,35,44.169685
6.78,18,8.0805108,27.068858,1.1626235,35,44.169685
6.84,18,8.2119216,27.306397,1.1969039,35,44.169685
6.9,18,8.3433324,27.543857,1.231729,35,44.169685
6.96,18,8.4747431,27.781236,1.2670986,35,44.169685
7.02,18,8.6061539,28.018534,1.3030126,35,44.169685
7.08,18,8.7375647,28.255749,1.3394707,35,44.169685
7.14,18,8.8689755,28.492879,1.3764728,35,44.169685
7.2,18,9.0003863,28.729924,1.4140187,35,44.169685
7.26,18,9.1317971,28.966882,1.4521081,35,44.169685
7.32,18,9.2632078,29.203752,1.4907409,35,44.169685
7.38,18,9.3946186,29.440533,1.5299169,35,44.169685
7.44,18,9.5260294,29.677224,1.5696359,35,44.169685
7.5,18,9.6574402,29.913823,1.6098976,35,44.169685
7.56,18,9.788851,30.150329,1.6507019,35,44.169685
7.62,18,9.9202617,30.38674,1.6920485,35,44.169685
7.68,18,10.051673,30.623056,1.7339372,35,44.169685
7.74,18,10.183083,30.859276,1.7763678,35,44.169685
7.8,18,10.314494,31.095397,1.81934,35,44.169685
7.86,18,10.445905,31.33142,1.8628537,35,44.169685
7.92,18,10.577316,31.567342,1.9069087,35,44.169685
7.98,18,10.708726,31.803162,1.9515046,35,44.169685
8.04,18,10.840137,32.038879,1.9966412,35,44.169685
8.1,18,10.971548,32.274493,2.0423184,35,44.169685
8.16,18,11.102959,32.510001,2.0885358,35,44.169685
8.22,18,11.23437,32.745402,2.1352933,35,44.169685
8.28,18,11.36578,32.980695,2.1825905,35,44.169685
8.34,18,11.497191,33.215879,2.2304273,35,44.169685
8.4,18,11.628602,33.450953,2.2788033,35,44.169685
8.46,18,11.760013,33.685916,2.3277184,35,44.169685
8.52,18,11.891423,33.920765,2.3771723,35,44.169685
8.58,18,12.022834,34.155501,2.4271646,35,44.169685
8.64,18,12.154245,34.390121,2.4776952,35,44.169685
8.7,18,12.285656,34.624625,2.5287638,35,44.169685
8.76,18,12.417067,34.859011,2.5803701,35,44.169685
8.82,18,12.548477,35.093278,2.6325139,35,44.169685
8.88,18,12.679888,35.327425,2.6851948,35,44.169685
8.94,18,12.811299,35.56145,2.7384126,35,44.169685
9,18,12.94271,35.795353,2.792167,35,44.169685
9.06,18,13.07412,36.029131,2.8464577,35,44.169685
9.12,18,13.205531,36.262785,2.9012844,35,44.169685
9.18,18,13.336942,36.496312,2.956647,35,44.169685
9.24,18,13.468353,36.729712,3.0125449,35,44.169685
9.3,18,13.599764,36.962983,3.0689781,35,44.169685
9.36,18,13.731174,37.196124,3.1259461,35,44.169685
9.42,18,13.862585,37.429133,3.1834487,35,44.169685
9.48,18,13.993996,37.66201,3.2414855,35,44.169685
9.54,18,14.125407,37.894754,3.3000563,35,44.169685
9.6,18,14.256818,38.127362,3.3591608,35,44.169685
9.66,18,14.388228,38.359834,3.4187986,35,44.169685
9.72,18,14.519639,38.592169,3.4789695,35,44.169685
9.78,18,14.65105,38.824365,3.539673,35,44.169685
9.84,18,14.782461,39.056422,3.600909,35,44.169685
9.9,18,14.913871,39.288337,3.662677,35,44.169685
9.96,18,15.045282,39.52011,3.7249768,35,44.169685
10.02,18,15.176693,39.75174,3.7878079,35,44.169685
10.08,18,15.308104,39.983224,3.8511702,35,44.169685
10.14,18,15.439515,40.214563,3.9150632,35,44.169685
10.2,18,15.570925,40.445755,3.9794867,35,44.169685
10.26,18,15.702336,40.676798,4.0444402,35,44.169685
10.32,18,15.833747,40.907692,4.1099235,35,44.169685
10.38,18,15.965158,41.138435,4.1759361,35,44.169685
10.44,18,16.096568,41.369026,4.2424778,35,44.169685
10.5,18,16.227979,41.599464,4.3095483,35,44.169685
10.56,18,16.35939,41.829747,4.377147,35,44.169685
10.62,18,16.490801,42.059875,4.4452737,35,44.169685
10.68,18,16.622212,42.289846,4.5139281,35,44.169685
10.74,18,16.753622,42.519658,4.5831097,35,44.169685
10.8,18,16.885033,42.749312,4.6528183,35,44.169685
10.86,18,17.016444,42.978805,4.7230533,35,44.169685
10.92,18,17.147855,43.208136,4.7938146,35,44.169685
10.98,18,17.279265,43.437305,4.8651016,35,44.169685
11.04,18,17.410676,43.666309,4.9369141,35,44.169685
11.1,18,17.542087,43.895148,5.0092516,35,44.169685
11.16,18,17.673498,44.12382,5.0821138,35,44.169685
11.22,18,17.804909,44.352325,5.1555002,35,44.169685
11.28,18,17.936319,44.580661,5.2294106,35,44.169685
11.34,18,18.06773,44.808827,5.3038444,35,44.169685
11.4,18,18.199141,45.036821,5.3788014,35,44.169685
11.46,18,18.330552,45.264643,5.4542811,35,44.169685
11.52,18,18.461962,45.492291,5.5302831,35,44.169685
11.58,18,18.593373,45.719765,5.606807,35,44.169685
11.64,18,18.724784,45.947062,5.6838524,35,44.169685
11.7,18,18.856195,46.174182,5.761419,35,44.169685
11.76,18,18.987606,46.401123,5.8395063,35,44.169685
11.82,18,19.119016,46.627885,5.9181138,35,44.169685
11.88,18,19.250427,46.854465,5.9972413,35,44.169685
11.94,18,19.381838,47.080864,6.0768882,35,44.169685
12,18,19.513249,47.307079,6.1570541,35,44.169685
12.06,18,19.64466,47.53311,6.2377387,35,44.169685
12.12,18,19.77607,47.758956,6.3189415,35,44.169685
12.18,18,19.907481,47.984614,6.4006621,35,44.169685
12.24,18,20.038892,48.210085,6.4829,35,44.169685
12.3,18,20.170303,48.435366,6.5656548,35,44.169685
12.36,18,20.301713,48.660457,6.6489261,35,44.169685
12.42,18,20.433124,48.885356,6.7327134,35,44.169685
12.48,18,20.564535,49.110063,6.8170163,35,44.169685
12.54,18,20.695946,49.334575,6.9018344,35,44.169685
12.6,18,20.827357,49.558893,6.9871672,35,44.169685
12.66,18,20.958767,49.783014,7.0730142,35,44.169685
12.72,18,21.090178,50.006937,7.1593751,35,44.169685
12.78,18,21.221589,50.230662,7.2462493,35,44.169685
12.84,18,21.353,50.454188,7.3336364,35,44.169685
12.9,18,21.48441,50.677512,7.4215359,35,44.169685
12.96,18,21.615821,50.900634,7.5099474,35,44.169685
13.02,18,21.747232,51.123552,7.5988704,35,44.169685
13.08,18,21.878643,51.346266,7.6883045,35,44.169685
13.14,18,22.010054,51.568775,7.7782491,35,44.169685
13.2,18,22.141464,51.791076,7.8687038,35,44.169685
13.26,18,22.272875,52.01317,7.9596682,35,44.169685
13.32,18,22.404286,52.235054,8.0511416,35,44.169685
13.38,18,22.535697,52.456728,8.1431238,35,44.169685
13.44,18,22.667107,52.67819,8.2356141,35,44.169685
13.5,18,22.798518,52.899439,8.3286121,35,44.169685
13.56,18,22.929929,53.120475,8.4221174,35,44.169685
13.62,18,23.06134,53.341296,8.5161293,35,44.169685
13.68,18,23.192751,53.5619,8.6106474,35,44.169685
13.74,18,23.324161,53.782287,8.7056713,35,44.169685
13.8,18,23.455572,54.002456,8.8012004,35,44.169685
13.86,18,23.586983,54.222405,8.8972342,35,44.169685
13.92,18,23.718394,54.442133,8.9937722,35,44.169685
13.98,18,23.849804,54.661639,9.0908139,35,44.169685
14.04,18,23.981215,54.880922,9.1883588,35,44.169685
14.1,18,24.112626,55.09998,9.2864064,35,44.169685
14.16,18,24.244037,55.318813,9.3849562,35,44.169685
14.22,18,24.375448,55.53742,9.4840076,35,44.169685
14.28,18,24.506858,55.755799,9.5835601,35,44.169685
14.34,18,24.638269,55.973949,9.6836132,35,44.169685
14.4,18,24.76968,56.191868,9.7841664,35,44.169685
14.46,18,24.901091,56.409557,9.8852191,35,44.169685
14.52,18,25.032502,56.627013,9.9867709,35,44.169685
14.58,18,25.163912,56.844236,10.088821,35,44.169685
14.64,18,25.295323,57.061224,10.191369,35,44.169685
14.7,18,25.426734,57.277977,10.294415,35,44.169685
14.76,18,25.558145,57.494492,10.397957,35,44.169685
14.82,18,25.689555,57.71077,10.501996,35,44.169685
14.88,18,25.820966,57.926808,10.606531,35,44.169685
14.94,18,25.952377,58.142606,10.71156,35,44.169685
15,18,26.083788,58.358162,10.817085,35,44.169685
15.06,18,26.215199,58.573476,10.923103,35,44.169685
15.12,18,26.346609,58.788547,11.029615,35,44.169685
15.18,18,26.47802,59.003372,11.13662,35,44.169685
15.24,18,26.609431,59.217951,11.244118,35,44.169685
15.3,18,26.740842,59.432283,11.352107,35,44.169685
15.36,18,26.872252,59.646367,11.460588,35,44.169685
15.42,18,27.003663,59.860202,11.569559,35,44.169685
15.48,18,27.135074,60.073786,11.679021,35,44.169685
15.54,18,27.266485,60.287119,11.788972,35,44.169685
15.6,18,27.397896,60.500198,11.899412,35,44.169685
15.66,18,27.529306,60.713024,12.010341,35,44.169685
15.72,18,27.660717,60.925595,12.121757,35,44.169685
15.78,18,27.792128,61.13791,12.233661,35,44.169685
15.84,18,27.923539,61.349967,12.346051,35,44.169685
15.9,18,28.054949,61.561767,12.458927,35,44.169685
15.96,18,28.18636,61.773307,12.572289,35,44.169685
16.02,18,28.317771,61.984586,12.686136,35,44.169685
16.08,18,28.449182,62.195603,12.800467,35,44.169685
16.14,18,28.580593,62.406358,12.915282,35,44.169685
16.2,18,28.712003,62.616849,13.030579,35,44.169685
16.26,18,28.843414,62.827075,13.146359,35,44.169685
16.32,18,28.974825,63.037035,13.262622,35,44.169685
16.38,18,29.106236,63.246728,13.379365,35,44.169685
16.44,18,29.237647,63.456152,13.496589,35,44.169685
16.5,18,29.369057,63.665307,13.614293,35,44.169685
16.56,18,29.500468,63.874191,13.732476,35,44.169685
16.62,18,29.631879,64.082804,13.851138,35,44.169685
16.68,18,29.76329,64.291144,13.970279,35,44.169685
16.74,18,29.8947,64.49921,14.089896,35,44.169685
16.8,18,30.026111,64.707002,14.209991,35,44.169685
16.86,18,30.157522,64.914517,14.330562,35,44.169685
16.92,18,30.288933,65.121755,14.451609,35,44.169685
16.98,18,30.420344,65.328716,14.57313,35,44.169685
17.04,18,30.551754,65.535397,14.695126,35,44.169685
17.1,18,30.683165,65.741797,14.817596,35,44.169685
17.16,18,30.814576,65.947916,14.940539,35,44.169685
17.22,18,30.945987,66.153753,15.063954,35,44.169685
17.28,18,31.077397,66.359306,15.187841,35,44.169685
17.34,18,31.208808,66.564574,15.312199,35,44.169685
17.4,18,31.340219,66.769557,15.437027,35,44.169685
17.46,18,31.47163,66.974252,15.562325,35,44.169685
17.52,18,31.603041,67.17866,15.688093,35,44.169685
17.58,18,31.734451,67.382779,15.814329,35,44.169685
17.64,18,31.865862,67.586608,15.941033,35,44.169685
17.7,18,31.997273,67.790145,16.068204,35,44.169685
17.76,18,32.128684,67.993391,16.195841,35,44.169685
17.82,18,32.260094,68.196343,16.323944,35,44.169685
17.88,18,32.391505,68.399,16.452513,35,44.169685
17.94,18,32.522916,68.601363,16.581546,35,44.169685
18,18,32.654327,68.803429,16.711042,35,44.169685
18.06,18,32.785738,69.005197,16.841002,35,44.169685
18.12,18,32.917148,69.206667,16.971424,35,44.169685
18.18,18,33.048559,69.407837,17.102308,35,44.169685
18.24,18,33.17997,69.608706,17.233653,35,44.169685
18.3,18,33.311381,69.809274,17.365458,35,44.169685
18.36,18,33.442791,70.009539,17.497723,35,44.169685
18.42,18,33.574202,70.209499,17.630447,35,44.169685
18.48,18,33.705613,70.409155,17.763629,35,44.169685
18.54,18,33.837024,70.608505,17.897269,35,44.169685
18.6,18,33.968435,70.807548,18.031366,35,44.169685
18.66,18,34.099845,71.006283,18.165919,35,44.169685
18.72,18,34.231256,71.204709,18.300927,35,44.169685
18.78,18,34.362667,71.402824,18.43639,35,44.169685
18.84,18,34.494078,71.600629,18.572307,35,44.169685
18.9,18,34.625489,71.798121,18.708677,35,44.169685
18.96,18,34.756899,71.9953,18.8455,35,44.169685
19.02,18,34.88831,72.192164,18.982775,35,44.169685
19.08,18,35.019721,72.388713,19.120501,35,44.169685
19.14,18,35.151132,72.584946,19.258678,35,44.169685
19.2,18,35.282542,72.780861,19.397304,35,44.169685
19.26,18,35.413953,72.976458,19.536379,35,44.169685
19.32,18,35.545364,73.171735,19.675902,35,44.169685
19.38,18,35.676775,73.366692,19.815873,35,44.169685
19.44,18,35.808186,73.561327,19.956291,35,44.169685
19.5,18,35.939596,73.75564,20.097155,35,44.169685
19.56,18,36.071007,73.949629,20.238463,35,44.169685
19.62,18,36.202418,74.143294,20.380217,35,44.169685
19.68,18,36.333829,74.336632,20.522414,35,44.169685
19.74,18,36.465239,74.529645,20.665055,35,44.169685
19.8,18,36.59665,74.722329,20.808137,35,44.169685
19.86,18,36.728061,74.914685,20.951662,35,44.169685
19.92,18,36.859472,75.106711,21.095627,35,44.169685
19.98,18,36.990883,75.298407,21.240032,35,44.169685
20.04,18,37.122293,75.489771,21.384876,35,44.169685
20.1,18,37.253704,75.680802,21.530159,35,44.169685
20.16,18,37.385115,75.871499,21.67588,35,44.169685
20.22,18,37.516526,76.061862,21.822038,35,44.169685
20.28,18,37.647936,76.251889,21.968631,35,44.169685
20.34,18,37.779347,76.441579,22.115661,35,44.169685
20.4,18,37.910758,76.630931,22.263125,35,44.169685
20.46,18,38.042169,76.819945,22.411023,35,44.169685
20.52,18,38.17358,77.008619,22.559354,35,44.169685
20.58,18,38.30499,77.196953,22.708117,35,44.169685
20.64,18,38.436401,77.384944,22.857312,35,44.169685
20.7,18,38.567812,77.572593,23.006938,35,44.169685
20.76,18,38.699223,77.759899,23.156993,35,44.169685
20.82,18,38.830634,77.946859,23.307478,35,44.169685
20.88,18,38.962044,78.133474,23.458392,35,44.169685
20.94,18,39.093455,78.319743,23.609732,35,44.169685
21,18,39.224866,78.505664,23.7615,35,44.169685
21.06,18,39.356277,78.691236,23.913694,35,44.169685
21.12,18,39.487687,78.876459,24.066313,35,44.169685
21.18,18,39.619098,79.061331,24.219356,35,44.169685
21.24,18,39.750509,79.245851,24.372823,35,44.169685
21.3,18,39.88192,79.43002,24.526713,35,44.169685
21.36,18,40.013331,79.613834,24.681025,35,44.169685
21.42,18,40.144741,79.797295,24.835758,35,44.169685
21.48,18,40.276152,79.9804,24.990911,35,44.169685
21.54,18,40.407563,80.163148,25.146484,35,44.169685
21.6,18,40.538974,80.34554,25.302476,35,44.169685
21.66,18,40.670384,80.527573,25.458885,35,44.169685
21.72,18,40.801795,80.709247,25.615712,35,44.169685
21.78,18,40.933206,80.890561,25.772955,35,44.169685
21.84,18,41.064617,81.071513,25.930613,35,44.169685
21.9,18,41.196028,81.252104,26.088686,35,44.169685
21.96,18,41.327438,81.432331,26.247173,35,44.169685
22.02,18,41.458849,81.612195,26.406073,35,44.169685
22.08,18,41.59026,81.791693,26.565384,35,44.169685
22.14,18,41.721671,81.970826,26.725107,35,44.169685
22.2,18,41.853081,82.149592,26.885241,35,44.169685
22.26,18,41.984492,82.32799,27.045784,35,44.169685
22.32,18,42.115903,82.50602,27.206736,35,44.169685
22.38,18,42.247314,82.68368,27.368095,35,44.169685
22.44,18,42.378725,82.860969,27.529862,35,44.169685
22.5,18,42.510135,83.037887,27.692035,35,44.169685
22.56,18,42.641546,83.214432,27.854613,35,44.169685
22.62,18,42.772957,83.390605,28.017596,35,44.169685
22.68,18,42.904368,83.566402,28.180983,35,44.169685
22.74,18,43.035778,83.741825,28.344772,35,44.169685
22.8,18,43.167189,83.916872,28.508963,35,44.169685
22.86,18,43.2986,84.091541,28.673555,35,44.169685
22.92,18,43.430011,84.265833,28.838547,35,44.169685
22.98,18,43.561422,84.439745,29.003939,35,44.169685
23.04,18,43.692832,84.613278,29.169729,35,44.169685
23.1,18,43.824243,84.78643,29.335917,35,44.169685
23.16,18,43.955654,84.959201,29.502501,35,44.169685
23.22,18,44.087065,85.131589,29.669481,35,44.169685
23.28,18,44.218476,85.303593,29.836856,35,44.169685
23.34,18,44.349886,85.475214,30.004625,35,44.169685
23.4,18,44.481297,85.646449,30.172788,35,44.169685
23.46,18,44.612708,85.817298,30.341342,35,44.169685
23.52,18,44.744119,85.987759,30.510288,35,44.169685
23.58,18,44.875529,86.157833,30.679625,35,44.169685
23.64,18,45.00694,86.327518,30.849351,35,44.169685
23.7,18,45.138351,86.496814,31.019466,35,44.169685
23.76,18,45.269762,86.665718,31.189969,35,44.169685
23.82,18,45.401173,86.834232,31.360859,35,44.169685
23.88,18,45.532583,87.002352,31.532134,35,44.169685
23.94,18,45.663994,87.17008,31.703795,35,44.169685
24,18,45.795405,87.337413,31.87584,35,44.169685
24.06,18,45.926816,87.504352,32.048269,35,44.169685
24.12,18,46.058226,87.670894,32.22108,35,44.169685
24.18,18,46.189637,87.83704,32.394272,35,44.169685
24.24,18,46.321048,88.002788,32.567845,35,44.169685
24.3,18,46.452459,88.168138,32.741798,35,44.169685
24.36,18,46.58387,88.333088,32.916129,35,44.169685
24.42,18,46.71528,88.497637,33.090839,35,44.169685
24.48,18,46.846691,88.661786,33.265925,35,44.169685
24.54,18,46.978102,88.825533,33.441387,35,44.169685
24.6,18,47.109513,88.988877,33.617225,35,44.169685
24.66,18,47.240923,89.151817,33.793436,35,44.169685
24.72,18,47.372334,89.314352,33.970021,35,44.169685
24.78,18,47.503745,89.476482,34.146978,35,44.169685
24.84,18,47.635156,89.638206,34.324307,35,44.169685
24.9,18,47.766567,89.799523,34.502006,35,44.169685
24.96,18,47.897977,89.960431,34.680074,35,44.169685
25.02,18,48.029388,90.120931,34.858511,35,44.169685
25.08,18,48.160799,90.281021,35.037316,35,44.169685
25.14,18,48.29221,90.440701,35.216488,35,44.169685
25.2,18,48.423621,90.599969,35.396025,35,44.169685
25.26,18,48.555031,90.758825,35.575927,35,44.169685
25.32,18,48.686442,90.917269,35.756193,35,44.169685
25.38,18,48.817853,91.075298,35.936822,35,44.169685
25.44,18,48.949264,91.232912,36.117812,35,44.169685
25.5,18,49.080674,91.390111,36.299164,35,44.169685
25.56,18,49.212085,91.546894,36.480876,35,44.169685
25.62,18,49.343496,91.703259,36.662947,35,44.169685
25.68,18,49.474907,91.859207,36.845376,35,44.169685
25.74,18,49.606318,92.014735,37.028163,35,44.169685
25.8,18,49.737728,92.169844,37.211305,35,44.169685
25.86,18,49.869139,92.324533,37.394803,35,44.169685
25.92,18,50.00055,92.4788,37.578655,35,44.169685
25.98,18,50.131961,92.632645,37.762861,35,44.169685
26.04,18,50.263371,92.786068,37.947419,35,44.169685
26.1,18,50.394782,92.939066,38.132328,35,44.169685
26.16,18,50.526193,93.09164,38.317587,35,44.169685
26.22,18,50.657604,93.243789,38.503197,35,44.169685
26.28,18,50.789015,93.395512,38.689154,35,44.169685
26.34,18,50.920425,93.546808,38.875459,35,44.169685
26.4,18,51.051836,93.697676,39.062111,35,44.169685
26.46,18,51.183247,93.848115,39.249108,35,44.169685
26.52,18,51.314658,93.998126,39.43645,35,44.169685
26.58,18,51.446068,94.147706,39.624135,35,44.169685
26.64,18,51.577479,94.296855,39.812163,35,44.169685
26.7,18,51.70889,94.445573,40.000532,35,44.169685
26.76,18,51.840301,94.593858,40.189242,35,44.169685
26.82,18,51.971712,94.74171,40.378292,35,44.169685
26.88,18,52.103122,94.889129,40.56768,35,44.169685
26.94,18,52.234533,95.036112,40.757406,35,44.169685
27,18,52.365944,95.18266,40.947468,35,44.169685
27.06,18,52.497355,95.328771,41.137866,35,44.169685
27.12,18,52.628765,95.474446,41.328599,35,44.169685
27.18,18,52.760176,95.619682,41.519665,35,44.169685
27.24,18,52.891587,95.76448,41.711064,35,44.169685
27.3,18,53.022998,95.908839,41.902795,35,44.169685
27.36,18,53.154409,96.052758,42.094856,35,44.169685
27.42,18,53.285819,96.196235,42.287246,35,44.169685
27.48,18,53.41723,96.339271,42.479966,35,44.169685
27.54,18,53.548641,96.481865,42.673012,35,44.169685
27.6,18,53.680052,96.624015,42.866386,35,44.169685
27.66,18,53.811463,96.765722,43.060084,35,44.169685
27.72,18,53.942873,96.906984,43.254108,35,44.169685
27.78,18,54.074284,97.047801,43.448455,35,44.169685
27.84,18,54.205695,97.188171,43.643124,35,44.169685
27.9,18,54.337106,97.328095,43.838115,35,44.169685
27.96,18,54.468516,97.467571,44.033426,35,44.169685
28.02,18,54.599927,97.606598,44.229056,35,44.169685
28.08,18,54.731338,97.745177,44.425005,35,44.169685
28.14,18,54.862749,97.883306,44.621271,35,44.169685
28.2,18,54.99416,98.020984,44.817854,35,44.169685
28.26,18,55.12557,98.158212,45.014751,35,44.169685
28.32,18,55.256981,98.294987,45.211963,35,44.169685
28.38,18,55.388392,98.431309,45.409488,35,44.169685
28.44,18,55.519803,98.567178,45.607326,35,44.169685
