t,delta,psi,x,y,R,delta_needed
2.34,1.2886657,0.1645037,9.3599917,0.0097713722,140,13.650419
2.4,1.3494268,0.17403083,9.5999906,0.01050035,140,13.650419
2.46,1.4127255,0.18400503,9.8399894,0.011271107,140,13.650419
2.52,1.4786365,0.19444478,10.079988,0.012085594,140,13.650419
2.58,1.5472338,0.20536908,10.319986,0.01294584,140,13.650419
2.64,1.6185902,0.21679747,10.559985,0.013853957,140,13.650419
2.7,1.6927773,0.22874996,10.799983,0.01481214,140,13.650419
2.76,1.7698645,0.2412471,11.039981,0.01582267,140,13.650419
2.82,1.8499191,0.25430989,11.279978,0.016887918,140,13.650419
2.88,1.9330056,0.26795981,11.519976,0.018010341,140,13.650419
2.94,2.0191852,0.28221879,11.759973,0.019192491,140,13.650419
3,2.1085156,0.29710915,11.99997,0.020437014,140,13.650419
3.06,2.2010502,0.31265362,12.239966,0.021746648,140,13.650419
3.12,2.2968377,0.32887529,12.479962,0.02312423,140,13.650419
3.18,2.3959213,0.34579754,12.719958,0.024572694,140,13.650419
3.24,2.4983389,0.36344406,12.959953,0.026095075,140,13.650419
3.3,2.6041214,0.38183876,13.199947,0.027694506,140,13.650419
3.36,2.7132931,0.40100574,13.439942,0.029374221,140,13.650419
3.42,2.8258708,0.42096926,13.679935,0.031137557,140,13.650419
3.48,2.941863,0.44175362,13.919928,0.032987952,140,13.650419
3.54,3.0612699,0.46338317,14.15992,0.034928945,140,13.650419
3.6,3.1840822,0.48588221,14.399912,0.03696418,140,13.650419
3.66,3.3102814,0.50927493,14.639902,0.039097397,140,13.650419
3.72,3.4398384,0.53358536,14.879892,0.041332442,140,13.650419
3.78,3.5727141,0.55883726,15.11988,0.043673257,140,13.650419
3.84,3.7088581,0.58505406,15.359868,0.046123883,140,13.650419
3.9,3.8482091,0.61225881,15.599854,0.048688458,140,13.650419
3.96,3.9906941,0.64047405,15.839839,0.051371214,140,13.650419
4.02,4.1362287,0.66972179,16.079823,0.054176474,140,13.650419
4.08,4.2847164,0.70002335,16.319805,0.057108652,140,13.650419
4.14,4.4360494,0.73139936,16.559785,0.060172247,140,13.650419
4.2,4.5901077,0.76386962,16.799764,0.063371842,140,13.650419
4.26,4.7467602,0.79745303,17.039741,0.066712098,140,13.650419
4.32,4.905864,0.83216753,17.279715,0.07019775,140,13.650419
4.38,5.0672658,0.86803002,17.519688,0.073833607,140,13.650419
4.44,5.2308012,0.90505624,17.759658,0.07762454,140,13.650419
4.5,5.3962962,0.94326078,17.999625,0.081575483,140,13.650419
4.56,5.5635673,0.98265692,18.23959,0.085691425,140,13.650419
4.62,5.7324225,1.0232566,18.479552,0.089977404,140,13.650419
4.68,5.9026619,1.0650705,18.71951,0.094438504,140,13.650419
4.74,6.0740786,1.1081077,18.959465,0.099079846,140,13.650419
4.8,6.2464599,1.1523759,19.199417,0.10390658,140,13.650419
4.86,6.4195882,1.1978812,19.439364,0.10892389,140,13.650419
4.92,6.5932418,1.2446283,19.679308,0.11413697,140,13.650419
4.98,6.7671967,1.2926201,19.919247,0.11955102,140,13.650419
5.04,6.941227,1.3418581,20.159181,0.12517127,140,13.650419
5.1,7.1151065,1.3923422,20.39911,0.13100292,140,13.650419
5.16,7.2886098,1.4440705,20.639034,0.13705119,140,13.650419
5.22,7.4615135,1.4970398,20.878952,0.14332126,140,13.650419
5.28,7.6335972,1.5512451,21.118864,0.14981831,140,13.650419
5.34,7.8046449,1.60668,21.35877,0.15654747,140,13.650419
5.4,7.9744455,1.6633365,21.598668,0.16351386,140,13.650419
5.46,8.1427945,1.7212052,21.83856,0.17072255,140,13.650419
5.52,8.3094945,1.7802752,22.078444,0.17817855,140,13.650419
5.58,8.4743563,1.8405342,22.31832,0.18588683,140,13.650419
5.64,8.6371993,1.9019687,22.558188,0.19385232,140,13.650419
5.7,8.7978528,1.964564,22.798047,0.20207985,140,13.650419
5.76,8.9561561,2.0283039,23.037897,0.21057422,140,13.650419
5.82,9.1119592,2.0931714,23.277737,0.21934012,140,13.650419
5.88,9.2651231,2.1591483,23.517566,0.2283822,140,13.650419
5.94,9.4155203,2.2262157,23.757385,0.237705,140,13.650419
6,9.5630351,2.2943533,23.997193,0.247313,140,13.650419
6.06,9.7075633,2.3635406,24.236989,0.25721057,140,13.650419
6.12,9.8490124,2.433756,24.476772,0.267402,140,13.650419
6.18,9.9873019,2.5049774,24.716543,0.27789148,140,13.650419
6.24,10.122363,2.5771822,24.9563,0.28868311,140,13.650419
6.3,10.254137,2.6503471,25.196043,0.2997809,140,13.650419
6.36,10.382579,2.7244488,25.435772,0.31118875,140,13.650419
6.42,10.507652,2.7994633,25.675486,0.32291045,140,13.650419
6.48,10.629331,2.8753667,25.915183,0.3349497,140,13.650419
6.54,10.7476,2.9521346,26.154865,0.3473101,140,13.650419
6.6,10.862453,3.0297428,26.394529,0.35999515,140,13.650419
6.66,10.973894,3.1081669,26.634176,0.37300822,140,13.650419
6.72,11.081934,3.1873826,26.873805,0.38635261,140,13.650419
6.78,11.186592,3.2673657,27.113415,0.40003151,140,13.650419
6.84,11.287894,3.3480921,27.353005,0.41404798,140,13.650419
6.9,11.385875,3.4295379,27.592576,0.42840502,140,13.650419
6.96,11.480573,3.5116795,27.832125,0.4431055,140,13.650419
7.02,11.572034,3.5944936,28.071653,0.4581522,140,13.650419
7.08,11.660308,3.6779571,28.311158,0.47354782,140,13.650419
7.14,11.74545,3.7620474,28.550641,0.48929492,140,13.650419
7.2,11.827519,3.8467422,28.790101,0.50539602,140,13.650419
7.26,11.906577,3.9320198,29.029536,0.5218535,140,13.650419
7.32,11.98269,4.0178586,29.268946,0.53866967,140,13.650419
7.38,12.055925,4.1042378,29.50833,0.55584677,140,13.650419
7.44,12.126354,4.191137,29.747688,0.57338691,140,13.650419
7.5,12.194048,4.2785363,29.98702,0.59129215,140,13.650419
7.56,12.25908,4.3664161,30.226323,0.60956445,140,13.650419
7.62,12.321524,4.4547576,30.465598,0.6282057,140,13.650419
7.68,12.381456,4.5435425,30.704844,0.64721771,140,13.650419
7.74,12.438951,4.6327528,30.94406,0.6666022,140,13.650419
7.8,12.494084,4.7223714,31.183245,0.68636083,140,13.650419
7.86,12.546931,4.8123814,31.422399,0.70649519,140,13.650419
7.92,12.597566,4.9027666,31.661521,0.7270068,140,13.650419
7.98,12.646064,4.9935112,31.90061,0.7478971,140,13.650419
8.04,12.692497,5.0846003,32.139665,0.76916748,140,13.650419
8.1,12.736939,5.176019,32.378687,0.79081926,140,13.650419
8.16,12.77946,5.2677532,32.617673,0.8128537,140,13.650419
8.22,12.820132,5.3597894,32.856624,0.83527201,140,13.650419
8.28,12.859021,5.4521143,33.095538,0.85807532,140,13.650419
8.34,12.896196,5.5447153,33.334415,0.88126473,140,13.650419
8.4,12.931723,5.6375803,33.573254,0.90484129,140,13.650419
8.46,12.965665,5.7306976,33.812055,0.92880598,140,13.650419
8.52,12.998085,5.8240559,34.050816,0.95315973,140,13.650419
8.58,13.029043,5.9176444,34.289537,0.97790346,140,13.650419
8.64,13.058599,6.0114527,34.528217,1.003038,140,13.650419
8.7,13.08681,6.1054708,34.766856,1.0285642,140,13.650419
8.76,13.113732,6.1996894,35.005452,1.0544827,140,13.650419
8.82,13.139418,6.294099,35.244006,1.0807944,140,13.650419
8.88,13.16392,6.3886911,35.482515,1.1074998,140,13.650419
8.94,13.187289,6.4834572,35.72098,1.1345998,140,13.650419
9,13.209573,6.5783892,35.9594,1.1620948,140,13.650419
9.06,13.230818,6.6734795,36.197774,1.1899854,140,13.650419
9.12,13.251071,6.7687206,36.436101,1.2182723,140,13.650419
9.18,13.270374,6.8641056,36.674381,1.2469558,140,13.650419
9.24,13.28877,6.9596277,36.912613,1.2760366,140,13.650419
9.3,13.306298,7.0552804,37.150795,1.3055151,140,13.650419
9.36,13.322998,7.1510575,37.388929,1.3353916,140,13.650419
9.42,13.338906,7.2469533,37.627011,1.3656667,140,13.650419
9.48,13.354059,7.3429621,37.865043,1.3963407,140,13.650419
9.54,13.36849,7.4390784,38.103023,1.427414,140,13.650419
9.6,13.382232,7.5352973,38.34095,1.4588869,140,13.650419
9.66,13.395318,7.6316138,38.578825,1.4907597,140,13.650419
9.72,13.407776,7.7280232,38.816645,1.5230327,140,13.650419
9.78,13.419637,7.824521,39.05441,1.5557062,140,13.650419
9.84,13.430927,7.9211032,39.29212,1.5887804,140,13.650419
9.9,13.441674,8.0177655,39.529774,1.6222556,140,13.650419
9.96,13.451902,8.1145041,39.767372,1.6561321,140,13.650419
10.02,13.461636,8.2113154,40.004911,1.6904099,140,13.650419
10.08,13.470899,8.3081958,40.242392,1.7250894,140,13.650419
10.14,13.479713,8.405142,40.479815,1.7601706,140,13.650419
10.2,13.4881,8.5021508,40.717177,1.7956538,140,13.650419
10.26,13.49608,8.5992192,40.954479,1.831539,140,13.650419
10.32,13.503671,8.6963442,41.19172,1.8678265,140,13.650419
10.38,13.510893,8.7935232,41.428899,1.9045163,140,13.650419
10.44,13.517763,8.8907535,41.666015,1.9416085,140,13.650419
10.5,13.524298,8.9880325,41.903068,1.9791033,140,13.650419
10.56,13.530514,9.085358,42.140057,2.0170007,140,13.650419
10.62,13.536426,9.1827277,42.376981,2.0553007,140,13.650419
10.68,13.542049,9.2801393,42.61384,2.0940035,140,13.650419
10.74,13.547396,9.3775908,42.850633,2.1331092,140,13.650419
10.8,13.552482,9.4750804,43.087359,2.1726176,140,13.650419
10.86,13.557318,9.572606,43.324017,2.212529,140,13.650419
10.92,13.561917,9.6701661,43.560607,2.2528432,140,13.650419
10.98,13.566291,9.7677588,43.797128,2.2935604,140,13.650419
11.04,13.570449,9.8653825,44.033579,2.3346806,140,13.650419
11.1,13.574403,9.9630358,44.269959,2.3762036,140,13.650419
11.16,13.578163,10.060717,44.506269,2.4181296,140,13.650419
11.22,13.581738,10.158425,44.742507,2.4604586,140,13.650419
11.28,13.585136,10.256159,44.978672,2.5031904,140,13.650419
11.34,13.588367,10.353916,45.214764,2.5463251,140,13.650419
11.4,13.591439,10.451697,45.450782,2.5898627,140,13.650419
11.46,13.59436,10.549499,45.686725,2.6338031,140,13.650419
11.52,13.597136,10.647322,45.922593,2.6781462,140,13.650419
11.58,13.599776,10.745165,46.158385,2.7228921,140,13.650419
11.64,13.602285,10.843027,46.3941,2.7680406,140,13.650419
11.7,13.60467,10.940906,46.629738,2.8135918,140,13.650419
11.76,13.606938,11.038803,46.865297,2.8595455,140,13.650419
11.82,13.609093,11.136715,47.100778,2.9059017,140,13.650419
11.88,13.611142,11.234643,47.336179,2.9526603,140,13.650419
11.94,13.613089,11.332585,47.571499,2.9998212,140,13.650419
12,13.614941,11.430541,47.806739,3.0473843,140,13.650419
12.06,13.6167,11.528511,48.041897,3.0953497,140,13.650419
12.12,13.618373,11.626493,48.276973,3.1437171,140,13.650419
12.18,13.619963,11.724486,48.511966,3.1924864,140,13.650419
12.24,13.621474,11.822491,48.746874,3.2416577,140,13.650419
12.3,13.62291,11.920507,48.981699,3.2912308,140,13.650419
12.36,13.624275,12.018533,49.216438,3.3412055,140,13.650419
12.42,13.625573,12.116569,49.451092,3.3915818,140,13.650419
12.48,13.626806,12.214613,49.685658,3.4423596,140,13.650419
12.54,13.627978,12.312667,49.920138,3.4935387,140,13.650419
12.6,13.629092,12.410729,50.15453,3.5451191,140,13.650419
12.66,13.630151,12.508799,50.388833,3.5971006,140,13.650419
12.72,13.631158,12.606876,50.623047,3.6494831,140,13.650419
12.78,13.632114,12.704961,50.85717,3.7022664,140,13.650419
12.84,13.633023,12.803052,51.091203,3.7554505,140,13.650419
12.9,13.633887,12.90115,51.325145,3.8090353,140,13.650419
12.96,13.634708,12.999254,51.558994,3.8630205,140,13.650419
13.02,13.635488,13.097363,51.792751,3.917406,140,13.650419
13.08,13.63623,13.195479,52.026414,3.9721918,140,13.650419
13.14,13.636935,13.293599,52.259984,4.0273776,140,13.650419
13.2,13.637604,13.391725,52.493458,4.0829634,140,13.650419
13.26,13.638241,13.489855,52.726836,4.138949,140,13.650419
13.32,13.638846,13.58799,52.960119,4.1953342,140,13.650419
13.38,13.639421,13.686129,53.193304,4.2521189,140,13.650419
13.44,13.639967,13.784272,53.426392,4.3093029,140,13.650419
13.5,13.640487,13.882419,53.659382,4.3668862,140,13.650419
13.56,13.64098,13.98057,53.892273,4.4248685,140,13.650419
13.62,13.641449,14.078724,54.125064,4.4832496,140,13.650419
13.68,13.641895,14.176882,54.357754,4.5420295,140,13.650419
13.74,13.642319,14.275043,54.590344,4.601208,140,13.650419
13.8,13.642721,14.373207,54.822832,4.6607848,140,13.650419
13.86,13.643104,14.471373,55.055217,4.7207599,140,13.650419
13.92,13.643467,14.569543,55.287499,4.7811331,140,13.650419
13.98,13.643813,14.667715,55.519678,4.8419042,140,13.650419
14.04,13.644141,14.765889,55.751752,4.903073,140,13.650419
14.1,13.644453,14.864066,55.983721,4.9646394,140,13.650419
14.16,13.64475,14.962245,56.215584,5.0266032,140,13.650419
14.22,13.645031,15.060426,56.447341,5.0889642,140,13.650419
14.28,13.645299,15.158609,56.67899,5.1517223,140,13.650419
14.34,13.645554,15.256794,56.910531,5.2148773,140,13.650419
14.4,13.645795,15.35498,57.141964,5.2784289,140,13.650419
14.46,13.646025,15.453169,57.373288,5.3423771,140,13.650419
14.52,13.646244,15.551359,57.604502,5.4067216,140,13.650419
14.58,13.646451,15.649551,57.835605,5.4714622,140,13.650419
14.64,13.646648,15.747744,58.066597,5.5365988,140,13.650419
14.7,13.646836,15.845938,58.297477,5.6021312,140,13.650419
14.76,13.647014,15.944134,58.528244,5.6680592,140,13.650419
14.82,13.647183,16.042332,58.758898,5.7343826,140,13.650419
14.88,13.647344,16.14053,58.989437,5.8011012,140,13.650419
14.94,13.647497,16.238729,59.219863,5.8682148,140,13.650419
15,13.647642,16.33693,59.450172,5.9357233,140,13.650419
15.06,13.64778,16.435132,59.680366,6.0036264,140,13.650419
15.12,13.647911,16.533334,59.910443,6.071924,140,13.650419
15.18,13.648036,16.631538,60.140403,6.1406158,140,13.650419
15.24,13.648155,16.729742,60.370244,6.2097016,140,13.650419
15.3,13.648267,16.827947,60.599967,6.2791813,140,13.650419
15.36,13.648374,16.926153,60.829571,6.3490546,140,13.650419
15.42,13.648476,17.02436,61.059054,6.4193214,140,13.650419
15.48,13.648572,17.122568,61.288416,6.4899814,140,13.650419
15.54,13.648664,17.220776,61.517657,6.5610345,140,13.650419
15.6,13.648751,17.318985,61.746776,6.6324804,140,13.650419
15.66,13.648834,17.417194,61.975773,6.7043189,140,13.650419
15.72,13.648913,17.515404,62.204645,6.7765498,140,13.650419
15.78,13.648988,17.613615,62.433394,6.849173,140,13.650419
15.84,13.649059,17.711826,62.662017,6.9221881,140,13.650419
15.9,13.649127,17.810038,62.890516,6.995595,140,13.650419
15.96,13.649191,17.90825,63.118888,7.0693935,140,13.650419
16.02,13.649252,18.006463,63.347133,7.1435833,140,13.650419
16.08,13.64931,18.104676,63.575251,7.2181643,140,13.650419
16.14,13.649365,18.202889,63.80324,7.2931361,140,13.650419
16.2,13.649417,18.301103,64.031101,7.3684987,140,13.650419
16.26,13.649467,18.399317,64.258832,7.4442518,140,13.650419
16.32,13.649515,18.497532,64.486433,7.5203951,140,13.650419
16.38,13.64956,18.595747,64.713903,7.5969284,140,13.650419
16.44,13.649602,18.693962,64.941241,7.6738516,140,13.650419
16.5,13.649643,18.792177,65.168448,7.7511643,140,13.650419
16.56,13.649681,18.890393,65.395521,7.8288664,140,13.650419
16.62,13.649718,18.988609,65.622461,7.9069577,140,13.650419
16.68,13.649753,19.086826,65.849267,7.9854378,140,13.650419
16.74,13.649786,19.185042,66.075938,8.0643067,140,13.650419
16.8,13.649817,19.283259,66.302473,8.1435639,140,13.650419
16.86,13.649847,19.381476,66.528873,8.2232094,140,13.650419
16.92,13.649876,19.479693,66.755135,8.3032429,140,13.650419
16.98,13.649903,19.577911,66.98126,8.3836641,140,13.650419
17.04,13.649928,19.676129,67.207246,8.4644728,140,13.650419
17.1,13.649953,19.774346,67.433094,8.5456688,140,13.650419
17.16,13.649976,19.872564,67.658802,8.6272518,140,13.650419
17.22,13.649998,19.970783,67.88437,8.7092216,140,13.650419
17.28,13.650019,20.069001,68.109798,8.791578,140,13.650419
17.34,13.650039,20.16722,68.335083,8.8743207,140,13.650419
17.4,13.650058,20.265438,68.560227,8.9574494,140,13.650419
17.46,13.650076,20.363657,68.785228,9.040964,140,13.650419
17.52,13.650093,20.461876,69.010085,9.1248642,140,13.650419
17.58,13.650109,20.560095,69.234798,9.2091497,140,13.650419
17.64,13.650124,20.658314,69.459366,9.2938203,140,13.650419
17.7,13.650139,20.756533,69.683789,9.3788757,140,13.650419
17.76,13.650153,20.854753,69.908065,9.4643158,140,13.650419
17.82,13.650166,20.952972,70.132195,9.5501402,140,13.650419
17.88,13.650178,21.051192,70.356178,9.6363486,140,13.650419
17.94,13.65019,21.149411,70.580012,9.7229409,140,13.650419
18,13.650202,21.247631,70.803697,9.8099168,140,13.650419
18.06,13.650212,21.345851,71.027233,9.897276,140,13.650419
18.12,13.650223,21.444071,71.250619,9.9850183,140,13.650419
18.18,13.650232,21.54229,71.473855,10.073143,140,13.650419
18.24,13.650242,21.64051,71.696939,10.161651,140,13.650419
18.3,13.65025,21.738731,71.91987,10.250541,140,13.650419
18.36,13.650259,21.836951,72.142649,10.339813,140,13.650419
18.42,13.650267,21.935171,72.365275,10.429467,140,13.650419
18.48,13.650274,22.033391,72.587747,10.519502,140,13.650419
18.54,13.650281,22.131611,72.810064,10.609918,140,13.650419
18.6,13.650288,22.229832,73.032225,10.700716,140,13.650419
18.66,13.650295,22.328052,73.254231,10.791894,140,13.650419
18.72,13.650301,22.426273,73.47608,10.883453,140,13.650419
18.78,13.650307,22.524493,73.697772,10.975391,140,13.650419
18.84,13.650312,22.622714,73.919306,11.06771,140,13.650419
18.9,13.650317,22.720934,74.140681,11.160409,140,13.650419
18.96,13.650322,22.819155,74.361897,11.253486,140,13.650419
19.02,13.650327,22.917376,74.582953,11.346943,140,13.650419
19.08,13.650332,23.015596,74.803849,11.440779,140,13.650419
19.14,13.650336,23.113817,75.024584,11.534993,140,13.650419
19.2,13.65034,23.212038,75.245156,11.629585,140,13.650419
19.26,13.650344,23.310258,75.465566,11.724556,140,13.650419
19.32,13.650347,23.408479,75.685813,11.819904,140,13.650419
19.38,13.650351,23.5067,75.905897,11.915629,140,13.650419
19.44,13.650354,23.604921,76.125815,12.011732,140,13.650419
19.5,13.650357,23.703142,76.345569,12.108211,140,13.650419
19.56,13.65036,23.801363,76.565157,12.205067,140,13.650419
19.62,13.650363,23.899584,76.784579,12.3023,140,13.650419
19.68,13.650366,23.997805,77.003833,12.399908,140,13.650419
19.74,13.650368,24.096025,77.22292,12.497892,140,13.650419
19.8,13.650371,24.194246,77.441839,12.596252,140,13.650419
19.86,13.650373,24.292467,77.660589,12.694987,140,13.650419
19.92,13.650375,24.390688,77.879169,12.794096,140,13.650419
19.98,13.650377,24.488909,78.097579,12.89358,140,13.650419
20.04,13.650379,24.587131,78.315818,12.993439,140,13.650419
20.1,13.650381,24.685352,78.533886,13.093671,140,13.650419
20.16,13.650383,24.783573,78.751781,13.194277,140,13.650419
20.22,13.650384,24.881794,78.969504,13.295256,140,13.650419
20.28,13.650386,24.980015,79.187053,13.396609,140,13.650419
20.34,13.650388,25.078236,79.404428,13.498334,140,13.650419
20.4,13.650389,25.176457,79.621629,13.600432,140,13.650419
20.46,13.65039,25.274678,79.838654,13.702902,140,13.650419
20.52,13.650392,25.372899,80.055503,13.805744,140,13.650419
20.58,13.650393,25.47112,80.272175,13.908957,140,13.650419
20.64,13.650394,25.569342,80.488671,14.012542,140,13.650419
20.7,13.650395,25.667563,80.704988,14.116498,140,13.650419
20.76,13.650396,25.765784,80.921127,14.220824,140,13.650419
20.82,13.650397,25.864005,81.137087,14.325521,140,13.650419
20.88,13.650398,25.962226,81.352867,14.430588,140,13.650419
20.94,13.650399,26.060447,81.568466,14.536024,140,13.650419
21,13.650399,26.158669,81.783884,14.64183,140,13.650419
21.06,13.6504,26.25689,81.999121,14.748006,140,13.650419
21.12,13.650401,26.355111,82.214175,14.85455,140,13.650419
21.18,13.650402,26.453332,82.429047,14.961462,140,13.650419
21.24,13.650402,26.551553,82.643735,15.068743,140,13.650419
21.3,13.650403,26.649775,82.858238,15.176391,140,13.650419
21.36,13.650403,26.747996,83.072557,15.284407,140,13.650419
21.42,13.650404,26.846217,83.28669,15.392791,140,13.650419
21.48,13.650404,26.944438,83.500637,15.501541,140,13.650419
21.54,13.650405,27.04266,83.714398,15.610658,140,13.650419
21.6,13.650405,27.140881,83.927971,15.720141,140,13.650419
21.66,13.650405,27.239102,84.141356,15.82999,140,13.650419
21.72,13.650406,27.337323,84.354552,15.940205,140,13.650419
21.78,13.650406,27.435544,84.567559,16.050785,140,13.650419
21.84,13.650406,27.533766,84.780376,16.16173,140,13.650419
21.9,13.650407,27.631987,84.993003,16.27304,140,13.650419
21.96,13.650407,27.730208,85.205439,16.384714,140,13.650419
22.02,13.650407,27.828429,85.417683,16.496752,140,13.650419
22.08,13.650407,27.926651,85.629734,16.609154,140,13.650419
22.14,13.650407,28.024872,85.841593,16.721919,140,13.650419
22.2,13.650408,28.123093,86.053258,16.835048,140,13.650419
22.26,13.650408,28.221314,86.264728,16.948538,140,13.650419
22.32,13.650408,28.319536,86.476004,17.062392,140,13.650419
22.38,13.650408,28.417757,86.687084,17.176607,140,13.650419
22.44,13.650408,28.515978,86.897968,17.291184,140,13.650419
22.5,13.650408,28.614199,87.108656,17.406122,140,13.650419
22.56,13.650408,28.712421,87.319146,17.521421,140,13.650419
22.62,13.650408,28.810642,87.529438,17.637081,140,13.650419
22.68,13.650408,28.908863,87.739532,17.753102,140,13.650419
22.74,13.650408,29.007084,87.949426,17.869482,140,13.650419
22.8,13.650408,29.105306,88.15912,17.986222,140,13.650419
22.86,13.650408,29.203527,88.368615,18.103321,140,13.650419
22.92,13.650408,29.301748,88.577908,18.220779,140,13.650419
22.98,13.650408,29.399969,88.786999,18.338596,140,13.650419
23.04,13.650408,29.498191,88.995888,18.456771,140,13.650419
23.1,13.650407,29.596412,89.204574,18.575304,140,13.650419
23.16,13.650407,29.694633,89.413057,18.694194,140,13.650419
23.22,13.650407,29.792854,89.621336,18.813442,140,13.650419
23.28,13.650407,29.891076,89.829409,18.933047,140,13.650419
23.34,13.650407,29.989297,90.037278,19.053008,140,13.650419
23.4,13.650406,30.087518,90.24494,19.173325,140,13.650419
23.46,13.650406,30.185739,90.452396,19.293999,140,13.650419
23.52,13.650406,30.283961,90.659645,19.415027,140,13.650419
23.58,13.650406,30.382182,90.866686,19.536411,140,13.650419
23.64,13.650405,30.480403,91.073519,19.658149,140,13.650419
23.7,13.650405,30.578624,91.280143,19.780242,140,13.650419
23.76,13.650405,30.676846,91.486557,19.902689,140,13.650419
23.82,13.650404,30.775067,91.69276,20.02549,140,13.650419
23.88,13.650404,30.873288,91.898753,20.148644,140,13.650419
23.94,13.650404,30.971509,92.104535,20.27215,140,13.650419
24,13.650403,31.06973,92.310105,20.39601,140,13.650419
24.06,13.650403,31.167952,92.515462,20.520221,140,13.650419
24.12,13.650402,31.266173,92.720605,20.644785,140,13.650419
24.18,13.650402,31.364394,92.925535,20.7697,140,13.650419
24.24,13.650401,31.462615,93.130251,20.894966,140,13.650419
24.3,13.650401,31.560837,93.334751,21.020583,140,13.650419
24.36,13.6504,31.659058,93.539036,21.14655,140,13.650419
24.42,13.6504,31.757279,93.743104,21.272867,140,13.650419
24.48,13.650399,31.8555,93.946956,21.399534,140,13.650419
24.54,13.650399,31.953721,94.15059,21.52655,140,13.650419
24.6,13.650398,32.051942,94.354006,21.653916,140,13.650419
24.66,13.650397,32.150164,94.557204,21.781629,140,13.650419
24.72,13.650397,32.248385,94.760182,21.909691,140,13.650419
24.78,13.650396,32.346606,94.96294,22.0381,140,13.650419
24.84,13.650395,32.444827,95.165478,22.166857,140,13.650419
24.9,13.650395,32.543048,95.367795,22.295961,140,13.650419
24.96,13.650394,32.641269,95.569891,22.425412,140,13.650419
25.02,13.650393,32.739491,95.771764,22.555209,140,13.650419
25.08,13.650392,32.837712,95.973414,22.685352,140,13.650419
25.14,13.650391,32.935933,96.174841,22.81584,140,13.650419
25.2,13.65039,33.034154,96.376044,22.946673,140,13.650419
25.26,13.65039,33.132375,96.577023,23.077851,140,13.650419
25.32,13.650389,33.230596,96.777776,23.209374,140,13.650419
25.38,13.650388,33.328817,96.978303,23.34124,140,13.650419
25.44,13.650387,33.427038,97.178605,23.47345,140,13.650419
25.5,13.650386,33.525259,97.378679,23.606003,140,13.650419
25.56,13.650384,33.623481,97.578525,23.738899,140,13.650419
25.62,13.650383,33.721702,97.778144,23.872137,140,13.650419
25.68,13.650382,33.819923,97.977534,24.005717,140,13.650419
25.74,13.650381,33.918144,98.176694,24.139639,140,13.650419
