sample_idx,gain,re,im
1,0,-1,0
1,0,0,0
2,0.001,-1.00098650801,0
2,0.001,-0.000109491985279,0
3,0.00105479004707,-1.00104056507,0
3,0.00105479004707,-0.000115484819689,0
4,0.0011125820434,-1.00109758462,0
4,0.0011125820434,-0.000121805300332,0
5,0.00117354046592,-1.00115772905,0
5,0.00117354046592,-0.000128471300109,0
6,0.00123783880329,-1.00122116967,0
6,0.00123783880329,-0.000135501662321,0
7,0.00130566004958,-1.00128808716,0
7,0.00130566004958,-0.000142916252844,0
8,0.00137719722516,-1.00135867214,0
8,0.00137719722516,-0.000150736015052,0
9,0.00145265392595,-1.00143312568,0
9,0.00145265392595,-0.000158983027625,0
10,0.00153224490292,-1.00151165985,0
10,0.00153224490292,-0.000167680565383,0
11,0.00161619667328,-1.00159449839,0
11,0.00161619667328,-0.000176853163307,0
12,0.00170474816508,-1.00168187731,0
12,0.00170474816508,-0.000186526683896,0
13,0.00179815139729,-1.00177404554,0
13,0.00179815139729,-0.000196728388022,0
14,0.00189667219698,-1.00187126572,0
14,0.00189667219698,-0.000207487009461,0
15,0.00200059095593,-1.00197381485,0
15,0.00200059095593,-0.000218832833273,0
16,0.00211020342857,-1.00208198518,0
16,0.00211020342857,-0.000230797778217,0
17,0.00222582157375,-1.00219608496,0
17,0.00222582157375,-0.0002434154834,0
18,0.00234777444254,-1.00231643939,0
18,0.00234777444254,-0.000256721399341,0
19,0.00247640911475,-1.00244339151,0
19,0.00247640911475,-0.000270752883681,0
20,0.00261209168671,-1.00257730319,0
20,0.00261209168671,-0.000285549301738,0
21,0.00275520831318,-1.00271855618,0
21,0.00275520831318,-0.000301152132135,0
22,0.00290616630634,-1.00286755319,0
22,0.00290616630634,-0.00031760507772,0
23,0.00306539529506,-1.00302471906,0
23,0.00306539529506,-0.000334954182039,0
24,0.00323334844756,-1.00319050195,0
24,0.00323334844756,-0.000353247951575,0
25,0.00341050376119,-1.00336537464,0
25,0.00341050376119,-0.000372537484026,0
26,0.0035973654228,-1.0035498359,0
26,0.0035973654228,-0.000392876602869,0
27,0.00379446524364,-1.00374441191,0
27,0.00379446524364,-0.000414321998477,0
28,0.00400236417294,-1.00394965776,0
28,0.00400236417294,-0.000436933376056,0
29,0.00422165389436,-1.00416615906,0
29,0.00422165389436,-0.00046077361067,0
30,0.00445295850994,-1.00439453362,0
30,0.00445295850994,-0.000485908909651,0
31,0.0046969363163,-1.00463543322,0
31,0.0046969363163,-0.000512408982646,0
32,0.00495428167815,-1.0048895455,0
32,0.00495428167815,-0.000540347219609,0
33,0.00522572700449,-1.00515759592,0
33,0.00522572700449,-0.000569800877014,0
34,0.00551204483304,-1.00544034986,0
34,0.00551204483304,-0.000600851272562,0
35,0.00581405002889,-1.00573861484,0
35,0.00581405002889,-0.000633583988684,0
36,0.00613260210363,-1.00605324282,0
36,0.00613260210363,-0.0006680890851,0
37,0.00646860766155,-1.00638513268,0
37,0.00646860766155,-0.000704461320707,0
38,0.00682302297979,-1.0067352328,0
38,0.00682302297979,-0.000742800385068,0
39,0.00719685673001,-1.00710454384,0
39,0.00719685673001,-0.000783211139734,0
40,0.007591172849,-1.00749412157,0
40,0.007591172849,-0.000825803869656,0
41,0.00800709356671,-1.00790508,0
41,0.00800709356671,-0.000870694544874,0
42,0.00844580260011,-1.00833859456,0
42,0.00844580260011,-0.000918005092703,0
43,0.00890854852211,-1.0087959055,0
43,0.00890854852211,-0.000967863680553,0
44,0.00939664831495,-1.00927832154,0
44,0.00939664831495,-0.00102040500954,0
45,0.00991149111842,-1.00978722365,0
45,0.00991149111842,-0.00107577061894,0
46,0.0104545421833,-1.01032406903,0
46,0.0104545421833,-0.00113410920161,0
47,0.0110273470416,-1.01089039543,0
47,0.0110273470416,-0.00119557693023,0
48,0.0116315359051,-1.01148782556,0
48,0.0116315359051,-0.00126033779447,0
49,0.0122688283048,-1.01211807187,0
49,0.0122688283048,-0.00132856394879,0
50,0.0129410379851,-1.01278294156,0
50,0.0129410379851,-0.00140043607072,0
51,0.0136500780655,-1.01348434183,0
51,0.0136500780655,-0.00147614372934,0
52,0.0143979664852,-1.0142242855,0
52,0.0143979664852,-0.00155588576346,0
53,0.0151868317466,-1.01500489693,0
53,0.0151868317466,-0.00163987066907,0
54,0.0160189189728,-1.0158284182,0
54,0.0160189189728,-0.00172831699524,0
55,0.0168965962973,-1.01669721579,0
55,0.0168965962973,-0.0018214537479,0
56,0.0178223616038,-1.01761378752,0
56,0.0178223616038,-0.00191952080026,0
57,0.0187988496349,-1.01858076989,0
57,0.0187988496349,-0.00202276930892,0
58,0.0198288394913,-1.01960094595,0
58,0.0198288394913,-0.00213146213416,0
59,0.0209152625403,-1.02067725348,0
59,0.0209152625403,-0.002245874263,0
60,0.0220612107594,-1.02181279376,0
60,0.0220612107594,-0.00236629323296,0
61,0.0232699455353,-1.02301084075,0
61,0.0232699455353,-0.0024930195547,0
62,0.0245449069465,-1.02427485088,0
62,0.0245449069465,-0.00262636713087,0
63,0.0258897235534,-1.02560847335,0
63,0.0258897235534,-0.00276666366863,0
64,0.0273082227255,-1.02701556102,0
64,0.0273082227255,-0.00291425108274,0
65,0.028804441534,-1.02850018204,0
