t,base,lag,pi,lead,lead_lag
67.66766767,0.4500164539,0.314571257,0.5005582021,0.6282931365,0.6312356494
67.92792793,0.4506360721,0.314992102,0.498121853,0.6284008522,0.6308830229
68.18818819,0.4512337171,0.3153867742,0.4957247128,0.6285065716,0.6305275767
68.44844845,0.4518091873,0.3157549219,0.4933665487,0.6286103417,0.6301693756
68.70870871,0.4523623129,0.3160962337,0.4910471134,0.6287122083,0.6298084846
68.96896897,0.4528929546,0.316410437,0.4887661448,0.6288122159,0.6294449692
69.22922923,0.4534010036,0.316697298,0.4865233674,0.6289104077,0.6290788951
69.48948949,0.4538863805,0.3169566213,0.4843184919,0.6290068257,0.6287103281
69.74974975,0.4543490352,0.3171882486,0.4821512162,0.6291015107,0.6283393342
70.01001001,0.4547889459,0.3173920588,0.4800212255,0.6291945025,0.6279659796
70.27027027,0.4552061186,0.3175679669,0.4779281932,0.6292858396,0.62759033
70.53053053,0.4556005866,0.3177159236,0.4758717808,0.6293755594,0.6272124514
70.79079079,0.4559724094,0.3178359142,0.4738516387,0.629463698,0.6268324096
71.05105105,0.4563216724,0.3179279584,0.4718674066,0.6295502909,0.6264502698
71.31131131,0.4566484862,0.3179921089,0.4699187136,0.6296353721,0.6260660974
71.57157157,0.4569529856,0.3180284511,0.4680051793,0.6297189747,0.625679957
71.83183183,0.4572353289,0.3180371024,0.4661264134,0.629801131,0.6252919131
72.09209209,0.4574956976,0.3180182107,0.4642820168,0.629881872,0.6249020296
72.35235235,0.4577342949,0.3179719543,0.4624715817,0.629961228,0.6245103698
72.61261261,0.4579513457,0.3178985406,0.4606946921,0.6300392282,0.6241169966
72.87287287,0.4581470953,0.3177982053,0.4589509241,0.6301159011,0.6237219722
73.13313313,0.4583218087,0.3176712117,0.4572398464,0.6301912742,0.6233253582
73.39339339,0.4584757703,0.3175178496,0.4555610206,0.630265374,0.6229272154
73.65365365,0.4586092822,0.3173384345,0.453914002,0.6303382266,0.6225276041
73.91391391,0.4587226644,0.3171333065,0.4522983393,0.6304098569,0.6221265835
74.17417417,0.4588162533,0.3169028296,0.4507135754,0.6304802892,0.6217242122
74.43443443,0.4588904013,0.3166473906,0.449159248,0.6305495471,0.6213205481
74.69469469,0.4589454756,0.3163673985,0.4476348893,0.6306176534,0.620915648
74.95495495,0.458981858,0.3160632827,0.4461400272,0.6306846302,0.6205095679
75.21521522,0.4589999435,0.3157354932,0.4446741848,0.6307504989,0.6201023629
75.47547548,0.4590001399,0.3153844988,0.4432368815,0.6308152805,0.6196940872
75.73573574,0.4589828668,0.3150107863,0.441827633,0.630878995,0.6192847941
