w,mag_before,phase_before,mag_after,phase_after
0.001,64.19640077,-90.07528926,119.7594345,-179.9606977
0.001027858127,63.95773706,-90.07738668,119.2821078,-179.9596029
0.00105649233,63.71907334,-90.07954253,118.8047811,-179.9584775
0.001085924228,63.4804096,-90.08175843,118.3274544,-179.9573207
0.001116176043,63.24174585,-90.08403607,117.8501277,-179.9561318
0.001147270618,63.00308209,-90.08637715,117.3728011,-179.9549097
0.001179231428,62.76441831,-90.08878346,116.8954745,-179.9536536
0.001212082608,62.52575451,-90.0912568,116.4181479,-179.9523624
0.001245848959,62.28709069,-90.09379904,115.9408213,-179.9510353
0.001280555978,62.04842686,-90.0964121,115.4634948,-179.9496713
0.00131622987,61.80976301,-90.09909796,114.9861682,-179.9482692
0.001352897569,61.57109913,-90.10185864,114.5088417,-179.9468281
0.001390586762,61.33243524,-90.10469623,114.0315152,-179.9453468
0.001429325905,61.09377132,-90.10761287,113.5541888,-179.9438243
0.001469144248,60.85510737,-90.11061076,113.0768623,-179.9422594
0.001510071856,60.61644341,-90.11369217,112.599536,-179.9406508
0.00155213963,60.37777941,-90.11685942,112.1222096,-179.9389975
0.001595379333,60.13911538,-90.1201149,111.6448833,-179.9372981
0.001639823614,59.90045133,-90.12346107,111.167557,-179.9355513
0.001685506029,59.66178724,-90.12690046,110.6902307,-179.9337559
0.00173246107,59.42312311,-90.13043567,110.2129045,-179.9319105
0.001780724191,59.18445895,-90.13406936,109.7355783,-179.9300136
0.001830331833,58.94579476,-90.13780428,109.2582522,-179.9280639
0.00188132145,58.70713052,-90.14164324,108.7809261,-179.9260599
0.001933731543,58.46846624,-90.14558915,108.3036001,-179.9240001
0.001987601682,58.22980191,-90.14964499,107.8262741,-179.9218829
0.002042972543,57.99113754,-90.15381381,107.3489482,-179.9197067
0.002099885932,57.75247312,-90.15809877,106.8716223,-179.9174699
0.002158384822,57.51380864,-90.1625031,106.3942966,-179.9151708
0.002218513381,57.27514411,-90.16703012,105.9169708,-179.9128076
0.002280317009,57.03647952,-90.17168326,105.4396452,-179.9103786
0.002343842371,56.79781487,-90.17646603,104.9623196,-179.907882
0.00240913743,56.55915015,-90.18138203,104.4849941,-179.9053157
0.002476251487,56.32048536,-90.18643498,104.0076686,-179.902678
0.002545235217,56.0818205,-90.1916287,103.5303433,-179.8999669
0.002616140703,55.84315556,-90.19696711,103.0530181,-179.8971801
0.002689021484,55.60449053,-90.20245423,102.5756929,-179.8943158
0.002763932587,55.36582542,-90.20809421,102.0983679,-179.8913717
0.002840930573,55.12716022,-90.21389131,101.6210429,-179.8883455
0.002920073579,54.88849492,-90.2198499,101.1437181,-179.8852351
0.00300142136,54.64982952,-90.22597449,100.6663934,-179.882038
0.003085035339,54.41116401,-90.2322697,100.1890688,-179.8787518
0.003170978646,54.17249839,-90.23874027,99.71174439,-179.8753741
0.003259316173,53.93383265,-90.24539111,99.23442009,-179.8719023
0.003350114618,53.69516677,-90.25222722,98.75709595,-179.8683338
0.003443442538,53.45650077,-90.25925377,98.27977196,-179.8646659
0.003539370398,53.21783462,-90.26647606,97.80244815,-179.8608958
0.00363797063,52.97916832,-90.27389955,97.32512451,-179.8570207
0.003739317679,52.74050186,-90.28152984,96.84780106,-179.8530376
0.003843488067,52.50183523,-90.2893727,96.37047781,-179.8489436
0.003950560447,52.26316842,-90.29743404,95.89315477,-179.8447355
0.004060615663,52.02450143,-90.30571995,95.41583195,-179.8404102
0.004173736811,51.78583424,-90.31423668,94.93850936,-179.8359645
0.004290009302,51.54716684,-90.32299068,94.46118703,-179.8313948
0.004409520928,51.30849922,-90.33198853,93.98386495,-179.8266979
0.004532361923,51.06983137,-90.34123705,93.50654315,-179.8218702
0.004658625039,50.83116326,-90.3507432,93.02922165,-179.816908
0.004788405608,50.5924949,-90.36051418,92.55190045,-179.8118075
0.004921801621,50.35382626,-90.37055734,92.07457958,-179.806565
0.005058913798,50.11515733,-90.38088029,91.59725905,-179.8011764
0.005199845663,49.8764881,-90.3914908,91.11993889,-179.7956378
0.005344703625,49.63781854,-90.4023969,90.64261911,-179.7899448
0.005493597059,49.39914863,-90.41360681,90.16529973,-179.7840933
0.005646638386,49.16047836,-90.425129,89.68798079,-179.7780788
0.005803943157,48.92180771,-90.43697216,89.2106623,-179.7718967
0.005965630144,48.68313666,-90.44914524,88.73334429,-179.7655425
0.006131821429,48.44446517,-90.46165743,88.25602678,-179.7590113
0.006302642491,48.20579324,-90.47451817,87.77870981,-179.7522981
0.006478222308,47.96712082,-90.48773717,87.3013934,-179.745398
0.00665869345,47.72844791,-90.50132441,86.82407759,-179.7383056
0.00684419218,47.48977446,-90.51529015,86.34676241,-179.7310157
0.007034858557,47.25110044,-90.52964493,85.8694479,-179.7235228
0.007230836543,47.01242584,-90.54439959,85.39213409,-179.7158212
0.007432274108,46.7737506,-90.55956526,84.91482102,-179.7079051
0.007639323346,46.5350747,-90.5751534,84.43750874,-179.6997685
0.007852140589,46.2963981,-90.59117576,83.96019729,-179.6914052
0.008070886521,46.05772075,-90.60764445,83.48288672,-179.6828091
0.008295726306,45.81904263,-90.62457189,83.00557707,-179.6739735
0.008526829705,45.58036368,-90.64197087,82.5282684,-179.6648918
0.008764371213,45.34168385,-90.65985452,82.05096076,-179.6555573
0.009008530182,45.1030031,-90.67823633,81.57365421,-179.6459627
0.009259490963,44.86432138,-90.69713018,81.09634882,-179.636101
0.009517443041,44.62563862,-90.71655033,80.61904465,-179.6259646
0.009782581182,44.38695478,-90.73651144,80.14174176,-179.615546
0.01005510557,44.14826979,-90.75702857,79.66444024,-179.6048372
0.01033522199,43.90958358,-90.77811721,79.18714015,-179.5938302
0.01062314192,43.67089608,-90.79979328,78.70984158,-179.5825167
0.01091908276,43.43220724,-90.82207313,78.23254462,-179.5708881
0.01122326795,43.19351695,-90.84497358,77.75524935,-179.5589358
0.01153592718,42.95482516,-90.86851191,77.27795587,-179.5466507
0.01185729651,42.71613177,-90.89270588,76.80066428,-179.5340235
0.01218761859,42.47743668,-90.91757375,76.32337469,-179.5210447
0.01252714282,42.23873981,-90.94313429,75.84608721,-179.5077045
0.01287612556,42.00004106,-90.96940678,75.36880196,-179.493993
0.0132348303,41.76134031,-90.99641105,74.89151907,-179.4798998
0.01360352789,41.52263746,-91.02416747,74.41423867,-179.4654141
0.0139824967,41.28393239,-91.05269698,73.9369609,-179.4505253
0.01437202287,41.04522496,-91.08202112,73.4596859,-179.435222
0.01477240052,40.80651506,-91.11216199,72.98241384,-179.4194927
0.01518393193,40.56780253,-91.14314234,72.50514489,-179.4033256
0.01560692784,40.32908723,-91.17498554,72.02787921,-179.3867085
0.01604170763,40.090369,-91.20771561,71.55061698,-179.369629
0.01648859956,39.85164768,-91.24135723,71.07335842,-179.3520741
0.01694794106,39.6129231,-91.27593578,70.59610372,-179.3340307
0.01742007897,39.37419507,-91.31147734,70.1188531,-179.3154852
0.01790536974,39.13546338,-91.34800871,69.64160679,-179.2964237
0.01840417981,38.89672785,-91.38555743,69.16436504,-179.2768318
0.0189168858,38.65798825,-91.42415183,68.68712809,-179.2566949
0.01944387481,38.41924435,-91.46382099,68.20989623,-179.2359978
0.01998554475,38.1804959,-91.50459483,67.73266974,-179.2147249
0.0205423046,37.94174266,-91.54650409,67.25544893,-179.1928604
0.02111457474,37.70298435,-91.58958034,66.77823411,-179.1703878
0.02170278725,37.46422068,-91.63385607,66.30102561,-179.1472902
0.02230738626,37.22545136,-91.67936463,65.82382381,-179.1235503
0.02292882827,36.98667605,-91.72614032,65.34662907,-179.0991504
0.02356758249,36.74789444,-91.77421839,64.8694418,-179.0740722
0.0242241312,36.50910615,-91.82363505,64.39226241,-179.0482969
0.02489897013,36.27031081,-91.87442753,63.91509136,-179.0218051
0.02559260881,36.03150803,-91.92663408,63.4379291,-178.9945772
0.02630557097,35.79269738,-91.98029403,62.96077614,-178.9665927
0.02703839491,35.55387842,-92.03544777,62.483633,-178.9378307
0.02779163396,35.31505068,-92.09213682,62.00650024,-178.9082697
0.02856585684,35.07621366,-92.15040387,61.52937843,-178.8778877
0.02936164812,34.83736685,-92.21029275,61.0522682,-178.8466621
0.03017960865,34.59850969,-92.27184853,60.5751702,-178.8145695
0.03102035603,34.35964159,-92.33511753,60.09808512,-178.7815861
0.03188452506,34.12076193,-92.40014732,59.62101368,-178.7476873
0.03277276822,33.88187007,-92.46698682,59.14395666,-178.7128479
0.03368575617,33.64296532,-92.53568627,58.66691487,-178.677042
0.03462417825,33.40404695,-92.60629731,58.18988916,-178.6402431
0.03558874302,33.16511419,-92.678873,57.71288044,-178.6024239
0.03658017875,32.92616623,-92.75346786,57.23588967,-178.5635563
0.03759923403,32.68720221,-92.83013791,56.75891785,-178.5236117
0.03864667828,32.44822122,-92.90894072,56.28196606,-178.4825604
0.03972330237,32.20922231,-92.98993544,55.80503542,-178.4403723
