branch,sample_idx,gain,re,im
1,1,0.000000000000,-1.000000000000,0.000000000000
1,2,1.000000000000,-1.021729855210,0.000000000000
1,3,2.000000000000,-1.043521141880,0.000000000000
1,4,3.000000000000,-1.065370171940,0.000000000000
1,5,4.000000000000,-1.087273528310,0.000000000000
1,6,5.000000000000,-1.109228042250,0.000000000000
1,7,6.000000000000,-1.131230772820,0.000000000000
1,8,7.000000000000,-1.153278988070,0.000000000000
1,9,8.000000000000,-1.175370148020,0.000000000000
1,10,9.000000000000,-1.197501889010,0.000000000000
1,11,10.000000000000,-1.219672009570,0.000000000000
1,12,11.000000000000,-1.241878457460,0.000000000000
1,13,12.000000000000,-1.264119317880,0.000000000000
1,14,13.000000000000,-1.286392802690,0.000000000000
1,15,14.000000000000,-1.308697240610,0.000000000000
1,16,15.000000000000,-1.331031068240,0.000000000000
1,17,16.000000000000,-1.353392821850,0.000000000000
1,18,17.000000000000,-1.375781129890,0.000000000000
1,19,18.000000000000,-1.398194706120,0.000000000000
1,20,19.000000000000,-1.420632343320,0.000000000000
1,21,20.000000000000,-1.443092907530,0.000000000000
1,22,21.000000000000,-1.465575332780,0.000000000000
1,23,22.000000000000,-1.488078616200,0.000000000000
1,24,23.000000000000,-1.510601813620,0.000000000000
1,25,24.000000000000,-1.533144035420,0.000000000000
1,26,25.000000000000,-1.555704442770,0.000000000000
1,27,26.000000000000,-1.578282244190,0.000000000000
1,28,27.000000000000,-1.600876692310,0.000000000000
1,29,28.000000000000,-1.623487080930,0.000000000000
1,30,29.000000000000,-1.646112742310,0.000000000000
1,31,30.000000000000,-1.668753044650,0.000000000000
1,32,31.000000000000,-1.691407389740,0.000000000000
1,33,32.000000000000,-1.714075210820,0.000000000000
1,34,33.000000000000,-1.736755970590,0.000000000000
1,35,34.000000000000,-1.759449159380,0.000000000000
1,36,35.000000000000,-1.782154293400,0.000000000000
1,37,36.000000000000,-1.804870913150,0.000000000000
1,38,37.000000000000,-1.827598581990,0.000000000000
1,39,38.000000000000,-1.850336884720,0.000000000000
1,40,39.000000000000,-1.873085426310,0.000000000000
1,41,40.000000000000,-1.895843830740,0.000000000000
1,42,41.000000000000,-1.918611739850,0.000000000000
1,43,42.000000000000,-1.941388812350,0.000000000000
1,44,43.000000000000,-1.964174722830,0.000000000000
1,45,44.000000000000,-1.986969160870,0.000000000000
1,46,45.000000000000,-2.009771830190,0.000000000000
1,47,46.000000000000,-2.032582447880,0.000000000000
1,48,47.000000000000,-2.055400743670,0.000000000000
1,49,48.000000000000,-2.078226459230,0.000000000000
1,50,49.000000000000,-2.101059347520,0.000000000000
1,51,50.000000000000,-2.123899172220,0.000000000000
1,52,51.000000000000,-2.146745707110,0.000000000000
1,53,52.000000000000,-2.169598735610,0.000000000000
1,54,53.000000000000,-2.192458050220,0.000000000000
1,55,54.000000000000,-2.215323452100,0.000000000000
1,56,55.000000000000,-2.238194750580,0.000000000000
1,57,56.000000000000,-2.261071762800,0.000000000000
1,58,57.000000000000,-2.283954313290,0.000000000000
1,59,58.000000000000,-2.306842233620,0.000000000000
1,60,59.000000000000,-2.329735362020,0.000000000000
1,61,60.000000000000,-2.352633543120,0.000000000000
1,62,61.000000000000,-2.375536627570,0.000000000000
1,63,62.000000000000,-2.398444471800,0.000000000000
1,64,63.000000000000,-2.421356937750,0.000000000000
1,65,64.000000000000,-2.444273892570,0.000000000000
1,66,65.000000000000,-2.467195208420,0.000000000000
1,67,66.000000000000,-2.490120762220,0.000000000000
1,68,67.000000000000,-2.513050435420,0.000000000000
1,69,68.000000000000,-2.535984113840,0.000000000000
1,70,69.000000000000,-2.558921687410,0.000000000000
1,71,70.000000000000,-2.581863050040,0.000000000000
1,72,71.000000000000,-2.604808099420,0.000000000000
1,73,72.000000000000,-2.627756736870,0.000000000000
1,74,73.000000000000,-2.650708867140,0.000000000000
1,75,74.000000000000,-2.673664398340,0.000000000000
1,76,75.000000000000,-2.696623241710,0.000000000000
1,77,76.000000000000,-2.719585311540,0.000000000000
1,78,77.000000000000,-2.742550525030,0.000000000000
1,79,78.000000000000,-2.765518802170,0.000000000000
1,80,79.000000000000,-2.788490065630,0.000000000000
1,81,80.000000000000,-2.811464240620,0.000000000000
1,82,81.000000000000,-2.834441254820,0.000000000000
1,83,82.000000000000,-2.857421038270,0.000000000000
1,84,83.000000000000,-2.880403523280,0.000000000000
1,85,84.000000000000,-2.903388644310,0.000000000000
1,86,85.000000000000,-2.926376337930,0.000000000000
1,87,86.000000000000,-2.949366542720,0.000000000000
1,88,87.000000000000,-2.972359199160,0.000000000000
1,89,88.000000000000,-2.995354249600,0.000000000000
1,90,89.000000000000,-3.018351638180,0.000000000000
1,91,90.000000000000,-3.041351310750,0.000000000000
1,92,91.000000000000,-3.064353214790,0.000000000000
1,93,92.000000000000,-3.087357299380,0.000000000000
1,94,93.000000000000,-3.110363515150,0.000000000000
1,95,94.000000000000,-3.133371814160,0.000000000000
1,96,95.000000000000,-3.156382149930,0.000000000000
1,97,96.000000000000,-3.179394477310,0.000000000000
1,98,97.000000000000,-3.202408752480,0.000000000000
1,99,98.000000000000,-3.225424932900,0.000000000000
1,100,99.000000000000,-3.248442977240,0.000000000000
1,101,100.000000000000,-3.271462845350,0.000000000000
1,102,101.000000000000,-3.294484498230,0.000000000000
1,103,102.000000000000,-3.317507897970,0.000000000000
1,104,103.000000000000,-3.340533007720,0.000000000000
1,105,104.000000000000,-3.363559791650,0.000000000000
1,106,105.000000000000,-3.386588214930,0.000000000000
1,107,106.000000000000,-3.409618243680,0.000000000000
1,108,107.000000000000,-3.432649844940,0.000000000000
1,109,108.000000000000,-3.455682986640,0.000000000000
1,110,109.000000000000,-3.478717637580,0.000000000000
1,111,110.000000000000,-3.501753767400,0.000000000000
1,112,111.000000000000,-3.524791346510,0.000000000000
1,113,112.000000000000,-3.547830346150,0.000000000000
1,114,113.000000000000,-3.570870738260,0.000000000000
1,115,114.000000000000,-3.593912495560,0.000000000000
1,116,115.000000000000,-3.616955591450,0.000000000000
1,117,116.000000000000,-3.640000000000,0.000000000000
2,1,0.000000000000,-0.040000000000,0.000000000000
2,2,1.000000000000,-0.041414504809,0.000000000000
2,3,2.000000000000,-0.042767578167,0.000000000000
2,4,3.000000000000,-0.044062908126,0.000000000000
2,5,4.000000000000,-0.045303911782,0.000000000000
2,6,5.000000000000,-0.046493757863,0.000000000000
2,7,6.000000000000,-0.047635387322,0.000000000000
2,8,7.000000000000,-0.048731532090,0.000000000000
2,9,8.000000000000,-0.049784732169,0.000000000000
2,10,9.000000000000,-0.050797351202,0.000000000000
2,11,10.000000000000,-0.051771590664,0.000000000000
2,12,11.000000000000,-0.052709502796,0.000000000000
2,13,12.000000000000,-0.053613002404,0.000000000000
2,14,13.000000000000,-0.054483877618,0.000000000000
2,15,14.000000000000,-0.055323799719,0.000000000000
2,16,15.000000000000,-0.056134332111,0.000000000000
2,17,16.000000000000,-0.056916938522,0.000000000000
2,18,17.000000000000,-0.057672990504,0.000000000000
2,19,18.000000000000,-0.058403774299,0.000000000000
2,20,19.000000000000,-0.059110497124,0.000000000000
2,21,20.000000000000,-0.059794292936,0.000000000000
2,22,21.000000000000,-0.060456227713,0.000000000000
2,23,22.000000000000,-0.061097304310,0.000000000000
2,24,23.000000000000,-0.061718466914,0.000000000000
2,25,24.000000000000,-0.062320605141,0.000000000000
2,26,25.000000000000,-0.062904557812,0.000000000000
2,27,26.000000000000,-0.063471116418,0.000000000000
2,28,27.000000000000,-0.064021028325,0.000000000000
2,29,28.000000000000,-0.064554999727,0.000000000000
2,30,29.000000000000,-0.065073698365,0.000000000000
2,31,30.000000000000,-0.065577756050,0.000000000000
2,32,31.000000000000,-0.066067770988,0.000000000000
2,33,32.000000000000,-0.066544309932,0.000000000000
2,34,33.000000000000,-0.067007910177,0.000000000000
2,35,34.000000000000,-0.067459081410,0.000000000000
2,36,35.000000000000,-0.067898307419,0.000000000000
2,37,36.000000000000,-0.068326047689,0.000000000000
2,38,37.000000000000,-0.068742738873,0.000000000000
2,39,38.000000000000,-0.069148796171,0.000000000000
2,40,39.000000000000,-0.069544614603,0.000000000000
2,41,40.000000000000,-0.069930570200,0.000000000000
2,42,41.000000000000,-0.070307021110,0.000000000000
2,43,42.000000000000,-0.070674308632,0.000000000000
2,44,43.000000000000,-0.071032758175,0.000000000000
2,45,44.000000000000,-0.071382680163,0.000000000000
2,46,45.000000000000,-0.071724370867,0.000000000000
2,47,46.000000000000,-0.072058113195,0.000000000000
2,48,47.000000000000,-0.072384177425,0.000000000000
2,49,48.000000000000,-0.072702821890,0.000000000000
2,50,49.000000000000,-0.073014293621,0.000000000000
2,51,50.000000000000,-0.073318828951,0.000000000000
2,52,51.000000000000,-0.073616654080,0.000000000000
2,53,52.000000000000,-0.073907985606,0.000000000000
2,54,53.000000000000,-0.074193031017,0.000000000000
2,55,54.000000000000,-0.074471989167,0.000000000000
2,56,55.000000000000,-0.074745050709,0.000000000000
2,57,56.000000000000,-0.075012398510,0.000000000000
2,58,57.000000000000,-0.075274208040,0.000000000000
2,59,58.000000000000,-0.075530647739,0.000000000000
2,60,59.000000000000,-0.075781879357,0.000000000000
2,61,60.000000000000,-0.076028058285,0.000000000000
