t,before,after
24.49415693,1.009775712,1.000300013
24.5409015,1.009829682,1.000298176
24.58764608,1.009853032,1.000295484
24.63439065,1.00984622,1.000291971
24.68113523,1.009809791,1.000287675
24.7278798,1.009744369,1.000282633
24.77462437,1.009650652,1.000276885
24.82136895,1.009529415,1.00027047
24.86811352,1.0093815,1.000263429
24.9148581,1.009207817,1.000255804
24.96160267,1.009009337,1.000247636
25.00834725,1.008787089,1.000238968
25.05509182,1.008542156,1.000229843
25.10183639,1.00827567,1.000220301
25.14858097,1.007988812,1.000210387
25.19532554,1.007682799,1.000200142
25.24207012,1.007358888,1.000189608
25.28881469,1.007018367,1.000178827
25.33555927,1.006662553,1.000167838
25.38230384,1.006292785,1.000156684
25.42904841,1.005910422,1.000145403
25.47579299,1.005516836,1.000134033
25.52253756,1.005113412,1.000122612
25.56928214,1.004701537,1.000111178
25.61602671,1.004282602,1.000099765
25.66277129,1.003857995,1.000088407
25.70951586,1.003429096,1.000077139
25.75626043,1.002997275,1.00006599
25.80300501,1.002563886,1.000054993
25.84974958,1.002130267,1.000044175
25.89649416,1.001697729,1.000033565
25.94323873,1.001267561,1.000023188
25.98998331,1.000841021,1.000013068
26.03672788,1.000419334,1.000003229
26.08347245,1.000003689,0.9999936919
26.13021703,0.9995952364,0.9999844759
26.1769616,0.999195086,0.9999755994
26.22370618,0.9988043019,0.9999670788
26.27045075,0.9984239018,0.999958929
26.31719533,0.9980548547,0.9999511632
26.3639399,0.9976980783,0.999943793
26.41068447,0.9973544373,0.9999368285
26.45742905,0.9970247418,0.9999302783
26.50417362,0.9967097459,0.9999241491
26.5509182,0.9964101461,0.9999184466
26.59766277,0.9961265803,0.9999131747
26.64440735,0.9958596269,0.9999083358
26.69115192,0.9956098042,0.9999039312
26.73789649,0.9953775699,0.9998999605
26.78464107,0.9951633203,0.9998964221
26.83138564,0.9949673908,0.9998933133
26.87813022,0.9947900555,0.99989063
26.92487479,0.9946315279,0.9998883668
26.97161937,0.9944919605,0.9998865175
27.01836394,0.9943714464,0.9998850745
27.06510851,0.9942700191,0.9998840295
27.11185309,0.9941876543,0.999883373
27.15859766,0.9941242702,0.9998830948
27.20534224,0.9940797293,0.9998831837
27.25208681,0.9940538396,0.9998836278
27.29883139,0.9940463558,0.9998844145
27.34557596,0.9940569817,0.9998855306
27.39232053,0.9940853713,0.9998869621
27.43906511,0.9941311309,0.9998886948
27.48580968,0.9941938213,0.9998907137
27.53255426,0.9942729598,0.9998930036
27.57929883,0.9943680222,0.999895549
27.62604341,0.9944784454,0.9998983338
27.67278798,0.9946036298,0.9999013421
27.71953255,0.9947429414,0.9999045574
27.76627713,0.9948957148,0.9999079634
27.8130217,0.9950612551,0.9999115437
27.85976628,0.9952388412,0.9999152816
27.90651085,0.995427728,0.9999191609
27.95325543,0.9956271492,0.999923165
28,0.9958363199,0.9999272778
