t,before,after
0,0,0
0.09838998211,0.5635347273,0.5649804805
0.1967799642,0.7742123559,0.7776363192
0.2951699463,0.8529742511,0.8578642967
0.3935599284,0.8824194095,0.8883150477
0.4919499106,0.8934274909,0.9000537423
0.5903398927,0.8975428655,0.9047565898
0.6887298748,0.8990813995,0.9068122462
0.7871198569,0.8996565809,0.9078702607
0.885509839,0.8998716127,0.908550659
0.9838998211,0.8999520024,0.9090865092
1.082289803,0.8999820561,0.9095654366
1.180679785,0.8999932917,0.9100204001
1.279069767,0.8999974921,0.9104638114
1.37745975,0.8999990624,0.9109003593
1.475849732,0.8999996495,0.9113318293
1.574239714,0.899999869,0.9117589158
1.672629696,0.899999951,0.9121819025
1.771019678,0.8999999817,0.9126009189
1.86940966,0.8999999932,0.9130160361
1.967799642,0.8999999974,0.913427303
2.066189624,0.899999999,0.9138347603
2.164579606,0.8999999996,0.9142384449
2.262969589,0.8999999999,0.9146383925
2.361359571,0.8999999999,0.915034638
2.459749553,0.9,0.9154272156
2.558139535,0.9,0.9158161594
2.656529517,0.9,0.9162015031
2.754919499,0.9,0.9165832799
2.853309481,0.9,0.9169615229
2.951699463,0.9,0.9173362647
3.050089445,0.9,0.9177075379
3.148479428,0.9,0.9180753745
3.24686941,0.9,0.9184398063
3.345259392,0.9,0.9188008648
3.443649374,0.9,0.9191585812
3.542039356,0.9,0.9195129866
3.640429338,0.9,0.9198641115
3.73881932,0.9,0.9202119863
3.837209302,0.9,0.920556641
3.935599284,0.9,0.9208981056
4.033989267,0.9,0.9212364095
4.132379249,0.9,0.921571582
4.230769231,0.9,0.921903652
4.329159213,0.9,0.9222326483
4.427549195,0.9,0.9225585993
4.525939177,0.9,0.9228815332
4.624329159,0.9,0.923201478
4.722719141,0.9,0.9235184613
4.821109123,0.9,0.9238325105
4.919499106,0.9,0.9241436528
5.017889088,0.9,0.9244519151
5.11627907,0.9,0.9247573241
5.214669052,0.9,0.9250599061
5.313059034,0.9,0.9253596873
5.411449016,0.9,0.9256566937
5.509838998,0.9,0.9259509509
5.60822898,0.9,0.9262424844
5.706618962,0.9,0.9265313194
5.805008945,0.9,0.9268174808
5.903398927,0.9,0.9271009935
6.001788909,0.9,0.9273818819
6.100178891,0.9,0.9276601703
6.198568873,0.9,0.9279358829
6.296958855,0.9,0.9282090433
6.395348837,0.9,0.9284796754
6.493738819,0.9,0.9287478023
6.592128801,0.9,0.9290134475
6.690518784,0.9,0.9292766337
6.788908766,0.9,0.9295373839
6.887298748,0.9,0.9297957205
6.98568873,0.9,0.9300516658
7.084078712,0.9,0.9303052421
7.182468694,0.9,0.9305564712
7.280858676,0.9,0.9308053748
7.379248658,0.9,0.9310519745
7.47763864,0.9,0.9312962917
