w,base,lag,pi,lead,lead_lag
0.375129413,-174.9990535,-176.0981682,-176.4306558,-156.1384178,-162.3070552
0.381846001,-175.4242664,-176.5040679,-176.8306974,-156.8076675,-162.9124128
0.3886828475,-175.8485484,-176.9093754,-177.2302502,-157.475291,-163.5155953
0.3956421059,-176.2719828,-177.3141681,-177.6293899,-158.1412613,-164.1166307
0.4027259679,-176.6946535,-177.718524,-178.0281928,-158.8055566,-164.7155514
0.4099366644,-177.1166451,-178.1225222,-178.4267361,-159.4681598,-165.3123936
0.4172764665,-177.5380429,-178.5262421,-178.8250974,-160.1290591,-165.9071972
0.4247476857,-177.9589325,-178.9297641,-179.2233554,-160.7882474,-166.5000058
0.432352675,-178.3794,-179.3331687,-179.6215891,-161.4457224,-167.0908666
0.4400938295,-178.7995319,-179.736537,-180.0198778,-162.1014864,-167.6798298
0.4479735872,-179.2194148,-180.1399507,-180.4183014,-162.7555461,-168.2669489
0.4559944298,-179.6391358,-180.5434914,-180.8169402,-163.4079126,-168.8522803
0.4641588834,-180.0587819,-180.9472412,-181.2158747,-164.0586015,-169.4358832
0.4724695192,-180.4784401,-181.3512822,-181.6151853,-164.707632,-170.0178194
0.4809289547,-180.8981977,-181.7556967,-182.0149529,-165.3550277,-170.5981531
0.489539854,-181.3181416,-182.160567,-182.4152582,-166.0008156,-171.176951
0.498304929,-181.7383588,-182.5659751,-182.8161819,-166.6450266,-171.7542818
0.5072269403,-182.1589359,-182.9720031,-183.2178047,-167.2876949,-172.330216
0.5163086977,-182.5799592,-183.3787328,-183.6202068,-167.9288582,-172.9048262
0.5255530615,-183.0015147,-183.7862458,-184.0234685,-168.5685571,-173.4781864
0.534962943,-183.423688,-184.1946231,-184.4276696,-169.2068353,-174.0503722
0.5445413059,-183.8465642,-184.6039456,-184.8328895,-169.8437392,-174.6214606
0.5542911667,-184.2702276,-185.0142934,-185.239207,-170.479318,-175.1915295
0.564215596,-184.694762,-185.425746,-185.6467004,-171.1136232,-175.7606581
0.5743177195,-185.1202505,-185.8383826,-186.0554475,-171.7467085,-176.3289262
0.5846007186,-185.5467753,-186.2522812,-186.4655253,-172.3786299,-176.8964145
0.5950678321,-185.9744177,-186.6675192,-186.8770098,-173.0094451,-177.4632042
0.6057223563,-186.403258,-187.0841731,-187.2899763,-173.6392136,-178.0293767
0.6165676467,-186.8333756,-187.5023182,-187.7044991,-174.2679964,-178.5950139
0.6276071191,-187.2648485,-187.9220291,-188.1206514,-174.8958558,-179.1601975
0.6388442502,-187.6977537,-188.3433789,-188.5385053,-175.5228555,-179.7250094
0.650282579,-188.1321666,-188.7664395,-188.9581318,-176.14906,-180.289531
0.6619257079,-188.5681617,-189.1912816,-189.3796002,-176.7745345,-180.8538436
0.6737773038,-189.0058114,-189.6179745,-189.8029787,-177.3993451,-181.4180278
0.6858410992,-189.4451869,-190.0465857,-190.2283341,-178.0235579,-181.9821635
0.6981208935,-189.8863578,-190.4771813,-190.6557312,-178.6472397,-182.5463298
0.7106205541,-190.3293915,-190.9098257,-191.0852334,-179.2704571,-183.110605
0.7233440177,-190.774354,-191.3445814,-191.5169023,-179.8932765,-183.6750661
0.7362952913,-191.2213091,-191.7815091,-191.9507975,-180.5157642,-184.2397888
0.7494784539,-191.6703185,-192.2206674,-192.3869767,-181.137986,-184.8048475
0.7628976574,-192.1214419,-192.6621127,-192.8254955,-181.7600068,-185.370315
0.7765571279,-192.5747366,-193.1058995,-193.2664073,-182.3818907,-185.9362623
0.7904611675,-193.0302576,-193.5520798,-193.7097631,-183.003701,-186.5027587
0.8046141551,-193.4880574,-194.000703,-194.1556117,-183.6254995,-187.0698713
0.819020548,-193.9481861,-194.4518164,-194.6039992,-184.2473468,-187.6376653
0.8336848833,-194.4106907,-194.9054642,-195.0549693,-184.8693017,-188.2062034
0.8486117795,-194.8756159,-195.3616882,-195.5085626,-185.4914216,-188.775546
0.8638059376,-195.3430031,-195.8205273,-195.9648173,-186.1137615,-189.3457509
0.8792721429,-195.812891,-196.2820173,-196.4237685,-186.7363748,-189.9168731
0.8950152663,-196.285315,-196.746191,-196.8854481,-187.3593123,-190.4889649
0.911040266,-196.7603074,-197.2130782,-197.3498851,-187.9826225,-191.0620755
0.9273521888,-197.2378971,-197.6827052,-197.817105,-188.6063514,-191.636251
0.943956172,-197.7181097,-198.155095,-198.28713,-189.2305421,-192.2115344
0.960857445,-198.200967,-198.6302671,-198.7599791,-189.8552348,-192.7879651
0.9780613306,-198.6864875,-199.1082374,-199.2356672,-190.4804669,-193.3655791
0.9955732469,-199.1746857,-199.5890183,-199.7142061,-191.1062722,-193.9444089
1.013398709,-199.6655724,-200.072618,-200.1956033,-191.7326815,-194.5244829
1.031543332,-200.1591545,-200.5590413,-200.6798627,-192.3597219,-195.1058261
1.050012828,-200.6554347,-201.0482886,-201.1669843,-192.9874171,-195.6884591
1.068813016,-201.1544119,-201.5403565,-201.6569639,-193.6157867,-196.2723988
1.087949816,-201.6560805,-202.0352373,-202.1497932,-194.2448469,-196.8576576
1.107429255,-202.1604308,-202.5329191,-202.6454596,-194.8746095,-197.4442439
1.127257469,-202.6674488,-203.0333859,-203.1439464,-195.5050824,-198.0321616
1.1474407,-203.1771158,-203.5366169,-203.6452324,-196.1362694,-198.62141
1.167985307,-203.689409,-204.0425873,-204.1492919,-196.7681697,-199.2119842
1.18889776,-204.2043009,-204.5512675,-204.6560948,-197.4007786,-199.8038746
1.210184644,-204.7217593,-205.0626234,-205.1656066,-198.0340865,-200.3970668
1.231852663,-205.2417475,-205.5766165,-205.677788,-198.6680795,-200.9915418
1.253908643,-205.7642243,-206.0932035,-206.1925951,-199.3027391,-201.587276
1.276359529,-206.2891434,-206.6123366,-206.7099796,-199.9380422,-202.1842407
1.299212392,-206.8164542,-207.133963,-207.2298883,-200.5739611,-202.7824028
1.322474429,-207.3461013,-207.6580257,-207.7522634,-201.2104632,-203.381724
1.346152966,-207.8780245,-208.1844626,-208.2770425,-201.8475114,-203.9821615
1.370255461,-208.412159,-208.7132073,-208.8041585,-202.4850638,-204.5836674
1.394789504,-208.9484352,-209.2441886,-209.3335398,-203.1230739,-205.1861893
1.419762822,-209.4867791,-209.7773307,-209.86511,-203.7614904,-205.7896697
1.445183281,-210.0271121,-210.3125532,-210.3987884,-204.4002574,-206.3940468
1.471058886,-210.5693508,-210.8497715,-210.9344896,-205.0393144,-206.9992538
1.497397787,-211.1134077,-211.3888961,-211.4721239,-205.6785964,-207.6052193
1.524208278,-211.6591907,-211.9298337,-212.0115973,-206.3180338,-208.2118676
1.551498804,-212.2066035,-212.4724863,-212.5528116,-206.9575528,-208.8191184
1.579277959,-212.7555458,-213.016752,-213.0956643,-207.5970751,-209.4268871
1.607554492,-213.3059129,-213.5625249,-213.6400489,-208.2365183,-210.035085
1.636337308,-213.8575966,-214.109695,-214.1858553,-208.875796,-210.6436191
1.665635473,-214.4104845,-214.6581488,-214.7329694,-209.5148177,-211.2523926
1.695458213,-214.9644609,-215.2077691,-215.2812735,-210.1534893,-211.8613048
1.725814922,-215.5194066,-215.7584352,-215.8306466,-210.7917128,-212.4702515
1.756715158,-216.0751988,-216.3100233,-216.3809643,-211.4293871,-213.079125
1.788168655,-216.6317121,-216.8624062,-216.9320993,-212.0664074,-213.6878143
1.820185318,-217.1888178,-217.4154542,-217.4839214,-212.7026661,-214.2962052
1.85277523,-217.7463847,-217.9690348,-218.0362975,-213.3380526,-214.9041807
1.885948656,-218.3042789,-218.5230129,-218.5890924,-213.9724537,-215.5116213
1.919716043,-218.8623646,-219.0772512,-219.1421683,-214.6057534,-216.1184048
1.954088025,-219.4205036,-219.6316106,-219.6953857,-215.2378339,-216.724407
1.989075428,-219.9785562,-220.1859499,-220.2486032,-215.868575,-217.3295014
2.024689271,-220.5363807,-220.7401266,-220.8016778,-216.497855,-217.9335602
2.06094077,-221.0938346,-221.2939968,-221.3544652,-217.1255504,-218.5364537
2.097841342,-221.650774,-221.8474155,-221.9068202,-217.7515367,-219.1380511
2.135402608,-222.2070543,-222.400237,-222.4585968,-218.3756882,-219.7382207
2.173636398,-222.7625303,-222.9523151,-223.0096483,-218.9978783,-220.33683
2.212554754,-223.3170565,-223.5035031,-223.5598278,-219.61798,-220.9337458
2.252169932,-223.8704874,-224.0536546,-224.1089885,-220.235866,-221.5288351
2.292494409,-224.4226777,-224.602623,-224.6569836,-220.8514091,-222.1219645
2.333540884,-224.9734824,-225.1502626,-225.2036669,-221.4644821,-222.7130012
2.375322285,-225.5227574,-225.6964282,-225.748893,-222.0749584,-223.3018128
2.417851771,-226.0703594,-226.2409755,-226.2925175,-222.682712,-223.8882676
2.461142735,-226.6161465,-226.7837616,-226.8343969,-223.2876182,-224.472235
2.505208812,-227.1599781,-227.3246449,-227.3743896,-223.889553,-225.0535858
2.55006388,-227.7017153,-227.8634857,-227.9123553,-224.4883944,-225.6321921
2.595722065,-228.241221,-228.4001459,-228.4481559,-225.0840215,-226.2079278
2.642197747,-228.7783603,-228.9344898,-228.9816553,-225.6763158,-226.7806687
2.689505564,-229.3130006,-229.4663839,-229.5127197,-226.2651604,-227.3502929
2.737660413,-229.8450117,-229.9956971,-230.0412179,-226.850441,-227.9166806
2.786677462,-230.3742664,-230.5223014,-230.5670214,-227.4320458,-228.4797147
2.836572148,-230.9006401,-231.0460711,-231.0900045,-228.0098654,-229.0392808
2.887360184,-231.4240112,-231.5668842,-231.6100448,-228.5837934,-229.5952674
2.939057566,-231.9442615,-232.0846215,-232.1270229,-229.1537263,-230.147566
2.991680575,-232.4612762,-232.5991673,-232.6408228,-229.7195639,-230.6960713
3.045245784,-232.9749436,-233.1104093,-233.1513321,-230.281209,-231.2406814
3.099770064,-233.485156,-233.6182389,-233.6584419,-230.838568,-231.7812977
3.155270586,-233.9918093,-234.1225513,-234.1620471,-231.3915508,-232.3178252
3.211764829,-234.494803,-234.6232454,-234.6620464,-231.9400706,-232.8501728
3.269270586,-234.9940408,-235.1202239,-235.1583425,-232.4840447,-233.3782528
3.327805967,-235.4894303,-235.6133939,-235.6508419,-233.0233938,-233.9019816
3.387389408,-235.9808829,-236.102666,-236.1394553,-233.5580427,-234.4212793
3.448039674,-236.4683143,-236.5879554,-236.6240975,-234.08792,-234.9360701
3.509775867,-236.9516444,-237.069181,-237.1046874,-234.6129582,-235.4462821
3.572617428,-237.430797,-237.5462661,-237.581148,-235.1330936,-235.9518473
3.636584151,-237.9057002,-238.0191383,-238.0534066,-235.6482667,-236.452702
3.701696179,-238.3762862,-238.487729,-238.5213945,-236.158422,-236.9487864
3.767974021,-238.8424916,-238.9519742,-238.9850475,-236.6635077,-237.4400447
3.835438549,-239.304257,-239.4118138,-239.4443053,-237.1634762,-237.9264251
3.90411101,-239.7615269,-239.8671918,-239.8991119,-237.6582838,-238.40788
3.974013033,-240.2142503,-240.3180567,-240.3494152,-238.1478907,-238.8843656
4.045166632,-240.6623801,-240.7643605,-240.7951675,-238.6322611,-239.355842
4.117594217,-241.1058732,-241.2060598,-241.2363249,-239.1113627,-239.8222735
4.191318597,-241.5446905,-241.6431149,-241.6728476,-239.5851674,-240.2836279
4.266362992,-241.9787967,-242.0754898,-242.1046995,-240.0536506,-240.739877
4.342751036,-242.4081605,-242.5031529,-242.5318487,-240.5167913,-241.1909962
4.420506787,-242.8327543,-242.9260757,-242.9542669,-240.9745724,-241.6369645
4.499654732,-243.2525541,-243.3442341,-243.3719293,-241.4269799,-242.0777648
4.5802198,-243.6675396,-243.757607,-243.7848151,-241.8740036,-242.5133831
4.662227363,-244.0776941,-244.1661771,-244.1929066,-242.3156364,-242.943809
4.745703248,-244.483004,-244.5699307,-244.59619,-242.7518747,-243.3690354
4.830673746,-244.8834593,-244.968857,-244.9946544,-243.1827177,-243.7890584
4.917165617,-245.2790533,-245.3629489,-245.3882925,-243.6081682,-244.2038772
5.005206102,-245.6697822,-245.7522021,-245.7771,-244.0282314,-244.613494
5.094822926,-246.0556454,-246.1366155,-246.1610754,-244.4429158,-245.0179142
5.186044315,-246.4366451,-246.516191,-246.5402207,-244.8522326,-245.4171457
5.278898997,-246.8127865,-246.8909332,-246.9145401,-245.2561955,-245.8111992
5.373416217,-247.1840772,-247.2608494,-247.2840411,-245.6548209,-246.2000881
5.469625741,-247.5505279,-247.6259496,-247.6487334,-246.0481278,-246.5838284
5.56755787,-247.9121514,-247.9862464,-248.0086295,-246.4361373,-246.9624384
5.667243447,-248.268963,-248.3417547,-248.3637441,-246.818873,-247.3359386
5.768713866,-248.6209804,-248.6924918,-248.7140943,-247.1963604,-247.7043519
5.872001085,-248.9682234,-249.038477,-249.0596995,-247.5686274,-248.0677033
5.977137633,-249.3107141,-249.3797318,-249.4005811,-247.9357036,-248.4260197
6.084156621,-249.6484762,-249.7162799,-249.7367624,-248.2976205,-248.7793299
6.193091755,-249.9815356,-250.0481467,-250.0682689,-248.6544115,-249.1276647
6.303977342,-250.3099199,-250.3753594,-250.3951277,-249.0061116,-249.4710563
6.416848305,-250.6336585,-250.6979469,-250.7173674,-249.3527571,-249.8095389
6.531740191,-250.9527822,-251.0159398,-251.0350187,-249.6943863,-250.1431478
6.648689184,-251.2673234,-251.32937,-251.3481134,-250.0310384,-250.4719199
6.767732116,-251.5773159,-251.6382712,-251.6566849,-250.3627542,-250.7958937
6.888906479,-251.882795,-251.9426781,-251.9607678,-250.6895755,-251.1151085
7.012250436,-252.1837969,-252.2426267,-252.2603982,-251.0115455,-251.4296051
7.137802831,-252.4803593,-252.5381543,-252.5556132,-251.3287081,-251.7394252
7.265603208,-252.7725207,-252.8292991,-252.8464509,-251.6411084,-252.0446116
7.395691814,-253.0603208,-253.1161004,-253.1329506,-251.9487924,-252.345208
7.528109621,-253.3438001,-253.3985986,-253.4151523,-252.2518066,-252.6412588
7.662898332,-253.6229999,-253.6768345,-253.6930971,-252.5501987,-252.9328094
7.800100398,-253.8979624,-253.9508501,-253.9668266,-252.8440167,-253.2199059
7.939759028,-254.1687305,-254.2206879,-254.2363834,-253.1333094,-253.5025948
8.081918207,-254.4353476,-254.4863911,-254.5018105,-253.418126,-253.7809233
8.226622707,-254.6978578,-254.7480035,-254.7631517,-253.6985162,-254.0549393
8.373918101,-254.9563057,-255.0055693,-255.020451,-253.9745303,-254.3246908
8.523850778,-255.2107363,-255.2591333,-255.2737533,-254.2462187,-254.5902264
8.676467957,-255.4611949,-255.5087406,-255.5231035,-254.5136321,-254.851595
8.831817705,-255.7077273,-255.7544368,-255.768547,-254.7768218,-255.1088458
8.989948947,-255.9503797,-255.9962675,-256.0101295,-255.0358388,-255.3620282
9.150911485,-256.1891981,-256.2342788,-256.247897,-255.2907346,-255.6111916
9.314756013,-256.4242292,-256.4685169,-256.4818955,-255.5415608,-255.856386
9.481534131,-256.6555195,-256.6990282,-256.7121715,-255.7883687,-256.097661
9.651298365,-256.8831158,-256.9258592,-256.9387712,-256.0312101,-256.3350665
9.82410218,-257.1070647,-257.1490563,-257.1617412,-256.2701365,-256.5686523
10,-257.3274132,-257.3686661,-257.381128,-256.5051993,-256.7984683
