t,r,y,ym,yf,feedback,e,u,delta
5.52,0.72,0.49685391,0.61079523,0.41324871,0.61079523,0.10920477,0.23479026,0.51134916
5.54,0.72,0.49713798,0.43844135,0.4141648,0.43844135,0.28155865,0.60535109,0.51886931
5.56,0.72,0.49739794,0.48787933,0.41684533,0.48787933,0.23212067,0.49905944,0.51728452
5.58,0.72,0.49765144,0.4807974,0.41917086,0.4807974,0.2392026,0.51428559,0.51704461
5.6,0.72,0.49798884,0.44023875,0.41993696,0.44023875,0.27976125,0.60148669,0.52379997
5.62,0.72,0.49843813,0.42399749,0.42008462,0.42399749,0.29600251,0.63640539,0.53280841
5.64,0.72,0.49896912,0.43275573,0.42054539,0.43275573,0.28724427,0.61757518,0.53958975
5.66,0.72,0.49927751,0.56624095,0.42584341,0.56624095,0.15375905,0.33058197,0.52286913
5.68,0.72,0.49972106,0.4141086,0.42541669,0.4141086,0.3058914,0.65766651,0.53365292
5.7,0.72,0.50005499,0.5186032,0.42880529,0.5186032,0.2013968,0.43300311,0.52560093
5.72,0.72,0.50013631,0.58741958,0.43457308,0.58741958,0.13258042,0.28504791,0.50635669
5.74,0.72,0.50035283,0.42308941,0.43415549,0.42308941,0.29691059,0.63835777,0.51691678
5.76,0.72,0.50028572,0.60611257,0.44040848,0.60611257,0.11388743,0.24485797,0.49515207
5.78,0.72,0.50009445,0.54603269,0.44424936,0.54603269,0.17396731,0.37402973,0.48546229
5.8,0.72,0.50000252,0.45055728,0.44447874,0.45055728,0.26944272,0.57930186,0.49296945
5.82,0.72,0.4997463,0.56526782,0.44887107,0.56526782,0.15473218,0.33267419,0.48014583
5.84,0.72,0.49982518,0.34717724,0.44517311,0.34717724,0.37282276,0.80156893,0.50585968
5.86,0.72,0.49996969,0.45468614,0.44551904,0.45468614,0.26531386,0.5704248,0.51102489
5.88,0.72,0.50003363,0.51778209,0.44814679,0.51778209,0.20221791,0.43476851,0.50492438
5.9,0.72,0.49999692,0.53012683,0.45112788,0.53012683,0.18987317,0.40822731,0.49718861
5.92,0.72,0.50015355,0.40184584,0.4493358,0.40184584,0.31815416,0.68403145,0.51213604
5.94,0.72,0.50027259,0.49782622,0.45109909,0.49782622,0.22217378,0.47767363,0.50937905
5.96,0.72,0.50036947,0.49236949,0.45259983,0.49236949,0.22763051,0.4894056,0.50778117
5.98,0.72,0.5003619,0.53032721,0.45542628,0.53032721,0.18967279,0.40779649,0.4997824
6,0.72,0.50012119,0.59263186,0.46041558,0.59263186,0.12736814,0.27384149,0.48170712
6.02,0.72,0.49982019,0.52451655,0.46274652,0.52451655,0.19548345,0.42028941,0.47679371
6.04,0.72,0.49954249,0.48948614,0.46371887,0.48948614,0.23051386,0.49560481,0.4782986
6.06,0.72,0.49928359,0.49068107,0.46469932,0.49068107,0.22931893,0.49303569,0.47947756
6.08,0.72,0.49885323,0.57574825,0.46873746,0.57574825,0.14425175,0.31014127,0.46593066
6.1,0.72,0.49848472,0.47792343,0.46907149,0.47792343,0.24207657,0.52046463,0.47029338
6.12,0.72,0.49819839,0.46636935,0.46897323,0.46636935,0.25363065,0.54530589,0.47629438
6.14,0.72,0.4976752,0.60685686,0.47398718,0.60685686,0.11314314,0.24325774,0.45765145
6.16,0.72,0.49725107,0.46554894,0.47368034,0.46554894,0.25445106,0.54706977,0.46480491
6.18,0.72,0.49681081,0.51354499,0.47512996,0.51354499,0.20645501,0.44387826,0.46313078
6.2,0.72,0.49637693,0.50427332,0.47618972,0.50427332,0.21572668,0.46381237,0.46318531
6.22,0.72,0.49583164,0.55728705,0.47913871,0.55728705,0.16271295,0.34983285,0.45411711
6.24,0.72,0.49521641,0.54347047,0.48147805,0.54347047,0.17652953,0.3795385,0.44815082
6.26,0.72,0.49488618,0.38671483,0.47803212,0.38671483,0.33328517,0.71656313,0.46962381
6.28,0.72,0.49440307,0.57237418,0.48146274,0.57237418,0.14762582,0.31739551,0.45744554
6.3,0.72,0.49412322,0.41846255,0.47917182,0.41846255,0.30153745,0.64830551,0.47271434
6.32,0.72,0.49389402,0.4789355,0.47916323,0.4789355,0.2410645,0.51828868,0.47636029
6.34,0.72,0.49361775,0.52097821,0.48068377,0.52097821,0.19902179,0.42789685,0.47248321
6.36,0.72,0.49350908,0.42632903,0.47870724,0.42632903,0.29367097,0.63139258,0.48519596
6.38,0.72,0.49366263,0.37681079,0.47500191,0.37681079,0.34318921,0.7378568,0.50540883
6.4,0.72,0.49371374,0.53018955,0.47700873,0.53018955,0.18981045,0.40809247,0.49762352
6.42,0.72,0.49363262,0.54782669,0.47958393,0.54782669,0.17217331,0.37017262,0.48742745
6.44,0.72,0.49373637,0.41046857,0.47707065,0.41046857,0.30953143,0.66549258,0.50167266
6.46,0.72,0.49377393,0.51587776,0.47848181,0.51587776,0.20412224,0.43886283,0.49664787
6.48,0.72,0.49395833,0.42262684,0.47645072,0.42262684,0.29737316,0.6393523,0.50806423
6.5,0.72,0.4941819,0.46496341,0.476033,0.46496341,0.25503659,0.54832866,0.51128538
6.52,0.72,0.49466518,0.36387415,0.4719545,0.36387415,0.35612585,0.76567057,0.5316362
6.54,0.72,0.49520692,0.44357836,0.47092264,0.44357836,0.27642164,0.59430652,0.53664982
6.56,0.72,0.49575696,0.46350549,0.47065293,0.46350549,0.25649451,0.55146321,0.53783489
6.58,0.72,0.49635044,0.44707298,0.46979547,0.44707298,0.27292702,0.58679309,0.54175155
6.6,0.72,0.49680897,0.52537486,0.47181654,0.52537486,0.19462514,0.41844406,0.53188695
6.62,0.72,0.4973104,0.45061613,0.47104562,0.45061613,0.26938387,0.57917533,0.53567002
6.64,0.72,0.49785768,0.44728058,0.47018143,0.44728058,0.27271942,0.58634676,0.53972416
6.66,0.72,0.49803612,0.63197409,0.4760648,0.63197409,0.088025907,0.1892557,0.51168668
6.68,0.72,0.49812705,0.5203981,0.47767692,0.5203981,0.1996019,0.42914409,0.50508328
6.7,0.72,0.49832202,0.43766815,0.47622206,0.43766815,0.28233185,0.60701348,0.51323769
6.72,0.72,0.4983506,0.55512812,0.47909137,0.55512812,0.16487188,0.35447454,0.50053664
6.74,0.72,0.49838123,0.48610055,0.47934625,0.48610055,0.23389945,0.50288381,0.50072441
6.76,0.72,0.49826851,0.55151561,0.48197059,0.55151561,0.16848439,0.36224144,0.48964578
6.78,0.72,0.49826367,0.44430921,0.48060108,0.44430921,0.27569079,0.59273519,0.49789293
6.8,0.72,0.49825382,0.49070274,0.48096842,0.49070274,0.22929726,0.49298911,0.49750062
6.82,0.72,0.4980871,0.55934664,0.48381854,0.55934664,0.16065336,0.34540472,0.48533295
6.84,0.72,0.49797672,0.46984756,0.4833105,0.46984756,0.25015244,0.53782774,0.48953253
6.86,0.72,0.49796818,0.44706407,0.48199245,0.44706407,0.27293593,0.58681224,0.49731491
6.88,0.72,0.49799591,0.47240008,0.48164363,0.47240008,0.24759992,0.53233982,0.5001169
6.9,0.72,0.49784541,0.56752868,0.48476673,0.56752868,0.15247132,0.32781335,0.48633262
6.92,0.72,0.4975723,0.54992535,0.48713613,0.54992535,0.17007465,0.36566049,0.47667885
6.94,0.72,0.49763724,0.34755179,0.48206034,0.34755179,0.37244821,0.80076364,0.50260563
6.96,0.72,0.49765198,0.50847446,0.48302085,0.50847446,0.21152554,0.45477991,0.49877957
6.98,0.72,0.4975819,0.52614318,0.48458894,0.52614318,0.19385682,0.41679217,0.49222058
7,0.72,0.49760408,0.44989418,0.48332731,0.44989418,0.27010582,0.58072752,0.49930114
7.02,0.72,0.49758069,0.50817585,0.48423089,0.50817585,0.21182415,0.45542191,0.4957908
7.04,0.72,0.497233,0.63565388,0.48973718,0.63565388,0.084346117,0.18134415,0.47063507
7.06,0.72,0.4968493,0.5193468,0.4908139,0.5193468,0.2006532,0.43140438,0.46749661
7.08,0.72,0.49635199,0.55598595,0.49318379,0.55598595,0.16401405,0.35263022,0.4583073
7.1,0.72,0.49611545,0.39222458,0.48951254,0.39222458,0.32777542,0.70471714,0.47802009
7.12,0.72,0.49584287,0.51527847,0.49044949,0.51527847,0.20472153,0.44015128,0.47499058
7.14,0.72,0.49553529,0.51642859,0.49139418,0.51642859,0.20357141,0.43767853,0.47200562
7.16,0.72,0.4953716,0.43741869,0.48943144,0.43741869,0.28258131,0.60754981,0.48284915
7.18,0.72,0.49546389,0.38102975,0.48548956,0.38102975,0.33897025,0.72878604,0.50252411
7.2,0.72,0.49544139,0.53745338,0.48737915,0.53745338,0.18254662,0.39247523,0.4937202
7.22,0.72,0.49549492,0.45623543,0.48624665,0.45623543,0.26376457,0.56709382,0.49959009
7.24,0.72,0.49549996,0.50917124,0.48708027,0.50917124,0.21082876,0.45328183,0.49588542
7.26,0.72,0.49567516,0.41265356,0.48437385,0.41265356,0.30734644,0.66079484,0.50907818
7.28,0.72,0.49597205,0.42737104,0.48230102,0.42737104,0.29262896,0.62915226,0.5186841
7.3,0.72,0.49625292,0.48424465,0.4823717,0.48424465,0.23575535,0.506874,0.5177393
7.32,0.72,0.49651081,0.48791099,0.48257312,0.48791099,0.23208901,0.49899137,0.51623946
7.34,0.72,0.49661703,0.54672789,0.48490603,0.54672789,0.17327211,0.37253504,0.50474311
7.36,0.72,0.49690353,0.40339278,0.48194191,0.40339278,0.31660722,0.68070552,0.5188201
7.38,0.72,0.49732347,0.41689222,0.47957646,0.41689222,0.30310778,0.65168173,0.52944903
7.4,0.72,0.49766997,0.50439325,0.48047889,0.50439325,0.21560675,0.46355452,0.52417747
7.42,0.72,0.49818921,0.39635092,0.47741969,0.39635092,0.32364908,0.69584552,0.53791091
7.44,0.72,0.49866613,0.48585673,0.47772649,0.48585673,0.23414327,0.50340804,0.53515068
7.46,0.72,0.49920911,0.43855424,0.47630205,0.43855424,0.28144576,0.60510839,0.5407473
7.48,0.72,0.49966405,0.50500598,0.47734583,0.50500598,0.21499402,0.46223714,0.53446649
7.5,0.72,0.50003299,0.50751287,0.47844281,0.50751287,0.21248713,0.45684733,0.52825696
7.52,0.72,0.50040713,0.46980957,0.47812888,0.46980957,0.25019043,0.53790942,0.52902915
7.54,0.72,0.50071757,0.50047137,0.47894133,0.50047137,0.21952863,0.47198656,0.52446575
7.56,0.72,0.50074589,0.60137178,0.48339335,0.60137178,0.11862822,0.25505068,0.50291254
7.58,0.72,0.50076777,0.48882438,0.48359084,0.48882438,0.23117562,0.49702759,0.50244174
7.6,0.72,0.50090812,0.43279976,0.48174389,0.43279976,0.28720024,0.61748053,0.51164485
7.62,0.72,0.50115203,0.43454903,0.48002771,0.43454903,0.28545097,0.61371958,0.51981082
7.64,0.72,0.50130942,0.51579114,0.4813282,0.51579114,0.20420886,0.43904905,0.51334988
7.66,0.72,0.50142179,0.500602,0.48202907,0.500602,0.219398,0.4717057,0.51001835
7.68,0.72,0.50143771,0.52558811,0.48361303,0.52558811,0.19441189,0.41798557,0.50265573
7.7,0.72,0.50154766,0.44374968,0.48216346,0.44374968,0.27625032,0.59393819,0.50995832
7.72,0.72,0.50155465,0.52855674,0.48385048,0.52855674,0.19144326,0.41160301,0.5020899
7.74,0.72,0.50161254,0.46349669,0.48311035,0.46349669,0.25650331,0.55148211,0.50604128
7.76,0.72,0.50156699,0.53090793,0.48484844,0.53090793,0.18909207,0.40654795,0.49808181
7.78,0.72,0.50150018,0.49817487,0.48533304,0.49817487,0.22182513,0.47692404,0.49638919
7.8,0.72,0.50149586,0.46135009,0.48446093,0.46135009,0.25864991,0.5560973,0.50116584
7.82,0.72,0.50146156,0.50043499,0.48504181,0.50043499,0.21956501,0.47206477,0.49883775
7.84,0.72,0.5014262,0.48866051,0.48517339,0.48866051,0.23133949,0.4973799,0.49872112
7.86,0.72,0.5013765,0.49470664,0.48552006,0.49470664,0.22529336,0.48438073,0.49757389
7.88,0.72,0.50114667,0.57001657,0.48859266,0.57001657,0.14998343,0.32246437,0.48356513
7.9,0.72,0.50097152,0.47178989,0.48798165,0.47178989,0.24821011,0.53365173,0.48757206
7.92,0.72,0.50084859,0.4707069,0.48735348,0.4707069,0.2492931,0.53598017,0.49144471
7.94,0.72,0.50077364,0.47051877,0.4867413,0.47051877,0.24948123,0.53638464,0.4950399
7.96,0.72,0.50055028,0.55705329,0.4892981,0.55705329,0.16294671,0.35033543,0.48346354
7.98,0.72,0.50030847,0.50474616,0.48985985,0.50474616,0.21525384,0.46279575,0.48181012
8,0.72,0.50002484,0.5161525,0.49081595,0.5161525,0.2038475,0.43827213,0.47832708
8.02,0.72,0.49997025,0.39597146,0.48736706,0.39597146,0.32402854,0.69666135,0.49579382
8.04,0.72,0.49990158,0.49605913,0.48768313,0.49605913,0.22394087,0.48147288,0.49464815
8.06,0.72,0.49959208,0.59884335,0.49172532,0.59884335,0.12115665,0.2604868,0.47591524
8.08,0.72,0.49929161,0.49637339,0.49189434,0.49637339,0.22362661,0.48079721,0.4763058
8.1,0.72,0.49896662,0.51125916,0.49259852,0.51125916,0.20874084,0.4487928,0.47410476
8.12,0.72,0.49852054,0.55593312,0.49490159,0.55593312,0.16406688,0.35274379,0.46439588
8.14,0.72,0.4980921,0.49865155,0.49503796,0.49865155,0.22134845,0.47589918,0.46531614
8.16,0.72,0.49797303,0.36666557,0.49036987,0.36666557,0.35333443,0.75966902,0.48886437
8.18,0.72,0.49790818,0.46888359,0.48958855,0.46888359,0.25111641,0.53990029,0.49294725
8.2,0.72,0.49788661,0.47159954,0.4889344,0.47159954,0.24840046,0.53406098,0.49623635
8.22,0.72,0.49797111,0.44152401,0.48721039,0.44152401,0.27847599,0.59872338,0.50443531
8.24,0.72,0.49790053,0.55476107,0.48966678,0.55476107,0.16523893,0.35526369,0.49250158
8.26,0.72,0.49792412,0.44891145,0.48818477,0.44891145,0.27108855,0.58284039,0.49972868
8.28,0.72,0.49803265,0.44915934,0.48676566,0.44915934,0.27084066,0.58230742,0.50633498
8.3,0.72,0.49817641,0.46799013,0.48608291,0.46799013,0.25200987,0.54182123,0.50917388
8.32,0.72,0.49848843,0.40652496,0.4831899,0.40652496,0.31347504,0.67397134,0.52235768
8.34,0.72,0.49890058,0.43010908,0.48125969,0.43010908,0.28989092,0.62326549,0.5304303
8.36,0.72,0.49932008,0.4675812,0.48076229,0.4675812,0.2524188,0.54270042,0.53141191
8.38,0.72,0.49965038,0.51058421,0.48184672,0.51058421,0.20941579,0.45024394,0.52491848
8.4,0.72,0.49987016,0.52373294,0.48336986,0.52373294,0.19626706,0.42197418,0.51668293
8.42,0.72,0.50011803,0.46574511,0.48272896,0.46574511,0.25425489,0.54664801,0.51908014
8.44,0.72,0.50009745,0.59808451,0.4869237,0.59808451,0.12191549,0.26211831,0.49852319
8.46,0.72,0.49991317,0.56200668,0.48965399,0.56200668,0.15799332,0.33968563,0.48581619
8.48,0.72,0.49981082,0.45819974,0.4885102,0.45819974,0.26180026,0.56287055,0.49198054
8.5,0.72,0.49965202,0.5171989,0.48955343,0.5171989,0.2028011,0.43602236,0.48750388
8.52,0.72,0.49942123,0.52661363,0.49090107,0.52661363,0.19338637,0.4157807,0.48176603
8.54,0.72,0.49919999,0.4929656,0.49097614,0.4929656,0.2270344,0.48812396,0.48227466
8.56,0.72,0.49881911,0.56890016,0.49380975,0.56890016,0.15109984,0.32486465,0.46968186
8.58,0.72,0.49872448,0.37477695,0.48948128,0.37477695,0.34522305,0.74222956,0.49148568
8.6,0.72,0.49881165,0.41003873,0.48659246,0.41003873,0.30996127,0.66641672,0.50548016
8.62,0.72,0.49891934,0.47514123,0.48617605,0.47514123,0.24485877,0.52644636,0.50715746
8.64,0.72,0.4993568,0.33489729,0.48067501,0.33489729,0.38510271,0.82797082,0.53282253
8.66,0.72,0.49946721,0.61699368,0.48563205,0.61699368,0.10300632,0.22146359,0.50791381
8.68,0.72,0.49972584,0.41633819,0.48311227,0.41633819,0.30366181,0.65287289,0.51951054
8.7,0.72,0.49961092,0.64517358,0.48900541,0.64517358,0.074826422,0.16087681,0.49081984
8.72,0.72,0.49940095,0.53520729,0.49068548,0.53520729,0.18479271,0.39730432,0.4833386
8.74,0.72,0.49928685,0.45322003,0.4893231,0.45322003,0.26677997,0.57357693,0.49055766
8.76,0.72,0.49901332,0.5643294,0.4920506,0.5643294,0.1556706,0.3346918,0.47808839
8.78,0.72,0.49866399,0.53337816,0.49355342,0.53337816,0.18662184,0.40123695,0.47194028
8.8,0.72,0.49848329,0.42654306,0.49111668,0.42654306,0.29345694,0.63093241,0.48465965
8.82,0.72,0.49832071,0.48746103,0.49098375,0.48746103,0.23253897,0.49995878,0.48588358
8.84,0.72,0.49822016,0.46700691,0.49011186,0.46700691,0.25299309,0.54393515,0.49052771
8.86,0.72,0.498026,0.53460869,0.49172993,0.53460869,0.18539131,0.39859131,0.48317279
8.88,0.72,0.49764008,0.582802,0.49504164,0.582802,0.137198,0.2949757,0.46811703
8.9,0.72,0.49728568,0.49030786,0.4948695,0.49030786,0.22969214,0.4938381,0.47017471
8.92,0.72,0.49681906,0.55394467,0.49701769,0.55394467,0.16605533,0.35701895,0.46112225
8.94,0.72,0.49629705,0.53319441,0.49833321,0.53319441,0.18680559,0.40163201,0.45636303
8.96,0.72,0.49587001,0.46797882,0.49722941,0.46797882,0.25202118,0.54184554,0.46320163
8.98,0.72,0.49565062,0.41347867,0.49418393,0.41347867,0.30652133,0.65902087,0.47886717
9,0.72,0.49559098,0.42656603,0.4917251,0.42656603,0.29343397,0.63088303,0.49102844
9.02,0.72,0.49553852,0.48872245,0.49161591,0.48872245,0.23127755,0.49724674,0.4915259
9.04,0.72,0.49550757,0.48200088,0.49126627,0.48200088,0.23799912,0.51169811,0.49313968
9.06,0.72,0.49554873,0.45831807,0.49006816,0.45831807,0.26168193,0.56261616,0.4986978
9.08,0.72,0.49537913,0.58277671,0.49343938,0.58277671,0.13722329,0.29503008,0.48240438
9.1,0.72,0.49524346,0.48132226,0.49299875,0.48132226,0.23867774,0.51315714,0.4848646
9.12,0.72,0.49514105,0.48028258,0.49253635,0.48028258,0.23971742,0.51539245,0.48730683
9.14,0.72,0.49494686,0.53529806,0.49409132,0.53529806,0.18470194,0.39710916,0.48009102
9.16,0.72,0.49467018,0.53499692,0.4955788,0.53499692,0.18500308,0.39775663,0.47350427
9.18,0.72,0.49424818,0.56685013,0.49817048,0.56685013,0.15314987,0.32927221,0.4619657
9.2,0.72,0.49395337,0.45028037,0.49642902,0.45028037,0.26971963,0.5798972,0.47140022
9.22,0.72,0.4934486,0.59706254,0.50008842,0.59706254,0.12293746,0.26431555,0.45483345
9.24,0.72,0.4928484,0.5543812,0.50206271,0.5543812,0.1656188,0.35608042,0.44693321
9.26,0.72,0.49242382,0.43648162,0.49967794,0.43648162,0.28351838,0.60956451,0.45994371
9.28,0.72,0.49227128,0.38596869,0.49554306,0.38596869,0.33403131,0.71816731,0.4806016
9.3,0.72,0.4920774,0.51597384,0.496286,0.51597384,0.20402616,0.43865625,0.47724597
9.32,0.72,0.49190636,0.48886421,0.49601611,0.48886421,0.23113579,0.49694195,0.47882165
9.34,0.72,0.49183371,0.45395341,0.49448656,0.45395341,0.26604659,0.57200017,0.48627593
9.36,0.72,0.49184507,0.4563953,0.49310142,0.4563953,0.2636047,0.56675011,0.49271386
9.38,0.72,0.4918992,0.47149021,0.49231556,0.47149021,0.24850979,0.53429605,0.49604044
9.4,0.72,0.4921524,0.39927373,0.48893222,0.39927373,0.32072627,0.68956147,0.51152212
9.42,0.72,0.49240441,0.48114615,0.48864909,0.48114615,0.23885385,0.51353577,0.51168321
9.44,0.72,0.49274881,0.43891308,0.48684051,0.43891308,0.28108692,0.60433687,0.51909551
9.46,0.72,0.49303962,0.50070474,0.48734466,0.50070474,0.21929526,0.47148481,0.51528665
9.48,0.72,0.49318688,0.54332435,0.48938029,0.54332435,0.17667565,0.37985264,0.50445193
9.5,0.72,0.49338941,0.45960699,0.48829762,0.45960699,0.26039301,0.55984497,0.50888337
9.52,0.72,0.4936062,0.47571034,0.4878399,0.47571034,0.24428966,0.52522276,0.51019052
9.54,0.72,0.49378289,0.49951058,0.48826429,0.49951058,0.22048942,0.47405226,0.50729946
9.56,0.72,0.49400671,0.46178257,0.48730132,0.46178257,0.25821743,0.55516747,0.5111289
9.58,0.72,0.4940405,0.56658582,0.49018439,0.56658582,0.15341418,0.32984048,0.49662583
9.6,0.72,0.49396852,0.53647658,0.49186775,0.53647658,0.18352342,0.39457536,0.48846179
9.62,0.72,0.4937411,0.56326632,0.49446406,0.56326632,0.15673368,0.33697742,0.47634304
9.64,0.72,0.49339243,0.55439802,0.49664347,0.55439802,0.16560198,0.35604426,0.46671914
9.66,0.72,0.49304908,0.50255094,0.49685829,0.50255094,0.21744906,0.46751547,0.46678285
9.68,0.72,0.49277007,0.47589686,0.49609606,0.47589686,0.24410314,0.52482176,0.47142596
9.7,0.72,0.49253509,0.48251321,0.49560213,0.48251321,0.23748679,0.51059661,0.47455961
9.72,0.72,0.49241632,0.44828552,0.49388153,0.44828552,0.27171448,0.58418613,0.48332973
9.74,0.72,0.49223564,0.52377661,0.49496862,0.52377661,0.19622339,0.42188028,0.47841378
9.76,0.72,0.49194809,0.54668498,0.49684922,0.54668498,0.17331502,0.3726273,0.46995086
9.78,0.72,0.49179503,0.44249526,0.49487271,0.44249526,0.27750474,0.5966352,0.48008561
9.8,0.72,0.49160135,0.51589171,0.49563704,0.51589171,0.20410829,0.43883283,0.47678538
9.82,0.72,0.49131358,0.54176518,0.49731443,0.54176518,0.17823482,0.38320486,0.46929894
9.84,0.72,0.49094969,0.53769226,0.49878271,0.53769226,0.18230774,0.39196165,0.46311196
9.86,0.72,0.4907209,0.44584065,0.49685754,0.44584065,0.27415935,0.5894426,0.47321841
9.88,0.72,0.49066124,0.42501917,0.49424524,0.42501917,0.29498083,0.63420878,0.48609764
9.9,0.72,0.49064539,0.47451933,0.49352793,0.47451933,0.24548067,0.52778345,0.4894325
9.92,0.72,0.49051472,0.54418431,0.49536998,0.54418431,0.17581569,0.37800373,0.4805182
9.94,0.72,0.49044462,0.46996837,0.49444629,0.46996837,0.25003163,0.53756801,0.48508219
9.96,0.72,0.49047277,0.45051942,0.49284895,0.45051942,0.26948058,0.57938326,0.49262627
9.98,0.72,0.49063841,0.4287564,0.49051831,0.4287564,0.2912436,0.62617375,0.50331007
10,0.72,0.49068578,0.5382296,0.49225327,0.5382296,0.1817704,0.39080636,0.49430977
10.02,0.72,0.4908627,0.43144367,0.49004201,0.43144367,0.28855633,0.62039611,0.50439668
10.04,0.72,0.49088189,0.55543571,0.49241996,0.55543571,0.16456429,0.35381322,0.49235
10.06,0.72,0.49088417,0.49850843,0.49264136,0.49850843,0.22149157,0.47620688,0.49105855
10.08,0.72,0.49100146,0.43976697,0.49071865,0.43976697,0.28023303,0.60250102,0.49997395
10.1,0.72,0.49105558,0.51523078,0.49161,0.51523078,0.20476922,0.44025382,0.49519634
10.12,0.72,0.49130493,0.40139889,0.4883296,0.40139889,0.31860111,0.68499238,0.51038002
10.14,0.72,0.49166124,0.43296839,0.48631647,0.43296839,0.28703161,0.61711796,0.51891906
10.16,0.72,0.49213482,0.42373363,0.48404073,0.42373363,0.29626637,0.63697269,0.52836335
10.18,0.72,0.49264069,0.45694376,0.48305538,0.45694376,0.26305624,0.56557091,0.53133995
10.2,0.72,0.49310655,0.48795169,0.48323343,0.48795169,0.23204831,0.49890386,0.52874507
10.22,0.72,0.49334916,0.571961,0.48645989,0.571961,0.148039,0.31828385,0.51190817
10.24,0.72,0.49354801,0.50020417,0.48695968,0.50020417,0.21979583,0.47256104,0.5087604
10.26,0.72,0.49358193,0.55652863,0.48948946,0.55652863,0.16347137,0.35146344,0.49617664
10.28,0.72,0.49347455,0.55268926,0.49178763,0.55268926,0.16731074,0.35971809,0.48525996
10.3,0.72,0.49335022,0.50255827,0.49217929,0.50255827,0.21744173,0.46749971,0.48383914
10.32,0.72,0.49310008,0.5523705,0.49436806,0.5523705,0.1676295,0.36040342,0.47396428
10.34,0.72,0.49294043,0.46023205,0.49312675,0.46023205,0.25976795,0.55850109,0.48072723
10.36,0.72,0.49279911,0.48907671,0.49297948,0.48907671,0.23092329,0.49648507,0.48198785
10.38,0.72,0.49283294,0.41771934,0.49024275,0.41771934,0.30228066,0.64990341,0.4954211
10.4,0.72,0.49299247,0.4327383,0.48815168,0.4327383,0.2872617,0.61761265,0.50519642
10.42,0.72,0.49321761,0.45453434,0.48692923,0.45453434,0.26546566,0.57075117,0.5104408
10.44,0.72,0.49339249,0.50392368,0.48754721,0.50392368,0.21607632,0.46456409,0.50677067
10.46,0.72,0.49382541,0.36700403,0.48316382,0.36700403,0.35299597,0.75894135,0.52694432
10.48,0.72,0.49427179,0.46633216,0.48255176,0.46633216,0.25366784,0.54538585,0.52841964
10.5,0.72,0.4945655,0.54041868,0.48465601,0.54041868,0.17958132,0.38609984,0.51703406
10.52,0.72,0.49472201,0.53962636,0.48665493,0.53962636,0.18037364,0.38780333,0.5066956
10.54,0.72,0.49483748,0.50191641,0.4872099,0.50191641,0.21808359,0.46887972,0.50367033
10.56,0.72,0.49501788,0.45580323,0.48606784,0.45580323,0.26419677,0.56802305,0.50881855
10.58,0.72,0.49516408,0.49770113,0.48649086,0.49770113,0.22229887,0.47794257,0.50634847
10.6,0.72,0.49532942,0.47501501,0.48607356,0.47501501,0.24498499,0.52671773,0.50797801
10.62,0.72,0.49552324,0.46993891,0.48548685,0.46993891,0.25006109,0.53763134,0.51035028
10.64,0.72,0.49584141,0.42546683,0.4833043,0.42546683,0.29453317,0.63324631,0.52018196
10.66,0.72,0.49616183,0.47519791,0.48300952,0.47519791,0.24480209,0.52632448,0.52067336
10.68,0.72,0.49635882,0.53157119,0.4847754,0.53157119,0.18842881,0.40512195,0.51142925
10.7,0.72,0.49640043,0.55099997,0.48718357,0.55099997,0.16900003,0.36335006,0.49958291
10.72,0.72,0.49633741,0.53453285,0.48890536,0.53453285,0.18546715,0.39875436,0.49151663
10.74,0.72,0.49630281,0.47894723,0.48854325,0.47894723,0.24105277,0.51826346,0.49365638
10.76,0.72,0.49627684,0.48671113,0.48847662,0.48671113,0.23328887,0.50157107,0.49428955
10.78,0.72,0.49624955,0.49083996,0.48856256,0.49083996,0.22916004,0.49269408,0.49416191
10.8,0.72,0.49625566,0.47526414,0.48807898,0.47526414,0.24473586,0.52618211,0.49672353
10.82,0.72,0.49628715,0.47749887,0.48769425,0.47749887,0.24250113,0.52137743,0.49869584
10.84,0.72,0.49651408,0.39980255,0.48449819,0.39980255,0.32019745,0.68842451,0.51387413
10.86,0.72,0.49668633,0.50430399,0.4852184,0.50430399,0.21569601,0.46374641,0.50986392
10.88,0.72,0.49683915,0.49061202,0.48541453,0.49061202,0.22938798,0.49318415,0.50852954
10.9,0.72,0.49681498,0.56233107,0.4882115,0.56233107,0.15766893,0.3389882,0.49496623
10.92,0.72,0.49679842,0.48649586,0.48814911,0.48649586,0.23350414,0.5020339,0.49553164
10.94,0.72,0.49657215,0.58410847,0.49163854,0.58410847,0.13589153,0.29216678,0.47926245
10.96,0.72,0.4963124,0.51348932,0.49243312,0.51348932,0.20651068,0.44399797,0.47644129
10.98,0.72,0.49617473,0.44489989,0.49070464,0.44489989,0.27510011,0.59146524,0.48564321
11,0.72,0.49590952,0.55238913,0.49294771,0.55238913,0.16761087,0.36036338,0.47562082
11.02,0.72,0.49565539,0.49533206,0.49303441,0.49533206,0.22466794,0.48303607,0.47621404
11.04,0.72,0.49535927,0.51889963,0.49397496,0.51889963,0.20110037,0.43236579,0.47270618
11.06,0.72,0.49513073,0.47140682,0.49315431,0.47140682,0.24859318,0.53447534,0.47764772
11.08,0.72,0.49510996,0.40555146,0.48996875,0.40555146,0.31444854,0.67606436,0.49352105
11.1,0.72,0.49533037,0.38190404,0.48603912,0.38190404,0.33809596,0.72690632,0.51219187
