t,u_raw,u_sat,u_rate,ref,psi,x,y
15.92,71.11472,16,6.7708269,72,49.019241,13.968671,37.650335
15.96,70.752282,16,6.9708269,72,49.133462,14.047187,37.741083
16,70.372271,16,7.1708269,72,49.25338,14.125512,37.831995
16.04,69.974893,16,7.3708269,72,49.378928,14.203639,37.923079
16.08,69.560359,16,7.5708269,72,49.510039,14.281557,38.014342
16.12,69.128881,16,7.7708269,72,49.646644,14.359257,38.105789
16.16,68.680678,16,7.9708269,72,49.788675,14.43673,38.19743
16.2,68.215968,16,8.1708269,72,49.936061,14.513967,38.289269
16.24,67.734977,16,8.3708269,72,50.088729,14.590959,38.381314
16.28,67.237932,16,8.5708269,72,50.246608,14.667697,38.47357
16.32,66.725061,16,8.7708269,72,50.409623,14.744172,38.566044
16.36,66.196599,16,8.9708269,72,50.5777,14.820376,38.658743
16.4,65.652782,16,9.1708269,72,50.750764,14.896299,38.751671
16.44,65.093849,16,9.3708269,72,50.928736,14.971934,38.844834
16.48,64.520041,16,9.5708269,72,51.111541,15.047271,38.938239
16.52,63.931604,16,9.7708269,72,51.299098,15.122301,39.031889
16.56,63.328786,16,9.9708269,72,51.49133,15.197017,39.125791
16.6,62.711835,16,10.170827,72,51.688155,15.27141,39.219949
16.64,62.081004,16,10.370827,72,51.889494,15.345472,39.314367
16.68,61.436548,16,10.570827,72,52.095263,15.419194,39.409051
16.72,60.778725,16,10.770827,72,52.30538,15.492568,39.504005
16.76,60.107794,16,10.970827,72,52.519762,15.565587,39.599233
16.8,59.424016,16,11.170827,72,52.738326,15.638241,39.694738
16.84,58.727654,16,11.370827,72,52.960986,15.710524,39.790525
16.88,58.018976,16,11.570827,72,53.187656,15.782428,39.886597
16.92,57.298247,16,11.770827,72,53.418252,15.853944,39.982958
16.96,56.565737,16,11.970827,72,53.652686,15.925066,40.079611
17,55.821718,16,12.170827,72,53.890872,15.995785,40.176559
17.04,55.066462,16,12.370827,72,54.132721,16.066094,40.273804
17.08,54.300243,16,12.570827,72,54.378146,16.135986,40.371349
17.12,53.523338,16,12.770827,72,54.627057,16.205453,40.469197
17.16,52.736022,16,12.970827,72,54.879366,16.274489,40.56735
17.2,51.938575,16,13.170827,72,55.134983,16.343087,40.665811
17.24,51.131276,16,13.370827,72,55.393818,16.411239,40.76458
17.28,50.314406,16,13.570827,72,55.655781,16.478938,40.863659
17.32,49.488246,16,13.770827,72,55.920781,16.546179,40.963051
17.36,48.65308,16,13.970827,72,56.188727,16.612954,41.062756
17.4,47.809191,16,14.170827,72,56.459527,16.679257,41.162775
17.44,46.956864,16,14.370827,72,56.733091,16.745082,41.26311
17.48,46.096383,16,14.570827,72,57.009325,16.810422,41.363761
17.52,45.228035,16,14.770827,72,57.288139,16.875272,41.464729
17.56,44.352105,16,14.970827,72,57.56944,16.939625,41.566014
17.6,43.468881,16,15.170827,72,57.853136,17.003476,41.667617
17.64,42.57865,16,15.370827,72,58.139133,17.066819,41.769537
17.68,41.681699,16,15.570827,72,58.42734,17.129649,41.871774
17.72,40.778316,16,15.770827,72,58.717663,17.191959,41.974328
17.76,39.868788,16,15.970827,72,59.010011,17.253746,42.077199
17.8,38.953405,16,16,72,59.304289,17.315003,42.180386
17.84,38.032452,16,16,72,59.600405,17.375727,42.283888
17.88,37.106219,16,16,72,59.898267,17.435911,42.387704
17.92,36.174992,16,16,72,60.197782,17.495552,42.491834
17.96,35.23906,16,16,72,60.498857,17.554645,42.596275
18,34.298708,16,16,72,60.801399,17.613185,42.701027
18.04,33.354224,16,16,72,61.105316,17.67117,42.806088
18.08,32.405894,16,16,72,61.410516,17.728593,42.911457
18.12,31.454003,16,16,72,61.716906,17.785453,43.017131
18.16,30.498835,16,16,72,62.024395,17.841744,43.123109
18.2,29.540676,16,16,72,62.332891,17.897464,43.229388
18.24,28.579808,16,16,72,62.642302,17.95261,43.335966
18.28,27.616513,16,16,72,62.952537,18.007177,43.442842
18.32,26.651074,16,16,72,63.263506,18.061163,43.550012
18.36,25.683771,16,16,72,63.575118,18.114566,43.657475
18.4,24.714882,16,16,72,63.887282,18.167383,43.765226
18.44,23.744687,16,16,72,64.199909,18.219611,43.873264
18.48,22.773462,16,16,72,64.512909,18.271248,43.981586
18.52,21.801483,16,16,72,64.826193,18.322292,44.090189
18.56,20.829024,16,16,72,65.139672,18.372741,44.199069
18.6,19.856359,16,16,72,65.453259,18.422593,44.308224
18.64,18.883757,16,16,72,65.766865,18.471847,44.41765
18.68,17.91149,16,16,72,66.080404,18.520501,44.527343
18.72,16.939825,16,16,72,66.393788,18.568555,44.637302
18.76,15.969029,15.969029,15.969029,72,66.706931,18.616007,44.747521
18.8,14.999367,14.999367,15.769029,72,67.019749,18.662857,44.857998
18.84,14.0311,14.0311,15.569029,72,67.332155,18.709104,44.968728
18.88,13.064491,13.064491,15.369029,72,67.644066,18.754747,45.079709
18.92,12.099798,12.099798,15.169029,72,67.955397,18.799786,45.190936
18.96,11.137279,11.137279,14.969029,72,68.266066,18.844222,45.302406
19,10.177187,10.177187,14.769029,72,68.575989,18.888054,45.414114
19.04,9.2197761,9.2197761,14.569029,72,68.885086,18.931283,45.526057
19.08,8.2652966,8.2652966,14.369029,72,69.193275,18.973909,45.638231
19.12,7.3139966,7.3139966,14.169029,72,69.500476,19.015932,45.750632
19.16,6.3661223,6.3661223,13.969029,72,69.806608,19.057355,45.863256
19.2,5.4219173,5.4219173,13.769029,72,70.111594,19.098178,45.976099
19.24,4.4816227,4.4816227,13.569029,72,70.415355,19.138402,46.089157
19.28,3.5454773,3.5454773,13.369029,72,70.717813,19.178028,46.202425
19.32,2.6137174,2.6137174,13.169029,72,71.018892,19.217059,46.3159
19.36,1.6865766,1.6865766,12.969029,72,71.318517,19.255496,46.429578
19.4,0.76428585,0.76428585,12.769029,72,71.616612,19.293341,46.543454
19.44,-0.15292641,-0.15292641,12.569029,72,71.913104,19.330596,46.657524
19.48,-1.0648346,-1.0648346,12.369029,72,72.207919,19.367264,46.771785
19.52,-1.9712158,-1.9712158,12.169029,72,72.500985,19.403346,46.886232
19.56,-2.87185,-2.87185,11.969029,72,72.792231,19.438847,47.00086
19.6,-3.76652,-3.76652,11.769029,72,73.081585,19.473768,47.115667
19.64,-4.6550115,-4.6550115,11.569029,72,73.36898,19.508113,47.230647
19.68,-5.5371132,-5.5371132,11.369029,72,73.654346,19.541885,47.345797
19.72,-6.4126166,-6.4126166,11.169029,72,73.937615,19.575087,47.461112
19.76,-7.2813166,-7.2813166,10.969029,72,74.218721,19.607723,47.576589
19.8,-8.1430107,-8.1430107,10.769029,72,74.497598,19.639796,47.692223
19.84,-8.9975,-8.9975,10.569029,72,74.774181,19.671311,47.808011
19.88,-9.8445882,-9.8445882,10.369029,72,75.048408,19.702271,47.923948
19.92,-10.684083,-10.684083,10.169029,72,75.320214,19.732681,48.040031
19.96,-11.515794,-11.515794,9.9690293,72,75.589539,19.762545,48.156256
20,-12.339535,-12.339535,9.7690293,72,75.856322,19.791868,48.272618
20.04,-13.155124,-13.155124,9.5690293,72,76.120504,19.820653,48.389114
20.08,-13.962379,-13.962379,9.3690293,72,76.382026,19.848907,48.505741
20.12,-14.761126,-14.761126,9.1690293,72,76.64083,19.876634,48.622494
20.16,-15.551191,-15.551191,8.9690293,72,76.89686,19.903838,48.739369
20.2,-16.332404,-16,8.7690293,72,77.150062,19.930526,48.856364
20.24,-17.104599,-16,8.5690293,72,77.400381,19.956702,48.973474
20.28,-17.867613,-16,8.3690293,72,77.647763,19.982373,49.090696
20.32,-18.621288,-16,8.1690293,72,77.892158,20.007543,49.208027
20.36,-19.365466,-16,7.9690293,72,78.133514,20.032219,49.325462
20.4,-20.099997,-16,7.7690293,72,78.371782,20.056406,49.442999
20.44,-20.824731,-16,7.5690293,72,78.606914,20.080111,49.560635
20.48,-21.539524,-16,7.3690293,72,78.838861,20.103339,49.678365
20.52,-22.244233,-16,7.1690293,72,79.067578,20.126097,49.796187
20.56,-22.938721,-16,6.9690293,72,79.29302,20.148392,49.914098
20.6,-23.622853,-16,6.7690293,72,79.515144,20.170229,50.032095
20.64,-24.2965,-16,6.5690293,72,79.733905,20.191615,50.150173
20.68,-24.959533,-16,6.3690293,72,79.949264,20.212558,50.268332
20.72,-25.61183,-16,6.1690293,72,80.161179,20.233063,50.386567
20.76,-26.253272,-16,5.9690293,72,80.369611,20.253138,50.504876
20.8,-26.883741,-16,5.7690293,72,80.574523,20.27279,50.623256
20.84,-27.503127,-16,5.5690293,72,80.775878,20.292025,50.741704
20.88,-28.11132,-16,5.3690293,72,80.973641,20.310852,50.860218
20.92,-28.708216,-16,5.1690293,72,81.167776,20.329277,50.978795
20.96,-29.293714,-16,4.9690293,72,81.358251,20.347308,51.097433
21,-29.867717,-16,4.7690293,72,81.545034,20.364951,51.216129
21.04,-30.430131,-16,4.5690293,72,81.728095,20.382216,51.33488
21.08,-30.980866,-16,4.3690293,72,81.907403,20.399109,51.453685
21.12,-31.519837,-16,4.1690293,72,82.082931,20.415638,51.572541
21.16,-32.046961,-16,3.9690293,72,82.254651,20.43181,51.691447
21.2,-32.56216,-16,3.7690293,72,82.422538,20.447634,51.810399
21.24,-33.065358,-16,3.5690293,72,82.586567,20.463117,51.929396
21.28,-33.556486,-16,3.3690293,72,82.746714,20.478268,52.048435
21.32,-34.035476,-16,3.1690293,72,82.902958,20.493094,52.167516
21.36,-34.502265,-16,2.9690293,72,83.055277,20.507603,52.286635
21.4,-34.956792,-16,2.7690293,72,83.203651,20.521804,52.405792
21.44,-35.399003,-16,2.5690293,72,83.348062,20.535705,52.524984
21.48,-35.828844,-16,2.3690293,72,83.488493,20.549313,52.64421
21.52,-36.246267,-16,2.1690293,72,83.624927,20.562638,52.763468
21.56,-36.651229,-16,1.9690293,72,83.75735,20.575686,52.882757
21.6,-37.043687,-16,1.7690293,72,83.885747,20.588468,53.002074
21.64,-37.423604,-16,1.5690293,72,84.010106,20.60099,53.121419
21.68,-37.790947,-16,1.3690293,72,84.130416,20.613262,53.24079
21.72,-38.145686,-16,1.1690293,72,84.246667,20.625291,53.360185
21.76,-38.487795,-16,0.96902926,72,84.358849,20.637087,53.479604
21.8,-38.817251,-16,0.76902926,72,84.466955,20.648657,53.599045
21.84,-39.134035,-16,0.56902926,72,84.570977,20.660011,53.718507
21.88,-39.438132,-16,0.36902926,72,84.670911,20.671156,53.837988
21.92,-39.72953,-16,0.16902926,72,84.766753,20.682101,53.957488
21.96,-40.008221,-16,-0.030970743,72,84.858499,20.692855,54.077005
22,-40.274201,-16,-0.23097074,72,84.946146,20.703426,54.196539
22.04,-40.527468,-16,-0.43097074,72,85.029695,20.713823,54.316087
22.08,-40.768026,-16,-0.63097074,72,85.109146,20.724054,54.43565
22.12,-40.99588,-16,-0.83097074,72,85.184499,20.734128,54.555227
22.16,-41.21104,-16,-1.0309707,72,85.255759,20.744053,54.674816
22.2,-41.413519,-16,-1.2309707,72,85.322927,20.753837,54.794416
22.24,-41.603333,-16,-1.4309707,72,85.38601,20.76349,54.914027
22.28,-41.780503,-16,-1.6309707,72,85.445013,20.77302,55.033648
22.32,-41.945051,-16,-1.8309707,72,85.499942,20.782436,55.153278
22.36,-42.097005,-16,-2.0309707,72,85.550807,20.791745,55.272917
22.4,-42.236394,-16,-2.2309707,72,85.597616,20.800956,55.392563
22.44,-42.363252,-16,-2.4309707,72,85.64038,20.810078,55.512215
22.48,-42.477615,-16,-2.6309707,72,85.67911,20.819119,55.631874
22.52,-42.579524,-16,-2.8309707,72,85.713818,20.828087,55.751539
22.56,-42.669022,-16,-3.0309707,72,85.744518,20.836992,55.871208
22.6,-42.746154,-16,-3.2309707,72,85.771224,20.845841,55.990881
22.64,-42.81097,-16,-3.4309707,72,85.793951,20.854642,56.110558
22.68,-42.863524,-16,-3.6309707,72,85.812717,20.863404,56.230238
22.72,-42.90387,-16,-3.8309707,72,85.827539,20.872135,56.34992
22.76,-42.932068,-16,-4.0309707,72,85.838435,20.880843,56.469603
22.8,-42.94818,-16,-4.2309707,72,85.845424,20.889537,56.589288
22.84,-42.952269,-16,-4.4309707,72,85.848528,20.898224,56.708973
22.88,-42.944405,-16,-4.6309707,72,85.847768,20.906913,56.828658
22.92,-42.924657,-16,-4.8309707,72,85.843165,20.915611,56.948342
22.96,-42.893101,-16,-5.0309707,72,85.834744,20.924327,57.068025
23,-42.849811,-16,-5.2309707,72,85.822528,20.933069,57.187707
23.04,-42.794867,-16,-5.4309707,72,85.806543,20.941844,57.307385
23.08,-42.728352,-16,-5.6309707,72,85.786815,20.95066,57.427061
23.12,-42.650351,-16,-5.8309707,72,85.763371,20.959525,57.546733
23.16,-42.56095,-16,-6.0309707,72,85.736238,20.968447,57.666401
23.2,-42.46024,-16,-6.2309707,72,85.705446,20.977433,57.786064
23.24,-42.348315,-16,-6.4309707,72,85.671023,20.986491,57.905722
23.28,-42.225269,-16,-6.6309707,72,85.633,20.995628,58.025373
23.32,-42.0912,-16,-6.8309707,72,85.591409,21.004852,58.145018
23.36,-41.946209,-16,-7.0309707,72,85.546282,21.014171,58.264656
23.4,-41.790398,-16,-7.2309707,72,85.49765,21.023591,58.384286
23.44,-41.623874,-16,-7.4309707,72,85.445549,21.03312,58.503907
23.48,-41.446744,-16,-7.6309707,72,85.390011,21.042764,58.623518
23.52,-41.259117,-16,-7.8309707,72,85.331073,21.052532,58.74312
23.56,-41.061107,-16,-8.0309707,72,85.268771,21.06243,58.862711
23.6,-40.852828,-16,-8.2309707,72,85.20314,21.072465,58.982291
23.64,-40.634396,-16,-8.4309707,72,85.134218,21.082643,59.101859
23.68,-40.40593,-16,-8.6309707,72,85.062044,21.092973,59.221413
23.72,-40.167552,-16,-8.8309707,72,84.986656,21.103459,59.340954
23.76,-39.919384,-16,-9.0309707,72,84.908092,21.114109,59.460481
23.8,-39.661552,-16,-9.2309707,72,84.826395,21.12493,59.579992
23.84,-39.394183,-16,-9.4309707,72,84.741603,21.135928,59.699487
23.88,-39.117405,-16,-9.6309707,72,84.653758,21.147109,59.818965
23.92,-38.83135,-16,-9.8309707,72,84.562903,21.158479,59.938425
23.96,-38.53615,-16,-10.030971,72,84.469079,21.170045,60.057866
24,-38.23194,-16,-10.230971,72,84.372331,21.181813,60.177288
24.04,-37.918855,-16,-10.430971,72,84.2727,21.193788,60.296689
24.08,-37.597034,-16,-10.630971,72,84.170233,21.205977,60.416068
24.12,-37.266617,-16,-10.830971,72,84.064972,21.218385,60.535425
24.16,-36.927743,-16,-11.030971,72,83.956965,21.231018,60.654758
24.2,-36.580557,-16,-11.230971,72,83.846256,21.243882,60.774067
24.24,-36.225201,-16,-11.430971,72,83.732891,21.256981,60.893349
24.28,-35.861822,-16,-11.630971,72,83.616918,21.270322,61.012605
24.32,-35.490567,-16,-11.830971,72,83.498383,21.28391,61.131834
24.36,-35.111583,-16,-12.030971,72,83.377335,21.29775,61.251033
24.4,-34.725021,-16,-12.230971,72,83.253821,21.311846,61.370202
24.44,-34.331032,-16,-12.430971,72,83.12789,21.326205,61.48934
24.48,-33.929766,-16,-12.630971,72,82.99959,21.34083,61.608445
24.52,-33.521379,-16,-12.830971,72,82.868971,21.355727,61.727517
24.56,-33.106023,-16,-13.030971,72,82.736082,21.370899,61.846554
24.6,-32.683854,-16,-13.230971,72,82.600973,21.386353,61.965555
24.64,-32.255028,-16,-13.430971,72,82.463695,21.402091,62.084518
24.68,-31.819704,-16,-13.630971,72,82.324298,21.418119,62.203443
24.72,-31.378038,-16,-13.830971,72,82.182833,21.434441,62.322328
24.76,-30.930191,-16,-14.030971,72,82.039352,21.45106,62.441172
24.8,-30.476322,-16,-14.230971,72,81.893904,21.467981,62.559973
24.84,-30.016591,-16,-14.430971,72,81.746543,21.485207,62.67873
24.88,-29.551159,-16,-14.630971,72,81.59732,21.502742,62.797442
24.92,-29.08019,-16,-14.830971,72,81.446288,21.520591,62.916107
24.96,-28.603845,-16,-15.030971,72,81.293498,21.538756,63.034724
25,-28.122288,-16,-15.230971,72,81.139003,21.55724,63.153292
25.04,-27.635682,-16,-15.430971,72,80.982856,21.576048,63.271809
25.08,-27.144191,-16,-15.630971,72,80.825109,21.595182,63.390274
25.12,-26.64798,-16,-15.830971,72,80.665817,21.614645,63.508685
25.16,-26.147214,-16,-16,72,80.505031,21.63444,63.627041
25.2,-25.642058,-16,-16,72,80.342805,21.65457,63.74534
25.24,-25.132678,-16,-16,72,80.179192,21.675038,63.863582
25.28,-24.619239,-16,-16,72,80.014246,21.695847,63.981764
25.32,-24.101906,-16,-16,72,79.84802,21.716998,64.099885
25.36,-23.580847,-16,-16,72,79.680568,21.738494,64.217944
25.4,-23.056228,-16,-16,72,79.511943,21.760338,64.335939
25.44,-22.528213,-16,-16,72,79.342199,21.782531,64.453869
25.48,-21.99697,-16,-16,72,79.17139,21.805076,64.571732
25.52,-21.462665,-16,-16,72,78.999568,21.827974,64.689527
25.56,-20.925463,-16,-16,72,78.826788,21.851227,64.807253
25.6,-20.385531,-16,-16,72,78.653103,21.874837,64.924907
25.64,-19.843034,-16,-16,72,78.478566,21.898805,65.042489
25.68,-19.298137,-16,-16,72,78.30323,21.923133,65.159997
25.72,-18.751006,-16,-16,72,78.12715,21.947821,65.27743
25.76,-18.201805,-16,-16,72,77.950378,21.972872,65.394786
25.8,-17.650699,-16,-16,72,77.772968,21.998287,65.512064
25.84,-17.097852,-16,-16,72,77.594971,22.024065,65.629263
25.88,-16.543427,-16,-16,72,77.416442,22.050209,65.74638
25.92,-15.987588,-15.987588,-15.987588,72,77.237432,22.076718,65.863415
25.96,-15.430496,-15.430496,-15.787588,72,77.057995,22.103594,65.980367
26,-14.872314,-14.872314,-15.587588,72,76.878181,22.130837,66.097234
26.04,-14.313203,-14.313203,-15.387588,72,76.698045,22.158447,66.214014
26.08,-13.753324,-13.753324,-15.187588,72,76.517637,22.186424,66.330707
26.12,-13.192837,-13.192837,-14.987588,72,76.337009,22.214769,66.447312
26.16,-12.6319,-12.6319,-14.787588,72,76.156212,22.243483,66.563826
26.2,-12.070673,-12.070673,-14.587588,72,75.975298,22.272563,66.680249
26.24,-11.509312,-11.509312,-14.387588,72,75.794318,22.302012,66.796579
26.28,-10.947975,-10.947975,-14.187588,72,75.613322,22.331828,66.912816
26.32,-10.386817,-10.386817,-13.987588,72,75.432361,22.36201,67.028958
26.36,-9.8259932,-9.8259932,-13.787588,72,75.251484,22.392559,67.145005
26.4,-9.2656572,-9.2656572,-13.587588,72,75.070742,22.423475,67.260954
26.44,-8.7059619,-8.7059619,-13.387588,72,74.890184,22.454755,67.376805
26.48,-8.1470592,-8.1470592,-13.187588,72,74.709859,22.4864,67.492558
26.52,-7.5890998,-7.5890998,-12.987588,72,74.529816,22.518408,67.60821
26.56,-7.0322331,-7.0322331,-12.787588,72,74.350102,22.550779,67.723761
26.6,-6.4766076,-6.4766076,-12.587588,72,74.170767,22.583512,67.839211
26.64,-5.9223706,-5.9223706,-12.387588,72,73.991858,22.616605,67.954558
26.68,-5.369668,-5.369668,-12.187588,72,73.813422,22.650057,68.069801
26.72,-4.8186444,-4.8186444,-11.987588,72,73.635505,22.683866,68.184939
26.76,-4.2694435,-4.2694435,-11.787588,72,73.458155,22.718032,68.299973
26.8,-3.7222071,-3.7222071,-11.587588,72,73.281418,22.752553,68.4149
26.84,-3.1770761,-3.1770761,-11.387588,72,73.105338,22.787426,68.529721
26.88,-2.6341898,-2.6341898,-11.187588,72,72.929962,22.822651,68.644435
26.92,-2.0936862,-2.0936862,-10.987588,72,72.755333,22.858225,68.759041
26.96,-1.5557016,-1.5557016,-10.787588,72,72.581496,22.894147,68.873538
27,-1.020371,-1.020371,-10.587588,72,72.408495,22.930415,68.987926
27.04,-0.48782799,-0.48782799,-10.387588,72,72.236372,22.967026,69.102205
27.08,0.041795581,0.041795581,-10.187588,72,72.065172,23.003978,69.216374
27.12,0.56836934,0.56836934,-9.9875876,72,71.894935,23.041269,69.330432
27.16,1.0917645,1.0917645,-9.7875876,72,71.725705,23.078897,69.44438
27.2,1.611854,1.611854,-9.5875876,72,71.557521,23.116859,69.558217
27.24,2.1285122,2.1285122,-9.3875876,72,71.390425,23.155153,69.671943
27.28,2.6416154,2.6416154,-9.1875876,72,71.224457,23.193777,69.785557
27.32,3.1510415,3.1510415,-8.9875876,72,71.059656,23.232727,69.89906
27.36,3.6566699,3.6566699,-8.7875876,72,70.896062,23.272001,70.012451
27.4,4.1583821,4.1583821,-8.5875876,72,70.733713,23.311596,70.125731
27.44,4.6560612,4.6560612,-8.3875876,72,70.572647,23.351509,70.238899
27.48,5.1495921,5.1495921,-8.1875876,72,70.412901,23.391738,70.351955
27.52,5.6388615,5.6388615,-7.9875876,72,70.254513,23.432279,70.464899
27.56,6.1237579,6.1237579,-7.7875876,72,70.097518,23.47313,70.577732
27.6,6.6041718,6.6041718,-7.5875876,72,69.941952,23.514286,70.690453
27.64,7.0799953,7.0799953,-7.3875876,72,69.78785,23.555746,70.803064
27.68,7.5511228,7.5511228,-7.1875876,72,69.635247,23.597505,70.915563
27.72,8.0174502,8.0174502,-6.9875876,72,69.484176,23.639561,71.027952
27.76,8.4788756,8.4788756,-6.7875876,72,69.33467,23.68191,71.140231
27.8,8.9352989,8.9352989,-6.5875876,72,69.186762,23.724549,71.2524
27.84,9.3866221,9.3866221,-6.3875876,72,69.040484,23.767474,71.36446
27.88,9.832749,9.832749,-6.1875876,72,68.895868,23.810682,71.476412
27.92,10.273586,10.273586,-5.9875876,72,68.752943,23.854169,71.588255
27.96,10.70904,10.70904,-5.7875876,72,68.61174,23.897931,71.69999
28,11.139021,11.139021,-5.5875876,72,68.472288,23.941965,71.811619
28.04,11.563442,11.563442,-5.3875876,72,68.334616,23.986267,71.923142
28.08,11.982216,11.982216,-5.1875876,72,68.198751,24.030834,72.034559
28.12,12.39526,12.39526,-4.9875876,72,68.064722,24.075661,72.145872
28.16,12.802492,12.802492,-4.7875876,72,67.932555,24.120745,72.257081
28.2,13.203831,13.203831,-4.5875876,72,67.802276,24.166081,72.368187
28.24,13.599201,13.599201,-4.3875876,72,67.67391,24.211666,72.479192
28.28,13.988525,13.988525,-4.1875876,72,67.547482,24.257497,72.590095
28.32,14.371731,14.371731,-3.9875876,72,67.423016,24.303567,72.700899
28.36,14.748746,14.748746,-3.7875876,72,67.300536,24.349875,72.811604
28.4,15.119502,15.119502,-3.5875876,72,67.180063,24.396415,72.922212
28.44,15.483931,15.483931,-3.3875876,72,67.06162,24.443184,73.032722
28.48,15.841969,15.841969,-3.1875876,72,66.945229,24.490178,73.143138
28.52,16.193553,16,-2.9875876,72,66.830909,24.537391,73.25346
28.56,16.538622,16,-2.7875876,72,66.71868,24.584821,73.363689
28.6,16.877118,16,-2.5875876,72,66.608563,24.632462,73.473827
28.64,17.208985,16,-2.3875876,72,66.500574,24.680311,73.583874
28.68,17.534167,16,-2.1875876,72,66.394733,24.728363,73.693833
28.72,17.852614,16,-1.9875876,72,66.291056,24.776614,73.803705
28.76,18.164275,16,-1.7875876,72,66.189559,24.825059,73.913492
28.8,18.469103,16,-1.5875876,72,66.090258,24.873695,74.023194
28.84,18.767053,16,-1.3875876,72,65.993169,24.922516,74.132814
28.88,19.05808,16,-1.1875876,72,65.898304,24.971519,74.242352
28.92,19.342145,16,-0.98758764,72,65.805679,25.020699,74.351812
28.96,19.619207,16,-0.78758764,72,65.715306,25.070052,74.461193
29,19.889231,16,-0.58758764,72,65.627197,25.119572,74.570499
29.04,20.152181,16,-0.38758764,72,65.541363,25.169257,74.67973
29.08,20.408026,16,-0.18758764,72,65.457816,25.2191,74.788889
29.12,20.656734,16,0.012412358,72,65.376565,25.269098,74.897976
29.16,20.898278,16,0.21241236,72,65.29762,25.319247,75.006995
29.2,21.132631,16,0.41241236,72,65.220989,25.369541,75.115947
29.24,21.359771,16,0.61241236,72,65.146681,25.419977,75.224834
29.28,21.579674,16,0.81241236,72,65.074703,25.470549,75.333656
29.32,21.792322,16,1.0124124,72,65.005061,25.521254,75.442418
29.36,21.997697,16,1.2124124,72,64.937762,25.572086,75.55112
29.4,22.195784,16,1.4124124,72,64.872811,25.623042,75.659764
29.44,22.386569,16,1.6124124,72,64.810211,25.674116,75.768352
29.48,22.570042,16,1.8124124,72,64.749968,25.725304,75.876887
29.52,22.746194,16,2.0124124,72,64.692084,25.776602,75.98537
29.56,22.915017,16,2.2124124,72,64.636562,25.828005,76.093803
29.6,23.076506,16,2.4124124,72,64.583404,25.879509,76.202188
29.64,23.230659,16,2.6124124,72,64.532611,25.931108,76.310528
29.68,23.377476,16,2.8124124,72,64.484183,25.9828,76.418823
29.72,23.516957,16,3.0124124,72,64.438121,26.034578,76.527078
29.76,23.649106,16,3.2124124,72,64.394423,26.086439,76.635293
29.8,23.773928,16,3.4124124,72,64.353089,26.138378,76.74347
29.84,23.89143,16,3.6124124,72,64.314115,26.19039,76.851612
29.88,24.001623,16,3.8124124,72,64.2775,26.242472,76.959721
29.92,24.104516,16,4.0124124,72,64.24324,26.294618,77.067799
29.96,24.200124,16,4.2124124,72,64.211332,26.346824,77.175847
30,24.288462,16,4.4124124,72,64.181769,26.399086,77.283869
30.04,24.369546,16,4.6124124,72,64.154548,26.4514,77.391866
30.08,24.443397,16,4.8124124,72,64.129662,26.50376,77.49984
30.12,24.510034,16,5.0124124,72,64.107105,26.556163,77.607793
30.16,24.569482,16,5.2124124,72,64.08687,26.608604,77.715728
30.2,24.621764,16,5.4124124,72,64.068948,26.661079,77.823647
30.24,24.666907,16,5.6124124,72,64.053333,26.713583,77.931551
30.28,24.704939,16,5.8124124,72,64.040014,26.766112,78.039443
30.32,24.735892,16,6.0124124,72,64.028982,26.818662,78.147325
30.36,24.759796,16,6.2124124,72,64.020228,26.871228,78.255198
30.4,24.776686,16,6.4124124,72,64.013741,26.923807,78.363066
30.44,24.786596,16,6.6124124,72,64.009509,26.976394,78.47093
30.48,24.789566,16,6.8124124,72,64.007521,27.028984,78.578793
30.52,24.785633,16,7.0124124,72,64.007764,27.081574,78.686655
30.56,24.774837,16,7.2124124,72,64.010226,27.134159,78.79452
30.6,24.757223,16,7.4124124,72,64.014893,27.186736,78.902389
30.64,24.732833,16,7.6124124,72,64.021751,27.239299,79.010264
30.68,24.701712,16,7.8124124,72,64.030785,27.291846,79.118147
30.72,24.66391,16,8.0124124,72,64.041982,27.344371,79.226041
30.76,24.619473,16,8.2124124,72,64.055324,27.396872,79.333947
30.8,24.568453,16,8.4124124,72,64.070797,27.449343,79.441867
30.84,24.510902,16,8.6124124,72,64.088383,27.501781,79.549804
30.88,24.446873,16,8.8124124,72,64.108066,27.554182,79.657758
30.92,24.37642,16,9.0124124,72,64.129829,27.606542,79.765732
30.96,24.299601,16,9.2124124,72,64.153652,27.658857,79.873728
31,24.216473,16,9.4124124,72,64.179518,27.711124,79.981748
31.04,24.127096,16,9.6124124,72,64.207408,27.763337,80.089793
31.08,24.03153,16,9.8124124,72,64.237303,27.815495,80.197865
31.12,23.929837,16,10.012412,72,64.269182,27.867592,80.305966
31.16,23.822081,16,10.212412,72,64.303025,27.919625,80.414098
31.2,23.708326,16,10.412412,72,64.338813,27.971591,80.522263
31.24,23.588638,16,10.612412,72,64.376523,28.023486,80.630461
31.28,23.463085,16,10.812412,72,64.416134,28.075306,80.738696
31.32,23.331735,16,11.012412,72,64.457624,28.127047,80.846968
31.36,23.194658,16,11.212412,72,64.500972,28.178706,80.955279
31.4,23.051925,16,11.412412,72,64.546153,28.230281,81.063631
31.44,22.903607,16,11.612412,72,64.593146,28.281766,81.172025
31.48,22.749779,16,11.812412,72,64.641927,28.333159,81.280463
31.52,22.590514,16,12.012412,72,64.692471,28.384456,81.388946
31.56,22.425888,16,12.212412,72,64.744756,28.435654,81.497476
