t,x,y,psi_ref,u,delta
6.48,29.16,0,0,-7.5897934,-7.5897934
6.56,29.52,0,0,-4.3846599,-4.3846599
6.64,29.88,0,0,-0.57762123,-1.0246599
6.72,30.24,0,0,3.3104269,2.3353401
6.8,30.6,0,0,6.7377255,5.6953401
6.88,30.96,0,0,9.2131072,9.0553401
6.96,31.32,0,0,10.364979,10.364979
7.04,31.68,0,0,10.054859,10.054859
7.12,32.04,0,0,8.3312099,8.3312099
7.2,32.4,0,0,5.4361538,5.4361538
7.28,32.76,0,0,1.7763321,2.0761538
7.36,33.12,0,0,-2.1431767,-1.2838462
7.44,33.48,0,0,-5.7806137,-4.6438462
7.52,33.84,0,0,-8.6197167,-8.0038462
7.6,34.2,0,0,-10.242228,-10.242228
7.68,34.56,0,0,-10.420195,-10.420195
7.76,34.92,0,0,-9.1472325,-9.1472325
7.84,35.28,0,0,-6.6017473,-6.6017473
7.92,35.64,0,0,-3.1408811,-3.2417473
8,36,0,0,0.75266891,0.11825275
8.08,36.36,0,0,4.5456878,3.4782527
8.16,36.72,0,0,7.7049603,6.8382527
8.24,37.08,0,0,9.7721598,9.7721598
8.32,37.44,0,0,10.440967,10.440967
8.4,37.8,0,0,9.6441586,9.6441586
8.48,38.16,0,0,7.4936192,7.4936192
8.56,38.52,0,0,4.2913633,4.2913633
8.64,38.88,0,0,0.48711603,0.93136328
8.72,39.24,0,0,-3.3981407,-2.4286367
8.8,39.6,0,0,-6.8226479,-5.7886367
8.88,39.96,0,0,-9.2952381,-9.1486367
8.96,40.32,0,0,-10.444319,-10.444319
9.04,40.68,0,0,-10.131825,-10.131825
9.12,41.04,0,0,-8.4058727,-8.4058727
9.2,41.4,0,0,-5.5085827,-5.5085827
9.28,41.76,0,0,-1.8465939,-2.1485827
9.36,42.12,0,0,2.075082,1.2114173
9.44,42.48,0,0,5.714686,4.5714173
9.52,42.84,0,-0,8.555956,7.9314173
9.6,43.2,-0,-0,10.180634,10.180634
9.68,43.56,-0,0,10.360445,10.360445
9.76,43.92,-0,0,9.0892696,9.0892696
9.84,44.28,-0,0,6.5455186,6.5455186
9.92,44.64,-0,0,3.0863348,3.1855186
10,45,-0,0,-0.80553285,-0.17448141
10.08,45.36,-0,0,-4.5968693,-3.5344814
10.16,45.72,-0,0,-7.7544595,-6.8944814
10.24,46.08,-0,0,-9.8199766,-9.8199766
10.32,46.44,-0,0,-10.487354,-10.487354
10.4,46.8,-0,0,-9.6891569,-9.6891569
10.48,47.16,-0,0,-7.5372711,-7.5372711
10.56,47.52,-0,0,-4.3337092,-4.3337092
10.64,47.88,-0,0,-0.52819493,-0.97370917
10.72,48.24,-0,0,3.3583288,2.3862908
10.8,48.6,-0,0,6.7841029,5.7462908
10.88,48.96,-0,0,9.2579602,9.1062908
10.96,49.32,-0,0,10.408308,10.408308
11.04,49.68,-0,0,10.096891,10.096891
11.12,50.04,-0,0,8.3719844,8.3719844
11.2,50.4,-0,0,5.4757084,5.4757084
11.28,50.76,-0,0,1.8147032,2.1157084
11.36,51.12,-0,0,-2.1059891,-1.2442916
11.44,51.48,-0,0,-5.7446096,-4.6042916
11.52,51.84,-0,0,-8.584896,-7.9642916
11.6,52.2,-0,0,-10.208591,-10.208591
11.68,52.56,-0,0,-10.387565,-10.387565
11.76,52.92,-0,0,-9.115578,-9.115578
11.84,53.28,-0,0,-6.5710399,-6.5710399
11.92,53.64,-0,0,-3.1110926,-3.2110399
12,54,-0,0,0.78153873,0.1489601
12.08,54.36,-0,0,4.5736388,3.5089601
12.16,54.72,-0,0,7.7319926,6.8689601
12.24,55.08,-0,0,9.7982733,9.7982733
12.32,55.44,-0,0,10.4663,10.4663
12.4,55.8,-0,0,9.6687329,9.6687329
12.48,56.16,-0,0,7.5174582,7.5174582
12.56,56.52,-0,0,4.314489,4.314489
12.64,56.88,-0,0,0.50954986,0.95448903
12.72,57.24,-0,0,-3.3763988,-2.405511
12.8,57.6,-0,0,-6.8015979,-5.765511
12.88,57.96,-0,0,-9.27488,-9.125511
12.96,58.32,-0,0,-10.424652,-10.424652
13.04,58.68,-0,0,-10.112747,-10.112747
13.12,59.04,-0,0,-8.3873658,-8.3873658
13.2,59.4,-0,0,-5.4906295,-5.4906295
13.28,59.76,-0,0,-1.8291779,-2.1306295
13.36,60.12,-0,0,2.0919609,1.2293705
13.44,60.48,-0,0,5.7310277,4.5893705
13.52,60.84,-0,0,8.5717606,7.9493705
13.6,61.2,-0,0,10.195902,10.195902
13.68,61.56,-0,0,10.375255,10.375255
13.76,61.92,-0,0,9.103637,9.103637
13.84,62.28,-0,0,6.5594562,6.5594562
13.92,62.64,-0,0,3.0998554,3.1994562
14,63,-0,0,-0.79242929,-0.16054382
14.08,63.36,-0,0,-4.5841828,-3.5205438
14.16,63.72,-0,0,-7.74219,-6.8805438
14.24,64.08,-0,0,-9.8081241,-9.8081241
14.32,64.44,-0,0,-10.475856,-10.475856
14.4,64.8,-0,-87.049908,-686.49104,-13.835856
14.48,65.16,-13.971258,-87.043883,-303.3249,-17.195856
14.56,65.52,-13.942735,5.2970827,418.09231,-13.835856
14.64,65.88,-13.904503,6.8229314,30.053872,-10.475856
14.72,66.24,-13.856588,8.3344465,39.301142,-7.1158557
14.8,66.6,-13.799024,9.828696,48.016132,-3.7558557
14.88,66.96,-13.731851,11.30292,55.699045,-0.39585569
14.96,67.32,-13.655116,12.754553,61.970413,2.9641443
15.04,67.68,-13.568872,14.18124,66.623315,6.3241443
15.12,68.04,-13.473179,15.580844,69.651466,9.6841443
15.2,68.4,-13.368104,16.951463,71.249219,13.044144
15.28,68.76,-13.253719,18.291423,71.783494,16.404144
15.36,69.12,-13.130106,19.59928,71.741562,19.764144
15.44,69.48,-12.997349,20.873819,71.662034,23.124144
15.52,69.84,-12.855542,22.114042,72.058733,26.484144
15.6,70.2,-12.704782,23.319157,73.348137,29.844144
15.68,70.56,-12.545175,24.488569,75.82638,30
15.76,70.92,-12.376833,25.621865,79.625625,30
15.84,71.28,-12.199871,26.718798,84.610765,30
15.92,71.64,-12.014414,27.779273,90.463072,30
16,72,-11.820591,28.803331,96.724952,30
16.08,72.36,-11.618536,29.791131,102.86426,30
16.16,72.72,-11.408391,30.742942,108.34916,30
16.24,73.08,-11.190301,31.65912,112.72293,30
16.32,73.44,-10.964419,32.540101,115.66832,30
16.4,73.8,-10.730902,33.386384,117.05232,30
16.48,74.16,-10.489912,34.198524,116.94509,30
16.56,74.52,-10.241618,34.977115,115.61033,30
16.64,74.88,-9.9861913,35.722785,113.46859,30
16.72,75.24,-9.7238109,36.436186,111.03844,30
16.8,75.6,-9.4546593,37.117986,108.86398,30
16.88,75.96,-9.1789238,37.768861,107.43873,30
16.96,76.32,-8.8967965,38.38949,107.13659,30
17.04,76.68,-8.6084739,38.980549,108.15968,30
17.12,77.04,-8.3141566,39.542708,110.51024,30
17.2,77.4,-8.0140498,40.076624,113.99064,30
17.28,77.76,-7.7083622,40.58294,118.23139,30
17.36,78.12,-7.3973069,41.062282,122.74338,30
17.44,78.48,-7.0811004,41.515254,126.98683,30
17.52,78.84,-6.7599629,41.942439,130.44734,30
17.6,79.2,-6.434118,42.344397,132.70847,30
17.68,79.56,-6.1037927,42.721661,133.5104,30
17.76,79.92,-5.769217,43.074739,132.78672,30
17.84,80.28,-5.4306238,43.404111,130.67393,30
17.92,80.64,-5.088249,43.71023,127.49251,30
18,81,-4.7423309,43.993519,123.70211,30
18.08,81.36,-4.3931104,44.254375,119.83717,30
18.16,81.72,-4.0408308,44.493162,116.43201,30
18.24,82.08,-3.6857373,44.71022,113.94599,30
18.32,82.44,-3.3280772,44.905854,112.69909,30
18.4,82.8,-2.9680995,45.080346,112.82713,30
18.48,83.16,-2.606055,45.233942,114.26279,30
18.56,83.52,-2.2421958,45.366865,116.74518,30
18.64,83.88,-1.8767752,45.479305,119.85657,30
18.72,84.24,-1.5100476,45.571424,123.08111,30
18.8,84.6,-1.1422686,45.643354,125.87738,30
18.88,84.96,-0.77369407,45.6952,127.75442,30
18.96,85.32,-0.4045808,45.727036,128.34079,30
19.04,85.68,-0.035185801,45.738909,127.43667,30
19.12,86.04,0.3342337,45.730836,125.04201,30
19.2,86.4,0.70342045,45.702805,121.35645,30
19.28,86.76,1.0721174,45.654775,116.75134,30
19.36,87.12,1.4400677,45.586678,111.71748,30
19.44,87.48,1.8070153,45.498414,106.79616,30
19.52,87.84,2.1727045,45.389856,102.50309,30
19.6,88.2,2.5368807,45.260849,99.255862,30
19.68,88.56,2.8992903,45.111206,97.315236,30
19.76,88.92,3.259681,44.940713,96.748386,30
19.84,89.28,3.6178018,44.749126,97.41936,30
19.92,89.64,3.9734033,44.536172,99.008033,30
20,90,4.3262379,44.301549,101.05492,30
20.08,90.36,4.6760599,44.044924,103.02555,30
20.16,90.72,5.0226257,43.765937,104.38536,30
20.24,91.08,5.3656939,43.464199,104.67457,30
20.32,91.44,5.7050256,43.13929,103.57255,30
20.4,91.8,6.0403846,42.790764,100.94268,30
20.48,92.16,6.3715374,42.418145,96.851238,30
20.56,92.52,6.6982532,42.020931,91.557915,30
20.64,92.88,7.0203047,41.598593,85.479055,30
20.72,93.24,7.3374675,41.150577,79.128923,30
20.8,93.6,7.6495209,40.676304,73.047205,30
20.88,93.96,7.9562474,40.175174,67.722928,30
20.96,94.32,8.2574335,39.646564,63.52548,30
21.04,94.68,8.5528694,39.089835,60.652435,30
21.12,95.04,8.8423495,38.504332,59.1015,30
21.2,95.4,9.1256722,37.889387,58.670524,30
21.28,95.76,9.4026401,37.244326,58.985581,30
21.36,96.12,9.6730603,36.568469,59.553181,30
21.44,96.48,9.9367447,35.861138,59.829268,30
21.52,96.84,10.19351,35.121665,59.295338,30
21.6,97.2,10.443176,34.349394,57.530966,30
21.68,97.56,10.68557,33.543692,54.272587,30
21.76,97.92,10.920524,32.703956,49.450252,30
21.84,98.28,11.147872,31.829625,43.197225,30
21.92,98.64,11.367458,30.920187,35.831057,30
22,99,11.579128,29.975194,27.808825,27.808825
22.08,99.36,11.782735,28.994272,19.687906,24.448825
22.16,99.72,11.978136,27.977136,12.07636,21.088825
22.24,100.08,12.165197,26.923605,5.4323445,17.728825
22.32,100.44,12.343786,25.833613,0.075220388,14.368825
22.4,100.8,12.51378,24.707229,-3.8592019,11.008825
22.48,101.16,12.675059,23.544669,-6.4375707,7.6488248
22.56,101.52,12.827513,22.346315,-7.9193851,4.2888248
22.64,101.88,12.971033,21.112725,-8.7202183,0.92882483
22.72,102.24,13.105521,19.844652,-9.3529302,-2.4311752
22.8,102.6,13.230883,18.543054,-10.355124,-5.7911752
22.88,102.96,13.347032,17.209105,-12.213027,-9.1511752
22.96,103.32,13.453886,15.844204,-15.292492,-12.511175
23.04,103.68,13.551371,14.44998,-19.786805,-15.871175
23.12,104.04,13.63942,13.028295,-25.688623,-19.231175
23.2,104.4,13.717971,11.581239,-32.790002,-22.591175
23.28,104.76,13.786969,10.111126,-40.710502,-25.951175
23.36,105.12,13.846367,8.6204836,-48.949433,-29.311175
23.44,105.48,13.896122,7.112036,-56.974758,-30
23.52,105.84,13.936201,5.5886843,-64.340261,-30
23.6,106.2,13.966575,4.053482,-70.616636,-30
23.68,106.56,13.987224,2.5096069,-75.531025,-30
23.76,106.92,13.998132,0.96032923,-79.00387,-30
23.84,107.28,13.999293,-0.59102255,-81.158596,-30
23.92,107.64,13.990705,-2.1410974,-82.302777,-30
24,108,13.972374,-3.6865582,-82.883455,-30
24.08,108.36,13.944314,-5.2241177,-83.422887,-30
24.16,108.72,13.906543,-6.7505731,-84.443769,-30
24.24,109.08,13.859089,-8.2628385,-86.394446,-30
24.32,109.44,13.801984,-9.7579743,-89.584629,-30
24.4,109.8,13.735267,-11.233212,-94.140653,-30
24.48,110.16,13.658986,-12.685976,-99.98657,-30
24.56,110.52,13.573193,-14.1139,-106.85374,-30
24.64,110.88,13.477949,-15.51484,-114.31758,-30
24.72,111.24,13.373319,-16.886879,-121.85632,-30
24.8,111.6,13.259376,-18.228332,-128.92348,-30
24.88,111.96,13.1362,-19.537748,-135.02397,-30
24.96,112.32,13.003877,-20.813898,-139.783,-30
25.04,112.68,12.862498,-22.055774,-142.99829,-30
25.12,113.04,12.712162,-23.262576,-144.66801,-30
25.2,113.4,12.552975,-24.433699,-144.9908,-30
25.28,113.76,12.385045,-25.568722,-144.33763,-30
25.36,114.12,12.208491,-26.66739,-143.19951,-30
25.44,114.48,12.023436,-27.729601,-142.11854,-30
25.52,114.84,11.830008,-28.75539,-141.61168,-30
25.6,115.2,11.628343,-29.744912,-142.09825,-30
25.68,115.56,11.418579,-30.698429,-143.84113,-30
25.76,115.92,11.200865,-31.616294,-146.90994,-30
25.84,116.28,10.97535,-32.49894,-151.17151,-30
25.92,116.64,10.742193,-33.346864,-156.30874,-30
26,117,10.501555,-34.160616,-161.8654,-30
26.08,117.36,10.253604,-34.94079,-167.31051,-30
26.16,117.72,9.9985136,-35.688014,-172.1131,-30
26.24,118.08,9.7364603,-36.402937,-175.81718,-30
26.32,118.44,9.4676269,-37.086226,-178.10601,-30
26.4,118.8,9.1922006,-37.738558,-178.84695,-30
26.48,119.16,8.9103732,-38.360612,-178.11033,-30
26.56,119.52,8.6223411,-38.953064,-176.15997,-30
26.64,119.88,8.3283047,-39.516584,-173.41636,-30
26.72,120.24,8.0284688,-40.05183,-170.39797,-30
26.8,120.6,7.7230422,-40.559446,-167.64866,-30
26.88,120.96,7.4122376,-41.040059,-165.66167,-30
26.96,121.32,7.0962714,-41.494273,-164.81056,-30
27.04,121.68,6.7753637,-41.922674,-165.29704,-30
27.12,122.04,6.4497379,-42.32582,-167.12292,-30
27.2,122.4,6.1196207,-42.704249,-170.09007,-30
27.28,122.76,5.7852421,-43.058467,-173.82852,-30
27.36,123.12,5.4468349,-43.388958,-177.84863,-30
27.44,123.48,5.1046348,-43.696174,-181.61004,-30
27.52,123.84,4.75888,-43.980541,-184.59783,-30
27.6,124.2,4.4098113,-44.242456,-186.39495,-30
27.68,124.56,4.0576718,-44.482287,-186.74103,-30
27.76,124.92,3.7027067,-44.700372,-185.56904,-30
27.84,125.28,3.3451631,-44.89702,-183.01492,-30
27.92,125.64,2.9852902,-45.072512,-179.39854,-30
28,126,2.6233384,-45.227099,-175.17898,-30
28.08,126.36,2.2595598,-45.361001,-170.89005,-30
28.16,126.72,1.8942078,-45.474413,-167.06551,-30
28.24,127.08,1.5275367,-45.567496,-164.16411,-30
28.32,127.44,1.1598019,-45.640385,-162.50525,-30
28.4,127.8,0.79125948,-45.693185,-162.22416,-30
28.48,128.16,0.42216605,-45.725973,-163.25292,-30
28.56,128.52,0.052778632,-45.738796,-165.33008,-30
28.64,128.88,-0.31664554,-45.731673,-168.0373,-30
28.72,129.24,-0.68584921,-45.704593,-170.85816,-30
28.8,129.6,-1.0545753,-45.657517,-173.25064,-30
28.88,129.96,-1.422567,-45.590377,-174.72323,-30
28.96,130.32,-1.7895681,-45.503076,-174.90387,-30
29.04,130.68,-2.155323,-45.395488,-173.59217,-30
29.12,131.04,-2.519577,-45.267458,-170.78748,-30
29.2,131.4,-2.8820765,-45.118803,-166.68888,-30
29.28,131.76,-3.2425691,-44.949308,-161.66711,-30
29.36,132.12,-3.6008036,-44.758731,-156.21238,-30
29.44,132.48,-3.9565307,-44.546802,-150.86541,-30
29.52,132.84,-4.3095026,-44.313217,-146.14129,-30
29.6,133.2,-4.6594736,-44.057648,-142.45704,-30
29.68,133.56,-5.0061999,-43.779735,-140.07282,-30
29.76,133.92,-5.3494401,-43.47909,-139.05522,-30
29.84,134.28,-5.6889552,-43.155294,-139.26769,-30
29.92,134.64,-6.0245087,-42.807903,-140.38952,-30
30,135,-6.355867,-42.436442,-141.96067,-30
30.08,135.36,-6.6827993,-42.040411,-143.44608,-30
30.16,135.72,-7.005078,-41.619282,-144.31063,-30
30.24,136.08,-7.3224787,-41.172502,-144.09401,-30
30.32,136.44,-7.6347803,-40.699493,-142.47507,-30
30.4,136.8,-7.9417653,-40.199655,-139.31669,-30
30.48,137.16,-8.24322,-39.672368,-134.68469,-30
30.56,137.52,-8.5389345,-39.116993,-128.83834,-30
30.64,137.88,-8.8287028,-38.532875,-122.19359,-30
30.72,138.24,-9.1123232,-37.919348,-115.2644,-30
30.8,138.6,-9.3895981,-37.275736,-108.59018,-30
30.88,138.96,-9.6603345,-36.601361,-102.65979,-30
30.96,139.32,-9.9243438,-35.895544,-97.842504,-30
31.04,139.68,-10.181442,-35.157617,-94.33592,-30
31.12,140.04,-10.431451,-34.386922,-92.137864,-30
31.2,140.4,-10.674195,-33.582826,-91.046445,-30
31.28,140.76,-10.909507,-32.744724,-90.68815,-30
31.36,141.12,-11.137221,-31.872052,-90.570067,-30
31.44,141.48,-11.35718,-30.964296,-90.148912,-30
31.52,141.84,-11.56923,-30.021005,-88.907158,-30
31.6,142.2,-11.773224,-29.041802,-86.425588,-30
31.68,142.56,-11.96902,-28.026396,-82.442093,-30
31.76,142.92,-12.156481,-26.9746,-76.888447,-30
31.84,143.28,-12.335476,-25.886344,-69.899918,-30
31.92,143.64,-12.505882,-24.761689,-61.79636,-30
32,144,-12.667579,-23.600845,-53.037459,-30
32.08,144.36,-12.820455,-22.404184,-44.158409,-30
32.16,144.72,-12.964403,-21.172256,-35.695078,-30
32.24,145.08,-13.099323,-19.905805,-28.10916,-28.10916
32.32,145.44,-13.225122,-18.605778,-21.73996,-24.74916
32.4,145.8,-13.341711,-17.27334,-16.811788,-21.38916
32.48,146.16,-13.449009,-15.909878,-13.262311,-18.02916
32.56,146.52,-13.546942,-14.51701,-10.836526,-14.66916
32.64,146.88,-13.635442,-13.096587,-9.1234798,-11.30916
32.72,147.24,-13.714446,-11.650688,-7.6149879,-7.9491597
32.8,147.6,-13.783901,-10.181618,-5.7781051,-5.7781051
32.88,147.96,-13.843756,-8.6918926,-3.0955824,-3.0955824
32.96,148.32,-13.893972,-7.1842284,0.77877197,0.26441756
33.04,148.68,-13.934512,-5.6615182,6.0139013,3.6244176
33.12,149.04,-13.965349,-4.1268091,12.598773,6.9844176
33.2,149.4,-13.986461,-2.5832734,20.322223,10.344418
33.28,149.76,-13.997833,-1.0341779,28.801139,13.704418
33.36,150.12,-13.999458,0.51715107,37.532783,17.064418
33.44,150.48,-13.991335,2.0673626,45.963896,20.424418
33.52,150.84,-13.973468,3.6131182,53.566918,23.784418
33.6,151.2,-13.945871,5.1511274,59.912615,27.144418
33.68,151.56,-13.908562,6.6781826,64.728933,30
33.76,151.92,-13.861568,8.1911917,67.993377,30
33.84,152.28,-13.804921,9.6872073,69.876539,30
33.92,152.64,-13.738661,11.163453,70.68879,30
34,153,-13.662835,12.617342,70.880507,30
34.08,153.36,-13.577494,14.0465,70.977738,30
34.16,153.72,-13.482698,15.448769,71.507335,30
34.24,154.08,-13.378513,16.822224,72.922073,30
34.32,154.44,-13.265012,18.165169,75.536269,30
34.4,154.8,-13.142274,19.47614,79.480953,30
34.48,155.16,-13.010384,20.753899,84.684871,30
34.56,155.52,-12.869434,21.997427,90.884008,30
34.64,155.88,-12.719523,23.205914,97.658265,30
34.72,156.24,-12.560754,24.378747,104.49016,30
34.8,156.6,-12.393238,25.515496,110.83726,30
34.88,156.96,-12.217093,26.615899,116.20826,30
34.96,157.32,-12.032439,27.679846,120.23185,30
35.04,157.68,-11.839407,28.707367,122.70891,30
35.12,158.04,-11.63813,29.698611,123.64047,30
35.2,158.4,-11.42875,30.653835,123.22772,30
35.28,158.76,-11.21141,31.573389,121.84383,30
35.36,159.12,-10.986263,32.457701,119.98177,30
35.44,159.48,-10.753466,33.307266,118.18528,30
35.52,159.84,-10.513181,34.122632,116.97271,30
35.6,160.2,-10.265575,34.904391,116.76453,30
35.68,160.56,-10.01082,35.653169,117.82452,30
35.76,160.92,-9.7490942,36.369615,120.22303,30
35.84,161.28,-9.4805794,37.054396,123.82741,30
35.92,161.64,-9.2054628,37.708187,128.32091,30
36,162,-8.9239359,38.331667,133.24755,30
36.08,162.36,-8.6361946,38.925513,138.07639,30
36.16,162.72,-8.3424395,39.490396,142.27647,30
36.24,163.08,-8.0428751,40.026974,145.39166,30
36.32,163.44,-7.73771,40.535891,147.10501,30
36.4,163.8,-7.4271566,41.017776,147.28359,30
36.48,164.16,-7.1114312,41.473234,145.9974,30
36.56,164.52,-6.7907538,41.90285,143.50985,30
36.64,164.88,-6.4653475,42.307188,140.241,30
36.72,165.24,-6.1354391,42.686781,136.70883,30
36.8,165.6,-5.8012581,43.042142,133.45672,30
36.88,165.96,-5.4630374,43.373751,130.97735,30
36.96,166.32,-5.1210125,43.682066,129.64375,30
37.04,166.68,-4.7754215,43.967512,129.65707,30
37.12,167.04,-4.4265052,44.230488,131.01855,30
37.2,167.4,-4.0745063,44.471362,133.52947,30
37.28,167.76,-3.7196702,44.690475,136.81927,30
37.36,168.12,-3.3622438,44.888138,140.39773,30
37.44,168.48,-3.0024761,45.064631,143.7239,30
37.52,168.84,-2.6406176,45.220208,146.28225,30
37.6,169.2,-2.2769203,45.355091,147.65516,30
37.68,169.56,-1.9116374,45.469474,147.58164,30
37.76,169.92,-1.5450234,45.563522,145.9941,30
37.84,170.28,-1.1773334,45.63737,143.02787,30
37.92,170.64,-0.80882365,45.691125,139.00224,30
38,171,-0.43975063,45.724865,134.37569,30
38.08,171.36,-0.070371379,45.738638,129.68146,30
38.16,171.72,0.29905687,45.732464,125.45272,30
38.24,172.08,0.66827687,45.706335,122.14763,30
38.32,172.44,1.0370315,45.660213,120.085,30
38.4,172.8,1.405064,45.59403,119.39949,30
38.48,173.16,1.7721181,45.507692,120.0226,30
38.56,173.52,2.1379381,45.401073,121.69227,30
38.64,173.88,2.5022694,45.274021,123.9896,30
38.72,174.24,2.8648582,45.126352,126.39758,30
38.8,174.6,3.225452,44.957855,128.37359,30
38.88,174.96,3.5837997,44.768288,129.42552,30
38.96,175.32,3.9396519,44.557382,129.18074,30
39.04,175.68,4.2927606,44.324836,127.43827,30
39.12,176.04,4.64288,44.070322,124.19686,30
39.2,176.4,4.9897663,43.793482,119.65499,30
39.28,176.76,5.3331779,43.493928,114.18282,30
39.36,177.12,5.6728758,43.171244,108.26997,30
39.44,177.48,6.0086233,42.824987,102.45657,30
39.52,177.84,6.3401866,42.454684,97.257143,30
39.6,178.2,6.6673349,42.059835,93.088136,30
39.68,178.56,6.9898403,41.639913,90.20915,30
39.76,178.92,7.3074782,41.194367,88.686233,30
39.84,179.28,7.6200276,40.722621,88.382322,30
39.92,179.64,7.9272707,40.224074,88.976214,30
40,180,8.2289935,39.698109,90.007384,30
40.08,180.36,8.5249861,39.144086,90.940367,30
40.16,180.72,8.8150421,38.561352,91.239656,30
40.24,181.08,9.0989598,37.94924,90.444605,30
40.32,181.44,9.3765413,37.307076,88.233815,30
40.4,181.8,9.6475933,36.634181,84.469964,30
40.48,182.16,9.9119272,35.929878,79.218787,30
40.56,182.52,10.169359,35.193494,72.739544,30
40.64,182.88,10.419709,34.424375,65.44832,30
40.72,183.24,10.662803,33.621883,57.85931,30
40.8,183.6,10.898472,32.785413,50.512343,30
40.88,183.96,11.126552,31.914399,43.896835,30
40.96,184.32,11.346884,31.008325,38.382841,30
41.04,184.68,11.559314,30.066736,34.168911,30
41.12,185.04,11.763695,29.089249,31.254073,30
41.2,185.4,11.959884,28.075572,29.437879,29.437879
41.28,185.76,12.147745,27.025512,28.348524,28.348524
41.36,186.12,12.327146,25.938992,27.504046,27.504046
41.44,186.48,12.497964,24.816067,26.379758,26.379758
41.52,186.84,12.660078,23.656939,24.469099,24.469099
41.6,187.2,12.813376,22.461972,21.379288,21.379288
41.68,187.56,12.957752,21.231709,16.886716,18.019288
41.76,187.92,13.093105,19.966882,10.934761,14.659288
41.84,188.28,13.219339,18.668429,3.6625057,11.299288
41.92,188.64,13.336369,17.337505,-4.6061205,7.9392885
42,189,13.444112,15.975485,-13.407127,4.5792885
42.08,189.36,13.542492,14.583978,-22.200832,1.2192885
42.16,189.72,13.631443,13.164821,-30.446751,-2.1407115
42.24,190.08,13.7109,11.720085,-37.678516,-5.5007115
42.32,190.44,13.780811,10.252062,-43.56828,-8.8607115
42.4,190.8,13.841124,8.7632609,-47.971585,-12.220712
42.48,191.16,13.8918,7.2563867,-50.946396,-15.580712
42.56,191.52,13.932802,5.734325,-52.743629,-18.940712
42.64,191.88,13.964101,4.2001162,-53.770527,-22.300712
42.72,192.24,13.985677,2.6569274,-54.532028,-25.660712
42.8,192.6,13.997513,1.1080215,-55.55838,-29.020712
42.88,192.96,13.999602,-0.44327706,-57.340332,-30
42.96,193.32,13.991942,-1.9936178,-60.327348,-30
43.04,193.68,13.974539,-3.5396607,-64.707945,-30
43.12,194.04,13.947405,-5.0781122,-70.471131,-30
43.2,194.4,13.910558,-6.6057602,-77.40651,-30
43.28,194.76,13.864025,-8.1195062,-85.132453,-30
43.36,195.12,13.807837,-9.6163955,-93.148374,-30
43.44,195.48,13.742034,-11.093642,-100.90378,-30
43.52,195.84,13.666662,-12.548652,-107.87443,-30
43.6,196.2,13.581772,-13.979038,-113.63485,-30
43.68,196.56,13.487425,-15.382634,-117.91714,-30
43.76,196.92,13.383686,-16.757501,-120.64767,-30
43.84,197.28,13.270627,-18.101934,-121.95665,-30
43.92,197.64,13.148327,-19.414457,-122.15913,-30
44,198,13.016871,-20.693822,-121.71021,-30
44.08,198.36,12.87635,-21.939,-121.14054,-30
44.16,198.72,12.726863,-23.149171,-120.98148,-30
