t,psi_ref,psi,psi_meas,x,y,cmd,delta
14.65,0.45249375,0.088707441,0.087309827,46.879994,0.014864913,0.51024698,0.29414986
14.7,0.4596521,0.090127261,0.088707441,47.039994,0.015116596,0.51827104,0.29881905
14.75,0.46692145,0.091569639,0.090127261,47.199994,0.015372306,0.52641719,0.30356068
14.8,0.47430345,0.093034932,0.091569639,47.359993,0.015632109,0.53468719,0.30837582
14.85,0.48179977,0.094523503,0.093034932,47.519993,0.015896068,0.54308281,0.31326555
14.9,0.4894121,0.096035721,0.094523503,47.679993,0.01616425,0.55160581,0.31823097
14.95,0.49714216,0.097571959,0.096035721,47.839993,0.016436723,0.56025803,0.3232732
15,0.5049917,0.099132599,0.097571959,47.999992,0.016713553,0.56904129,0.32839337
15.05,0.51296247,0.10071802,0.099132599,48.159992,0.01699481,0.57795744,0.33359262
15.1,0.52105625,0.10232863,0.10071802,48.319992,0.017280566,0.58700835,0.33887211
15.15,0.52927487,0.10396481,0.10232863,48.479992,0.01757089,0.59619593,0.34423303
15.2,0.53762015,0.10562696,0.10396481,48.639991,0.017865856,0.6055221,0.34967655
15.25,0.54609395,0.10731551,0.10562696,48.799991,0.018165537,0.6149888,0.35520389
15.3,0.55469816,0.10903086,0.10731551,48.959991,0.018470009,0.62459799,0.36081626
15.35,0.56343468,0.11077344,0.10903086,49.119991,0.018779346,0.63435166,0.36651492
15.4,0.57230544,0.11254367,0.11077344,49.27999,0.019093627,0.64425182,0.3723011
15.45,0.58131239,0.11434199,0.11254367,49.43999,0.01941293,0.6543005,0.37817609
15.5,0.59045753,0.11616884,0.11434199,49.59999,0.019737335,0.66449976,0.38414117
15.55,0.59974285,0.11802467,0.11616884,49.759989,0.020066921,0.67485168,0.39019764
15.6,0.60917039,0.11990994,0.11802467,49.919989,0.020401773,0.68535836,0.39634682
15.65,0.61874221,0.1218251,0.11990994,50.079988,0.020741972,0.69602191,0.40259005
15.7,0.62846038,0.12377063,0.1218251,50.239988,0.021087605,0.7068445,0.40892868
15.75,0.63832703,0.125747,0.12377063,50.399988,0.021438757,0.71782829,0.41536409
15.8,0.64834428,0.12775469,0.125747,50.559987,0.021795515,0.72897548,0.42189766
15.85,0.6585143,0.1297942,0.12775469,50.719987,0.022157968,0.74028828,0.4285308
15.9,0.66883928,0.13186602,0.1297942,50.879987,0.022526207,0.75176892,0.43526493
15.95,0.67932143,0.13397065,0.13186602,51.039986,0.022900324,0.76341968,0.44210149
16,0.68996301,0.13610862,0.13397065,51.199986,0.02328041,0.77524285,0.44904193
16.05,0.70076627,0.13828044,0.13610862,51.359985,0.023666562,0.78724072,0.45608774
16.1,0.71173353,0.14048663,0.13828044,51.519985,0.024058874,0.79941564,0.4632404
16.15,0.7228671,0.14272774,0.14048663,51.679984,0.024457444,0.81176996,0.47050144
16.2,0.73416934,0.1450043,0.14272774,51.839984,0.024862372,0.82430605,0.47787237
16.25,0.74564264,0.14731688,0.1450043,51.999983,0.025273758,0.83702632,0.48535474
16.3,0.7572894,0.14966602,0.14731688,52.159983,0.025691704,0.8499332,0.49295012
16.35,0.76911207,0.1520523,0.14966602,52.319982,0.026116314,0.86302913,0.5006601
16.4,0.7811131,0.1544763,0.1520523,52.479981,0.026547693,0.87631658,0.50848628
16.45,0.793295,0.15693859,0.1544763,52.639981,0.026985947,0.88979804,0.51643027
16.5,0.80566029,0.15943978,0.15693859,52.79998,0.027431187,0.90347604,0.52449373
16.55,0.81821153,0.16198047,0.15943978,52.95998,0.027883521,0.9173531,0.5326783
16.6,0.83095129,0.16456126,0.16198047,53.119979,0.028343062,0.93143179,0.54098566
16.65,0.8438822,0.16718279,0.16456126,53.279978,0.028809924,0.94571469,0.54941752
16.7,0.85700689,0.16984567,0.16718279,53.439978,0.029284221,0.9602044,0.55797558
16.75,0.87032803,0.17255055,0.16984567,53.599977,0.029766073,0.97490354,0.56666158
16.8,0.88384832,0.17529808,0.17255055,53.759976,0.030255597,0.98981477,0.57547727
16.85,0.8975705,0.17808891,0.17529808,53.919975,0.030752914,1.0049408,0.58442442
16.9,0.91149732,0.18092371,0.17808891,54.079974,0.031258147,1.0202842,0.59350484
16.95,0.92563157,0.18380315,0.18092371,54.239974,0.031771422,1.0358477,0.60272031
17,0.93997607,0.18672794,0.18380315,54.399973,0.032292863,1.0516342,0.61207269
17.05,0.95453368,0.18969875,0.18672794,54.559972,0.032822601,1.0676463,0.6215638
17.1,0.96930726,0.1927163,0.18969875,54.719971,0.033360766,1.0838867,0.63119553
17.15,0.98429974,0.19578131,0.1927163,54.87997,0.033907489,1.1003584,0.64096976
17.2,0.99951404,0.1988945,0.19578131,55.039969,0.034462906,1.1170641,0.65088839
17.25,1.0149531,0.20205662,0.1988945,55.199968,0.035027154,1.1340065,0.66095335
17.3,1.03062,0.2052684,0.20205662,55.359967,0.03560037,1.1511887,0.67116658
17.35,1.0465177,0.20853061,0.2052684,55.519966,0.036182696,1.1686133,0.68153006
17.4,1.0626493,0.21184403,0.20853061,55.679965,0.036774275,1.1862834,0.69204575
17.45,1.0790179,0.21520942,0.21184403,55.839964,0.037375252,1.2042017,0.70271567
17.5,1.0956266,0.21862759,0.21520942,55.999963,0.037985773,1.2223713,0.71354183
17.55,1.1124785,0.22209933,0.21862759,56.159961,0.03860599,1.2407949,0.72452627
17.6,1.1295768,0.22562547,0.22209933,56.31996,0.039236054,1.2594757,0.73567104
17.65,1.1469247,0.22920683,0.22562547,56.479959,0.039876118,1.2784165,0.74697824
17.7,1.1645256,0.23284425,0.22920683,56.639958,0.04052634,1.2976203,0.75844995
17.75,1.1823825,0.23653857,0.23284425,56.799956,0.041186879,1.31709,0.77008829
17.8,1.2004988,0.24029066,0.23653857,56.959955,0.041857895,1.3368288,0.78189538
17.85,1.218878,0.2441014,0.24029066,57.119953,0.042539553,1.3568395,0.79387338
17.9,1.2375232,0.24797167,0.2441014,57.279952,0.043232018,1.3771252,0.80602446
17.95,1.2564379,0.25190238,0.24797167,57.43995,0.04393546,1.397689,0.8183508
18,1.2756255,0.25589442,0.25190238,57.599949,0.044650049,1.4185338,0.83085462
18.05,1.2950894,0.25994874,0.25589442,57.759947,0.045375961,1.4396627,0.84353812
18.1,1.3148331,0.26406625,0.25994874,57.919945,0.04611337,1.4610787,0.85640355
18.15,1.3348602,0.26824793,0.26406625,58.079944,0.046862457,1.482785,0.86945316
18.2,1.355174,0.27249472,0.26824793,58.239942,0.047623403,1.5047845,0.88268923
18.25,1.3757782,0.2768076,0.27249472,58.39994,0.048396393,1.5270804,0.89611405
18.3,1.3966764,0.28118758,0.2768076,58.559938,0.049181613,1.5496757,0.90972991
18.35,1.4178721,0.28563564,0.28118758,58.719936,0.049979255,1.5725735,0.92353916
18.4,1.439369,0.29015281,0.28563564,58.879934,0.050789511,1.5957768,0.93754411
18.45,1.4611708,0.29474012,0.29015281,59.039932,0.051612577,1.6192888,0.95174712
18.5,1.483281,0.29939861,0.29474012,59.19993,0.052448652,1.6431125,0.96615057
18.55,1.5057035,0.30412935,0.29939861,59.359927,0.053297937,1.667251,0.98075683
18.6,1.5284419,0.3089334,0.30412935,59.519925,0.054160638,1.6917073,0.99556829
18.65,1.5515,0.31381186,0.3089334,59.679923,0.055036962,1.7164844,1.0105874
18.7,1.5748816,0.31876584,0.31381186,59.83992,0.055927119,1.7415856,1.0258165
18.75,1.5985905,0.32379644,0.31876584,59.999918,0.056831325,1.7670137,1.0412581
18.8,1.6226305,0.3289048,0.32379644,60.159915,0.057749795,1.7927719,1.0569147
18.85,1.6470054,0.33409207,0.3289048,60.319912,0.058682751,1.8188632,1.0727886
18.9,1.6717191,0.33935942,0.33409207,60.47991,0.059630416,1.8452905,1.0888824
18.95,1.6967755,0.34470801,0.33935942,60.639907,0.060593016,1.8720569,1.1051985
19,1.7221784,0.35013906,0.34470801,60.799904,0.061570783,1.8991653,1.1217395
19.05,1.7479319,0.35565376,0.35013906,60.959901,0.062563949,1.9266187,1.1385078
19.1,1.7740399,0.36125334,0.35565376,61.119897,0.063572752,1.9544201,1.155506
19.15,1.8005062,0.36693905,0.36125334,61.279894,0.064597432,1.9825724,1.1727365
19.2,1.827335,0.37271214,0.36693905,61.439891,0.065638233,2.0110784,1.190202
19.25,1.85453,0.37857389,0.37271214,61.599887,0.066695404,2.0399411,1.2079049
19.3,1.8820955,0.38452559,0.37857389,61.759884,0.067769193,2.0691633,1.2258478
19.35,1.9100354,0.39056855,0.38452559,61.91988,0.068859858,2.0987478,1.2440332
19.4,1.9383537,0.39670408,0.39056855,62.079876,0.069967656,2.1286974,1.2624637
19.45,1.9670544,0.40293354,0.39670408,62.239872,0.07109285,2.1590149,1.2811418
19.5,1.9961417,0.40925828,0.40293354,62.399868,0.072235705,2.1897029,1.3000702
19.55,2.0256195,0.41567967,0.40925828,62.559864,0.073396491,2.2207642,1.3192513
19.6,2.055492,0.42219912,0.41567967,62.719859,0.074575483,2.2522013,1.3386878
19.65,2.0857632,0.42881802,0.42219912,62.879855,0.075772957,2.2840169,1.3583821
19.7,2.1164372,0.43553782,0.42881802,63.03985,0.076989197,2.3162135,1.378337
19.75,2.1475181,0.44235995,0.43553782,63.199846,0.078224486,2.3487936,1.3985548
19.8,2.17901,0.44928587,0.44235995,63.359841,0.079479116,2.3817597,1.4190382
19.85,2.210917,0.45631708,0.44928587,63.519836,0.080753381,2.4151141,1.4397898
19.9,2.2432431,0.46345506,0.45631708,63.67983,0.082047577,2.4488593,1.4608121
19.95,2.2759926,0.47070134,0.46345506,63.839825,0.083362008,2.4829974,1.4821076
20,2.3091694,0.47805746,0.47070134,63.999819,0.084696981,2.5175307,1.5036789
20.05,2.3427776,0.48552497,0.47805746,64.159814,0.086052807,2.5524613,1.5255286
20.1,2.3768214,0.49310545,0.48552497,64.319808,0.0874298,2.5877914,1.547659
20.15,2.4113048,0.50080048,0.49310545,64.479802,0.088828281,2.6235229,1.5700729
20.2,2.446232,0.50861168,0.50080048,64.639795,0.090248574,2.6596579,1.5927726
20.25,2.4816069,0.51654068,0.50861168,64.799789,0.091691008,2.6961981,1.6157606
20.3,2.5174335,0.52458914,0.51654068,64.959782,0.093155917,2.7331453,1.6390394
20.35,2.5537161,0.53275871,0.52458914,65.119775,0.094643638,2.7705013,1.6626116
20.4,2.5904585,0.54105109,0.53275871,65.279768,0.096154515,2.8082677,1.6864794
20.45,2.6276647,0.54946799,0.54105109,65.439761,0.097688896,2.8464459,1.7106454
20.5,2.6653389,0.55801114,0.54946799,65.599753,0.099247132,2.8850375,1.7351119
20.55,2.7034848,0.56668228,0.55801114,65.759745,0.10082958,2.9240438,1.7598813
20.6,2.7421065,0.57548319,0.56668228,65.919737,0.10243661,2.9634659,1.784956
20.65,2.7812079,0.58441564,0.57548319,66.079729,0.10406858,3.0033051,1.8103382
20.7,2.8207929,0.59348145,0.58441564,66.23972,0.10572586,3.0435623,1.8360304
20.75,2.8608654,0.60268244,0.59348145,66.399711,0.10740883,3.0842385,1.8620347
20.8,2.9014291,0.61202046,0.60268244,66.559702,0.10911789,3.1253345,1.8883535
20.85,2.9424879,0.62149739,0.61202046,66.719693,0.1108534,3.166851,1.9149889
20.9,2.9840456,0.6311151,0.62149739,66.879683,0.11261577,3.2087884,1.941943
20.95,3.0261059,0.64087551,0.6311151,67.039673,0.11440539,3.2511473,1.9692181
21,3.0686724,0.65078055,0.64087551,67.199663,0.11622268,3.293928,1.9968162
21.05,3.1117489,0.66083217,0.65078055,67.359652,0.11806803,3.3371306,2.0247394
21.1,3.1553389,0.67103233,0.66083217,67.519641,0.11994186,3.3807551,2.0529898
21.15,3.1994459,0.68138303,0.67103233,67.67963,0.1218446,3.4248014,2.0815692
21.2,3.2440736,0.69188627,0.68138303,67.839618,0.12377666,3.4692693,2.1104796
21.25,3.2892254,0.70254411,0.69188627,67.999606,0.12573848,3.5141584,2.1397229
21.3,3.3349046,0.71335857,0.70254411,68.159594,0.12773051,3.559468,2.1693009
21.35,3.3811146,0.72433174,0.71335857,68.319581,0.12975317,3.6051976,2.1992154
21.4,3.4278587,0.73546572,0.72433174,68.479568,0.13180692,3.6513461,2.2294682
21.45,3.4751401,0.74676261,0.73546572,68.639554,0.13389221,3.6979125,2.2600608
21.5,3.522962,0.75822456,0.74676261,68.79954,0.13600952,3.7448957,2.2909948
21.55,3.5713275,0.76985372,0.75822456,68.959526,0.13815929,3.7922941,2.3222719
21.6,3.6202395,0.78165227,0.76985372,69.119511,0.14034201,3.8401062,2.3538934
21.65,3.6697012,0.7936224,0.78165227,69.279496,0.14255815,3.8883303,2.3858609
21.7,3.7197152,0.80576634,0.7936224,69.43948,0.1448082,3.9369644,2.4181755
21.75,3.7702845,0.81808632,0.80576634,69.599464,0.14709265,3.9860063,2.4508387
21.8,3.8214117,0.83058461,0.81808632,69.759447,0.14941199,4.0354537,2.4838515
21.85,3.8730995,0.84326348,0.83058461,69.919429,0.15176675,4.085304,2.5172151
21.9,3.9253505,0.85612524,0.84326348,70.079412,0.15415741,4.1355546,2.5509305
21.95,3.978167,0.8691722,0.85612524,70.239393,0.1565845,4.1862023,2.5849986
22,4.0315514,0.88240671,0.8691722,70.399374,0.15904855,4.2372441,2.6194204
22.05,4.085506,0.89583114,0.88240671,70.559355,0.16155008,4.2886764,2.6541966
22.1,4.140033,0.90944786,0.89583114,70.719334,0.16408963,4.3404958,2.6893278
22.15,4.1951345,0.92325927,0.90944786,70.879314,0.16666775,4.3926984,2.7248147
22.2,4.2508123,0.9372678,0.92325927,71.039292,0.16928497,4.44528,2.7606577
22.25,4.3070684,0.95147589,0.9372678,71.19927,0.17194187,4.4982364,2.7968573
22.3,4.3639045,0.965886,0.95147589,71.359247,0.17463901,4.5515629,2.8334137
22.35,4.4213222,0.98050061,0.965886,71.519224,0.17737695,4.6052548,2.870327
22.4,4.4793231,0.99532222,0.98050061,71.6792,0.18015627,4.6593071,2.9075974
22.45,4.5379084,1.0103534,0.99532222,71.839175,0.18297757,4.7137144,2.9452249
22.5,4.5970796,1.0255966,1.0103534,71.999149,0.18584142,4.7684711,2.9832092
22.55,4.6568377,1.0410544,1.0255966,72.159123,0.18874843,4.8235715,3.0215501
22.6,4.7171837,1.0567294,1.0410544,72.319096,0.19169921,4.8790095,3.0602471
22.65,4.7781186,1.0726241,1.0567294,72.479068,0.19469437,4.9347787,3.0992999
22.7,4.8396431,1.0887413,1.0726241,72.639039,0.19773452,4.9908724,3.1387076
22.75,4.9017577,1.1050835,1.0887413,72.799009,0.20082031,5.0472839,3.1784696
22.8,4.964463,1.1216534,1.1050835,72.958978,0.20395235,5.1040058,3.218585
22.85,5.0277592,1.1384536,1.1216534,73.118947,0.20713131,5.1610309,3.2590526
22.9,5.0916467,1.1554869,1.1384536,73.278914,0.21035782,5.2183513,3.2998713
22.95,5.1561253,1.1727558,1.1554869,73.438881,0.21363254,5.275959,3.3410398
23,5.2211949,1.1902632,1.1727558,73.598846,0.21695614,5.3338458,3.3825566
23.05,5.2868554,1.2080117,1.1902632,73.758811,0.2203293,5.3920029,3.4244201
23.1,5.3531061,1.2260042,1.2080117,73.918774,0.22375269,5.4504216,3.4666284
23.15,5.4199467,1.2442433,1.2260042,74.078736,0.227227,5.5090925,3.5091798
23.2,5.4873762,1.2627319,1.2442433,74.238697,0.23075292,5.5680064,3.552072
23.25,5.5553938,1.2814727,1.2627319,74.398657,0.23433117,5.6271532,3.5953028
23.3,5.6239983,1.3004685,1.2814727,74.558616,0.23796245,5.6865231,3.6388699
23.35,5.6931886,1.3197222,1.3004685,74.718574,0.24164749,5.7461055,3.6827707
23.4,5.7629631,1.3392366,1.3197222,74.87853,0.245387,5.8058897,3.7270023
23.45,5.8333203,1.3590145,1.3392366,75.038485,0.24918173,5.8658648,3.771562
23.5,5.9042584,1.3790589,1.3590145,75.198439,0.25303242,5.9260195,3.8164465
23.55,5.9757753,1.3993724,1.3790589,75.358391,0.25693981,5.986342,3.8616526
23.6,6.047869,1.4199582,1.3993724,75.518342,0.26090468,6.0468206,3.907177
23.65,6.1205371,1.4408189,1.4199582,75.678291,0.26492778,6.1074429,3.9530158
23.7,6.1937771,1.4619576,1.4408189,75.838239,0.26900989,6.1681964,3.9991654
23.75,6.2675863,1.4833771,1.4619576,75.998186,0.2731518,6.2290683,4.0456218
23.8,6.3419617,1.5050804,1.4833771,76.15813,0.27735429,6.2900453,4.0923806
23.85,6.4169004,1.5270704,1.5050804,76.318074,0.28161817,6.351114,4.1394375
23.9,6.492399,1.54935,1.5270704,76.478015,0.28594425,6.4122607,4.186788
23.95,6.568454,1.5719222,1.54935,76.637955,0.29033333,6.4734711,4.2344272
24,6.6450618,1.5947899,1.5719222,76.797893,0.29478625,6.5347311,4.2823502
24.05,6.7222186,1.617956,1.5947899,76.957829,0.29930384,6.5960258,4.3305518
24.1,6.7999202,1.6414237,1.617956,77.117763,0.30388693,6.6573402,4.3790266
24.15,6.8781624,1.6651957,1.6414237,77.277696,0.30853638,6.7186591,4.4277689
24.2,6.9569407,1.6892751,1.6651957,77.437626,0.31325304,6.7799669,4.476773
24.25,7.0362505,1.7136648,1.6892751,77.597555,0.31803778,6.8412477,4.5260329
24.3,7.1160869,1.7383679,1.7136648,77.757481,0.32289148,6.9024853,4.5755423
24.35,7.1964449,1.7633872,1.7383679,77.917405,0.327815,6.9636633,4.6252949
24.4,7.2773193,1.7887259,1.7633872,78.077327,0.33280926,7.024765,4.6752838
24.45,7.3587044,1.8143868,1.7887259,78.237247,0.33787513,7.0857733,4.7255024
24.5,7.4405948,1.8403729,1.8143868,78.397165,0.34301354,7.1466709,4.7759434
24.55,7.5229845,1.8666873,1.8403729,78.55708,0.34822539,7.2074403,4.8265996
24.6,7.6058674,1.8933328,1.8666873,78.716992,0.35351161,7.2680637,4.8774634
24.65,7.6892374,1.9203125,1.8933328,78.876903,0.35887313,7.3285231,4.9285271
24.7,7.7730879,1.9476293,1.9203125,79.03681,0.36431089,7.3888,4.9797828
24.75,7.8574123,1.9752862,1.9476293,79.196715,0.36982584,7.4488759,5.0312223
24.8,7.9422037,2.0032862,1.9752862,79.356617,0.37541893,7.508732,5.082837
24.85,8.0274552,2.0316321,2.0032862,79.516517,0.38109113,7.5683493,5.1346186
24.9,8.1131593,2.0603269,2.0316321,79.676413,0.38684341,7.6277085,5.1865579
24.95,8.1993088,2.0893736,2.0603269,79.836307,0.39267675,7.6867901,5.2386461
25,8.2858959,2.1187751,2.0893736,79.996197,0.39859214,7.7455744,5.2908738
25.05,8.3729128,2.1485342,2.1187751,80.156085,0.40459057,7.8040416,5.3432314
25.1,8.4603516,2.1786539,2.1485342,80.315969,0.41067305,7.8621715,5.3957093
25.15,8.548204,2.2091371,2.1786539,80.47585,0.4168406,7.9199439,5.4482976
25.2,8.6364617,2.2399867,2.2091371,80.635728,0.42309423,7.9773384,5.5009859
25.25,8.725116,2.2712054,2.2399867,80.795602,0.42943497,8.0343343,5.553764
25.3,8.8141583,2.3027961,2.2712054,80.955473,0.43586386,8.0909108,5.6066212
25.35,8.9035796,2.3347617,2.3027961,81.11534,0.44238194,8.1470471,5.6595468
25.4,8.9933709,2.367105,2.3347617,81.275204,0.44899026,8.2027222,5.7125296
25.45,9.0835228,2.3998287,2.367105,81.435064,0.45568989,8.2579148,5.7655585
25.5,9.1740259,2.4329356,2.3998287,81.594919,0.46248188,8.3126037,5.8186219
25.55,9.2648707,2.4664284,2.4329356,81.754771,0.46936732,8.3667674,5.8717083
25.6,9.3560473,2.5003099,2.4664284,81.914619,0.47634729,8.4203846,5.9248057
25.65,9.447546,2.5345827,2.5003099,82.074462,0.48342287,8.4734337,5.9779021
25.7,9.5393565,2.5692496,2.5345827,82.234301,0.49059517,8.5258931,6.0309852
25.75,9.6314688,2.6043131,2.5692496,82.394136,0.49786528,8.577741,6.0840427
25.8,9.7238723,2.6397759,2.6043131,82.553966,0.50523431,8.6289559,6.1370617
25.85,9.8165568,2.6756405,2.6397759,82.713792,0.5127034,8.6795159,6.1900295
25.9,9.9095114,2.7119096,2.6756405,82.873613,0.52027365,8.7293993,6.242933
25.95,10.002725,2.7485855,2.7119096,83.033429,0.52794621,8.7785843,6.2957591
26,10.096188,2.7856709,2.7485855,83.19324,0.5357222,8.8270493,6.3484943
26.05,10.189888,2.8231682,2.7856709,83.353045,0.54360278,8.8747724,6.4011251
26.1,10.283815,2.8610797,2.8231682,83.512846,0.55158911,8.921732,6.4536377
26.15,10.377956,2.8994079,2.8610797,83.672641,0.55968233,8.9679066,6.5060183
26.2,10.472302,2.9381552,2.8994079,83.832431,0.56788361,9.0132745,6.5582528
26.25,10.56684,2.9773237,2.9381552,83.992215,0.57619412,9.0578142,6.610327
26.3,10.661558,3.0169158,2.9773237,84.151993,0.58461505,9.1015044,6.6622266
26.35,10.756446,3.0569337,3.0169158,84.311765,0.59314757,9.1443238,6.7139369
26.4,10.851492,3.0973796,3.0569337,84.471532,0.60179287,9.1862513,6.7654435
26.45,10.946682,3.1382556,3.0973796,84.631292,0.61055215,9.2272659,6.8167314
26.5,11.042007,3.1795637,3.1382556,84.791045,0.61942661,9.2673467,6.8677859
26.55,11.137454,3.2213061,3.1795637,84.950793,0.62841746,9.306473,6.9185919
26.6,11.23301,3.2634847,3.2213061,85.110533,0.6375259,9.3446244,6.9691343
26.65,11.328664,3.3061015,3.2634847,85.270267,0.64675315,9.3817805,7.0193977
26.7,11.424404,3.3491583,3.3061015,85.429994,0.65610044,9.4179213,7.069367
26.75,11.520217,3.392657,3.3491583,85.589713,0.66556899,9.453027,7.1190265
26.8,11.616091,3.4365994,3.392657,85.749426,0.67516004,9.4870778,7.1683609
26.85,11.712015,3.4809871,3.4365994,85.90913,0.68487481,9.5200545,7.2173546
26.9,11.807975,3.5258219,3.4809871,86.068827,0.69471455,9.551938,7.2659917
26.95,11.90396,3.5711054,3.5258219,86.228517,0.7046805,9.5827095,7.3142567
27,11.999958,3.616839,3.5711054,86.388198,0.71477391,9.6123505,7.3621336
27.05,12.095955,3.6630244,3.616839,86.547871,0.72499604,9.6408429,7.4096067
27.1,12.19194,3.7096629,3.6630244,86.707536,0.73534814,9.6681688,7.4566601
27.15,12.2879,3.756756,3.7096629,86.867192,0.74583146,9.6943107,7.5032778
27.2,12.383823,3.8043048,3.756756,87.02684,0.75644728,9.7192514,7.5494439
27.25,12.479698,3.8523106,3.8043048,87.186478,0.76719686,9.7429743,7.5951425
27.3,12.575511,3.9007747,3.8523106,87.346107,0.77808146,9.765463,7.6403575
27.35,12.67125,3.9496981,3.9007747,87.505727,0.78910237,9.7867014,7.685073
27.4,12.766904,3.9990818,3.9496981,87.665338,0.80026085,9.806674,7.729273
27.45,12.86246,4.0489268,3.9990818,87.824939,0.81155817,9.8253657,7.7729416
27.5,12.957907,4.0992339,4.0489268,87.984529,0.82299563,9.8427617,7.8160629
27.55,13.053231,4.1500041,4.0992339,88.14411,0.8345745,9.8588478,7.8586209
27.6,13.148422,4.201238,4.1500041,88.30368,0.84629606,9.8736103,7.9005998
27.65,13.243467,4.2529362,4.201238,88.463239,0.85816159,9.8870358,7.9419839
27.7,13.338354,4.3050995,4.2529362,88.622788,0.87017239,9.8991115,7.9827574
27.75,13.433072,4.3577282,4.3050995,88.782325,0.88232973,9.909825,8.0229047
27.8,13.52761,4.4108229,4.3577282,88.941851,0.89463491,9.9191646,8.0624101
27.85,13.621955,4.4643838,4.4108229,89.101366,0.90708921,9.9271188,8.1012582
27.9,13.716096,4.5184113,4.4643838,89.260869,0.91969392,9.933677,8.1394336
27.95,13.810022,4.5729054,4.5184113,89.420359,0.93245033,9.9388289,8.176921
28,13.903722,4.6278664,4.5729054,89.579838,0.94535972,9.9425648,8.2137052
28.05,13.997184,4.6832943,4.6278664,89.739303,0.95842339,9.9448755,8.2497713
28.1,14.090397,4.7391889,4.6832943,89.898756,0.97164262,9.9457524,8.2851042
28.15,14.183351,4.7955501,4.7391889,90.058196,0.98501869,9.9451877,8.3196893
28.2,14.276035,4.8523777,4.7955501,90.217623,0.99855289,9.9431737,8.3535119
28.25,14.368438,4.9096714,4.8523777,90.377036,1.0122465,9.9397037,8.3865575
28.3,14.46055,4.9674307,4.9096714,90.536435,1.0261008,9.9347715,8.418812
28.35,14.552359,5.0256551,4.9674307,90.69582,1.0401171,9.9283712,8.4502611
28.4,14.643857,5.084344,5.0256551,90.85519,1.0542966,9.920498,8.4808911
28.45,14.735033,5.1434968,5.084344,91.014546,1.0686407,9.9111474,8.5106881
28.5,14.825877,5.2031126,5.1434968,91.173887,1.0831506,9.9003155,8.5396386
28.55,14.916379,5.2631907,5.2031126,91.333212,1.0978275,9.8879991,8.5677295
28.6,15.00653,5.3237299,5.2631907,91.492522,1.1126728,9.8741956,8.5949475
28.65,15.096321,5.3847293,5.3237299,91.651816,1.1276877,9.8589031,8.6212799
28.7,15.185741,5.4461877,5.3847293,91.811093,1.1428734,9.8421202,8.6467141
28.75,15.274783,5.5081038,5.4461877,91.970355,1.1582313,9.8238463,8.6712377
28.8,15.363436,5.5704764,5.5081038,92.129599,1.1737625,9.8040811,8.6948386
28.85,15.451693,5.6333039,5.5704764,92.288826,1.1894683,9.7828254,8.717505
28.9,15.539544,5.6965848,5.6333039,92.448036,1.20535,9.7600802,8.7392253
28.95,15.626982,5.7603175,5.6965848,92.607228,1.2214087,9.7358475,8.7599883
29,15.713997,5.8245002,5.7603175,92.766402,1.2376458,9.7101296,8.7797829
29.05,15.800583,5.8891312,5.8245002,92.925558,1.2540624,9.6829297,8.7985984
29.1,15.886732,5.9542084,5.8891312,93.084695,1.2706598,9.6542514,8.8164245
29.15,15.972435,6.0197298,5.9542084,93.243812,1.2874391,9.6240992,8.8332511
29.2,16.057685,6.0856934,6.0197298,93.402911,1.3044016,9.592478,8.8490683
29.25,16.142475,6.1520968,6.0856934,93.561989,1.3215485,9.5593934,8.8638668
29.3,16.226798,6.2189378,6.1520968,93.721048,1.338881,9.5248517,8.8776373
29.35,16.310647,6.2862139,6.2189378,93.880086,1.3564002,9.4888597,8.8903711
29.4,16.394016,6.3539226,6.2862139,94.039103,1.3741074,9.4514248,8.9020597
29.45,16.476897,6.4220613,6.3539226,94.198099,1.3920036,9.4125553,8.912695
29.5,16.559286,6.4906272,6.4220613,94.357073,1.4100902,9.3722596,8.9222693
29.55,16.641174,6.5596176,6.4906272,94.516026,1.4283681,9.3305472,8.9307751
29.6,16.722558,6.6290294,6.5596176,94.674956,1.4468385,9.2874278,8.9382053
29.65,16.803431,6.6988597,6.6290294,94.833864,1.4655027,9.2429121,8.9445534
29.7,16.883787,6.7691053,6.6988597,94.992748,1.4843617,9.1970109,8.9498129
29.75,16.963622,6.839763,6.7691053,95.15161,1.5034166,9.149736,8.953978
29.8,17.04293,6.9108295,6.839763,95.310447,1.5226685,9.1010995,8.957043
29.85,17.121707,6.9823014,6.9108295,95.469261,1.5421185,9.0511142,8.9590028
29.9,17.199947,7.0541751,6.9823014,95.62805,1.5617678,8.9997934,8.9598527
29.95,17.277647,7.126447,7.0541751,95.786814,1.5816173,8.947151,8.959588
30,17.354802,7.1991134,7.126447,95.945552,1.6016681,8.8932013,8.958205
30.05,17.431408,7.2721706,7.1991134,96.104265,1.6219214,8.8379592,8.9556999
30.1,17.507461,7.3456145,7.2721706,96.262952,1.6423781,8.7814402,8.9520694
30.15,17.582957,7.4194412,7.3456145,96.421612,1.6630392,8.7236602,8.9473109
30.2,17.657894,7.4936465,7.4194412,96.580246,1.6839058,8.6646357,8.9414219
30.25,17.732268,7.5682264,7.4936465,96.738852,1.7049789,8.6043835,8.9344002
30.3,17.806075,7.6431764,7.5682264,96.897431,1.7262594,8.542921,8.9262444
30.35,17.879312,7.7184922,7.6431764,97.055981,1.7477484,8.4802662,8.9169532
