t,delta,psi,x,y,R,delta_needed,start_radius,obstacle_x,obstacle_y,obstacle_radius,clearance,delta_target,dist,started,collision
2.45,0,0,9.8,0,140,13.650419,114.7214,145,0,25,41,0,135.2,0,0
2.5,0,0,10,0,140,13.650419,114.7214,145,0,25,41,0,135,0,0
2.55,0,0,10.2,0,140,13.650419,114.7214,145,0,25,41,0,134.8,0,0
2.6,0,0,10.4,0,140,13.650419,114.7214,145,0,25,41,0,134.6,0,0
2.65,0,0,10.6,0,140,13.650419,114.7214,145,0,25,41,0,134.4,0,0
2.7,0,0,10.8,0,140,13.650419,114.7214,145,0,25,41,0,134.2,0,0
2.75,0,0,11,0,140,13.650419,114.7214,145,0,25,41,0,134,0,0
2.8,0,0,11.2,0,140,13.650419,114.7214,145,0,25,41,0,133.8,0,0
2.85,0,0,11.4,0,140,13.650419,114.7214,145,0,25,41,0,133.6,0,0
2.9,0,0,11.6,0,140,13.650419,114.7214,145,0,25,41,0,133.4,0,0
2.95,0,0,11.8,0,140,13.650419,114.7214,145,0,25,41,0,133.2,0,0
3,0,0,12,0,140,13.650419,114.7214,145,0,25,41,0,133,0,0
3.05,0,0,12.2,0,140,13.650419,114.7214,145,0,25,41,0,132.8,0,0
3.1,0,0,12.4,0,140,13.650419,114.7214,145,0,25,41,0,132.6,0,0
3.15,0,0,12.6,0,140,13.650419,114.7214,145,0,25,41,0,132.4,0,0
3.2,0,0,12.8,0,140,13.650419,114.7214,145,0,25,41,0,132.2,0,0
3.25,0,0,13,0,140,13.650419,114.7214,145,0,25,41,0,132,0,0
3.3,0,0,13.2,0,140,13.650419,114.7214,145,0,25,41,0,131.8,0,0
3.35,0,0,13.4,0,140,13.650419,114.7214,145,0,25,41,0,131.6,0,0
3.4,0,0,13.6,0,140,13.650419,114.7214,145,0,25,41,0,131.4,0,0
3.45,0,0,13.8,0,140,13.650419,114.7214,145,0,25,41,0,131.2,0,0
3.5,0,0,14,0,140,13.650419,114.7214,145,0,25,41,0,131,0,0
3.55,0,0,14.2,0,140,13.650419,114.7214,145,0,25,41,0,130.8,0,0
3.6,0,0,14.4,0,140,13.650419,114.7214,145,0,25,41,0,130.6,0,0
3.65,0,0,14.6,0,140,13.650419,114.7214,145,0,25,41,0,130.4,0,0
3.7,0,0,14.8,0,140,13.650419,114.7214,145,0,25,41,0,130.2,0,0
3.75,0,0,15,0,140,13.650419,114.7214,145,0,25,41,0,130,0,0
3.8,0,0,15.2,0,140,13.650419,114.7214,145,0,25,41,0,129.8,0,0
3.85,0,0,15.4,0,140,13.650419,114.7214,145,0,25,41,0,129.6,0,0
3.9,0,0,15.6,0,140,13.650419,114.7214,145,0,25,41,0,129.4,0,0
3.95,0,0,15.8,0,140,13.650419,114.7214,145,0,25,41,0,129.2,0,0
4,0,0,16,0,140,13.650419,114.7214,145,0,25,41,0,129,0,0
4.05,0,0,16.2,0,140,13.650419,114.7214,145,0,25,41,0,128.8,0,0
4.1,0,0,16.4,0,140,13.650419,114.7214,145,0,25,41,0,128.6,0,0
4.15,0,0,16.6,0,140,13.650419,114.7214,145,0,25,41,0,128.4,0,0
4.2,0,0,16.8,0,140,13.650419,114.7214,145,0,25,41,0,128.2,0,0
4.25,0,0,17,0,140,13.650419,114.7214,145,0,25,41,0,128,0,0
4.3,0,0,17.2,0,140,13.650419,114.7214,145,0,25,41,0,127.8,0,0
4.35,0,0,17.4,0,140,13.650419,114.7214,145,0,25,41,0,127.6,0,0
4.4,0,0,17.6,0,140,13.650419,114.7214,145,0,25,41,0,127.4,0,0
4.45,0,0,17.8,0,140,13.650419,114.7214,145,0,25,41,0,127.2,0,0
4.5,0,0,18,0,140,13.650419,114.7214,145,0,25,41,0,127,0,0
4.55,0,0,18.2,0,140,13.650419,114.7214,145,0,25,41,0,126.8,0,0
4.6,0,0,18.4,0,140,13.650419,114.7214,145,0,25,41,0,126.6,0,0
4.65,0,0,18.6,0,140,13.650419,114.7214,145,0,25,41,0,126.4,0,0
4.7,0,0,18.8,0,140,13.650419,114.7214,145,0,25,41,0,126.2,0,0
4.75,0,0,19,0,140,13.650419,114.7214,145,0,25,41,0,126,0,0
4.8,0,0,19.2,0,140,13.650419,114.7214,145,0,25,41,0,125.8,0,0
4.85,0,0,19.4,0,140,13.650419,114.7214,145,0,25,41,0,125.6,0,0
4.9,0,0,19.6,0,140,13.650419,114.7214,145,0,25,41,0,125.4,0,0
4.95,0,0,19.8,0,140,13.650419,114.7214,145,0,25,41,0,125.2,0,0
5,0,0,20,0,140,13.650419,114.7214,145,0,25,41,0,125,0,0
5.05,0,0,20.2,0,140,13.650419,114.7214,145,0,25,41,0,124.8,0,0
5.1,0,0,20.4,0,140,13.650419,114.7214,145,0,25,41,0,124.6,0,0
5.15,0,0,20.6,0,140,13.650419,114.7214,145,0,25,41,0,124.4,0,0
5.2,0,0,20.8,0,140,13.650419,114.7214,145,0,25,41,0,124.2,0,0
5.25,0,0,21,0,140,13.650419,114.7214,145,0,25,41,0,124,0,0
5.3,0,0,21.2,0,140,13.650419,114.7214,145,0,25,41,0,123.8,0,0
5.35,0,0,21.4,0,140,13.650419,114.7214,145,0,25,41,0,123.6,0,0
5.4,0,0,21.6,0,140,13.650419,114.7214,145,0,25,41,0,123.4,0,0
5.45,0,0,21.8,0,140,13.650419,114.7214,145,0,25,41,0,123.2,0,0
5.5,0,0,22,0,140,13.650419,114.7214,145,0,25,41,0,123,0,0
5.55,0,0,22.2,0,140,13.650419,114.7214,145,0,25,41,0,122.8,0,0
5.6,0,0,22.4,0,140,13.650419,114.7214,145,0,25,41,0,122.6,0,0
5.65,0,0,22.6,0,140,13.650419,114.7214,145,0,25,41,0,122.4,0,0
5.7,0,0,22.8,0,140,13.650419,114.7214,145,0,25,41,0,122.2,0,0
5.75,0,0,23,0,140,13.650419,114.7214,145,0,25,41,0,122,0,0
5.8,0,0,23.2,0,140,13.650419,114.7214,145,0,25,41,0,121.8,0,0
5.85,0,0,23.4,0,140,13.650419,114.7214,145,0,25,41,0,121.6,0,0
5.9,0,0,23.6,0,140,13.650419,114.7214,145,0,25,41,0,121.4,0,0
5.95,0,0,23.8,0,140,13.650419,114.7214,145,0,25,41,0,121.2,0,0
6,0,0,24,0,140,13.650419,114.7214,145,0,25,41,0,121,0,0
6.05,0,0,24.2,0,140,13.650419,114.7214,145,0,25,41,0,120.8,0,0
6.1,0,0,24.4,0,140,13.650419,114.7214,145,0,25,41,0,120.6,0,0
6.15,0,0,24.6,0,140,13.650419,114.7214,145,0,25,41,0,120.4,0,0
6.2,0,0,24.8,0,140,13.650419,114.7214,145,0,25,41,0,120.2,0,0
6.25,0,0,25,0,140,13.650419,114.7214,145,0,25,41,0,120,0,0
6.3,0,0,25.2,0,140,13.650419,114.7214,145,0,25,41,0,119.8,0,0
6.35,0,0,25.4,0,140,13.650419,114.7214,145,0,25,41,0,119.6,0,0
6.4,0,0,25.6,0,140,13.650419,114.7214,145,0,25,41,0,119.4,0,0
6.45,0,0,25.8,0,140,13.650419,114.7214,145,0,25,41,0,119.2,0,0
6.5,0,0,26,0,140,13.650419,114.7214,145,0,25,41,0,119,0,0
6.55,0,0,26.2,0,140,13.650419,114.7214,145,0,25,41,0,118.8,0,0
6.6,0,0,26.4,0,140,13.650419,114.7214,145,0,25,41,0,118.6,0,0
6.65,0,0,26.6,0,140,13.650419,114.7214,145,0,25,41,0,118.4,0,0
6.7,0,0,26.8,0,140,13.650419,114.7214,145,0,25,41,0,118.2,0,0
6.75,0,0,27,0,140,13.650419,114.7214,145,0,25,41,0,118,0,0
6.8,0,0,27.2,0,140,13.650419,114.7214,145,0,25,41,0,117.8,0,0
6.85,0,0,27.4,0,140,13.650419,114.7214,145,0,25,41,0,117.6,0,0
6.9,0,0,27.6,0,140,13.650419,114.7214,145,0,25,41,0,117.4,0,0
6.95,0,0,27.8,0,140,13.650419,114.7214,145,0,25,41,0,117.2,0,0
7,0,0,28,0,140,13.650419,114.7214,145,0,25,41,0,117,0,0
7.05,0,0,28.2,0,140,13.650419,114.7214,145,0,25,41,0,116.8,0,0
7.1,0,0,28.4,0,140,13.650419,114.7214,145,0,25,41,0,116.6,0,0
7.15,0,0,28.6,0,140,13.650419,114.7214,145,0,25,41,0,116.4,0,0
7.2,0,0,28.8,0,140,13.650419,114.7214,145,0,25,41,0,116.2,0,0
7.25,0,0,29,0,140,13.650419,114.7214,145,0,25,41,0,116,0,0
7.3,0,0,29.2,0,140,13.650419,114.7214,145,0,25,41,0,115.8,0,0
7.35,0,0,29.4,0,140,13.650419,114.7214,145,0,25,41,0,115.6,0,0
7.4,0,0,29.6,0,140,13.650419,114.7214,145,0,25,41,0,115.4,0,0
7.45,0,0,29.8,0,140,13.650419,114.7214,145,0,25,41,0,115.2,0,0
7.5,0,0,30,0,140,13.650419,114.7214,145,0,25,41,0,115,0,0
7.55,0,0,30.2,0,140,13.650419,114.7214,145,0,25,41,0,114.8,0,0
7.6,0,0,30.4,0,140,13.650419,114.7214,145,0,25,41,0,114.6,0,0
7.65,0.6,0.0035295408,30.6,1.2320422e-05,140,13.650419,114.7214,145,0,25,41,13.650419,114.4,1,0
7.7,1.2,0.010589397,30.8,4.9284389e-05,140,13.650419,114.7214,145,0,25,41,13.650419,114.2,1,0
7.75,1.8,0.021181117,31,0.00012322043,140,13.650419,114.7214,145,0,25,41,13.650419,114,1,0
7.8,2.4,0.035307026,31.2,0.0002464652,140,13.650419,114.7214,145,0,25,41,13.650419,113.8,1,0
7.85,3,0.05297023,31.4,0.00043136615,140,13.650419,114.7214,145,0,25,41,13.650419,113.6,1,0
7.9,3.6,0.074174612,31.6,0.00069028432,140,13.650419,114.7214,145,0,25,41,13.650419,113.4,1,0
7.95,4.2,0.098924841,31.799999,0.001035597,140,13.650419,114.7214,145,0,25,41,13.650419,113.2,1,0
8,4.8,0.12722638,31.999999,0.0014797005,140,13.650419,114.7214,145,0,25,41,13.650419,113,1,0
8.05,5.4,0.15908547,32.199998,0.0020350128,140,13.650419,114.7214,145,0,25,41,13.650419,112.8,1,0
8.1,6,0.19450917,32.399997,0.0027139766,140,13.650419,114.7214,145,0,25,41,13.650419,112.6,1,0
8.15,6.6,0.23350533,32.599995,0.0035290617,140,13.650419,114.7214,145,0,25,41,13.650419,112.4,1,0
8.2,7.2,0.27608263,32.799993,0.0044927681,140,13.650419,114.7214,145,0,25,41,13.650419,112.20001,1,0
8.25,7.8,0.32225054,32.99999,0.0056176288,140,13.650419,114.7214,145,0,25,41,13.650419,112.00001,1,0
8.3,8.4,0.37201939,33.199986,0.0069162124,140,13.650419,114.7214,145,0,25,41,13.650419,111.80001,1,0
8.35,9,0.42540034,33.39998,0.008401126,140,13.650419,114.7214,145,0,25,41,13.650419,111.60002,1,0
8.4,9.6,0.48240537,33.599973,0.010085019,140,13.650419,114.7214,145,0,25,41,13.650419,111.40003,1,0
8.45,10.2,0.54304736,33.799964,0.011980583,140,13.650419,114.7214,145,0,25,41,13.650419,111.20004,1,0
8.5,10.8,0.60734003,33.999953,0.01410056,140,13.650419,114.7214,145,0,25,41,13.650419,111.00005,1,0
8.55,11.4,0.67529801,34.199939,0.01645774,140,13.650419,114.7214,145,0,25,41,13.650419,110.80006,1,0
8.6,12,0.74693679,34.399922,0.019064968,140,13.650419,114.7214,145,0,25,41,13.650419,110.60008,1,0
8.65,12.6,0.82227282,34.599901,0.021935143,140,13.650419,114.7214,145,0,25,41,13.650419,110.4001,1,0
8.7,13.2,0.90132343,34.799877,0.025081225,140,13.650419,114.7214,145,0,25,41,13.650419,110.20013,1,0
8.75,13.650419,0.98317454,34.999847,0.028512983,140,13.650419,114.7214,145,0,25,41,13.650419,110.00016,1,0
8.8,13.650419,1.0650257,35.199813,0.03223041,140,13.650419,114.7214,145,0,25,41,13.650419,109.80019,1,0
8.85,13.650419,1.1468768,35.399773,0.036233498,140,13.650419,114.7214,145,0,25,41,13.650419,109.60023,1,0
8.9,13.650419,1.2287279,35.599727,0.040522239,140,13.650419,114.7214,145,0,25,41,13.650419,109.40028,1,0
8.95,13.650419,1.310579,35.799674,0.045096623,140,13.650419,114.7214,145,0,25,41,13.650419,109.20034,1,0
9,13.650419,1.3924301,35.999615,0.049956643,140,13.650419,114.7214,145,0,25,41,13.650419,109.0004,1,0
9.05,13.650419,1.4742812,36.199549,0.055102287,140,13.650419,114.7214,145,0,25,41,13.650419,108.80047,1,0
9.1,13.650419,1.5561323,36.399475,0.060533546,140,13.650419,114.7214,145,0,25,41,13.650419,108.60054,1,0
9.15,13.650419,1.6379834,36.599393,0.066250408,140,13.650419,114.7214,145,0,25,41,13.650419,108.40063,1,0
9.2,13.650419,1.7198346,36.799303,0.072252862,140,13.650419,114.7214,145,0,25,41,13.650419,108.20072,1,0
9.25,13.650419,1.8016857,36.999204,0.078540895,140,13.650419,114.7214,145,0,25,41,13.650419,108.00082,1,0
9.3,13.650419,1.8835368,37.199096,0.085114494,140,13.650419,114.7214,145,0,25,41,13.650419,107.80094,1,0
9.35,13.650419,1.9653879,37.398979,0.091973647,140,13.650419,114.7214,145,0,25,41,13.650419,107.60106,1,0
9.4,13.650419,2.047239,37.598851,0.099118339,140,13.650419,114.7214,145,0,25,41,13.650419,107.40119,1,0
9.45,13.650419,2.1290901,37.798713,0.10654856,140,13.650419,114.7214,145,0,25,41,13.650419,107.20134,1,0
9.5,13.650419,2.2109412,37.998564,0.11426428,140,13.650419,114.7214,145,0,25,41,13.650419,107.0015,1,0
9.55,13.650419,2.2927924,38.198404,0.1222655,140,13.650419,114.7214,145,0,25,41,13.650419,106.80167,1,0
9.6,13.650419,2.3746435,38.398232,0.1305522,140,13.650419,114.7214,145,0,25,41,13.650419,106.60185,1,0
9.65,13.650419,2.4564946,38.598049,0.13912435,140,13.650419,114.7214,145,0,25,41,13.650419,106.40204,1,0
9.7,13.650419,2.5383457,38.797852,0.14798195,140,13.650419,114.7214,145,0,25,41,13.650419,106.20225,1,0
9.75,13.650419,2.6201968,38.997643,0.15712498,140,13.650419,114.7214,145,0,25,41,13.650419,106.00247,1,0
9.8,13.650419,2.7020479,39.197421,0.16655341,140,13.650419,114.7214,145,0,25,41,13.650419,105.80271,1,0
9.85,13.650419,2.783899,39.397185,0.17626723,140,13.650419,114.7214,145,0,25,41,13.650419,105.60296,1,0
9.9,13.650419,2.8657502,39.596935,0.18626641,140,13.650419,114.7214,145,0,25,41,13.650419,105.40323,1,0
9.95,13.650419,2.9476013,39.79667,0.19655094,140,13.650419,114.7214,145,0,25,41,13.650419,105.20351,1,0
10,13.650419,3.0294524,39.996391,0.2071208,140,13.650419,114.7214,145,0,25,41,13.650419,105.00381,1,0
10.05,13.650419,3.1113035,40.196096,0.21797596,140,13.650419,114.7214,145,0,25,41,13.650419,104.80413,1,0
10.1,13.650419,3.1931546,40.395785,0.2291164,140,13.650419,114.7214,145,0,25,41,13.650419,104.60447,1,0
10.15,13.650419,3.2750057,40.595459,0.24054211,140,13.650419,114.7214,145,0,25,41,13.650419,104.40482,1,0
10.2,13.650419,3.3568568,40.795115,0.25225305,140,13.650419,114.7214,145,0,25,41,13.650419,104.20519,1,0
10.25,13.650419,3.4387079,40.994755,0.2642492,140,13.650419,114.7214,145,0,25,41,13.650419,104.00558,1,0
10.3,13.650419,3.5205591,41.194378,0.27653053,140,13.650419,114.7214,145,0,25,41,13.650419,103.80599,1,0
10.35,13.650419,3.6024102,41.393983,0.28909703,140,13.650419,114.7214,145,0,25,41,13.650419,103.60642,1,0
10.4,13.650419,3.6842613,41.593569,0.30194867,140,13.650419,114.7214,145,0,25,41,13.650419,103.40687,1,0
10.45,13.650419,3.7661124,41.793137,0.31508542,140,13.650419,114.7214,145,0,25,41,13.650419,103.20734,1,0
10.5,13.650419,3.8479635,41.992687,0.32850725,140,13.650419,114.7214,145,0,25,41,13.650419,103.00784,1,0
10.55,13.650419,3.9298146,42.192216,0.34221414,140,13.650419,114.7214,145,0,25,41,13.650419,102.80835,1,0
10.6,13.650419,4.0116657,42.391726,0.35620606,140,13.650419,114.7214,145,0,25,41,13.650419,102.60889,1,0
10.65,13.650419,4.0935169,42.591216,0.37048297,140,13.650419,114.7214,145,0,25,41,13.650419,102.40945,1,0
10.7,13.650419,4.175368,42.790685,0.38504486,140,13.650419,114.7214,145,0,25,41,13.650419,102.21004,1,0
10.75,13.650419,4.2572191,42.990133,0.39989169,140,13.650419,114.7214,145,0,25,41,13.650419,102.01065,1,0
10.8,13.650419,4.3390702,43.18956,0.41502343,140,13.650419,114.7214,145,0,25,41,13.650419,101.81129,1,0
10.85,13.650419,4.4209213,43.388965,0.43044004,140,13.650419,114.7214,145,0,25,41,13.650419,101.61195,1,0
10.9,13.650419,4.5027724,43.588348,0.44614151,140,13.650419,114.7214,145,0,25,41,13.650419,101.41263,1,0
10.95,13.650419,4.5846235,43.787708,0.46212779,140,13.650419,114.7214,145,0,25,41,13.650419,101.21335,1,0
11,13.650419,4.6664747,43.987045,0.47839886,140,13.650419,114.7214,145,0,25,41,13.650419,101.01409,1,0
11.05,13.650419,4.7483258,44.186359,0.49495468,140,13.650419,114.7214,145,0,25,41,13.650419,100.81486,1,0
11.1,13.650419,4.8301769,44.385648,0.51179521,140,13.650419,114.7214,145,0,25,41,13.650419,100.61565,1,0
11.15,13.650419,4.912028,44.584914,0.52892043,140,13.650419,114.7214,145,0,25,41,13.650419,100.41648,1,0
11.2,13.650419,4.9938791,44.784155,0.54633029,140,13.650419,114.7214,145,0,25,41,13.650419,100.21733,1,0
11.25,13.650419,5.0757302,44.98337,0.56402477,140,13.650419,114.7214,145,0,25,41,13.650419,100.01822,1,0
11.3,13.650419,5.1575813,45.182561,0.58200382,140,13.650419,114.7214,145,0,25,41,13.650419,99.819136,1,0
11.35,13.650419,5.2394324,45.381725,0.60026741,140,13.650419,114.7214,145,0,25,41,13.650419,99.620084,1,0
11.4,13.650419,5.3212836,45.580863,0.6188155,140,13.650419,114.7214,145,0,25,41,13.650419,99.421063,1,0
11.45,13.650419,5.4031347,45.779974,0.63764806,140,13.650419,114.7214,145,0,25,41,13.650419,99.222075,1,0
11.5,13.650419,5.4849858,45.979059,0.65676504,140,13.650419,114.7214,145,0,25,41,13.650419,99.023119,1,0
11.55,13.650419,5.5668369,46.178115,0.67616641,140,13.650419,114.7214,145,0,25,41,13.650419,98.824198,1,0
11.6,13.650419,5.648688,46.377144,0.69585212,140,13.650419,114.7214,145,0,25,41,13.650419,98.625311,1,0
11.65,13.650419,5.7305391,46.576145,0.71582214,140,13.650419,114.7214,145,0,25,41,13.650419,98.426458,1,0
11.7,13.650419,5.8123902,46.775116,0.73607643,140,13.650419,114.7214,145,0,25,41,13.650419,98.227642,1,0
11.75,13.650419,5.8942414,46.974059,0.75661494,140,13.650419,114.7214,145,0,25,41,13.650419,98.028861,1,0
11.8,13.650419,5.9760925,47.172972,0.77743764,140,13.650419,114.7214,145,0,25,41,13.650419,97.830117,1,0
11.85,13.650419,6.0579436,47.371855,0.79854447,140,13.650419,114.7214,145,0,25,41,13.650419,97.631411,1,0
11.9,13.650419,6.1397947,47.570708,0.81993541,140,13.650419,114.7214,145,0,25,41,13.650419,97.432742,1,0
11.95,13.650419,6.2216458,47.76953,0.84161039,140,13.650419,114.7214,145,0,25,41,13.650419,97.234112,1,0
12,13.650419,6.3034969,47.968321,0.86356939,140,13.650419,114.7214,145,0,25,41,13.650419,97.035522,1,0
12.05,13.650419,6.385348,48.16708,0.88581235,140,13.650419,114.7214,145,0,25,41,13.650419,96.836971,1,0
12.1,13.650419,6.4671992,48.365807,0.90833923,140,13.650419,114.7214,145,0,25,41,13.650419,96.638462,1,0
12.15,13.650419,6.5490503,48.564502,0.93114998,140,13.650419,114.7214,145,0,25,41,13.650419,96.439993,1,0
12.2,13.650419,6.6309014,48.763164,0.95424456,140,13.650419,114.7214,145,0,25,41,13.650419,96.241566,1,0
12.25,13.650419,6.7127525,48.961793,0.97762291,140,13.650419,114.7214,145,0,25,41,13.650419,96.043182,1,0
12.3,13.650419,6.7946036,49.160389,1.001285,140,13.650419,114.7214,145,0,25,41,13.650419,95.844842,1,0
12.35,13.650419,6.8764547,49.35895,1.0252308,140,13.650419,114.7214,145,0,25,41,13.650419,95.646545,1,0
12.4,13.650419,6.9583058,49.557477,1.0494602,140,13.650419,114.7214,145,0,25,41,13.650419,95.448293,1,0
12.45,13.650419,7.0401569,49.755969,1.0739732,140,13.650419,114.7214,145,0,25,41,13.650419,95.250086,1,0
12.5,13.650419,7.1220081,49.954426,1.0987697,140,13.650419,114.7214,145,0,25,41,13.650419,95.051925,1,0
12.55,13.650419,7.2038592,50.152847,1.1238497,140,13.650419,114.7214,145,0,25,41,13.650419,94.853811,1,0
12.6,13.650419,7.2857103,50.351232,1.1492132,140,13.650419,114.7214,145,0,25,41,13.650419,94.655744,1,0
12.65,13.650419,7.3675614,50.549581,1.17486,140,13.650419,114.7214,145,0,25,41,13.650419,94.457725,1,0
12.7,13.650419,7.4494125,50.747893,1.2007901,140,13.650419,114.7214,145,0,25,41,13.650419,94.259756,1,0
12.75,13.650419,7.5312636,50.946168,1.2270036,140,13.650419,114.7214,145,0,25,41,13.650419,94.061835,1,0
12.8,13.650419,7.6131147,51.144405,1.2535002,140,13.650419,114.7214,145,0,25,41,13.650419,93.863965,1,0
12.85,13.650419,7.6949659,51.342604,1.28028,140,13.650419,114.7214,145,0,25,41,13.650419,93.666146,1,0
12.9,13.650419,7.776817,51.540764,1.307343,140,13.650419,114.7214,145,0,25,41,13.650419,93.468379,1,0
12.95,13.650419,7.8586681,51.738886,1.334689,140,13.650419,114.7214,145,0,25,41,13.650419,93.270664,1,0
13,13.650419,7.9405192,51.936969,1.362318,140,13.650419,114.7214,145,0,25,41,13.650419,93.073002,1,0
13.05,13.650419,8.0223703,52.135011,1.3902299,140,13.650419,114.7214,145,0,25,41,13.650419,92.875394,1,0
13.1,13.650419,8.1042214,52.333014,1.4184248,140,13.650419,114.7214,145,0,25,41,13.650419,92.677841,1,0
13.15,13.650419,8.1860725,52.530976,1.4469024,140,13.650419,114.7214,145,0,25,41,13.650419,92.480343,1,0
13.2,13.650419,8.2679237,52.728897,1.4756629,140,13.650419,114.7214,145,0,25,41,13.650419,92.282902,1,0
13.25,13.650419,8.3497748,52.926777,1.504706,140,13.650419,114.7214,145,0,25,41,13.650419,92.085517,1,0
13.3,13.650419,8.4316259,53.124616,1.5340318,140,13.650419,114.7214,145,0,25,41,13.650419,91.88819,1,0
13.35,13.650419,8.513477,53.322412,1.5636402,140,13.650419,114.7214,145,0,25,41,13.650419,91.690922,1,0
13.4,13.650419,8.5953281,53.520166,1.5935312,140,13.650419,114.7214,145,0,25,41,13.650419,91.493713,1,0
13.45,13.650419,8.6771792,53.717876,1.6237046,140,13.650419,114.7214,145,0,25,41,13.650419,91.296563,1,0
13.5,13.650419,8.7590303,53.915544,1.6541604,140,13.650419,114.7214,145,0,25,41,13.650419,91.099475,1,0
13.55,13.650419,8.8408814,54.113168,1.6848986,140,13.650419,114.7214,145,0,25,41,13.650419,90.902449,1,0
13.6,13.650419,8.9227326,54.310747,1.7159191,140,13.650419,114.7214,145,0,25,41,13.650419,90.705484,1,0
13.65,13.650419,9.0045837,54.508283,1.7472218,140,13.650419,114.7214,145,0,25,41,13.650419,90.508584,1,0
13.7,13.650419,9.0864348,54.705773,1.7788066,140,13.650419,114.7214,145,0,25,41,13.650419,90.311747,1,0
13.75,13.650419,9.1682859,54.903218,1.8106736,140,13.650419,114.7214,145,0,25,41,13.650419,90.114975,1,0
13.8,13.650419,9.250137,55.100617,1.8428226,140,13.650419,114.7214,145,0,25,41,13.650419,89.918269,1,0
13.85,13.650419,9.3319881,55.29797,1.8752535,140,13.650419,114.7214,145,0,25,41,13.650419,89.721629,1,0
13.9,13.650419,9.4138392,55.495277,1.9079664,140,13.650419,114.7214,145,0,25,41,13.650419,89.525057,1,0
13.95,13.650419,9.4956904,55.692536,1.9409611,140,13.650419,114.7214,145,0,25,41,13.650419,89.328553,1,0
14,13.650419,9.5775415,55.889748,1.9742375,140,13.650419,114.7214,145,0,25,41,13.650419,89.132119,1,0
14.05,13.650419,9.6593926,56.086913,2.0077957,140,13.650419,114.7214,145,0,25,41,13.650419,88.935754,1,0
14.1,13.650419,9.7412437,56.284029,2.0416354,140,13.650419,114.7214,145,0,25,41,13.650419,88.73946,1,0
14.15,13.650419,9.8230948,56.481097,2.0757568,140,13.650419,114.7214,145,0,25,41,13.650419,88.543238,1,0
14.2,13.650419,9.9049459,56.678116,2.1101596,140,13.650419,114.7214,145,0,25,41,13.650419,88.347088,1,0
14.25,13.650419,9.986797,56.875086,2.1448439,140,13.650419,114.7214,145,0,25,41,13.650419,88.151012,1,0
14.3,13.650419,10.068648,57.072005,2.1798095,140,13.650419,114.7214,145,0,25,41,13.650419,87.95501,1,0
14.35,13.650419,10.150499,57.268875,2.2150563,140,13.650419,114.7214,145,0,25,41,13.650419,87.759084,1,0
14.4,13.650419,10.23235,57.465694,2.2505844,140,13.650419,114.7214,145,0,25,41,13.650419,87.563233,1,0
14.45,13.650419,10.314201,57.662462,2.2863936,140,13.650419,114.7214,145,0,25,41,13.650419,87.36746,1,0
14.5,13.650419,10.396053,57.859179,2.3224839,140,13.650419,114.7214,145,0,25,41,13.650419,87.171765,1,0
14.55,13.650419,10.477904,58.055844,2.3588552,140,13.650419,114.7214,145,0,25,41,13.650419,86.976149,1,0
14.6,13.650419,10.559755,58.252457,2.3955073,140,13.650419,114.7214,145,0,25,41,13.650419,86.780612,1,0
14.65,13.650419,10.641606,58.449017,2.4324404,140,13.650419,114.7214,145,0,25,41,13.650419,86.585157,1,0
14.7,13.650419,10.723457,58.645525,2.4696541,140,13.650419,114.7214,145,0,25,41,13.650419,86.389783,1,0
14.75,13.650419,10.805308,58.841979,2.5071486,140,13.650419,114.7214,145,0,25,41,13.650419,86.194492,1,0
14.8,13.650419,10.887159,59.038379,2.5449237,140,13.650419,114.7214,145,0,25,41,13.650419,85.999285,1,0
14.85,13.650419,10.96901,59.234725,2.5829793,140,13.650419,114.7214,145,0,25,41,13.650419,85.804162,1,0
14.9,13.650419,11.050862,59.431016,2.6213153,140,13.650419,114.7214,145,0,25,41,13.650419,85.609125,1,0
14.95,13.650419,11.132713,59.627253,2.6599318,140,13.650419,114.7214,145,0,25,41,13.650419,85.414174,1,0
15,13.650419,11.214564,59.823434,2.6988285,140,13.650419,114.7214,145,0,25,41,13.650419,85.219312,1,0
15.05,13.650419,11.296415,60.019559,2.7380055,140,13.650419,114.7214,145,0,25,41,13.650419,85.024537,1,0
15.1,13.650419,11.378266,60.215629,2.7774626,140,13.650419,114.7214,145,0,25,41,13.650419,84.829853,1,0
15.15,13.650419,11.460117,60.411641,2.8171997,140,13.650419,114.7214,145,0,25,41,13.650419,84.635259,1,0
15.2,13.650419,11.541968,60.607597,2.8572169,140,13.650419,114.7214,145,0,25,41,13.650419,84.440757,1,0
15.25,13.650419,11.623819,60.803495,2.8975139,140,13.650419,114.7214,145,0,25,41,13.650419,84.246347,1,0
15.3,13.650419,11.70567,60.999336,2.9380907,140,13.650419,114.7214,145,0,25,41,13.650419,84.052031,1,0
15.35,13.650419,11.787522,61.195118,2.9789473,140,13.650419,114.7214,145,0,25,41,13.650419,83.85781,1,0
15.4,13.650419,11.869373,61.390842,3.0200835,140,13.650419,114.7214,145,0,25,41,13.650419,83.663685,1,0
15.45,13.650419,11.951224,61.586507,3.0614993,140,13.650419,114.7214,145,0,25,41,13.650419,83.469657,1,0
15.5,13.650419,12.033075,61.782112,3.1031946,140,13.650419,114.7214,145,0,25,41,13.650419,83.275727,1,0
15.55,13.650419,12.114926,61.977658,3.1451692,140,13.650419,114.7214,145,0,25,41,13.650419,83.081895,1,0
