minute,air_C,product_C,compressor_duty,door_heat,load_heat,ambient_C,mode
0,5.15000,5.05000,0.00000,0.00000,0.00000,17.34653,3
1,5.17795,5.05040,0.00000,0.00000,0.00000,17.35821,3
2,5.20557,5.05091,0.14055,0.00000,0.00000,17.31631,2
3,5.22148,5.05153,0.09635,0.00000,0.00000,17.64079,2
4,5.24149,5.05221,0.10730,0.00000,0.00000,17.88073,2
5,5.26094,5.05297,0.11784,0.00000,0.00000,17.49539,2
6,5.27839,5.05380,0.12761,0.00000,0.00000,17.33685,2
7,5.29445,5.05470,0.13703,0.00000,0.00000,17.40034,2
8,5.30970,5.05566,0.14632,0.00000,0.00000,17.35132,2
9,5.32390,5.05667,0.15530,0.00000,0.00000,18.11247,2
10,5.33903,5.05774,0.16496,0.00000,0.00000,17.59831,2
11,5.35196,5.05887,0.17361,0.00000,0.00000,17.46586,2
12,5.36373,5.06004,0.18198,0.00000,0.00000,16.88946,2
13,5.37331,5.06125,0.18946,0.00000,0.00000,17.42904,2
14,5.38347,5.06250,0.19751,0.00000,0.00000,18.00473,2
15,5.39423,5.06378,0.20591,0.00000,0.00000,17.68224,2
16,5.40342,5.06511,0.21359,0.00000,0.00000,17.03920,2
17,5.41036,5.06646,0.22036,0.00000,0.00000,18.11846,2
18,5.41925,5.06784,0.22835,0.00000,0.00000,18.12664,2
19,5.42742,5.06924,0.23592,0.00000,0.00000,17.47927,2
20,5.43335,5.07067,0.24250,0.00000,0.00000,16.95972,2
21,5.43745,5.07212,0.24841,0.00000,0.00000,17.13496,2
22,5.44146,5.07359,0.25446,0.00000,0.00000,17.55352,2
23,5.44594,5.07506,0.26080,0.00000,0.00000,17.03676,2
24,5.44864,5.07654,0.26625,0.00000,0.00000,17.51972,2
25,5.45204,5.07803,0.27222,0.00000,0.00000,17.22940,2
26,5.45424,5.07952,0.27756,0.00000,0.00000,17.68495,2
27,5.45708,5.08102,0.28335,0.00000,0.00000,17.37596,2
28,5.45870,5.08253,0.28851,0.00000,0.00000,17.68631,2
29,5.46065,5.08403,0.29394,0.00000,0.00000,17.39180,2
30,5.46144,5.08554,0.29879,0.00000,0.00000,17.62209,2
31,5.46241,5.08704,0.30382,0.00000,0.00000,17.13742,2
32,5.46182,5.08854,0.30807,0.00000,0.00000,17.55230,2
33,5.46190,5.09004,0.31278,0.00000,0.00000,16.85340,2
34,5.45996,5.09152,0.31642,0.00000,0.00000,17.34937,2
35,5.45895,5.09300,0.32067,0.00000,0.00000,17.55321,2
36,5.45812,5.09446,0.32492,0.00000,0.00000,17.20193,2
37,5.45613,5.09592,0.32858,0.00000,0.00000,17.48404,2
38,5.45457,5.09736,0.33252,0.00000,0.00000,17.92379,2
39,5.45377,5.09879,0.33679,0.00000,0.00000,17.17500,2
40,5.45088,5.10021,0.33994,0.00000,0.00000,17.51895,2
41,5.44860,5.10161,0.34355,0.00000,0.00000,17.83680,2
42,5.44685,5.10300,0.34734,0.00000,0.00000,17.98089,2
43,5.44516,5.10437,0.35110,0.00000,0.00000,17.17815,2
44,5.44131,5.10574,0.35376,0.00000,0.00000,17.37312,2
45,5.43777,5.10708,0.35671,0.00000,0.00000,17.53887,2
46,5.43445,5.10840,0.35972,0.00000,0.00000,17.44132,2
47,5.43071,5.10971,0.36246,0.00000,0.00000,17.05998,2
48,5.42592,5.11099,0.36467,0.00000,0.00000,17.31241,2
49,5.42162,5.11225,0.36716,0.00000,0.00000,17.95636,2
50,5.41873,5.11349,0.37028,0.00000,0.00000,17.24347,2
51,5.41395,5.11471,0.37230,0.00000,0.00000,17.35649,2
52,5.40934,5.11590,0.37452,0.00000,0.00000,17.34897,2
53,5.40462,5.11708,0.37662,0.00000,0.00000,17.58513,2
54,5.40037,5.11823,0.37892,0.00000,0.00000,16.71207,2
55,5.39392,5.11936,0.38004,0.00000,0.00000,17.49400,2
56,5.38934,5.12046,0.38221,0.00000,0.00000,16.97812,2
57,5.38343,5.12153,0.38351,0.00000,0.00000,17.96371,2
58,5.37986,5.12258,0.38603,0.00000,0.00000,18.10502,2
59,5.37648,5.12361,0.38843,0.00000,0.00000,17.11372,2
60,5.37060,5.12462,0.38952,0.00000,0.00000,17.78656,2
61,5.36633,5.12560,0.39156,0.00000,0.00000,17.58344,2
62,5.36147,5.12657,0.39314,0.00000,0.00000,17.10604,2
63,5.35543,5.12751,0.39412,0.00000,0.00000,17.79767,2
64,5.35105,5.12842,0.39597,0.00000,0.00000,17.24972,2
65,5.34528,5.12931,0.39695,0.00000,0.00000,16.99752,2
66,5.33892,5.13017,0.39768,0.00000,0.00000,17.50465,2
67,5.33381,5.13101,0.39902,0.00000,0.00000,17.61373,2
68,5.32892,5.13182,0.40032,0.00000,0.00000,17.25156,2
69,5.32314,5.13261,0.40111,0.00000,0.00000,17.46954,2
70,5.31790,5.13337,0.40219,0.00000,0.00000,17.04759,2
71,5.31164,5.13411,0.40266,0.00000,0.00000,17.61345,2
72,5.30679,5.13482,0.40385,0.00000,0.00000,17.97107,2
73,5.30277,5.13550,0.40529,0.00000,0.00000,18.02327,2
74,5.29881,5.13617,0.40667,0.00000,0.00000,17.54048,2
75,5.29366,5.13682,0.40739,0.00000,0.00000,17.99264,2
76,5.28960,5.13745,0.40871,0.00000,0.00000,17.44553,2
77,5.28419,5.13806,0.40923,0.00000,0.00000,17.38507,2
78,5.27867,5.13864,0.40975,0.00000,0.00000,17.53236,2
79,5.27355,5.13920,0.41041,0.00000,0.00000,17.01873,2
80,5.26722,5.13974,0.41039,0.00000,0.00000,17.22869,2
81,5.26148,5.14025,0.41070,0.00000,0.00000,18.31466,2
82,5.25839,5.14074,0.41223,0.00000,0.00000,17.20582,2
83,5.25258,5.14121,0.41215,0.00000,0.00000,17.37697,2
84,5.24726,5.14165,0.41249,0.00000,0.00000,17.16708,2
85,5.24150,5.14208,0.41250,0.00000,0.00000,17.69096,2
86,5.23706,5.14247,0.41316,0.00000,0.00000,16.88767,2
87,5.23072,5.14285,0.41271,0.00000,0.00000,17.07430,2
88,5.22494,5.14320,0.41264,0.00000,0.00000,17.48261,2
89,5.22023,5.14353,0.41299,0.00000,0.00000,17.88575,2
90,5.21651,5.14384,0.41372,0.00000,0.00000,18.11702,2
91,5.21334,5.14413,0.41459,0.00000,0.00000,17.43142,2
92,5.20851,5.14440,0.41457,0.00000,0.00000,17.72548,2
93,5.20445,5.14466,0.41501,0.00000,0.00000,18.13041,2
94,5.20138,5.14490,0.41584,0.00000,0.00000,17.38449,2
95,5.19650,5.14513,0.12694,0.00000,0.00000,17.66382,3
96,5.21547,5.14533,0.47482,0.00000,0.00000,16.98002,2
97,5.20474,5.14561,0.41808,0.00000,0.00000,17.51119,2
98,5.19995,5.14585,0.12960,0.00000,0.00000,17.13721,3
99,5.21741,5.14606,0.47701,0.00000,0.00000,17.25407,2
100,5.20714,5.14635,0.42065,0.00000,0.00000,17.61492,2
101,5.20236,5.14659,0.42116,0.00000,0.00000,17.79253,2
102,5.19804,5.14682,0.13256,0.00000,0.00000,17.24944,3
103,5.21557,5.14702,0.47980,0.00000,0.00000,16.98916,2
104,5.20448,5.14730,0.42301,0.00000,0.00000,17.62879,2
105,5.19960,5.14752,0.13453,0.00000,0.00000,16.91604,3
106,5.21616,5.14773,0.48147,0.00000,0.00000,17.06803,2
107,5.20512,5.14801,0.42479,0.00000,0.00000,17.46921,2
108,5.19972,5.14823,0.13604,0.00000,0.00000,17.26151,3
109,5.21699,5.14844,0.48339,0.00000,0.00000,17.93085,2
110,5.20785,5.14871,0.42760,0.00000,0.00000,17.40596,2
111,5.20204,5.14895,0.42751,0.00000,0.00000,17.38381,2
112,5.19627,5.14916,0.13841,0.00000,0.00000,17.36012,3
113,5.21364,5.14935,0.48554,0.00000,0.00000,17.55406,2
114,5.20348,5.14961,0.42920,0.00000,0.00000,17.38473,2
115,5.19757,5.14982,0.14028,0.00000,0.00000,17.06771,3
116,5.21409,5.15002,0.48711,0.00000,0.00000,17.31976,2
117,5.20324,5.15027,0.43051,0.00000,0.00000,17.47111,2
118,5.19744,5.15048,0.14171,0.00000,0.00000,17.49668,3
119,5.21487,5.15067,0.48897,0.00000,0.00000,17.81523,2
120,5.20506,5.15093,0.43282,0.00000,0.00000,17.56333,2
121,5.19927,5.15114,0.14382,0.00000,0.00000,17.58961,3
122,5.21674,5.15134,0.49125,0.00000,0.00000,17.79697,2
123,5.20668,5.15160,0.43499,0.00000,0.00000,17.77402,2
124,5.20121,5.15182,0.43513,0.00000,0.00000,17.48856,2
125,5.19512,5.15202,0.14592,0.00000,0.00000,17.64951,3
126,5.21263,5.15219,0.49305,0.00000,0.00000,17.42893,2
127,5.20161,5.15243,0.43626,0.00000,0.00000,17.98811,2
128,5.19662,5.15263,0.14794,0.00000,0.00000,17.92166,3
129,5.21461,5.15280,0.49534,0.00000,0.00000,17.93821,2
130,5.20460,5.15305,0.43904,0.00000,0.00000,17.39456,2
131,5.19794,5.15326,0.14972,0.00000,0.00000,17.69069,3
132,5.21522,5.15344,0.49702,0.00000,0.00000,18.03245,2
133,5.20531,5.15368,0.44083,0.00000,0.00000,17.36992,2
134,5.19844,5.15389,0.15137,0.00000,0.00000,17.69349,3
135,5.21560,5.15407,0.49866,0.00000,0.00000,17.86567,2
136,5.20516,5.15431,0.44223,0.00000,0.00000,17.89317,2
137,5.19944,5.15452,0.15330,0.00000,0.00000,17.38506,3
138,5.21570,5.15470,0.50014,0.00000,0.00000,17.65554,2
139,5.20464,5.15494,0.44347,0.00000,0.00000,17.98491,2
140,5.19905,5.15514,0.15468,0.00000,0.00000,17.83342,3
141,5.21628,5.15532,0.50196,0.00000,0.00000,18.16757,2
142,5.20630,5.15556,0.44575,0.00000,0.00000,17.35311,2
143,5.19901,5.15576,0.15605,0.00000,0.00000,17.71612,3
144,5.21586,5.15594,0.50327,0.00000,0.00000,17.83173,2
145,5.20498,5.15617,0.44664,0.00000,0.00000,17.30652,2
146,5.19753,5.15637,0.15704,0.00000,0.00000,17.87817,3
