minute,air_C,product_C,compressor_duty,door_heat,load_heat,ambient_C,mode
0,5.15000,5.05000,0.08400,0.00000,0.00000,17.34653,2
1,5.17123,5.05040,0.08554,0.00000,0.00000,17.35821,2
2,5.19209,5.05088,0.09741,0.00000,0.00000,17.31631,2
3,5.21163,5.05145,0.10879,0.00000,0.00000,17.64079,2
4,5.23078,5.05209,0.12028,0.00000,0.00000,17.88073,2
5,5.24933,5.05280,0.13168,0.00000,0.00000,17.49539,2
6,5.26582,5.05359,0.14217,0.00000,0.00000,17.33685,2
7,5.28088,5.05444,0.15221,0.00000,0.00000,17.40034,2
8,5.29510,5.05534,0.16205,0.00000,0.00000,17.35132,2
9,5.30823,5.05630,0.17152,0.00000,0.00000,18.11247,2
10,5.32226,5.05731,0.18171,0.00000,0.00000,17.59831,2
11,5.33407,5.05837,0.19075,0.00000,0.00000,17.46586,2
12,5.34470,5.05947,0.19943,0.00000,0.00000,16.88946,2
13,5.35313,5.06061,0.20710,0.00000,0.00000,17.42904,2
14,5.36214,5.06178,0.21535,0.00000,0.00000,18.00473,2
15,5.37175,5.06299,0.22399,0.00000,0.00000,17.68224,2
16,5.37978,5.06422,0.23181,0.00000,0.00000,17.03920,2
17,5.38557,5.06548,0.23859,0.00000,0.00000,18.11846,2
18,5.39332,5.06676,0.24671,0.00000,0.00000,18.12664,2
19,5.40035,5.06807,0.25435,0.00000,0.00000,17.47927,2
20,5.40515,5.06940,0.26088,0.00000,0.00000,16.95972,2
21,5.40814,5.07074,0.26663,0.00000,0.00000,17.13496,2
22,5.41106,5.07209,0.27251,0.00000,0.00000,17.55352,2
23,5.41449,5.07345,0.27872,0.00000,0.00000,17.03676,2
24,5.41616,5.07481,0.28394,0.00000,0.00000,17.51972,2
25,5.41855,5.07618,0.28972,0.00000,0.00000,17.22940,2
26,5.41977,5.07755,0.29482,0.00000,0.00000,17.68495,2
27,5.42167,5.07892,0.30040,0.00000,0.00000,17.37596,2
28,5.42237,5.08029,0.30528,0.00000,0.00000,17.68631,2
29,5.42343,5.08165,0.31047,0.00000,0.00000,17.39180,2
30,5.42338,5.08302,0.31501,0.00000,0.00000,17.62209,2
