minute,air_C,product_C,compressor_duty,door_heat,load_heat,ambient_C,mode
0,5.15000,5.05000,0.07500,0.00000,0.00000,18.01090,2
1,5.17353,5.05040,0.07627,0.00000,0.00000,17.95658,2
2,5.19653,5.05089,0.08762,0.00000,0.00000,18.30496,2
3,5.21915,5.05148,0.09905,0.00000,0.00000,17.31970,2
4,5.23821,5.05215,0.10897,0.00000,0.00000,17.28659,2
5,5.25616,5.05289,0.11880,0.00000,0.00000,18.17588,2
6,5.27521,5.05370,0.12945,0.00000,0.00000,17.81122,2
7,5.29229,5.05459,0.13922,0.00000,0.00000,17.67896,2
8,5.30806,5.05554,0.14866,0.00000,0.00000,17.56326,2
9,5.32260,5.05655,0.15775,0.00000,0.00000,17.87147,2
10,5.33697,5.05761,0.16699,0.00000,0.00000,18.03518,2
11,5.35081,5.05873,0.17613,0.00000,0.00000,17.24584,2
12,5.36186,5.05990,0.18406,0.00000,0.00000,17.16320,2
13,5.37196,5.06111,0.19184,0.00000,0.00000,17.14570,2
14,5.38126,5.06235,0.19941,0.00000,0.00000,18.16877,2
15,5.39229,5.06363,0.20799,0.00000,0.00000,17.54139,2
16,5.40100,5.06494,0.21539,0.00000,0.00000,17.37612,2
17,5.40863,5.06629,0.22252,0.00000,0.00000,17.05380,2
18,5.41484,5.06766,0.22909,0.00000,0.00000,17.39374,2
19,5.42126,5.06904,0.23596,0.00000,0.00000,17.65976,2
20,5.42769,5.07045,0.24287,0.00000,0.00000,17.14508,2
21,5.43228,5.07188,0.24893,0.00000,0.00000,18.24177,2
22,5.43894,5.07332,0.25622,0.00000,0.00000,17.30857,2
23,5.44273,5.07479,0.26197,0.00000,0.00000,17.47301,2
24,5.44642,5.07626,0.26793,0.00000,0.00000,17.32324,2
25,5.44924,5.07774,0.27351,0.00000,0.00000,17.94655,2
26,5.45308,5.07922,0.27970,0.00000,0.00000,17.98035,2
27,5.45646,5.08072,0.28562,0.00000,0.00000,17.57351,2
28,5.45838,5.08222,0.29087,0.00000,0.00000,17.56063,2
29,5.45984,5.08373,0.29603,0.00000,0.00000,17.31022,2
