minute,air_C,product_C,compressor_duty,door_heat,load_heat,ambient_C,mode
0,5.15000,5.05000,0.00000,0.00000,0.00000,17.72183,3
1,5.17885,5.05040,0.00000,0.00000,0.00000,17.14530,3
2,5.20594,5.05091,0.14066,0.00000,0.00000,17.56548,2
3,5.22243,5.05153,0.09680,0.00000,0.00000,17.65037,2
4,5.24242,5.05222,0.10770,0.00000,0.00000,17.54963,2
5,5.26104,5.05298,0.11783,0.00000,0.00000,17.78465,2
6,5.27917,5.05381,0.12802,0.00000,0.00000,17.24111,2
7,5.29496,5.05471,0.13726,0.00000,0.00000,17.22576,2
8,5.30977,5.05567,0.14635,0.00000,0.00000,17.77491,2
9,5.32498,5.05669,0.15587,0.00000,0.00000,17.16531,2
10,5.33779,5.05776,0.16430,0.00000,0.00000,17.54305,2
11,5.35066,5.05888,0.17309,0.00000,0.00000,17.77564,2
12,5.36322,5.06005,0.18185,0.00000,0.00000,17.34318,2
13,5.37390,5.06126,0.18982,0.00000,0.00000,17.11231,2
14,5.38327,5.06251,0.19739,0.00000,0.00000,18.26518,2
15,5.39466,5.06380,0.20617,0.00000,0.00000,17.34277,2
16,5.40302,5.06512,0.21338,0.00000,0.00000,17.37477,2
17,5.41078,5.06647,0.22062,0.00000,0.00000,17.28356,2
18,5.41766,5.06785,0.22755,0.00000,0.00000,17.41698,2
19,5.42422,5.06925,0.23446,0.00000,0.00000,17.34830,2
20,5.43000,5.07067,0.24106,0.00000,0.00000,17.24151,2
21,5.43493,5.07210,0.24736,0.00000,0.00000,17.90153,2
22,5.44088,5.07356,0.25429,0.00000,0.00000,17.75111,2
23,5.44585,5.07503,0.26071,0.00000,0.00000,18.13593,2
24,5.45118,5.07651,0.26744,0.00000,0.00000,17.65929,2
25,5.45478,5.07801,0.27332,0.00000,0.00000,17.44316,2
26,5.45736,5.07951,0.27887,0.00000,0.00000,17.50187,2
27,5.45962,5.08103,0.28437,0.00000,0.00000,17.79452,2
28,5.46213,5.08254,0.29004,0.00000,0.00000,17.20456,2
29,5.46276,5.08406,0.29477,0.00000,0.00000,17.68001,2
30,5.46415,5.08557,0.30005,0.00000,0.00000,17.59619,2
31,5.46491,5.08709,0.30496,0.00000,0.00000,17.96957,2
32,5.46618,5.08860,0.31018,0.00000,0.00000,17.40561,2
33,5.46569,5.09011,0.31450,0.00000,0.00000,17.31234,2
34,5.46466,5.09161,0.31868,0.00000,0.00000,17.58748,2
35,5.46397,5.09310,0.32306,0.00000,0.00000,17.61872,2
36,5.46303,5.09459,0.32729,0.00000,0.00000,16.92580,2
37,5.46014,5.09606,0.33055,0.00000,0.00000,17.36884,2
38,5.45809,5.09752,0.33436,0.00000,0.00000,17.12431,2
39,5.45520,5.09896,0.33766,0.00000,0.00000,17.79298,2
40,5.45369,5.10038,0.34168,0.00000,0.00000,16.99353,2
41,5.44999,5.10180,0.34449,0.00000,0.00000,17.57409,2
42,5.44752,5.10319,0.34805,0.00000,0.00000,16.96697,2
43,5.44336,5.10457,0.35064,0.00000,0.00000,18.48967,2
44,5.44268,5.10592,0.35507,0.00000,0.00000,18.08163,2
45,5.44071,5.10727,0.35857,0.00000,0.00000,17.65821,2
46,5.43749,5.10860,0.36152,0.00000,0.00000,17.16492,2
47,5.43292,5.10992,0.36387,0.00000,0.00000,17.54477,2
48,5.42913,5.11121,0.36667,0.00000,0.00000,17.36921,2
49,5.42477,5.11248,0.36909,0.00000,0.00000,16.84742,2
50,5.41905,5.11373,0.37082,0.00000,0.00000,17.88775,2
51,5.41575,5.11495,0.37382,0.00000,0.00000,17.30379,2
52,5.41088,5.11616,0.37581,0.00000,0.00000,17.45241,2
53,5.40628,5.11734,0.37801,0.00000,0.00000,18.15962,2
54,5.40327,5.11849,0.38093,0.00000,0.00000,17.64875,2
55,5.39885,5.11963,0.38299,0.00000,0.00000,17.46843,2
56,5.39392,5.12075,0.38487,0.00000,0.00000,17.61749,2
57,5.38926,5.12184,0.38687,0.00000,0.00000,16.91622,2
58,5.38285,5.12291,0.38793,0.00000,0.00000,18.03031,2
59,5.37910,5.12395,0.39040,0.00000,0.00000,17.31439,2
60,5.37351,5.12497,0.39170,0.00000,0.00000,17.29216,2
61,5.36786,5.12596,0.39305,0.00000,0.00000,17.80650,2
62,5.36340,5.12693,0.39495,0.00000,0.00000,17.59474,2
63,5.35835,5.12788,0.39642,0.00000,0.00000,17.66296,2
64,5.35343,5.12880,0.39795,0.00000,0.00000,16.98500,2
65,5.34685,5.12970,0.39858,0.00000,0.00000,17.66790,2
66,5.34194,5.13057,0.40012,0.00000,0.00000,17.16331,2
67,5.33578,5.13141,0.40086,0.00000,0.00000,17.30480,2
68,5.32998,5.13223,0.40181,0.00000,0.00000,17.72198,2
69,5.32519,5.13302,0.40318,0.00000,0.00000,17.54573,2
70,5.31995,5.13379,0.40419,0.00000,0.00000,17.51121,2
