t,ref,K_actual,T_actual,bias_actual,psi_traditional,psi_mpc_nominal,psi_mpc_data,u_traditional,u_mpc_nominal,u_mpc_data,err_traditional,err_mpc_nominal,err_mpc_data,r_traditional,r_mpc_nominal,r_mpc_data,K_est_data,T_est_data,bias_est_data
94.60000000000001,10,0.08426249999999999,16.325,0.006946575881616287,-5.799922820305309,9.592327139113642,9.288641868114508,12,-1.424999999999997,-3.492205810546874,-15.79992282030531,-0.4076728608863576,-0.7113581318854916,0.7001685454984876,0.3310994210802745,0.1081395567537836,0.09733535259026709,11.56623100328431,0.02319668006308801
94.80000000000001,10,0.08397499999999998,16.35,0.007020076595792691,-5.658849272171568,9.657719407691564,9.30956166627054,12,-1.462499999999997,-3.454705810546874,-15.65884927217157,-0.3422805923084358,-0.6904383337294604,0.7053677406687038,0.3269613428896112,0.1045989907801529,0.09752710143922988,11.63838443540485,0.02284135167663805
95,10,0.0836875,16.375,0.007096172445332494,-5.516755270186641,9.722292112898113,9.329796621224418,12,-1.499999999999997,-3.379705810546874,-15.51675527018664,-0.2777078871018865,-0.6702033787755823,0.7104700099246366,0.32286352603275,0.1011747747693931,0.09768964933599937,11.70863240522517,0.02249516454183
95.2,10,0.08339999999999999,16.4,0.007174841439064815,-5.373659790793792,9.786053349519038,9.349377373843035,12,-1.537499999999997,-3.342205810546874,-15.37365979079379,-0.2139466504809615,-0.6506226261569648,0.7154773969642418,0.3188061831046227,0.09790376309309119,0.09782455071822804,11.77733488165496,0.02215601513245661
95.40000000000001,10,0.08311249999999999,16.425,0.007256060842198001,-5.22958140895549,9.849011253741173,9.368326476880942,12,-1.574999999999998,-3.304705810546874,-15.22958140895549,-0.1509887462588271,-0.6316735231190584,0.7203919091915153,0.3147895211106719,0.09474551518952976,0.09792998358499881,11.84397851184262,0.02182564922888471
95.60000000000001,10,0.082825,16.45,0.00733980718288983,-5.084538305314711,9.911174002019861,9.386666198908106,12,-1.612499999999998,-3.267205810546874,-15.08453830531471,-0.08882599798013935,-0.6133338010918941,0.7252155182038938,0.3108137413934413,0.09169861013582498,0.09800474065028134,11.90816260363782,0.02150529962306161
95.80000000000001,10,0.08253749999999999,16.475,0.007426056259030719,-4.938548273260668,9.972549809932021,9.404418528586977,12,-1.649999999999998,-3.229705810546874,-14.93854827326067,-0.02745019006797911,-0.5955814714130234,0.7299501602702118,0.306879039560798,0.08876164839435589,0.0980480996845681,11.96957804457991,0.02119579556966028
96,10,0.08225,16.5,0.007514783145237959,-4.791628725900775,10.03314693101518,9.421605178836737,12,-1.687499999999998,-3.192205810546874,-14.79162872590078,0.03314693101518351,-0.578394821163263,0.7345977367994661,0.3029856054158115,0.08593325124880399,0.09805993321632631,12.02791142947476,0.02089804924075753
96.2,10,0.08196249999999999,16.525,0.007605962200058982,-4.643796702940647,10.09297365559284,9.438247590887055,12,-1.724999999999998,-3.154705810546873,-14.64379670294065,0.09297365559284465,-0.5617524091129447,0.7391601148006414,0.2991336228883038,0.0832120602515936,0.09804026455620442,12.08299643343415,0.02061230474418835
96.40000000000001,10,0.08167499999999998,16.55,0.00769956707338155,-4.495068877473879,10.15203830958646,9.454366938223565,12,-1.762499999999998,-3.117205810546873,-14.49506887747388,0.1520383095864641,-0.5456330617764351,0.7436391273338375,0.2953232699680941,0.08059673668254588,0.09798965555818651,12.13463721137358,0.02033903386853483
96.60000000000001,10,0.08138749999999999,16.575,0.007795570714048759,-4.345461562683291,10.21034925331445,9.469984130427278,12,-1.799999999999998,-3.079705810546873,-14.34546156268329,0.2103492533144546,-0.530015869572722,0.7480365739529388,0.2915547186399536,0.07808596101856405,0.0979089667835792,12.18268696031647,0.02007854853660096
96.80000000000001,10,0.08109999999999999,16.6,0.007893945377676645,-4.19499071845528,10.26791488027851,9.485119816910112,12,-1.837499999999998,-3.079705810546873,-14.19499071845528,0.2679148802785125,-0.5148801830898879,0.7523542211400569,0.2878281348202903,0.07567843241417081,0.09779932511248746,12.22704004031556,0.01983104295880801
97,10,0.0808125,16.625,0.007994662634672108,-4.043671957908884,10.32474361593763,9.499787062235404,12,-1.874999999999998,-3.042205810546873,-14.04367195790888,0.3247436159376296,-0.5002129377645961,0.7565938027319771,0.2841436782955812,0.07333622662645889,0.09766081189501793,12.26701568619457,0.01959929950304451
97.2,10,0.080525,16.65,0.008097693378448878,-3.891520553841119,10.38084391647014,9.514006131398554,12,-1.912499999999998,-3.004705810546873,-13.89152055384112,0.3808439164701429,-0.4859938686014456,0.7607570203388275,0.2805015026625688,0.07109534581575387,0.09749573105515311,12.30276508687772,0.01938256695302482
97.40000000000001,10,0.08023749999999999,16.675,0.008203007833839093,-3.738551445090081,10.43622426752419,9.527797037951593,12,-1.949999999999998,-2.967205810546873,-13.73855144509008,0.4362242675241905,-0.4722029620484065,0.7648455437551921,0.2769017552702397,0.0689545327651969,0.09730698572699424,12.33435238423379,0.019180685897692
97.60000000000001,10,0.07994999999999999,16.7,0.008310575565698138,-3.584779242817305,10.49089318295691,9.541179547375135,12,-1.949999999999998,-2.967205810546873,-13.58477924281731,0.4908931829569116,-0.4588204526248649,0.7688610113638766,0.2733445771636014,0.06691254711770443,0.09709705082907313,12.36190890426568,0.01899317577721469
97.80000000000001,10,0.07966249999999998,16.725,0.008420365487700169,-3.430218236710797,10.54486638470049,9.554165999218499,12,-1.987499999999998,-2.929705810546873,-13.4302182367108,0.5448663847004909,-0.4458340007815007,0.7728050305325387,0.2698660087178955,0.06493225921682098,0.09686790384976793,12.38500402699698,0.01882220174531433
98,10,0.079375,16.75,0.008532345871321876,-3.274882401110121,10.59815231681253,9.566775794952882,12,-2.024999999999999,-2.929705810546873,-13.27488240111012,0.5981523168125342,-0.433224205047118,0.7766791780033817,0.2664296605602141,0.06304897867191545,0.09662280618902945,12.40393968048791,0.01866675891184617
98.2,10,0.07908749999999999,16.775,0.008646484355011783,-3.118785401054899,10.65075944954018,9.579020987501499,12,-2.062499999999999,-2.929705810546873,-13.1187854010549,0.6507594495401818,-0.4209790124985009,0.7804850002761131,0.263035663638237,0.06122596274308641,0.09636395079517387,12.4185078110083,0.01852813604701422
98.40000000000001,10,0.07879999999999998,16.8,0.008762747953542503,-2.961940598258026,10.70269627798805,9.590913549836156,12,-2.099999999999999,-2.892205810546873,-12.96194059825803,0.7026962779880481,-0.4090864501638443,0.78422401398436,0.2596841422393349,0.05946281167328742,0.09609480719766834,12.42860102013231,0.01840748544227403
98.60000000000001,10,0.0785125,16.825,0.008881103067543257,-2.80436105700488,10.7539713207773,9.602472411066231,12,-2.099999999999999,-2.892205810546873,-12.80436105700488,0.7539713207772962,-0.3975275889337695,0.787897706265731,0.2563752139462419,0.05779430615037234,0.09581949059425082,12.43471730026546,0.01830327141208755
98.80000000000001,10,0.07822499999999999,16.85,0.009001515493209853,-2.646059549979738,10.80460011832474,9.613709265625898,12,-2.137499999999999,-2.892205810546873,-12.64605954997974,0.8046001183247373,-0.3862907343741018,0.7915075351257094,0.2531439877372098,0.05618427279834241,0.09554113262359853,12.43684748446509,0.01821626915675757
99,10,0.07793750000000001,16.875,0.009123950432189332,-2.487048564020626,10.8545911131679,9.624635730781964,12,-2.174999999999999,-2.854705810546873,-12.48704856402063,0.8545911131679027,-0.3753642692180357,0.7950549297955596,0.2499549742158255,0.05463232578032715,0.09526316086842172,12.43508375498893,0.01814690765808923
99.2,10,0.07765,16.9,0.009248372501636501,-2.327340305803742,10.90395276905244,9.635270274642986,12,-2.212499999999999,-2.854705810546873,-12.32734030580374,0.9039527690524363,-0.3647297253570141,0.7985412910844204,0.2468082794226684,0.05317271930510784,0.09498929052803289,12.43002263026142,0.01809329018906796
99.40000000000001,10,0.07736249999999999,16.925,0.009374745744439264,-2.16694670745859,10.95269356953071,9.645624243047873,12,-2.249999999999999,-2.854705810546873,-12.16694670745859,0.9526935695307088,-0.3543757569521269,0.8019679917257605,0.2437040023913665,0.0517698420244402,0.0947231457958882,12.42174155516254,0.01805610026754539
