idx,a
256,3.195488721805
257,3.208020050125
258,3.220551378446
259,3.233082706767
260,3.245614035088
261,3.258145363409
262,3.270676691729
263,3.283208020050
264,3.295739348371
265,3.308270676692
266,3.320802005013
267,3.333333333333
268,3.345864661654
269,3.358395989975
270,3.370927318296
271,3.383458646617
272,3.395989974937
273,3.408521303258
274,3.421052631579
275,3.433583959900
276,3.446115288221
277,3.458646616541
278,3.471177944862
279,3.483709273183
280,3.496240601504
281,3.508771929825
282,3.521303258145
283,3.533834586466
284,3.546365914787
285,3.558897243108
286,3.571428571429
287,3.583959899749
288,3.596491228070
289,3.609022556391
290,3.621553884712
291,3.634085213033
292,3.646616541353
293,3.659147869674
294,3.671679197995
295,3.684210526316
296,3.696741854637
297,3.709273182957
298,3.721804511278
299,3.734335839599
300,3.746867167920
301,3.759398496241
302,3.771929824561
303,3.784461152882
304,3.796992481203
305,3.809523809524
306,3.822055137845
307,3.834586466165
308,3.847117794486
309,3.859649122807
310,3.872180451128
311,3.884711779449
312,3.897243107769
313,3.909774436090
314,3.922305764411
315,3.934837092732
316,3.947368421053
317,3.959899749373
318,3.972431077694
319,3.984962406015
320,3.997493734336
321,4.010025062657
322,4.022556390977
323,4.035087719298
324,4.047619047619
325,4.060150375940
326,4.072681704261
327,4.085213032581
328,4.097744360902
329,4.110275689223
330,4.122807017544
331,4.135338345865
332,4.147869674185
333,4.160401002506
334,4.172932330827
335,4.185463659148
336,4.197994987469
337,4.210526315789
338,4.223057644110
339,4.235588972431
340,4.248120300752
341,4.260651629073
342,4.273182957393
343,4.285714285714
344,4.298245614035
345,4.310776942356
346,4.323308270677
347,4.335839598997
348,4.348370927318
349,4.360902255639
350,4.373433583960
351,4.385964912281
352,4.398496240602
353,4.411027568922
354,4.423558897243
355,4.436090225564
356,4.448621553885
357,4.461152882206
358,4.473684210526
359,4.486215538847
360,4.498746867168
361,4.511278195489
362,4.523809523810
363,4.536340852130
364,4.548872180451
365,4.561403508772
366,4.573934837093
367,4.586466165414
368,4.598997493734
369,4.611528822055
370,4.624060150376
371,4.636591478697
372,4.649122807018
373,4.661654135338
374,4.674185463659
375,4.686716791980
376,4.699248120301
377,4.711779448622
378,4.724310776942
379,4.736842105263
380,4.749373433584
381,4.761904761905
382,4.774436090226
383,4.786967418546
384,4.799498746867
385,4.812030075188
386,4.824561403509
387,4.837092731830
388,4.849624060150
389,4.862155388471
390,4.874686716792
391,4.887218045113
392,4.899749373434
393,4.912280701754
394,4.924812030075
395,4.937343358396
396,4.949874686717
397,4.962406015038
398,4.974937343358
399,4.987468671679
400,5.000000000000
401,5.050000000000
402,5.101642421933
403,5.153812950745
404,5.206516986976
405,5.259759986390
406,5.313547460545
407,5.367884977360
408,5.422778161694
409,5.478232695927
410,5.534254320546
411,5.590848834745
412,5.648022097019
413,5.705780025776
414,5.764128599943
415,5.823073859593
416,5.882621906564
417,5.942778905093
418,6.003551082453
419,6.064944729600
420,6.126966201823
421,6.189621919400
422,6.252918368264
423,6.316862100677
424,6.381459735904
425,6.446717960899
426,6.512643531002
427,6.579243270631
428,6.646524073993
429,6.714492905798
430,6.783156801977
431,6.852522870413
