version,K,w,mag_db,phase_deg
A,0.200000000000,0.005635580703,-0.345903124000,-19.780791432732
A,0.200000000000,0.005700919796,-0.353688350160,-20.001104438521
A,0.200000000000,0.005767016434,-0.361642502549,-20.223672879198
A,0.200000000000,0.005833879398,-0.369768969279,-20.448513425627
A,0.200000000000,0.005901517573,-0.378071194421,-20.675642664328
A,0.200000000000,0.005969939947,-0.386552678420,-20.905077089615
A,0.200000000000,0.006039155612,-0.395216978470,-21.136833095545
A,0.200000000000,0.006109173765,-0.404067708889,-21.370926967644
A,0.200000000000,0.006180003712,-0.413108541455,-21.607374874463
A,0.200000000000,0.006251654862,-0.422343205720,-21.846192858968
A,0.200000000000,0.006324136739,-0.431775489304,-22.087396829633
A,0.200000000000,0.006397458972,-0.441409238154,-22.331002551500
A,0.200000000000,0.006471631306,-0.451248356776,-22.577025636918
A,0.200000000000,0.006546663596,-0.461296808442,-22.825481536108
A,0.200000000000,0.006622565813,-0.471558615350,-23.076385527613
A,0.200000000000,0.006699348042,-0.482037858773,-23.329752708547
A,0.200000000000,0.006777020487,-0.492738679155,-23.585597984586
A,0.200000000000,0.006855593468,-0.503665276170,-23.843936059862
A,0.200000000000,0.006935077427,-0.514821908763,-24.104781426669
A,0.200000000000,0.007015482925,-0.526212895129,-24.368148354978
A,0.200000000000,0.007096820648,-0.537842612660,-24.634050881802
A,0.200000000000,0.007179101402,-0.549715497849,-24.902502800432
A,0.200000000000,0.007262336122,-0.561836046156,-25.173517649464
A,0.200000000000,0.007346535867,-0.574208811816,-25.447108701718
A,0.200000000000,0.007431711827,-0.586838407606,-25.723288953026
A,0.200000000000,0.007517875320,-0.599729504571,-26.002071110863
A,0.200000000000,0.007605037795,-0.612886831677,-26.283467582875
A,0.200000000000,0.007693210834,-0.626315175442,-26.567490465274
A,0.200000000000,0.007782406154,-0.640019379486,-26.854151531153
A,0.200000000000,0.007872635608,-0.654004344049,-27.143462218700
A,0.200000000000,0.007963911184,-0.668275025431,-27.435433619280
A,0.200000000000,0.008056245012,-0.682836435389,-27.730076465543
A,0.200000000000,0.008149649362,-0.697693640476,-28.027401119389
A,0.200000000000,0.008244136644,-0.712851761299,-28.327417559870
A,0.200000000000,0.008339719415,-0.728315971747,-28.630135371179
A,0.200000000000,0.008436410375,-0.744091498120,-28.935563730445
A,0.200000000000,0.008534222374,-0.760183618229,-29.243711395635
A,0.200000000000,0.008633168407,-0.776597660397,-29.554586693475
A,0.200000000000,0.008733261624,-0.793339002418,-29.868197507284
A,0.200000000000,0.008834515324,-0.810413070433,-30.184551264979
A,0.200000000000,0.008936942964,-0.827825337751,-30.503654927001
A,0.200000000000,0.009040558152,-0.845581323579,-30.825514974454
A,0.200000000000,0.009145374658,-0.863686591707,-31.150137397220
A,0.200000000000,0.009251406409,-0.882146749105,-31.477527682241
A,0.200000000000,0.009358667496,-0.900967444446,-31.807690801898
A,0.200000000000,0.009467172172,-0.920154366577,-32.140631202594
A,0.200000000000,0.009576934853,-0.939713242892,-32.476352793432
A,0.200000000000,0.009687970127,-0.959649837649,-32.814858935108
A,0.200000000000,0.009800292747,-0.979969950210,-33.156152429088
A,0.200000000000,0.009913917639,-1.000679413208,-33.500235506854
A,0.200000000000,0.010028859901,-1.021784090637,-33.847109819589
A,0.200000000000,0.010145134808,-1.043289875883,-34.196776427992
A,0.200000000000,0.010262757809,-1.065202689664,-34.549235792499
A,0.200000000000,0.010381744535,-1.087528477919,-34.904487763703
A,0.200000000000,0.010502110796,-1.110273209614,-35.262531573300
A,0.200000000000,0.010623872588,-1.133442874478,-35.623365825195
A,0.200000000000,0.010747046090,-1.157043480686,-35.986988487156
A,0.200000000000,0.010871647669,-1.181081052459,-36.353396882814
A,0.200000000000,0.010997693882,-1.205561627604,-36.722587684133
A,0.200000000000,0.011125201479,-1.230491255001,-37.094556904271
A,0.200000000000,0.011254187403,-1.255875992013,-37.469299891075
A,0.200000000000,0.011384668794,-1.281721901847,-37.846811320884
A,0.200000000000,0.011516662989,-1.308035050862,-38.227085193049
