version,K,phase_margin_deg,gain_margin,crossover_rad_s,bandwidth_rad_s,peak_db,peak_rad_s
A,0.200000000000,80.597198095221,140.234375000000,0.015803437910,0.019125024602,-0.011269779426,0.001000000000
B,0.606400000000,64.903244123292,46.251442941953,0.044338726299,0.070357295400,0.001105859023,0.008834515324
C,20.000000000000,4.040165008067,1.402343750000,0.390498638410,0.607406379848,23.148776551697,0.391959822153
