sample_idx,gain,re,im
0,0.000000000000,-2.143750000000,0.000000000000
0,0.000000000000,-0.246391281101,0.000000000000
0,0.000000000000,-0.100000000000,0.000000000000
0,0.000000000000,0.000000000000,0.000000000000
1,0.078369905956,-2.146028630517,0.000000000000
1,0.078369905956,-0.224862817833,0.000000000000
1,0.078369905956,-0.100000000000,0.000000000000
1,0.078369905956,-0.019249832751,0.000000000000
2,0.156739811912,-2.148297019345,0.000000000000
2,0.156739811912,-0.198214818444,0.000000000000
2,0.156739811912,-0.100000000000,0.000000000000
2,0.156739811912,-0.043629443312,0.000000000000
3,0.235109717868,-2.150555286481,0.000000000000
3,0.235109717868,-0.157102254084,0.000000000000
3,0.235109717868,-0.100000000000,0.000000000000
3,0.235109717868,-0.082483740536,0.000000000000
4,0.313479623824,-2.151052544390,0.000000000000
4,0.313479623824,-0.139088743081,0.000000000000
4,0.313479623824,-0.099999996815,-0.000000004859
4,0.313479623824,-0.099999996815,0.000000004859
5,0.391849529781,-2.151052544649,0.000000000000
5,0.391849529781,-0.139088729471,0.000000000000
5,0.391849529781,-0.100000003491,-0.000000004864
5,0.391849529781,-0.100000003491,0.000000004864
6,0.470219435737,-2.151240560404,0.000000000000
6,0.470219435737,-0.119450373067,0.000000000000
6,0.470219435737,-0.119450347630,0.000000000000
6,0.470219435737,-0.100000000000,0.000000000000
7,0.548589341693,-2.152803549641,0.000000000000
7,0.548589341693,-0.100000000000,0.000000000000
7,0.548589341693,-0.118668865730,-0.056369303835
7,0.548589341693,-0.118668865730,0.056369303835
8,0.626959247649,-2.155041924322,0.000000000000
8,0.626959247649,-0.100000000000,0.000000000000
8,0.626959247649,-0.117549678390,-0.087945504321
8,0.626959247649,-0.117549678390,0.087945504321
9,0.705329153605,-2.157270523861,0.000000000000
9,0.705329153605,-0.100000000000,0.000000000000
9,0.705329153605,-0.116435378620,-0.110810157489
9,0.705329153605,-0.116435378620,0.110810157489
10,0.783699059561,-2.159489459490,0.000000000000
10,0.783699059561,-0.100000000000,0.000000000000
10,0.783699059561,-0.115325910806,-0.129657493326
10,0.783699059561,-0.115325910806,0.129657493326
11,0.862068965517,-2.161698840388,0.000000000000
11,0.862068965517,-0.100000000000,0.000000000000
11,0.862068965517,-0.114221220357,-0.146051574779
11,0.862068965517,-0.114221220357,0.146051574779
12,0.940438871473,-2.163898773736,0.000000000000
12,0.940438871473,-0.100000000000,0.000000000000
12,0.940438871473,-0.113121253683,-0.160745160334
12,0.940438871473,-0.113121253683,0.160745160334
13,1.018808777429,-2.166089364765,0.000000000000
13,1.018808777429,-0.100000000000,0.000000000000
13,1.018808777429,-0.112025958168,-0.174169516354
13,1.018808777429,-0.112025958168,0.174169516354
14,1.097178683386,-2.168270716809,0.000000000000
14,1.097178683386,-0.100000000000,0.000000000000
14,1.097178683386,-0.110935282146,-0.186599101175
14,1.097178683386,-0.110935282146,0.186599101175
15,1.175548589342,-2.170442931347,0.000000000000
15,1.175548589342,-0.100000000000,0.000000000000
15,1.175548589342,-0.109849174877,-0.198221435234
15,1.175548589342,-0.109849174877,0.198221435234
16,1.253918495298,-2.172606108051,0.000000000000
16,1.253918495298,-0.100000000000,0.000000000000
16,1.253918495298,-0.108767586525,-0.209171401721
16,1.253918495298,-0.108767586525,0.209171401721
17,1.332288401254,-2.174760344834,0.000000000000
17,1.332288401254,-0.100000000000,0.000000000000
17,1.332288401254,-0.107690468134,-0.219549886601
17,1.332288401254,-0.107690468134,0.219549886601
18,1.410658307210,-2.176905737886,0.000000000000
18,1.410658307210,-0.100000000000,0.000000000000
18,1.410658307210,-0.106617771607,-0.229434701151
18,1.410658307210,-0.106617771607,0.229434701151
19,1.489028213166,-2.179042381723,0.000000000000
19,1.489028213166,-0.100000000000,0.000000000000
19,1.489028213166,-0.105549449689,-0.238887366872
19,1.489028213166,-0.105549449689,0.238887366872
20,1.567398119122,-2.181170369222,0.000000000000
20,1.567398119122,-0.100000000000,0.000000000000
20,1.567398119122,-0.104485455940,-0.247957531317
20,1.567398119122,-0.104485455940,0.247957531317
21,1.645768025078,-2.183289791661,0.000000000000
21,1.645768025078,-0.100000000000,0.000000000000
21,1.645768025078,-0.103425744720,-0.256685953852
21,1.645768025078,-0.103425744720,0.256685953852
22,1.724137931034,-2.185400738760,0.000000000000
22,1.724137931034,-0.100000000000,0.000000000000
22,1.724137931034,-0.102370271170,-0.265106589799
22,1.724137931034,-0.102370271170,0.265106589799
23,1.802507836991,-2.187503298716,0.000000000000
23,1.802507836991,-0.100000000000,0.000000000000
23,1.802507836991,-0.101318991193,-0.273248085028
23,1.802507836991,-0.101318991193,0.273248085028
24,1.880877742947,-2.189597558236,0.000000000000
24,1.880877742947,-0.100000000000,0.000000000000
24,1.880877742947,-0.100271861432,-0.281134872901
24,1.880877742947,-0.100271861432,0.281134872901
25,1.959247648903,-2.191683602577,0.000000000000
25,1.959247648903,-0.100000000000,0.000000000000
25,1.959247648903,-0.099228839262,-0.288787995757
25,1.959247648903,-0.099228839262,0.288787995757
26,2.037617554859,-2.193761515576,0.000000000000
26,2.037617554859,-0.100000000000,0.000000000000
26,2.037617554859,-0.098189882763,-0.296225731050
26,2.037617554859,-0.098189882763,0.296225731050
27,2.115987460815,-2.195831379681,0.000000000000
27,2.115987460815,-0.100000000000,0.000000000000
27,2.115987460815,-0.097154950710,-0.303464076114
27,2.115987460815,-0.097154950710,0.303464076114
28,2.194357366771,-2.197893275988,0.000000000000
28,2.194357366771,-0.100000000000,0.000000000000
28,2.194357366771,-0.096124002557,-0.310517128727
28,2.194357366771,-0.096124002557,0.310517128727
29,2.272727272727,-2.199947284268,0.000000000000
29,2.272727272727,-0.100000000000,0.000000000000
